geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00092132,8.3,27.2,4.4,59.2,0.9
E00092133,2.9,30.6,3.3,61.7,1.4
E00092134,17,46,3,31,3
E00092135,6.2,36.5,5.6,51.7,0
E00112065,10.2,34.3,4.5,49.4,1.5
E00112067,13.7,44.2,6.1,34.2,1.8
E00112069,15,35.3,4,44,1.8
E00112076,14.3,51.1,4.5,27.1,3
E00112078,14.9,45.8,5.2,31.5,2.6
E00112079,11.8,48.1,3.5,32.7,3.8
E00112083,10.8,42.2,4.7,39.2,3
E00112085,18.2,42.3,6.2,29.3,3.9
E00112087,18.3,40.9,7,31.9,2
E00112089,18.2,38.2,8,32,3.6
E00112090,7.8,40,3.9,46.5,1.7
E00112091,11.1,36.7,5.4,44,2.7
E00112092,14.6,38.1,3.4,41.5,2.4
E00112093,11.9,39.8,3.5,42.8,2
E00112094,16.8,37.1,4.9,37.8,3.5
E00112095,21,46,4,25.8,3.2
E00112097,11.6,48.6,5.8,32.9,1.2
E00112098,11.3,54.9,8,22.5,3.3
E00112099,9,51,4.3,35,0.7
E00112100,13.7,44.8,6.7,33.3,1.4
E00112101,14,51.7,5.9,26.3,2.2
E00112102,8.7,40.5,3.5,44.8,2.4
E00112103,11.2,46.2,4.5,36.8,1.3
E00112104,5.5,38.4,2.4,50.6,3.1
E00112105,12,41.3,4.7,38.8,3.3
E00112130,9.6,36.7,7.4,43.1,3.2
E00112146,7,38.8,3,49.2,2
E00112147,2.3,29.4,3.2,62.4,2.8
E00112148,23.1,34.9,6.1,30.2,5.7
E00112149,6.7,34.4,1.4,55.3,2.1
E00112150,8.1,31.9,2.4,57.3,0.3
E00112151,12.6,52.5,4.2,29.4,1.3
E00112152,9.9,33,3.2,51.3,2.6
E00112153,10.7,41.2,5.1,41.9,1.1
E00112154,28.3,44.2,7.3,17.6,2.6
E00112155,11.6,41.9,5.8,37.3,3.3
E00112156,7.2,38.2,4.1,48.2,2.3
E00112158,24.4,36.8,5,32.6,1.2
E00112159,12.9,48.1,4.4,34.3,0.3
E00112160,8.9,35.1,2.5,52.1,1.5
E00112161,13,33.3,5.3,45.3,3.2
E00112162,14.7,47.8,6,28.9,2.6
E00112163,10.6,46.4,2.9,39.1,1.1
E00112164,16.2,31.5,3.2,47.7,1.4
E00112165,22.2,31.2,5.8,36,4.8
E00112166,8.6,36.5,3.9,49.8,1.3
E00112167,5.2,35.1,1.2,56.6,1.8
E00112168,8.9,31.4,3.6,55,1.1
E00112169,9.6,33.6,3.6,50.7,2.5
E00112170,11.4,26.7,3.1,57.7,1.1
E00112171,23.3,38.7,8.7,29.3,0
E00112172,16,49.8,4.6,26.9,2.7
E00112173,6,31.5,2.4,58.2,2
E00112174,15.7,36.8,2.9,42.2,2.5
E00112175,7.9,35.7,2.8,48.8,4.8
E00112176,8.1,34.3,1.4,53.8,2.4
E00112177,28.7,32.5,7,25.5,6.4
E00112178,18.7,42.6,6.7,28.2,3.9
E00112179,12.2,39.4,5.5,41.3,1.6
E00112181,21.5,40.3,5.5,30.5,2.2
E00112182,15.7,39.1,3.2,40.3,1.6
E00112183,15.4,39,3.3,40.7,1.7
E00112184,11,34.7,4.2,47,3
E00112185,12.1,38.8,6.3,40.3,2.4
E00112186,19.5,41.8,3.5,30.5,4.7
E00112187,15.3,33.5,4.8,43.5,2.8
E00112188,12.6,35.9,5.2,44.5,1.8
E00112189,16.6,45.7,6.1,30.4,1.2
E00112190,15.3,37.3,2.4,42.6,2.4
E00112192,19,44.3,6.2,24.8,5.7
E00112193,12.4,39.4,6.9,39.4,1.8
E00112194,13.7,37.9,5.5,41.1,1.8
E00112195,10.3,40,2,46.7,1
E00112196,14.5,43.8,8.1,32.3,1.3
E00112197,11.9,29.9,2.9,53.2,2.2
E00112198,14.6,39,5.3,37.8,3.3
E00112199,11.1,41.5,3.6,42.9,0.8
E00112200,16.4,35.1,6.7,37.8,4
E00112202,11.3,48.1,5.2,29.7,5.7
E00112203,13,48.3,5,31.1,2.5
E00112204,15,42.1,7.1,32.3,3.4
E00112205,12.6,47.7,10.1,27.1,2.5
E00112206,21.9,36.1,4.8,34.9,2.2
E00112207,26.4,28.9,2.2,40.1,2.5
E00112209,13,43.1,3,38.6,2.3
E00112210,15.2,41.9,5.1,34.8,3
E00112211,8.5,44.9,4.7,39,2.9
E00112212,10.8,46.2,4.8,36.8,1.4
E00112213,17.5,39,5.7,33.3,4.4
E00112214,25.5,36.1,7.3,29.1,2.1
E00112215,9.8,40.2,5.4,42.8,1.8
E00112216,11.7,44,5.7,36.5,2.1
E00112217,14,33.2,6.8,44,2
E00112218,11.3,42.3,3.5,40.6,2.3
E00112219,18.4,39.2,5.3,35.5,1.6
E00112220,12,44,3.3,38,2.7
E00112221,23.1,44.4,6,25.2,1.3
E00112222,12.2,42.7,4.5,38.2,2.4
E00112223,17.9,47.2,7.2,25.6,2.1
E00112224,9.1,44.9,4,39.4,2.6
E00112225,8.8,41.9,4,43,2.2
E00112226,9.1,44.1,5.2,40.2,1.4
E00112227,12.1,34.1,5.6,48.3,0
E00112228,12.1,41.2,3.7,41.2,1.7
E00112229,26.2,44.9,5.6,19,4.3
E00112235,9.7,41.7,4.8,41.2,2.5
E00112236,12.3,46.9,5.3,33.4,2.1
E00112237,9.1,26.4,1.9,59.6,3
E00112238,18.4,39.5,4.3,35.5,2.3
E00112239,13.9,43.2,2.5,38.4,2
E00112241,12.7,48,10.2,25,4.1
E00112243,14.1,53.3,6.7,22.2,3.7
E00112244,11.4,50.4,2.8,35.4,0
E00112245,17.7,45.5,9.6,23.7,3.5
E00112246,15.2,49.8,6.4,26.8,1.9
E00112247,30.2,41.4,3.6,21.3,3.6
E00112248,16.3,47.1,3.5,30.4,2.8
E00112250,46.9,21.5,8.5,13.8,9.2
E00112251,13.8,50.5,2.8,30.9,2.1
E00112253,13.8,46.1,6.5,31.2,2.5
E00112254,14.4,34.1,7.4,41.1,3
E00112255,23.7,45.5,7.8,21.8,1.3
E00112256,11.1,42.7,4.1,42,0
E00112258,8.9,37.1,4.5,47.8,1.8
E00112259,20.7,45.2,5.4,28.6,0
E00112260,10.9,42.6,8.5,35.6,2.5
E00112261,27.3,42,5.1,22.6,3
E00112268,22.6,39.3,5.6,29.9,2.6
E00112269,12.9,54.2,5,27.5,0.4
E00112270,13.6,37.7,4.5,40.9,3.2
E00112271,12.3,41,5.6,37.2,3.8
E00112272,17.8,44.7,5.5,27.9,4.1
E00112283,13.5,38.3,5.3,38.7,4.3
E00112284,6.7,35.6,4.4,52.2,1.1
E00112285,12,41.7,5.7,39.6,1
E00112286,6.4,35,2.1,56.1,0.4
E00112287,12.2,30.4,3.4,53.6,0.4
E00112288,10.2,33.8,5.8,48.7,1.5
E00112289,9,41.2,4.8,44.1,1
E00112290,8.1,43.5,5.4,41,2
E00112291,16.1,39.4,6.5,35.8,2.2
E00112293,5.2,43.4,4.7,45.3,1.4
E00112294,13.7,44.6,5.8,34,1.8
E00119054,15.8,43.3,8.3,30.8,1.7
E00119055,9.6,42.2,1.6,42.2,4.5
E00119056,20.8,28.4,5.4,42.9,2.5
E00119057,12.9,38.4,2.3,43.7,2.7
E00119058,13,43.5,3.3,37.2,3
E00119059,22.4,42,3.2,30,2.5
E00119060,19.1,47.3,4.6,26.6,2.5
E00119061,11.4,36.4,2.9,47.5,1.8
E00119062,8.5,36.8,5.9,46.3,2.6
E00119063,13,42.1,4.3,40.2,0.4
E00119064,12.1,43,3.8,39.6,1.5
E00119065,11.9,33.1,4.1,47.4,3.4
E00119066,16.5,41.1,4.9,34.8,2.7
E00119067,11.9,36.7,3.8,47.6,0
E00119068,8.9,31.1,2.7,52.4,4.9
E00119069,11.2,31,5.4,49.2,3.1
E00119070,6.6,38.9,2.7,50.6,1.2
E00119071,9,32.8,1.9,53.7,2.6
E00119073,7.9,38,2.5,50,1.7
E00119074,19.8,48.3,4.8,25.1,1.9
E00119075,13.6,54,8.4,22.4,1.6
E00119076,27.1,52.1,3.4,14.8,2.5
