geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00092132,0,29.7,48.6,21.6
E00092133,3.9,21.6,50,24.5
E00092134,1.8,37.5,41.1,19.6
E00092135,4.2,39.6,36.5,19.8
E00112065,3.1,27.6,37,32.3
E00112067,0.7,35,41.6,22.6
E00112069,5.3,19.3,46.9,28.5
E00112076,5.6,27.4,43.5,23.4
E00112078,4.4,25.2,37,33.3
E00112079,4.7,21.5,38.9,34.9
E00112083,3.6,20.7,45,30.7
E00112085,8.9,40.1,30.6,20.4
E00112087,1.6,23,40.2,35.2
E00112089,13,28.7,36.5,21.7
E00112090,1.7,32.8,44.5,21
E00112091,6.8,26.7,47.8,18.6
E00112092,1.3,25.6,45.5,27.6
E00112093,5.3,24.2,45.3,25.3
E00112094,4.8,23.8,38.1,33.3
E00112095,12.9,40.7,30.4,16
E00112097,7.7,30.2,40.2,21.9
E00112098,2.9,37.2,45.3,14.6
E00112099,3.3,34.4,47.2,15.1
E00112100,4.2,38.2,40.1,17.5
E00112101,10.8,41.1,35.1,13
E00112102,0,27.3,45.9,26.8
E00112103,4.8,33.3,38.1,23.8
E00112104,0.8,27.9,46.7,24.6
E00112105,8.2,18.9,36.1,36.9
E00112130,3.7,17.3,42,37
E00112146,3.2,27.9,48.7,20.1
E00112147,0,23.2,42.4,34.3
E00112148,11.2,40.5,37.1,11.2
E00112149,3,33.8,45.9,17.3
E00112150,8,38.8,34,19.1
E00112151,6.5,44.4,33.9,15.3
E00112152,9.1,33.5,39,18.3
E00112153,6.9,26.2,46.9,20
E00112154,18.9,42.5,33.1,5.5
E00112155,10.4,41.6,39.2,8.8
E00112156,2.7,34,39.4,23.9
E00112158,5.9,40,39.3,14.8
E00112159,3.9,30.7,43.1,22.2
E00112160,2,30,37.5,30.5
E00112161,11.6,29.7,47.1,11.6
E00112162,19.4,45,25.6,10.1
E00112163,6.8,41.7,35.6,15.9
E00112164,23.7,46.7,21.5,8.1
E00112165,38.2,50.4,9.2,2.3
E00112166,17.2,59.3,17.9,5.5
E00112167,6.1,48.8,31.7,13.4
E00112168,9.3,38.6,41.4,10.7
E00112169,6.6,36.8,42.6,14
E00112170,6.5,41.2,37.3,15
E00112171,21.6,31.1,28.4,18.9
E00112172,19.7,42.6,25.4,12.3
E00112173,16.3,50.3,29.4,3.9
E00112174,24.6,48.4,19,7.9
E00112175,25.9,58.2,14.7,1.2
E00112176,12.8,51.3,26.5,9.4
E00112177,43.8,46.3,8.3,1.7
E00112178,15.4,46.9,25.9,11.9
E00112179,6.2,46.9,30,16.9
E00112181,8.4,36.1,42.6,12.9
E00112182,14.1,45.3,32.8,7.8
E00112183,15.4,45.6,32.4,6.6
E00112184,11.3,46.8,31.5,10.5
E00112185,14.8,50,23,12.3
E00112186,15.7,41.7,33.1,9.4
E00112187,18.1,36.2,36.2,9.4
E00112188,6.5,35.5,36.1,21.9
E00112189,15.2,36,31.2,17.6
E00112190,11.5,46.2,30.8,11.5
E00112192,20.7,43.8,27.3,8.3
E00112193,14.4,45,20.7,19.8
E00112194,17.4,39.6,33.3,9.7
E00112195,6.1,38.5,41.2,14.2
E00112196,11,42.5,36.2,10.2
E00112197,23.4,38.3,26.6,11.7
E00112198,9.1,42.1,38.8,9.9
E00112199,8.4,51.6,32.6,7.4
E00112200,5.9,38.1,39.8,16.1
E00112202,11.1,37,41.7,10.2
E00112203,10.5,39.8,40.6,9
E00112204,5.8,38,40.1,16.1
E00112205,11.2,53.6,28,7.2
E00112206,39.8,42,12.7,5.5
E00112207,22.1,42.6,27.9,7.4
E00112209,22,40.7,27.6,9.8
E00112210,8.9,39.8,32.5,18.7
E00112211,7.7,39.8,45.3,7.2
E00112212,5.6,38.5,43.7,12.2
E00112213,6.8,43.6,37.6,12
E00112214,17.8,39.3,24.5,18.4
E00112215,6.3,33.6,37.5,22.7
E00112216,6.4,34.3,46.4,12.9
E00112217,7.2,40,37.6,15.2
E00112218,7.6,48.2,28.2,15.9
E00112219,1.8,26.2,36.3,35.7
E00112220,6.5,51.9,32.4,9.3
E00112221,28.2,41.9,22.6,7.3
E00112222,6.6,37.6,39.4,16.4
E00112223,20.5,47.9,27.4,4.3
E00112224,13.6,47.6,32.5,6.3
E00112225,10.2,47.6,30.6,11.6
E00112226,7.2,44.8,34.3,13.8
E00112227,9,55.2,29.9,6
E00112228,2,39.1,41.7,17.2
E00112229,17.9,34.3,26.9,20.9
E00112235,3.8,20.9,50,25.3
E00112236,5.2,30.5,42.5,21.8
E00112237,1.5,24.8,51.1,22.6
E00112238,5.4,36.1,38.8,19.7
E00112239,2.9,22.3,34.3,40.6
E00112241,8.3,35.5,30.6,25.6
E00112243,9.1,27.3,42.4,21.2
E00112244,1.7,26.5,52.1,19.7
E00112245,5.4,30.4,34.8,29.3
E00112246,3.1,26.6,46.4,24
E00112247,21,52,20,7
E00112248,8.8,23.5,45.6,22.1
E00112250,20,60,16.5,3.5
E00112251,2.6,26.1,45.1,26.1
E00112253,8.5,34,41.5,16
E00112254,6.7,40.3,37.6,15.4
E00112255,10.2,35.7,38.3,15.7
E00112256,7.1,33.3,43.6,16
E00112258,8.8,43.2,40.8,7.2
E00112259,12.5,32.5,38.3,16.7
E00112260,2.4,23,37.3,37.3
E00112261,16.3,36.4,32.5,14.8
E00112268,4.7,23.4,41.1,30.8
E00112269,1,27.5,40.2,31.4
E00112270,3.8,33.3,32.4,30.5
E00112271,7.9,28.8,30.5,32.8
E00112272,2.2,27.1,43.1,27.6
E00112283,5.3,34,44.7,16
E00112284,3.1,22.8,44.1,29.9
E00112285,5.3,30.5,37.9,26.3
E00112286,3.8,19.8,53.4,22.9
E00112287,7.4,27.9,45.9,18.9
E00112288,3,26.3,45.9,24.8
E00112289,3.4,18.2,52,26.4
E00112290,3.2,19.5,45.9,31.4
E00112291,6.3,35.2,40.1,18.3
E00112293,5.3,16.4,52.6,25.7
E00112294,7.9,30,38.9,23.2
