areacd,heating_type_3a-001,heating_type_3a-002
E00015710,1.8,98.2
E00015711,2.3,97.7
E00015714,1,99
E00015715,3,97
E00015719,0.7,99.3
E00015720,3.5,96.5
E00015722,3.8,96.2
E00015723,2.1,97.9
E00015724,0.7,99.3
E00015726,5.6,94.4
E00015729,3,97
E00015730,4.8,95.2
E00015731,1.1,98.9
E00015848,5.1,94.9
E00015853,0.8,99.2
E00015854,2.8,97.2
E00015855,1.1,98.9
E00015856,0,100
E00015857,1.8,98.2
E00015859,0.9,99.1
E00015863,1.9,98.1
E00015867,1,99
E00015868,3.6,96.4
E00015870,4.3,95.7
E00015871,1.7,98.3
E00015873,2.2,97.8
E00015874,1.6,98.4
E00015876,1,99
E00015879,0.8,99.2
E00015880,1.9,98.1
E00015883,0.8,99.2
E00015884,7.4,92.6
E00015885,1.7,98.3
E00015887,4.5,95.5
E00015888,2.7,97.3
E00015889,5.2,94.8
E00017037,1.2,98.8
E00017038,0,100
E00017039,0.9,99.1
E00017040,2.5,97.5
E00017041,1.8,98.2
E00017043,2.5,97.5
E00017044,0.9,99.1
E00017047,0,100
E00017048,1.8,98.2
E00017051,4.1,95.9
E00017053,1.7,98.3
E00017054,0.9,99.1
E00017056,1.4,98.6
E00017058,0.8,99.2
E00017059,0.7,99.3
E00017061,0,100
E00017062,6,94
E00017063,4.4,95.6
E00017064,1.5,98.5
E00017065,3.7,96.3
E00017066,2.6,97.4
E00017067,3.4,96.6
E00017068,2.2,97.8
E00017070,2.4,97.6
E00017072,0.5,99.5
E00017073,3.4,96.6
E00017081,2.7,97.3
E00017082,0.6,99.4
E00017084,4,96
E00017085,3.8,96.2
E00017088,6.4,93.6
E00017089,3.1,96.9
E00017090,2.7,97.3
E00017091,0.9,99.1
E00017092,2.1,97.9
E00017096,1.7,98.3
E00017137,3.3,96.7
E00017138,2.5,97.5
E00017140,2,98
E00017141,3.5,96.5
E00017142,6.5,93.5
E00017143,2.7,97.3
E00017144,0.8,99.2
E00017145,2.6,97.4
E00017146,0,100
E00017147,2.9,97.1
E00017148,1.9,98.1
E00017149,5.3,94.7
E00017150,2.1,97.9
E00017151,3.1,96.9
E00017152,2.9,97.1
E00017153,2.6,97.4
E00017157,0.9,99.1
E00017158,1.6,98.4
E00017159,0,100
E00017160,2.9,97.1
E00017161,2.1,97.9
E00017162,0,100
E00017163,1.6,98.4
E00017164,1.3,98.8
E00017165,1.2,98.8
E00017166,4.4,95.6
E00017167,0.7,99.3
E00017168,2.4,97.6
E00017169,0,100
E00017170,0,100
E00017171,1.3,98.7
E00017172,3.5,96.5
E00017173,0.7,99.3
E00017174,0,100
E00017175,0.9,99.1
E00017176,0.7,99.3
E00017177,2.7,97.3
E00017178,4.4,95.6
E00017179,1.6,98.4
E00017180,0.9,99.1
E00017181,0,100
E00017182,0,100
E00017183,1.3,98.7
E00017184,0,100
E00017185,1.6,98.4
E00017186,3.8,96.2
E00017187,0,100
E00017188,1.9,98.1
E00017189,0.8,99.2
E00017190,4.8,95.2
E00017191,1.7,98.3
E00017192,3.1,96.9
E00017193,6,94
E00017194,3.4,96.6
E00017195,3.9,96.1
E00017232,0,100
E00017234,0.8,99.2
E00017235,0,100
E00017237,2.1,97.9
E00017241,1.8,98.2
E00017242,3.7,96.3
E00017243,2.3,97.7
E00017244,2.9,97.1
E00017245,3.6,96.4
E00017246,0.9,99.1
E00017247,6.7,93.3
E00017249,3.5,96.5
E00017250,1.8,98.2
E00017252,2.1,97.9
E00017253,1.6,98.4
E00017254,5,95
E00017255,1.2,98.8
E00017256,1.6,98.4
E00017257,1.7,98.3
E00017259,1.9,98.1
E00017260,2.8,97.2
E00017262,9,91
E00017263,0.8,99.2
E00017265,1.6,98.4
E00017266,4.1,95.9
E00017267,1,99
E00017268,2.8,97.2
E00017269,2.1,97.9
E00017270,1.5,98.5
E00017271,0,100
E00017272,2.7,97.3
E00017273,2.3,97.7
E00017274,0.8,99.2
E00017275,0,100
E00017276,4.5,95.5
E00017277,1.1,98.9
E00017278,1.9,98.1
E00017279,3.3,96.7
E00017280,0,100
E00017281,0,100
E00017282,3.1,96.9
E00017283,0,100
E00017284,1.7,98.3
E00017285,5.9,94.1
E00017286,0.9,99.1
E00017287,1,99
E00017288,3.5,96.5
E00017289,4.7,95.3
E00017290,3.2,96.8
E00017291,0.7,99.3
E00017293,3.4,96.6
E00017294,0,100
E00017356,1.6,98.4
E00017368,5.4,94.6
E00017369,1.7,98.3
E00017370,3.4,96.6
E00017374,4.7,95.3
E00017375,4.7,95.3
E00017376,2,98
E00017377,2.8,97.2
E00017378,0.8,99.2
E00017380,3.3,96.7
E00022724,1,99
E00022726,3.5,96.5
E00022727,4.4,95.6
E00022728,1.9,98.1
E00022729,2,98
E00022730,3.9,96.1
E00022731,0,100
E00022732,0,100
E00022733,2.4,97.6
E00022744,0.9,99.1
E00022745,2.4,97.6
E00022746,4.1,95.9
E00022747,1.7,98.3
E00022748,2.3,97.7
E00022749,3.9,96.1
E00022750,0,100
E00022751,3.2,96.8
E00022752,1.6,98.4
E00022753,2.5,97.5
E00022754,0,100
E00022755,0.7,99.3
E00022756,0.8,99.2
E00022757,1.5,98.5
E00022758,3,97
E00022759,1.7,98.3
E00022760,3.5,96.5
E00022761,1.4,98.6
E00022762,2.4,97.6
E00022763,0.9,99.1
E00022764,4.2,95.8
E00022765,2.6,97.4
E00022766,0,100
E00022767,2.9,97.1
E00022768,5.9,94.1
E00022769,0,100
E00022770,0.8,99.2
E00022771,2.9,97.1
E00022775,4.7,95.3
E00022776,0.8,99.2
E00022778,0,100
E00022779,1.9,98.1
E00022780,1.8,98.2
E00022781,0.6,99.4
E00022782,0,100
E00022784,3.7,96.3
E00022785,0.9,99.1
E00022786,2.6,97.4
E00022787,2.9,97.1
E00022788,0.9,99.1
E00022789,2,98
E00022790,1.4,98.6
E00022791,0.4,99.6
E00022793,0,100
E00022794,0,100
E00022796,1.7,98.3
E00022797,2.3,97.7
E00022798,0.8,99.2
E00022799,0.8,99.2
E00022810,0.9,99.1
E00023242,1.9,98.1
E00023251,0.8,99.2
E00023252,3,97
E00023253,0.8,99.2
E00166838,2.4,97.6
E00166840,0,100
E00166841,0.9,99.1
E00166842,2.2,97.8
E00166843,1.1,98.9
E00170935,3.9,96.1
E00170937,5.1,94.9
E00170939,3.6,96.4
E00170940,1.6,98.4
E00170962,0,100
E00170970,1.9,98.1
E00171088,0,100
E00177569,1.9,98.1
E00177592,2.9,97.1
E00177667,1.3,98.8
E00184338,6.6,93.4
E00184340,0,100
E00184341,2.3,97.7
E00184344,3,97
E00184345,2.3,97.7
E00184351,0,100
E00184359,4.8,95.2
E00184365,0,100
E00184373,8.3,91.7
E00184375,2.7,97.3
E00184376,0.7,99.3
