areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00015710,59.5,21,11.5,4.4,3.6
E00015711,56.5,24,12.8,4.8,1.9
E00015714,64.6,26.2,3.4,4.6,1.3
E00015715,48.3,28.2,12,8.1,3.4
E00015719,64.5,14.8,8.7,7.3,4.7
E00015720,62.4,16.8,9.6,9.9,1.2
E00015722,55.8,21.7,10.1,6.9,5.5
E00015723,46.7,33.7,12.7,5.1,1.8
E00015724,70.2,24.5,3.3,1.9,0
E00015726,67,21.2,5.7,4.9,1.1
E00015729,69.8,14.8,6.3,5.4,3.6
E00015730,62.3,24,4.2,7,2.6
E00015731,58.6,23.4,5.1,8.6,4.3
E00015848,58.8,30.3,3.5,5.3,2.1
E00015853,48.2,26.8,13.9,8.9,2.3
E00015854,49.1,49.1,1.4,0,0.5
E00015855,55.4,21.8,9.6,7.9,5.4
E00015856,52.6,32.9,7.3,3.3,3.9
E00015857,46,34.4,11.9,4.7,3
E00015859,49.9,29.2,11.7,5,4.2
E00015863,76.7,21.3,1.2,0,0.9
E00015867,64.3,16.1,8.5,4.9,6.3
E00015868,54.8,23.7,11.7,4.9,4.9
E00015870,53.4,23.1,12.2,4.8,6.5
E00015871,58.5,19.4,13.4,4,4.7
E00015873,55.4,26.7,10.1,4.4,3.4
E00015874,46.8,34.9,7.6,8.1,2.6
E00015876,41.3,28.1,11.3,10,9.4
E00015879,66.6,23.3,3.7,4.6,1.8
E00015880,52.9,35.8,3.7,1.5,6.1
E00015883,49.3,31.9,6.4,7,5.5
E00015884,46.1,31.8,11.4,7.9,2.9
E00015885,52.4,31.8,7.4,4.5,3.9
E00015887,53.1,29.4,6.7,7.1,3.7
E00015888,48.3,29.8,10.4,9.8,1.7
E00015889,55.3,30.1,9.6,2.3,2.6
E00017037,60.8,19.3,9.4,6.1,4.2
E00017038,63,24,6.2,4.2,2.5
E00017039,57.8,25.3,6.9,6.1,4
E00017040,61.1,25.8,5.2,3.6,4.2
E00017041,69.2,19.6,4.6,4.6,2.1
E00017043,56.3,32.7,4.2,2.3,4.5
E00017044,53,31.8,9.3,3,3
E00017047,59.7,21.6,10,6.2,2.5
E00017048,61.4,21.2,7.4,6.3,3.6
E00017051,47.2,25.8,9.4,11.7,5.8
E00017053,63.8,22.8,8.7,2.7,2
E00017054,63.1,22.6,6.3,6,2
E00017056,62.8,23.5,8.3,2.9,2.6
E00017058,58.3,23.6,7.5,6.3,4.3
E00017059,55.5,24,8.4,3.5,8.7
E00017061,58.5,27.9,7,4,2.6
E00017062,68.9,19.2,5.4,4.5,1.9
E00017063,60,29.1,5.5,3,2.4
E00017064,47.9,26.9,13.9,6.6,4.7
E00017065,52.5,35.2,6,3.1,3.1
E00017066,58.7,28.4,4.3,5.3,3.4
E00017067,55.6,30.2,7.6,5.1,1.5
E00017068,46.7,34.3,11.1,3.6,4.3
E00017070,51.2,27.8,11.3,6.8,2.9
E00017072,57.7,22.8,9.6,6.1,3.9
E00017073,61.1,23.9,8.2,3.9,2.9
E00017081,46.9,32.5,12.3,6.1,2.1
E00017082,59.6,30.2,4.5,3.7,2
E00017084,50.9,31.7,6.6,7.1,3.7
E00017085,42.9,26.6,8.8,15.3,6.3
E00017088,46.9,36.2,7.1,4.9,4.9
E00017089,62.5,26.4,4.3,4.7,2.1
E00017090,60.2,31,6,2.8,0
E00017091,52.9,34.1,7.3,3.5,2.2
E00017092,56.5,22,7.8,9.3,4.4
E00017096,48.1,33.2,11.3,4.1,3.4
E00017137,51.9,31,8.1,5.1,3.9
E00017138,58,32.9,6.1,1.2,1.7
E00017140,57.1,28.3,6,4.8,3.8
E00017141,48.1,36.3,4.7,5.6,5.3
E00017142,41.4,40.5,7.7,4.1,6.3
E00017143,55.2,31.5,6.8,4.3,2.2
E00017144,48,28.1,9.8,8.8,5.2
E00017145,47.3,28.4,10.1,5.7,8.5
E00017146,40.7,38.8,8.6,6.2,5.7
E00017147,39.8,35.2,9.9,9.9,5.2
E00017148,57.5,35.4,4.2,1.7,1.3
E00017149,39.5,40.8,9.7,7.9,2
E00017150,51,34.5,9.8,3.3,1.4
E00017151,61.7,25.3,6.1,3.1,3.8
E00017152,48.8,39.3,2.5,6.7,2.8
E00017153,58.6,31.8,7.1,1.8,0.6
E00017157,55.9,34.1,7.9,1.4,0.7
E00017158,54,33.9,6.8,3.4,2
E00017159,63.4,30.3,3.3,2.5,0.6
E00017160,57.6,28.9,4.5,3.9,5.1
E00017161,54.8,33,5.7,4.3,2.2
E00017162,48.6,27,8.9,9.4,6
E00017163,50.3,32.9,8.1,5.8,2.9
E00017164,60,28.6,7.4,1.7,2.3
E00017165,59.4,24,8.5,5.8,2.3
E00017166,39.6,36.9,7.7,7.7,8.2
E00017167,49.9,35,7,5.1,3
E00017168,50,34.4,6.3,7,2.4
E00017169,47.4,38.2,5.5,4.9,4
E00017170,41.5,32.9,11,9.5,5.1
E00017171,51.1,27.7,11.6,5.4,4.2
E00017172,45.3,33.5,12.9,6.6,1.6
E00017173,55,30.8,6.4,5.5,2.3
E00017174,61,26.5,3.7,4.6,4.3
E00017175,55.1,24.9,9.3,5.3,5.3
E00017176,46.7,33.8,9.9,7.1,2.5
E00017177,51.2,24.4,11.1,7.5,5.9
E00017178,38.1,37.6,10.1,5.8,8.3
E00017179,41,34.2,10.9,8.7,5.2
E00017180,50.6,32.8,5.2,7.5,4
E00017181,52.2,38.6,5.3,1.5,2.4
E00017182,39.2,39.5,9.4,6.8,5.1
E00017183,48.5,36.4,7,5.7,2.3
E00017184,57.9,27.9,5.8,5,3.3
E00017185,49.3,38.4,5.5,5.2,1.6
E00017186,55.7,27.4,11.1,2.7,3
E00017187,54.8,30,6,3.9,5.3
E00017188,54.7,37.1,2.9,3.6,1.8
E00017189,55.4,34.7,4.9,2.3,2.6
E00017190,37.6,26.5,10.3,14.4,11.2
E00017191,54.5,33.5,6.6,3.6,1.8
E00017192,47.2,26.8,14.2,8.7,3.1
E00017193,56.6,30.4,5.1,4.6,3.4
E00017194,58.1,23.4,11.6,4,3
E00017195,42.3,32.6,11.5,10.3,3.3
E00017232,48.2,30.6,10,8.2,3
E00017234,52.6,32.2,6.3,5,3.8
E00017235,75.5,18.4,4.7,1.4,0
E00017237,45.8,35.3,9.3,5.5,4.1
E00017241,58.8,29.7,6.1,2.9,2.6
E00017242,58.1,29.3,8.4,3.1,1
E00017243,59.9,24.4,12.1,2.6,1
E00017244,75.2,20.3,2.7,0.6,1.2
E00017245,37.7,28.9,13,11.7,8.8
E00017246,49.7,32.4,11.5,6.5,0
E00017247,40.4,24,15.9,12.5,7.2
E00017249,52.3,36.5,8.2,1.8,1.2
E00017250,50.1,37.3,5.9,4.1,2.6
E00017252,39.9,35.3,12.5,6.7,5.5
E00017253,48.3,33.6,8.7,5.6,3.8
E00017254,50.4,36.7,6.2,3.8,2.9
E00017255,51,35.8,6.4,5.5,1.3
E00017256,61.2,23.4,8,5.3,2.1
E00017257,52.4,30.7,7.3,4.3,5.2
E00017259,61.3,28.1,3.6,3.6,3.3
E00017260,47.7,37.9,3.4,7.6,3.4
E00017262,31.9,30.4,21.9,10.8,5
E00017263,55.3,29.8,9,4,2
E00017265,55.3,32,7.3,4.3,1.1
E00017266,50.8,31.6,10.2,7.1,0.4
E00017267,46.3,31.1,9,6.8,6.8
E00017268,54.2,32.4,4,4.2,5.2
E00017269,66.4,23.2,4.5,3.3,2.7
E00017270,52.3,35,4.6,5.1,3
E00017271,65.2,24.6,6.4,3.7,0
E00017272,54.3,28.4,11.2,4.3,1.7
E00017273,60.2,25.3,8.4,3.3,2.7
E00017274,56.1,29.8,9,4,1
E00017275,57.1,32.6,5.8,2.5,1.9
E00017276,51.9,27.6,11.2,8.1,1.2
E00017277,53.5,28.8,9.4,2.8,5.6
