areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00015710,59.8,40.2
E00015711,56.4,43.6
E00015714,65.7,34.3
E00015715,48.3,51.7
E00015719,64.7,35.3
E00015720,62,38
E00015722,55.3,44.7
E00015723,46.3,53.7
E00015724,70.2,29.8
E00015726,67.3,32.7
E00015729,69.8,30.2
E00015730,62.3,37.7
E00015731,58.9,41.1
E00015848,58.6,41.4
E00015853,48.3,51.7
E00015854,49.1,50.9
E00015855,55.8,44.2
E00015856,51.9,48.1
E00015857,45.6,54.4
E00015859,49.6,50.4
E00015863,76.9,23.1
E00015867,64.3,35.7
E00015868,54.6,45.4
E00015870,54,46
E00015871,58.3,41.7
E00015873,55.4,44.6
E00015874,46.9,53.1
E00015876,41.4,58.6
E00015879,66.4,33.6
E00015880,52.9,47.1
E00015883,48.7,51.3
E00015884,45.9,54.1
E00015885,52.8,47.2
E00015887,52.7,47.3
E00015888,48.3,51.7
E00015889,55.4,44.6
E00017037,61,39
E00017038,63.4,36.6
E00017039,57.8,42.2
E00017040,60.9,39.1
E00017041,68.9,31.1
E00017043,56.5,43.5
E00017044,52.6,47.4
E00017047,59.3,40.7
E00017048,61.4,38.6
E00017051,47,53
E00017053,64.2,35.8
E00017054,62.8,37.2
E00017056,62.9,37.1
E00017058,58.4,41.6
E00017059,56.1,43.9
E00017061,58.5,41.5
E00017062,68.7,31.3
E00017063,59.6,40.4
E00017064,48.1,51.9
E00017065,52,48
E00017066,58.7,41.3
E00017067,55.8,44.2
E00017068,46.7,53.3
E00017070,51.2,48.8
E00017072,57.9,42.1
E00017073,61.1,38.9
E00017081,46.9,53.1
E00017082,59.4,40.6
E00017084,51.1,48.9
E00017085,42.8,57.2
E00017088,46.9,53.1
E00017089,61.8,38.2
E00017090,60.2,39.8
E00017091,53,47
E00017092,56.4,43.6
E00017096,48.3,51.7
E00017137,51.8,48.2
E00017138,57.8,42.2
E00017140,56.9,43.1
E00017141,48.1,51.9
E00017142,41,59
E00017143,55.2,44.8
E00017144,47.9,52.1
E00017145,47.3,52.7
E00017146,40.7,59.3
E00017147,40.2,59.8
E00017148,57.5,42.5
E00017149,39.4,60.6
E00017150,50.8,49.2
E00017151,61.7,38.3
E00017152,48.8,51.2
E00017153,58.5,41.5
E00017157,56.4,43.6
E00017158,54,46
E00017159,63.4,36.6
E00017160,57.7,42.3
E00017161,54.8,45.2
E00017162,48.9,51.1
E00017163,50.7,49.3
E00017164,60,40
E00017165,59.7,40.3
E00017166,39.3,60.7
E00017167,49.9,50.1
E00017168,50,50
E00017169,47.1,52.9
E00017170,41.4,58.6
E00017171,51.1,48.9
E00017172,45,55
E00017173,54.3,45.7
E00017174,61,39
E00017175,55.5,44.5
E00017176,46.6,53.4
E00017177,50.8,49.2
E00017178,38.2,61.8
E00017179,40.8,59.2
E00017180,50.6,49.4
E00017181,52.1,47.9
E00017182,39,61
E00017183,48.5,51.5
E00017184,57.8,42.2
E00017185,48.9,51.1
E00017186,55.7,44.3
E00017187,55,45
E00017188,54.3,45.7
E00017189,55.6,44.4
E00017190,37.5,62.5
E00017191,54.3,45.7
E00017192,47.2,52.8
E00017193,56.8,43.2
E00017194,58.6,41.4
E00017195,42.3,57.7
E00017232,48,52
E00017234,52.4,47.6
E00017235,76.2,23.8
E00017237,45.9,54.1
E00017241,59.2,40.8
E00017242,58.4,41.6
E00017243,59.6,40.4
E00017244,75.2,24.8
E00017245,37.7,62.3
E00017246,49.9,50.1
E00017247,40.4,59.6
E00017249,52.4,47.6
E00017250,49.7,50.3
E00017252,39.9,60.1
E00017253,48.3,51.7
E00017254,50.1,49.9
E00017255,51,49
E00017256,61.2,38.8
E00017257,52.6,47.4
E00017259,61.1,38.9
E00017260,48.1,51.9
E00017262,32.2,67.8
E00017263,55.4,44.6
E00017265,55.3,44.7
E00017266,50.8,49.2
E00017267,46.3,53.7
E00017268,54.2,45.8
E00017269,66.7,33.3
E00017270,52,48
E00017271,65.6,34.4
E00017272,54.4,45.6
E00017273,60.2,39.8
E00017274,55.7,44.3
E00017275,57.1,42.9
E00017276,51.5,48.5
E00017277,53.3,46.7
E00017278,54.6,45.4
E00017279,54.9,45.1
E00017280,55.2,44.8
E00017281,52.1,47.9
E00017282,62.8,37.2
E00017283,50.2,49.8
E00017284,54.8,45.2
E00017285,59.7,40.3
E00017286,55.9,44.1
E00017287,57.1,42.9
E00017288,49.1,50.9
E00017289,49.3,50.7
E00017290,47.4,52.6
E00017291,51.5,48.5
E00017293,48.1,51.9
E00017294,50.4,49.6
E00017356,61.1,38.9
E00017368,43.6,56.4
E00017369,59.7,40.3
E00017370,65.6,34.4
E00017374,50,50
E00017375,61.8,38.2
E00017376,45.4,54.6
E00017377,51.9,48.1
E00017378,55.6,44.4
E00017380,60.4,39.6
E00022724,62.5,37.5
E00022726,60.7,39.3
E00022727,53.9,46.1
E00022728,62.7,37.3
E00022729,56.9,43.1
E00022730,53.2,46.8
E00022731,64.7,35.3
E00022732,53,47
E00022733,57.3,42.7
E00022744,64.3,35.7
E00022745,75.3,24.7
E00022746,46.2,53.8
E00022747,75.5,24.5
E00022748,55.3,44.7
E00022749,68.6,31.4
E00022750,68.5,31.5
E00022751,56,44
E00022752,69.3,30.7
E00022753,73.4,26.6
E00022754,76.4,23.6
E00022755,66.5,33.5
E00022756,64.3,35.7
E00022757,68.9,31.1
E00022758,65.3,34.7
E00022759,57.7,42.3
E00022760,49,51
E00022761,68.8,31.3
E00022762,55.4,44.6
E00022763,57.6,42.4
E00022764,68.4,31.6
E00022765,62.6,37.4
E00022766,66.2,33.8
E00022767,68.2,31.8
E00022768,59.1,40.9
E00022769,59.9,40.1
E00022770,61.1,38.9
E00022771,55.3,44.7
E00022775,57.1,42.9
E00022776,54.1,45.9
E00022778,68.7,31.3
E00022779,43.7,56.3
E00022780,66.1,33.9
E00022781,61.7,38.3
E00022782,59.1,40.9
E00022784,38.4,61.6
E00022785,69,31
E00022786,60.9,39.1
E00022787,60.7,39.3
E00022788,66.7,33.3
E00022789,55.1,44.9
E00022790,62.2,37.8
E00022791,57.7,42.3
E00022793,67.4,32.6
E00022794,65.1,34.9
E00022796,71.6,28.4
E00022797,56.8,43.2
E00022798,68.4,31.6
E00022799,65.3,34.7
E00022810,62.2,37.8
E00023242,49.7,50.3
E00023251,57.4,42.6
E00023252,57.6,42.4
E00023253,65.8,34.2
E00166838,49.2,50.8
E00166840,58.1,41.9
E00166841,36.2,63.8
E00166842,51.7,48.3
E00166843,42.5,57.5
E00170935,67.6,32.4
E00170937,50,50
E00170939,60.9,39.1
E00170940,50.6,49.4
E00170962,70.2,29.8
E00170970,62.3,37.7
E00171088,63.8,36.2
E00177569,71.5,28.5
E00177592,65.7,34.3
E00177667,68.5,31.5
E00184338,41.2,58.8
E00184340,59.1,40.9
E00184341,51.6,48.4
E00184344,53,47
E00184345,68.2,31.8
E00184351,58.2,41.8
E00184359,52.1,47.9
E00184365,57.2,42.8
E00184373,57.7,42.3
E00184375,53,47
E00184376,60.5,39.5
