areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00015710,28.4,39.4,14.7,17.4
E00015711,30.3,34.8,14.4,20.5
E00015714,28.9,34,19.6,17.5
E00015715,28.3,44.4,11.1,16.2
E00015719,30.5,36.4,17.2,15.9
E00015720,31.3,37.5,17.4,13.9
E00015722,20.5,43.9,13.6,22
E00015723,22.1,25.7,16.2,36
E00015724,29.8,31.1,18.5,20.5
E00015726,42.2,27.3,17.2,13.3
E00015729,29.1,35.1,13.4,22.4
E00015730,30.7,25.2,23.6,20.5
E00015731,38.4,31.6,18.6,11.3
E00015848,24.2,21.7,11.7,42.5
E00015853,17.8,25.6,12.4,44.2
E00015854,43.1,25,13.9,18.1
E00015855,19.8,24.2,24.2,31.9
E00015856,22.1,23.9,15.9,38.1
E00015857,21.8,18.2,24.5,35.5
E00015859,15.9,23.9,16.8,43.4
E00015863,25.5,16.7,24.5,33.3
E00015867,32.7,29.6,25.5,12.2
E00015868,38.4,34.1,15.2,12.3
E00015870,29.1,29.1,16.2,25.6
E00015871,32.5,39.3,14.5,13.7
E00015873,16.7,22.2,21.1,40
E00015874,21,26.6,25,27.4
E00015876,20.6,24.5,13.7,41.2
E00015879,20.3,26.8,31.7,21.1
E00015880,14.3,28.6,18.1,39
E00015883,26,23.6,15.4,35
E00015884,25.5,22.4,19.4,32.7
E00015885,24.6,27.1,21.2,27.1
E00015887,25.9,22.3,17.9,33.9
E00015888,16.1,17.9,25,41.1
E00015889,22.4,20.7,23.3,33.6
E00017037,22.9,41.6,13.9,21.7
E00017038,27.3,29.5,19.4,23.7
E00017039,33.3,29.9,15.4,21.4
E00017040,26.7,32.5,18.3,22.5
E00017041,28.8,39.6,18,13.5
E00017043,24,34.7,15.7,25.6
E00017044,18.5,28.7,24.1,28.7
E00017047,28.9,36.8,17.4,16.8
E00017048,33.1,38,15.7,13.3
E00017051,33.3,36.1,18.1,12.4
E00017053,24.6,37.3,16.9,21.2
E00017054,33.9,30.4,17.9,17.9
E00017056,28.2,32.4,19,20.4
E00017058,16.8,26.7,22.9,33.6
E00017059,28.9,31.9,17.8,21.5
E00017061,23.2,38.4,17,21.4
E00017062,29.9,39.3,13.7,17.1
E00017063,23.9,22.2,18.8,35
E00017064,30.5,22.9,19.1,27.5
E00017065,22.4,31.8,11.2,34.6
E00017066,8.4,21.8,21.8,47.9
E00017067,25.9,39.7,14.7,19.8
E00017068,12.6,25.2,23.7,38.5
E00017070,24.2,19.4,18.5,37.9
E00017072,17.1,27.3,25.4,30.2
E00017073,25.9,25.2,25.9,23.1
E00017081,15.9,33.6,19.5,31
E00017082,18.9,25.1,22.9,33.1
E00017084,23.8,21.4,23.8,31
E00017085,24.8,24.2,15.9,35
E00017088,31.8,20,13.6,34.5
E00017089,18,31.7,14.3,36
E00017090,54.9,20.4,12.4,12.4
E00017091,25.9,23.1,15.7,35.2
E00017092,39.9,31.1,15.5,13.5
E00017096,30.1,24.3,20.8,24.9
E00017137,23,28.7,17.2,31.1
E00017138,28.7,22.1,18,31.1
E00017140,27.1,22.6,23.9,26.5
E00017141,24.6,29.7,13.6,32.2
E00017142,14,28.7,25.6,31.8
E00017143,18.2,24.5,23.6,33.6
E00017144,35.4,20.8,25.4,18.5
E00017145,24.1,26.7,25.9,23.3
E00017146,17.6,22.8,19.9,39.7
E00017147,21.3,31.6,14.7,32.4
E00017148,51.9,14.2,15.1,18.9
E00017149,15,21.2,16.8,46.9
E00017150,24.1,21.4,16.6,37.9
E00017151,34.4,25,12.5,28.1
E00017152,21.2,24,30.8,24
E00017153,19.3,28.1,20.2,32.5
E00017157,25.5,23.6,21.8,29.1
E00017158,23,22.2,22.2,32.5
E00017159,24.8,24,17.6,33.6
E00017160,35.7,24.3,12.1,27.9
E00017161,24.2,20.2,23.2,32.3
E00017162,18,24.6,20.5,36.9
E00017163,27.2,24,18.4,30.4
E00017164,13.8,27.7,18.2,40.3
E00017165,21.7,26.5,19.9,31.9
E00017166,29.4,20.6,22.1,27.9
E00017167,26.6,25.9,21.6,25.9
E00017168,15.6,27.3,17.2,39.8
E00017169,24.2,30.8,15,30
E00017170,16.2,24.6,20,39.2
E00017171,21.7,25.5,14.6,38.2
E00017172,20.1,37.5,18.8,23.6
E00017173,18.4,23.1,23.8,34.7
E00017174,28.7,18.9,18.9,33.6
E00017175,21.6,32.4,20.7,25.2
E00017176,18.8,31.9,18.8,30.6
E00017177,27.7,28.4,20.3,23.6
E00017178,21.3,27.9,16.9,33.8
E00017179,22.5,24,25.6,27.9
E00017180,18,26.1,19.8,36
E00017181,15.5,31,22.4,31
E00017182,18.4,19.3,22.8,39.5
E00017183,18.1,29.5,16.8,35.6
E00017184,20.6,27.8,22.2,29.4
E00017185,20.7,27.3,17.4,34.7
E00017186,21.6,26.1,23.1,29.1
E00017187,24,25,16.7,34.4
E00017188,26.7,26.7,24.8,21.9
E00017189,21.2,25.8,21.2,31.8
E00017190,33.1,30.3,16.6,20
E00017191,14.9,26.3,27.2,31.6
E00017192,41.7,30.7,19.7,7.9
E00017193,22.1,30.9,17.4,29.5
E00017194,33.3,33.3,17.7,15.6
E00017195,21.1,31.3,19.5,28.1
E00017232,27.8,29.4,16.7,26.2
E00017234,20.9,21.7,19.4,38
E00017235,28.9,22.4,17.1,31.6
E00017237,17.3,21.6,20.1,41
E00017241,16.5,35.8,15.6,32.1
E00017242,33.3,29.6,16,21
E00017243,18.6,27.1,17.8,36.4
E00017244,12.1,35.5,15.9,36.4
E00017245,33.9,39.4,10.1,16.5
E00017246,20,21.8,20.9,37.3
E00017247,40.4,38.4,10.1,11.1
E00017249,31.3,17,18.8,33
E00017250,13.4,24.1,17,45.5
E00017252,34,27.8,18.1,20.1
E00017253,19.4,23.4,21,36.3
E00017254,22.1,23.8,16.4,37.7
E00017255,19,17.8,17.8,45.4
E00017256,17.9,25.2,23.6,33.3
E00017257,17.4,27.3,17.4,38
E00017259,23.6,26.4,18.9,31.1
E00017260,44.5,20,10.9,24.5
E00017262,32.7,30.1,19.5,17.7
E00017263,18,25.6,21.1,35.3
E00017265,22.2,22.2,21.4,34.1
E00017266,35.5,33.9,15.7,14.9
E00017267,19.7,27.6,17.7,35
E00017268,20.3,26.6,21,32.2
E00017269,16.9,24.6,20.4,38
E00017270,18,21.1,18,42.9
E00017271,17.7,24.2,22.6,35.5
E00017272,15.5,31.1,15.5,37.8
E00017273,21.9,35.2,20.3,22.7
E00017274,17.8,23.3,20.9,38
E00017275,18.2,28.9,20.7,32.2
E00017276,31.3,27.6,20.1,20.9
E00017277,12.2,31.6,21.4,34.7
E00017278,18.8,29.1,20,32.1
E00017279,32.3,25.8,20.2,21.8
E00017280,32.6,14.5,17.4,35.5
E00017281,26.8,32,18.6,22.7
E00017282,28.1,24.2,18,29.7
E00017283,17.9,20.8,24.5,36.8
E00017284,22.4,25,20.7,31.9
E00017285,15.3,37.3,13.6,33.9
E00017286,23.7,27.1,16.9,32.2
E00017287,14.3,33.7,20.4,31.6
E00017288,28.1,21.9,17.5,32.5
E00017289,22.5,19.8,25.2,32.4
E00017290,19.4,20.2,14.5,46
E00017291,22.9,31.4,17.9,27.9
E00017293,22.9,22.9,16.1,38.1
E00017294,18.3,25.8,17.5,38.3
E00017356,25,26.6,17.2,31.3
E00017368,22.3,20.5,22.3,34.8
E00017369,27.4,26.5,23.1,23.1
E00017370,13.8,37.1,14.7,34.5
E00017374,22,21.3,21.3,35.4
E00017375,28.7,23.3,25.6,22.5
E00017376,25,26,24,25
E00017377,17.1,28.6,20,34.3
E00017378,24.4,30.3,18.5,26.9
E00017380,16.1,21.2,16.9,45.8
E00022724,22.2,32.4,24.1,21.3
E00022726,11.7,22.5,23.4,42.3
E00022727,14.8,30.4,25.2,29.6
E00022728,23.1,25.6,22.5,28.8
E00022729,24.5,33.3,27.2,15
E00022730,17.8,27,18.4,36.8
E00022731,23.1,32.4,22.2,22.2
E00022732,28.8,31.7,13.7,25.9
E00022733,25,30.5,26.8,17.7
E00022744,17.8,24.6,16.1,41.5
E00022745,13.7,30.6,14.5,41.1
E00022746,30.8,25.3,21.2,22.6
E00022747,12.9,25.9,17.2,44
E00022748,21.8,28.6,19.5,30.1
E00022749,19.5,32.8,18,29.7
E00022750,17.5,24.8,23.4,34.3
E00022751,31.7,32.8,16.1,19.4
E00022752,15.3,22.6,17.7,44.4
E00022753,14.4,29.7,29.7,26.3
E00022754,13.9,22.2,25,38.9
E00022755,29.7,31.9,14.5,23.9
E00022756,19.8,36.5,14.3,29.4
E00022757,20.6,28.7,22.8,27.9
E00022758,32.4,27.5,14.7,25.5
E00022759,15.3,22.9,16.9,44.9
E00022760,24,30.2,19.1,26.7
E00022761,23.4,23.4,17.2,35.9
E00022762,33,26.4,19.8,20.8
E00022763,27.8,29.6,20,22.6
E00022764,23.1,31.4,21.5,24
E00022765,23.9,25.2,23.9,27.1
E00022766,16.2,20.7,28.8,34.2
E00022767,17.1,23.8,17.1,41.9
E00022768,26.3,40.1,19.7,13.9
E00022769,27.6,36.2,14.3,21.9
E00022770,20,41.7,20,18.3
E00022771,28.5,31.3,20.8,19.4
E00022775,34.3,36.9,14,14.8
E00022776,20.7,32.2,21.5,25.6
E00022778,19.2,49.2,18.3,13.3
E00022779,25.5,35.8,16.2,22.5
E00022780,27.4,48.2,12.4,11.9
E00022781,26.2,38.1,15.5,20.2
E00022782,43.7,28.6,11.8,16
E00022784,20.4,30.6,21.3,27.8
E00022785,22.9,33.9,16.9,26.3
E00022786,44.2,11.7,18.2,26
E00022787,21.7,38.4,20.3,19.6
E00022788,23.4,29,24.3,23.4
E00022789,27.4,31.5,17.8,23.3
E00022790,35.7,25.2,16.1,23.1
E00022791,38.9,28.4,12.7,20.1
