areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00024760,100,0,0
E00024772,99.3,0.7,0
E00024773,100,0,0
E00024966,100,0,0
E00024967,100,0,0
E00024968,90.3,9.7,0
E00024971,100,0,0
E00024972,99.5,0.5,0
E00024973,99.2,0,0.8
E00024974,98.1,1.9,0
E00024975,85.4,14.6,0
E00024976,100,0,0
E00024977,99.1,0.9,0
E00024978,99.2,0.8,0
E00024979,99.1,0.9,0
E00024996,96,4,0
E00024997,87,13,0
E00024998,100,0,0
E00024999,98.4,1.6,0
E00025000,100,0,0
E00025001,99.2,0.8,0
E00025002,99.3,0.7,0
E00025003,85.5,14.5,0
E00025004,87.1,12.9,0
E00025005,89.9,10.1,0
E00031488,100,0,0
E00031489,100,0,0
E00031490,99.2,0.8,0
E00031491,86.2,13.8,0
E00031492,100,0,0
E00031493,99.3,0,0.7
E00031494,66.4,33.6,0
E00031495,94.5,5.5,0
E00031496,66.9,33.1,0
E00031497,97.1,2.9,0
E00031498,97.6,0.8,1.6
E00031499,98,2,0
E00031500,98.6,1.4,0
E00031501,91.1,8.9,0
E00031503,97,3,0
E00031504,100,0,0
E00031505,92.5,7.5,0
E00031506,100,0,0
E00031508,99.3,0.7,0
E00031509,93.5,6.5,0
E00031510,91.8,8.2,0
E00031511,68.7,31.3,0
E00031512,96.1,3.9,0
E00031513,91.8,8.2,0
E00031514,92.8,7.2,0
E00031516,61.7,38.3,0
E00031517,99.1,0.9,0
E00031518,87.6,12.4,0
E00031519,80.3,19.7,0
E00031520,77.6,22.4,0
E00031521,97.8,2.2,0
E00031522,100,0,0
E00031523,95.3,4.7,0
E00031524,100,0,0
E00031525,100,0,0
E00031526,99.2,0.8,0
E00031527,99.1,0.9,0
E00031528,100,0,0
E00031529,98.4,0.8,0.8
E00031530,92.6,6.7,0.7
E00031531,100,0,0
E00031532,100,0,0
E00031533,99.5,0.5,0
E00031534,100,0,0
E00031535,100,0,0
E00031536,96,4,0
E00031537,97.4,2.6,0
E00031538,75,25,0
E00031539,90.1,9.2,0.7
E00031540,90,10,0
E00031541,100,0,0
E00031542,99,1,0
E00031543,97.2,2.8,0
E00031544,99.1,0.9,0
E00031545,99.2,0.8,0
E00031546,80.1,19.3,0.6
E00031547,100,0,0
E00031548,97.8,2.2,0
E00031550,99.2,0,0.8
E00031551,100,0,0
E00031552,71.2,28.3,0.5
E00031553,100,0,0
E00031554,100,0,0
E00031555,100,0,0
E00031556,99.3,0.7,0
E00031559,91.4,8.6,0
E00031560,97.9,2.1,0
E00031561,90.7,7.8,1.6
E00031562,92.9,7.1,0
E00031563,96.9,3.1,0
E00031564,100,0,0
E00031566,100,0,0
E00031567,99.3,0.7,0
E00031568,97.3,2.7,0
E00031570,96,4,0
E00031571,100,0,0
E00031622,99.3,0.7,0
E00031623,45,55,0
E00031624,56.2,43.8,0
E00031625,73.1,26.9,0
E00031627,88,12,0
E00031629,99.2,0.8,0
E00031630,98.4,0.8,0.8
E00031631,99.3,0.7,0
E00031632,98.3,1.7,0
E00031633,100,0,0
E00031634,89.8,10.2,0
E00031635,83.5,16.5,0
E00031636,100,0,0
E00031637,83.6,16.4,0
E00031638,97.2,2.8,0
E00031639,68.8,31.3,0
E00031640,71.6,27.6,0.9
E00031641,95.3,4.7,0
E00031642,92,8,0
E00031643,84,16,0
E00031644,100,0,0
E00031645,99.2,0.8,0
E00031646,75,25,0
E00031647,100,0,0
E00031648,99.3,0.7,0
E00031649,35.7,64.3,0
E00031650,84.7,15.3,0
E00031651,98.3,1.7,0
E00031652,94,6,0
E00031653,76.2,1.6,22.2
E00031654,99.2,0.8,0
E00031655,44.3,54.4,1.3
E00031656,60.6,39.4,0
E00031657,57,43,0
E00031658,84.6,15.4,0
E00031659,100,0,0
E00031660,100,0,0
E00031661,100,0,0
E00031662,48.2,51.8,0
E00031666,99.3,0.7,0
E00031667,100,0,0
E00031669,91.2,8.8,0
E00031670,95.9,4.1,0
E00031671,75,25,0
E00031672,50.4,49.6,0
E00031674,90.2,9.8,0
E00031675,83.1,16.9,0
E00031676,100,0,0
E00031678,98.4,1.6,0
E00031681,100,0,0
E00031682,100,0,0
E00031684,100,0,0
E00031685,94.1,5.9,0
E00031686,98.3,1.7,0
E00031687,97.9,2.1,0
E00031688,98.2,1.8,0
E00031689,98.4,1.6,0
E00031690,94.4,5.6,0
E00031691,55.7,44.3,0
E00031692,87.5,12.5,0
E00031693,91.4,8.6,0
E00031694,100,0,0
E00031695,100,0,0
E00031735,92.1,7.9,0
E00031754,100,0,0
E00031759,100,0,0
E00031773,99.3,0.7,0
E00031774,99.3,0.7,0
E00031776,100,0,0
E00031779,98.3,0.8,0.8
E00031780,100,0,0
E00031781,79.4,20.6,0
E00031782,81.8,18.2,0
E00031783,90.6,9.4,0
E00031784,73.4,26.6,0
E00031785,93.9,3.4,2.7
E00031786,66.1,33.9,0
E00031787,91.9,8.1,0
E00031788,100,0,0
E00031789,100,0,0
E00031790,90.7,9.3,0
E00031791,79.7,20.3,0
E00031792,66,34,0
E00031793,89.2,10.8,0
E00031794,100,0,0
E00031795,93.8,6.2,0
E00031796,95.7,4.3,0
E00031797,96.9,3.1,0
E00031798,93.3,6.7,0
E00031799,81,19,0
E00031800,91.2,8.8,0
E00031801,100,0,0
E00031802,97.3,2.7,0
E00031803,97.8,2.2,0
E00031805,98.6,1.4,0
E00031806,45,55,0
E00031807,100,0,0
E00031808,100,0,0
E00031809,99.1,0.9,0
E00031811,100,0,0
E00031812,100,0,0
E00031813,97.8,2.2,0
E00031814,94.4,5.6,0
E00031815,97.9,2.1,0
E00031816,97.8,2.2,0
E00031817,99.3,0,0.7
E00031818,100,0,0
E00031819,100,0,0
E00031820,100,0,0
E00031821,100,0,0
E00031822,100,0,0
E00031823,99,1,0
E00031824,99.2,0.8,0
E00031825,90.8,9.2,0
E00031826,99.3,0.7,0
E00031827,100,0,0
E00031828,81.7,18.3,0
E00031829,98.2,1.8,0
E00031830,70.2,29.8,0
E00031831,95.4,4.6,0
E00031832,69.4,30.6,0
E00031833,100,0,0
E00031834,99.1,0.9,0
E00031835,100,0,0
E00031836,81.3,18.8,0
E00031837,97,3,0
E00031838,99.4,0.6,0
E00031839,98.3,1.7,0
E00031840,90.7,9.3,0
E00031841,100,0,0
E00031842,79.8,20.2,0
E00031843,99.2,0.8,0
E00031844,100,0,0
E00031845,95,5,0
E00031846,100,0,0
E00031848,94.3,5.7,0
E00031849,94.1,5.9,0
E00031850,100,0,0
E00031851,100,0,0
E00031852,100,0,0
E00031853,100,0,0
E00031854,100,0,0
E00031855,93,7,0
E00031856,94.3,5.7,0
E00031857,91.1,8.9,0
E00031858,100,0,0
E00031859,100,0,0
E00031860,100,0,0
E00031861,100,0,0
E00031862,63.3,36.7,0
E00031863,100,0,0
E00031864,96.4,3.6,0
E00031865,63.8,36.2,0
E00031866,83.5,16.5,0
E00031867,95,5,0
E00031868,83.8,16.2,0
E00031869,100,0,0
E00031870,100,0,0
E00031871,100,0,0
E00031872,100,0,0
E00031873,100,0,0
E00031874,54.6,45.4,0
E00031875,100,0,0
E00031876,47.3,52.7,0
E00031877,100,0,0
E00031878,96.6,2.6,0.9
E00031879,91.3,8.7,0
E00031880,99.2,0.8,0
E00031881,96.7,3.3,0
E00031882,84.2,15.8,0
E00031883,92.8,7.2,0
E00031884,99.1,0.9,0
E00031885,100,0,0
E00031886,96.5,3.5,0
E00031887,100,0,0
E00031888,93.3,6.7,0
E00031889,78.5,21.5,0
E00031890,100,0,0
E00031891,99.2,0.8,0
E00031892,97.7,2.3,0
E00031893,93.4,6.6,0
E00031894,88.6,11.4,0
E00031895,75.2,24,0.8
E00031896,84.8,15.2,0
E00031897,56.9,43.1,0
E00031898,60.3,39.7,0
E00031899,86.8,13.2,0
E00031900,97.8,1.5,0.7
E00031901,99.3,0.7,0
E00031902,69.5,30.5,0
E00031905,64.9,34.3,0.7
E00031906,99.4,0.6,0
E00031907,99.2,0.8,0
E00031908,91.1,8.9,0
E00031909,100,0,0
E00031910,55.2,44.8,0
E00031911,100,0,0
E00031912,100,0,0
E00031913,99.1,0.9,0
E00031914,75.2,24.8,0
E00031915,72.2,27.8,0
E00031916,99.2,0.8,0
E00031917,81,19,0
E00031918,79.4,20.6,0
E00031919,60.3,39.7,0
E00031920,57.8,41.7,0.5
E00031921,99.3,0.7,0
E00031922,100,0,0
E00031923,100,0,0
E00031924,97.8,2.2,0
E00031925,100,0,0
E00031926,99.2,0.8,0
E00031927,70.5,29.5,0
E00031928,99.1,0.9,0
E00031930,100,0,0
E00031931,100,0,0
E00031932,99.3,0.7,0
E00031933,100,0,0
E00031934,100,0,0
E00031935,100,0,0
E00031936,100,0,0
E00031937,100,0,0
E00031938,98.5,1.5,0
E00031939,100,0,0
E00031940,100,0,0
E00031941,100,0,0
E00031942,100,0,0
E00031943,86.7,13.3,0
E00031944,100,0,0
E00031945,99.2,0.8,0
E00031946,100,0,0
E00031947,95.7,4.3,0
E00031948,99.4,0,0.6
E00031949,100,0,0
E00031950,100,0,0
E00031951,100,0,0
E00031952,99.3,0.7,0
E00031953,100,0,0
E00031959,87.7,12.3,0
E00031962,82.1,17.9,0
E00031963,95.8,4.2,0
E00031964,98.7,1.3,0
E00031965,99.3,0.7,0
E00031966,98.6,1.4,0
E00031967,75.4,24.6,0
E00031968,93.6,6.4,0
E00031969,93,7,0
E00032039,82.5,17.5,0
E00032040,97.1,2.9,0
E00032042,42.3,57.7,0
E00032043,80.9,19.1,0
E00032044,95.5,4.5,0
E00032045,97,3,0
E00032046,73.8,26.2,0
E00032047,100,0,0
E00032048,68.7,31.3,0
E00032049,81.3,18.7,0
