areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00024760,9.4,36.2,40.6,13.8
E00024772,5.1,29.2,47.4,18.2
E00024773,9.2,37.6,41.8,11.3
E00024966,3.3,23.3,53.3,20
E00024967,9.2,37.4,46.6,6.9
E00024968,18.4,44.7,23.7,13.2
E00024971,6.6,29.3,42.5,21.6
E00024972,2.7,29.3,50.5,17.4
E00024973,7,36.4,41.1,15.5
E00024974,17.3,40.4,32.7,9.6
E00024975,21.9,37.5,33.3,7.3
E00024976,6.8,50.5,30.1,12.6
E00024977,8,35.7,42,14.3
E00024978,14.7,41.9,34.9,8.5
E00024979,4.3,26.5,44.4,24.8
E00024996,7,48.4,38.3,6.3
E00024997,17.1,47.9,24.8,10.3
E00024998,4.1,27.9,45.1,23
E00024999,12.8,42.4,33.6,11.2
E00025000,6.7,28.6,45.4,19.3
E00025001,6.8,31.1,45.5,16.7
E00025002,14.3,47.9,25.7,12.1
E00025003,32.6,44.2,19.8,3.5
E00025004,11.9,49,31.2,7.9
E00025005,11.8,52.1,27.7,8.4
E00031488,10.2,38,39.4,12.4
E00031489,4.8,47.6,34.3,13.3
E00031490,18.4,43.2,25.6,12.8
E00031491,21.4,46.4,24.1,8
E00031492,11.2,45.7,35.3,7.8
E00031493,25.9,43.7,25.2,5.2
E00031494,36.4,36.4,16.4,10.9
E00031495,9.3,48.6,35.5,6.5
E00031496,35.9,46.6,15.3,2.3
E00031497,25.5,49.6,20.4,4.4
E00031498,21.1,50.8,19.5,8.6
E00031499,16.3,44.9,27.2,11.6
E00031500,11.3,44.7,38.3,5.7
E00031501,13.6,53.8,23.7,8.9
E00031503,16.3,46.9,30.6,6.1
E00031504,3.9,36.9,46.6,12.6
E00031505,23.6,48.4,23.6,4.5
E00031506,29.2,40.4,24.2,6.2
E00031508,24.8,48.9,21.2,5.1
E00031509,21,36.2,32.6,10.1
E00031510,24.4,46.7,19.3,9.6
E00031511,37.8,41.5,17.7,3
E00031512,21.2,42.5,29.1,7.3
E00031513,43.9,44.6,9.4,2.2
E00031514,41.7,46.5,10.2,1.6
E00031516,46.4,41.4,11.4,0.7
E00031517,41,43.6,13.7,1.7
E00031518,50.4,33.6,15,0.9
E00031519,37.3,42.4,14.7,5.6
E00031520,41.5,42.3,14.1,2.1
E00031521,30.7,53.3,13.9,2.2
E00031522,4.8,46.8,37.3,11.1
E00031523,20.8,46.9,25.4,6.9
E00031524,17.7,46,29.2,7.1
E00031525,11.8,40.9,31.5,15.7
E00031526,15.9,47,28.8,8.3
E00031527,4.4,23.7,50,21.9
E00031528,3.8,25,44.7,26.5
E00031529,19.4,35.5,28.2,16.9
E00031530,20,47.4,25.2,7.4
E00031531,36.7,40.8,19.4,3.1
E00031532,3.2,48.7,39.2,8.9
E00031533,9,43,37.5,10.5
E00031534,12.2,33,40,14.8
E00031535,20.1,44.8,26.9,8.2
E00031536,12.1,43,30.2,14.8
E00031537,8.5,47,28.2,16.2
E00031538,19.3,52.1,23.4,5.2
E00031539,30.3,43,25.4,1.4
E00031540,16.9,45.1,28.9,9.2
E00031541,27.6,44.8,20.7,6.9
E00031542,36.2,37.1,18.1,8.6
E00031543,16.1,49,26.6,8.4
E00031544,20.2,41.3,27.5,11
E00031545,22.1,48.4,24.6,4.9
E00031546,18.4,55.8,19,6.7
E00031547,16.1,34.7,42.7,6.5
E00031548,13,39.9,38.4,8.7
E00031550,7.9,33.9,45.7,12.6
E00031551,15.1,49.6,27.7,7.6
E00031552,32.6,54.5,10.7,2.2
E00031553,6.7,35.1,38.1,20.1
E00031554,0.8,25.6,50.4,23.1
E00031555,6.2,33.1,49.2,11.5
E00031556,18.3,46.5,31,4.2
E00031559,19.1,49.2,27.1,4.5
E00031560,12.3,34.9,41.1,11.6
E00031561,11.5,50,30,8.5
E00031562,3.1,55.1,33.9,7.9
E00031563,14.8,43.8,32.8,8.6
E00031564,17.1,34.1,32.6,16.3
E00031566,22,45.3,25.2,7.5
E00031567,26.9,53.1,16.6,3.4
E00031568,29.1,38.2,25.5,7.3
E00031570,23.8,53.2,19,4
E00031571,7.5,42.1,35.5,15
E00031622,37.8,44.4,11.9,5.9
E00031623,53.8,37.7,5.4,3.1
E00031624,51.2,36.5,10.6,1.8
E00031625,43.6,41.4,11.3,3.8
E00031627,10.3,43.5,36.4,9.8
E00031629,11.9,48.1,32.6,7.4
E00031630,21.3,54.9,22.1,1.6
E00031631,15.3,39.4,34.3,10.9
E00031632,29.9,41.9,18.8,9.4
E00031633,12.1,51.4,26.4,10
E00031634,23,41.3,25,10.7
E00031635,21.8,47.4,24.8,6
E00031636,4.3,37.6,41,17.1
E00031637,11.6,40.3,35.6,12.4
E00031638,14.2,40.4,32.6,12.8
E00031639,37.5,38.4,20.5,3.6
E00031640,37.9,46.6,12.1,3.4
E00031641,37,40.2,16.5,6.3
E00031642,31,41.6,21.2,6.2
E00031643,40.8,44,12.8,2.4
E00031644,34.5,41.2,19.3,5
E00031645,40.5,35.9,16.8,6.9
E00031646,25.6,41.3,26.5,6.7
E00031647,28.1,54.1,12.6,5.2
E00031648,29.1,47,20.9,3
E00031649,56.4,31.6,10.3,1.7
E00031650,34.7,40.7,18.6,5.9
E00031651,27,53.9,17.4,1.7
E00031652,19.7,41.3,35.3,3.7
E00031653,20.6,42.1,27,10.3
E00031654,8.5,50,31.5,10
E00031655,61.6,31.1,5.3,2
E00031656,52.1,33.7,11.8,2.4
E00031657,36,51.4,9.7,2.9
E00031658,24.6,55.1,17.4,2.9
E00031659,16.4,50,25.4,8.2
E00031660,8.1,45.9,29.6,16.3
E00031661,12.6,39.2,37.1,11.2
E00031662,54.1,33.3,6.3,6.3
E00031666,10.9,37.2,44.2,7.8
E00031667,10.9,35.2,43,10.9
E00031669,43.2,39.6,14.4,2.7
E00031670,40.8,40,15,4.2
E00031671,40.5,49.1,9.5,0.9
E00031672,51.2,35.4,13.4,0
E00031674,46.5,41.7,11.1,0.7
E00031675,37.4,42.7,16.8,3.1
E00031676,35.9,44.7,14.6,4.9
E00031678,13.9,41,34.4,10.7
E00031681,14.3,41.2,31.1,13.4
E00031682,8.7,43.7,41.3,6.3
E00031684,10.2,36.5,40.7,12.6
E00031685,14.4,55.6,21.6,8.5
E00031686,21.7,46.7,26.7,5
E00031687,8.5,44.4,34.5,12.7
E00031688,18.4,54.4,17.5,9.6
E00031689,15.9,43.7,32.5,7.9
E00031690,22.2,47.8,22.2,7.8
E00031691,46.6,36.6,14.5,2.3
E00031692,17.3,44.9,31.5,6.3
E00031693,36.2,45.7,12.9,5.2
E00031694,19.7,51.1,24.1,5.1
E00031695,6.7,38.1,34.3,20.9
E00031735,10,46.4,31.4,12.1
E00031754,7.8,37.2,46.5,8.5
E00031759,14.4,43.2,31.2,11.2
E00031773,44,39,12.1,5
E00031774,20.3,45.7,25.4,8.7
E00031776,1,27.9,51,20.2
E00031779,20,47.5,25.8,6.7
E00031780,28.8,40.8,21.6,8.8
E00031781,39.7,42,13.7,4.6
E00031782,31.4,48.8,14.9,5
E00031783,27,34.8,24.3,13.9
E00031784,46.5,44.1,6.9,2.5
E00031785,19.7,44.9,25.9,9.5
E00031786,36.8,40,17.9,5.3
E00031787,44.4,42.7,10.5,2.4
E00031788,34.7,46.8,13.7,4.8
E00031789,23,48,25,3.9
E00031790,32.5,48.3,15.2,4
E00031791,31.9,45.9,17,5.2
E00031792,46.4,38.6,13.7,1.3
E00031793,24.8,50.3,20.1,4.7
E00031794,25,43.8,21.9,9.4
E00031795,40,42.1,15.2,2.8
E00031796,29.6,48.7,20,1.7
E00031797,30.2,52.4,11.9,5.6
E00031798,28.4,47.1,18.6,5.9
E00031799,36.2,34.6,22.8,6.3
