areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00024760,49.5,0.4,50.2
E00024772,53.9,3.3,42.8
E00024773,45.4,1,53.7
E00024966,65.8,1.9,32.3
E00024967,73.2,1.9,24.9
E00024968,69.8,4.2,26
E00024971,67.9,3.6,28.5
E00024972,72.8,2.3,25
E00024973,52.2,1.9,45.9
E00024974,56.7,5.8,37.5
E00024975,61.5,2.8,35.8
E00024976,72.7,0.5,26.8
E00024977,65.1,2.9,32
E00024978,57.8,0,42.2
E00024979,58.9,1.5,39.6
E00024996,61.4,0.4,38.2
E00024997,51.1,3.9,45
E00024998,62.5,1.1,36.5
E00024999,53.2,1.3,45.6
E00025000,62.4,2.2,35.4
E00025001,67.9,1.1,31
E00025002,56.6,0.8,42.6
E00025003,55,9.3,35.7
E00025004,72.8,2.4,24.8
E00025005,65.8,2.3,32
E00031488,68.6,4.6,26.9
E00031489,52.3,1.8,45.9
E00031490,65.1,2.4,32.5
E00031491,48.8,3.4,47.8
E00031492,53.3,1.7,45
E00031493,58.3,0,41.7
E00031494,47.5,9.5,43
E00031495,63.1,2,34.8
E00031496,48.4,5.6,46
E00031497,54.2,2.9,42.9
E00031498,53.9,2.6,43.4
E00031499,53.5,4.3,42.2
E00031500,63.4,3.8,32.8
E00031501,57.7,3.3,39
E00031503,53.4,4.6,42
E00031504,65.4,2.3,32.3
E00031505,57.6,4.4,38
E00031506,51.2,3.8,45
E00031508,62.6,1.9,35.4
E00031509,62.9,1.7,35.3
E00031510,53.5,3.1,43.4
E00031511,50.8,2.8,46.5
E00031512,62.8,2.4,34.8
E00031513,50.4,4.4,45.2
E00031514,46.4,2.8,50.7
E00031516,48.8,9.5,41.7
E00031517,54.2,5.5,40.3
E00031518,41.5,8,50.5
E00031519,38.7,4.1,57.2
E00031520,43.4,2.9,53.7
E00031521,48.8,3.3,47.9
E00031522,58.4,2.4,39.2
E00031523,60.3,6.5,33.2
E00031524,42.3,0.5,57.2
E00031525,54.1,3.3,42.6
E00031526,49.4,3.1,47.5
E00031527,74.3,1.9,23.8
E00031528,75.5,2.3,22.3
E00031529,55.2,2.8,41.9
E00031530,59,2.5,38.5
E00031531,48.4,1.9,49.7
E00031532,74.9,1.3,23.7
E00031533,53.9,1,45.1
E00031534,61.7,0.4,37.8
E00031535,57.4,3.5,39.1
E00031536,62.4,2.3,35.3
E00031537,55.9,2.8,41.3
E00031538,69.3,3.6,27.1
E00031539,61.5,2.1,36.4
E00031540,54.9,2.7,42.4
E00031541,52.5,7.2,40.4
E00031542,48.8,9,42.3
E00031543,59.2,5,35.9
E00031544,41.3,3.7,55
E00031545,51.6,4.2,44.3
E00031546,67.4,3.1,29.5
E00031547,52.7,3.4,43.9
E00031548,56.5,1.9,41.5
E00031550,72.9,3.5,23.6
E00031551,34.7,0.9,64.4
E00031552,58.1,6.1,35.8
E00031553,70.7,1.7,27.6
E00031554,74.3,2.6,23.1
E00031555,69.7,1.5,28.8
E00031556,66.3,0,33.8
E00031559,62.1,3.3,34.6
E00031560,69.2,2.1,28.8
E00031561,62.4,0.9,36.7
E00031562,47.7,1.6,50.6
E00031563,58.4,2.4,39.2
E00031564,57,0.8,42.3
E00031566,61.7,4.8,33.4
E00031567,39.2,1.7,59.1
E00031568,56.3,3,40.6
E00031570,66,2.5,31.5
E00031571,53,2.8,44.2
E00031622,45.1,4.5,50.4
E00031623,33.5,10.1,56.4
E00031624,35.6,4.7,59.7
E00031625,53.9,2.3,43.8
E00031627,62.7,3,34.3
E00031629,66,2.9,31.1
E00031630,53.6,5.3,41.1
E00031631,60.3,1.9,37.8
E00031632,53.2,2.3,44.6
E00031633,54.8,1,44.2
E00031634,68,2.1,29.9
E00031635,57.5,2.5,40
E00031636,72.5,1.3,26.3
E00031637,70.7,2,27.3
E00031638,58.4,4,37.6
E00031639,51.8,7.7,40.5
E00031640,49.5,4.1,46.3
E00031641,43.4,7.8,48.8
E00031642,50.5,4,45.5
E00031643,45,4.1,50.9
E00031644,48.3,8.2,43.5
E00031645,48.6,7.3,44.1
E00031646,59.6,4.1,36.3
E00031647,54.4,6.9,38.7
E00031648,53.7,3.9,42.4
E00031649,39.4,8.8,51.9
E00031650,53.3,4.1,42.6
E00031651,51,3.6,45.3
E00031652,74.4,3,22.5
E00031653,49.2,5.1,45.8
E00031654,60.3,3.9,35.8
E00031655,31.3,12.8,55.9
E00031656,43.9,2.1,54
E00031657,63,2.2,34.8
E00031658,59.7,2.3,38
E00031659,58.4,1.2,40.4
E00031660,54.4,1.9,43.7
E00031661,56.3,1.8,41.9
E00031662,42.8,14.5,42.8
E00031666,64.6,1.9,33.5
E00031667,58.9,0.4,40.7
E00031669,38.3,8.2,53.6
E00031670,49.6,7.8,42.7
E00031671,46,8.4,45.6
E00031672,38.2,7,54.8
E00031674,43,3.7,53.3
E00031675,50,4,46
E00031676,49.5,5.4,45
E00031678,55.4,2.5,42.1
E00031681,54.4,2.4,43.1
E00031682,47.4,1.2,51.4
E00031684,62.2,3.1,34.7
E00031685,58.1,3.4,38.6
E00031686,66.4,4.2,29.4
E00031687,57.4,1.4,41.1
E00031688,53.2,2.8,44
E00031689,60.2,3.3,36.5
E00031690,36.3,3.8,60
E00031691,39.2,7.4,53.4
E00031692,58.2,2.1,39.7
E00031693,54.1,4.4,41.4
E00031694,55.3,2.7,42
E00031695,64.2,2.1,33.7
E00031735,52.1,2.1,45.7
E00031754,51.3,1.5,47.1
