areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00024760,5,77.1,17.9
E00024772,4.3,81.9,13.8
E00024773,5.2,76.7,18
E00024966,8.9,67.8,23.3
E00024967,17.4,55.1,27.5
E00024968,20,63.1,16.9
E00024971,16.8,65.6,17.6
E00024972,18.3,60.6,21.1
E00024973,13.3,69.5,17.2
E00024974,12.4,62.9,24.7
E00024975,10.1,62.3,27.5
E00024976,5.3,80.7,14
E00024977,16.9,69.9,13.3
E00024978,9.9,79.2,10.9
E00024979,12.7,61.8,25.5
E00024996,4.2,78.9,16.8
E00024997,12.5,67,20.5
E00024998,8.1,58.6,33.3
E00024999,14.4,71.2,14.4
E00025000,12.4,69.5,18.1
E00025001,11.4,68.2,20.5
E00025002,8.8,64,27.2
E00025003,11.1,50.8,38.1
E00025004,17.2,60.6,22.2
E00025005,10.5,61.8,27.6
E00031488,18.9,58.9,22.2
E00031489,5.9,75.5,18.6
E00031490,7.8,58.9,33.3
E00031491,12.5,62.5,25
E00031492,6.4,75.2,18.3
E00031493,10.2,54.1,35.7
E00031494,9.8,42.2,48
E00031495,20.5,53.4,26
E00031496,9.3,56.5,34.3
E00031497,3.6,63.6,32.7
E00031498,7.6,61,31.4
E00031499,11.6,60.1,28.3
E00031500,10.6,67,22.3
E00031501,7.1,60.6,32.3
E00031503,8.6,64.2,27.2
E00031504,12,78.7,9.3
E00031505,11.2,51.7,37.1
E00031506,15.2,57.9,26.9
E00031508,12.6,55.8,31.6
E00031509,8.4,67.3,24.3
E00031510,7.4,62,30.6
E00031511,8.1,55.6,36.3
E00031512,13.1,59.8,27
E00031513,14.2,45.1,40.7
E00031514,13.4,42.9,43.8
E00031516,15.2,39.3,45.5
E00031517,14.3,56,29.7
E00031518,11.8,42.7,45.5
E00031519,6.7,52.2,41.1
E00031520,8.7,39.3,52
E00031521,12.8,58.4,28.8
E00031522,9.4,69.8,20.8
E00031523,15.4,58.2,26.4
E00031524,5.6,73.4,21
E00031525,11.6,65.2,23.2
E00031526,11.8,70.1,18.1
E00031527,16.9,49.3,33.8
E00031528,16.9,58.4,24.7
E00031529,10.7,62.5,26.8
E00031530,12.2,65.3,22.4
E00031531,9.5,67.9,22.6
E00031532,10.8,58.1,31.1
E00031533,8.1,73.7,18.3
E00031534,10.2,71.6,18.2
E00031535,9.8,64.2,26
E00031536,3.6,85.6,10.8
E00031537,9.3,71.3,19.4
E00031538,15.5,58.3,26.2
E00031539,13.2,57.1,29.7
E00031540,12.1,73.3,14.7
E00031541,13.9,61.1,25
E00031542,13.3,47.6,39
E00031543,10.3,68.2,21.5
E00031544,7.1,79.5,13.4
E00031545,10.8,31.7,57.6
E00031546,15.1,59.1,25.8
E00031547,6.2,78.8,15
E00031548,10.7,75.9,13.4
E00031550,12.9,60,27.1
E00031551,5.7,71.6,22.7
E00031552,12.6,57.1,30.3
E00031553,11.5,63.2,25.3
E00031554,26,46.8,27.3
E00031555,13.4,69.5,17.1
E00031556,8.3,75,16.7
E00031559,16.4,63.3,20.3
E00031560,18,65.2,16.9
E00031561,8.2,71.8,20
E00031562,6.3,68.5,25.2
E00031563,10.8,65.7,23.5
E00031564,8.8,66.4,24.8
E00031566,12.6,56.8,30.6
E00031567,1.4,76.1,22.5
E00031568,16.5,58.8,24.7
E00031570,7.5,73.1,19.4
E00031571,10.9,69.3,19.8
E00031622,10.3,59.6,30.1
E00031623,7.2,60,32.8
E00031624,3.2,73.4,23.4
E00031625,5.9,62.7,31.4
E00031627,15.2,63.6,21.2
E00031629,14.6,65.9,19.5
E00031630,17.9,63.2,18.9
E00031631,16.3,73.1,10.6
E00031632,8.7,67.3,24
E00031633,4.4,84.7,10.9
E00031634,13.8,50.5,35.8
E00031635,7.7,74,18.3
E00031636,7.6,69.7,22.7
E00031637,15.9,70.5,13.6
E00031638,10.4,51.9,37.8
E00031639,10,48,42
E00031640,6.5,54.6,38.9
E00031641,10.8,54.7,34.5
E00031642,17,50,33
E00031643,3.4,60.2,36.4
E00031644,10.7,57.4,32
E00031645,8.6,53.1,38.3
E00031646,18.2,48.5,33.3
E00031647,5.1,53.4,41.5
E00031648,10.1,58,31.9
E00031649,6.2,49.5,44.3
E00031650,11.8,54.8,33.3
E00031651,9.4,59.4,31.3
E00031652,23.2,50.5,26.3
E00031653,9.2,55,35.8
E00031654,7.8,71.6,20.6
E00031655,15,54.1,30.8
E00031656,4.4,55.9,39.7
E00031657,11.8,64.7,23.5
E00031658,9,69.7,21.3
E00031659,8.5,71.7,19.8
E00031660,13.7,72.6,13.7
E00031661,8.3,75.2,16.5
E00031662,10.3,59.8,29.9
E00031666,11,73.6,15.4
E00031667,1.9,75,23.1
E00031669,9.7,58.4,31.9
E00031670,12.8,56.4,30.8
E00031671,13.8,50,36.2
E00031672,7.3,56.9,35.8
E00031674,11.6,42.6,45.8
E00031675,8.9,58.9,32.3
E00031676,6.9,53.5,39.6
E00031678,9.4,73.6,17
E00031681,10.1,69.7,20.2
E00031682,4.5,73.7,21.8
E00031684,13.9,67.2,18.9
E00031685,12.3,70.2,17.5
E00031686,19.2,61.6,19.2
E00031687,8.4,68.1,23.5
E00031688,11.8,68.6,19.6
E00031689,7.2,73.2,19.6
E00031690,10.6,59.6,29.8
E00031691,9.6,66.1,24.3
E00031692,12,60,28
E00031693,9.6,54.2,36.1
E00031694,12,65,23.1
E00031695,17,56,27
E00031735,5.9,77.8,16.3
E00031754,3.9,74.2,21.9
E00031759,7.7,77.8,14.5
E00031773,6.2,65.1,28.8
E00031774,12.2,58.9,28.9
E00031776,15.6,62.5,21.9
E00031779,11.9,61.5,26.6
E00031780,14.8,51.3,33.9
E00031781,9.4,57.5,33.1
E00031782,4.2,60.5,35.3
E00031783,5.5,70,24.5
E00031784,8.6,60,31.4
E00031785,8.7,56.7,34.6
E00031786,19.7,50.4,29.9
E00031787,6,63.4,30.6
E00031788,7,52.8,40.1
E00031789,9,70.1,20.9
E00031790,11.3,54.6,34
E00031791,4.9,56.3,38.7
E00031792,3.8,57.6,38.6
E00031793,12.9,51.7,35.3
E00031794,6.6,57.9,35.5
E00031795,13.2,51.9,34.9
E00031796,5.2,68.7,26.1
E00031797,16.5,58.2,25.3
E00031798,20.3,49.3,30.4
E00031799,9.3,52.3,38.3
E00031800,11.5,48.9,39.7
