areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00076718,39.3,60.7
E00076720,43.2,56.8
E00076725,53,47
E00076727,40.2,59.8
E00076728,51.9,48.1
E00076730,43.3,56.7
E00076735,51.7,48.3
E00076736,49.8,50.2
E00076740,38.4,61.6
E00076741,40.9,59.1
E00076743,57.6,42.4
E00076745,46.4,53.6
E00076746,59.8,40.2
E00076748,62.3,37.7
E00076749,36.4,63.6
E00076750,60.1,39.9
E00076751,58.2,41.8
E00076753,45,55
E00076754,63.9,36.1
E00076755,50,50
E00076756,55.8,44.2
E00076757,41.4,58.6
E00076759,20.9,79.1
E00076760,29.9,70.1
E00076761,47.1,52.9
E00076762,28.9,71.1
E00076763,45.9,54.1
E00076764,50.6,49.4
E00076765,42.8,57.2
E00076766,33.5,66.5
E00076767,27.8,72.2
E00076768,42.3,57.7
E00076769,36.8,63.2
E00076770,43.2,56.8
E00076771,46.6,53.4
E00076772,37.5,62.5
E00076773,54.9,45.1
E00076774,49.7,50.3
E00076775,39.9,60.1
E00076776,55.4,44.6
E00076777,45.1,54.9
E00076778,51,49
E00076779,26.8,73.2
E00076780,50.4,49.6
E00076781,55.6,44.4
E00076782,42.1,57.9
E00076786,53.4,46.6
E00076787,33,67
E00076788,41.3,58.7
E00076789,53.9,46.1
E00076790,63.9,36.1
E00076791,52.3,47.7
E00076792,59.2,40.8
E00076793,65.4,34.6
E00076794,69.8,30.2
E00076795,63,37
E00076796,51.1,48.9
E00076797,59.7,40.3
E00076798,46,54
E00076799,60.8,39.2
E00076800,50.7,49.3
E00076801,59.8,40.2
E00076802,66.1,33.9
E00076803,54.4,45.6
E00076804,53,47
E00076805,61.5,38.5
E00076806,61.6,38.4
E00076807,68.6,31.4
E00076808,62.8,37.2
E00076809,69.5,30.5
E00076810,41.4,58.6
E00076811,45.8,54.2
E00076812,57.6,42.4
E00076813,56.5,43.5
E00076814,37.5,62.5
E00076815,43.4,56.6
E00076816,34.4,65.6
E00076817,48.4,51.6
E00076818,51.4,48.6
E00076819,42.2,57.8
E00076820,42.2,57.8
E00076821,55.4,44.6
E00076822,32.1,67.9
E00076823,42.2,57.8
E00076824,43.2,56.8
E00076825,41.4,58.6
E00076826,57.7,42.3
E00076827,61.1,38.9
E00076828,52.5,47.5
E00076829,50.6,49.4
E00076830,66.5,33.5
E00076831,41.5,58.5
E00076832,57.7,42.3
E00076833,47.7,52.3
E00076834,50.2,49.8
E00076835,55.7,44.3
E00076836,45.1,54.9
E00076837,45.2,54.8
E00076838,58.2,41.8
E00076839,40.8,59.2
E00076840,45.1,54.9
E00076841,50.7,49.3
E00076842,55.7,44.3
E00076843,39.7,60.3
E00076844,43.5,56.5
E00076845,40.1,59.9
E00076846,38.9,61.1
E00076847,39.6,60.4
E00076848,67.6,32.4
E00076849,34.3,65.7
E00076850,36.9,63.1
E00076851,41.1,58.9
E00076852,32,68
E00076853,59.6,40.4
E00076854,58.1,41.9
E00076855,61.6,38.4
E00076856,54.9,45.1
E00076857,57.9,42.1
E00076858,63.3,36.7
E00076859,59.5,40.5
E00076860,57.4,42.6
E00076861,46.6,53.4
E00076862,49.1,50.9
E00076863,43.9,56.1
E00076864,55.4,44.6
E00076865,28.7,71.3
E00076866,37.8,62.2
E00076867,33.6,66.4
E00076868,41,59
E00076869,33.2,66.8
E00076870,51.9,48.1
E00076871,31.6,68.4
E00076872,45,55
E00076873,51.4,48.6
E00076874,57.6,42.4
E00076875,48.2,51.8
E00076876,36.3,63.7
E00076877,26.5,73.5
E00076878,31,69
E00076879,43.8,56.2
E00076880,34.1,65.9
E00076881,36.1,63.9
E00076882,51.1,48.9
E00076883,29.7,70.3
E00076884,30.2,69.8
E00076885,45.4,54.6
E00076886,30.9,69.1
E00076887,20.9,79.1
E00076888,47,53
E00076889,26.8,73.2
E00076890,29.7,70.3
E00076891,23.7,76.3
E00076892,30.9,69.1
E00076893,25.6,74.4
E00076894,19.1,80.9
E00076895,32.5,67.5
E00076896,42.3,57.7
E00076897,32.1,67.9
E00076898,35.7,64.3
E00076899,35,65
E00076900,37.7,62.3
E00076901,42.8,57.2
E00076902,39.7,60.3
E00076903,62.1,37.9
E00076904,50.7,49.3
E00076905,46,54
E00076906,54.5,45.5
E00076907,54.8,45.2
E00076908,52.5,47.5
E00076909,47,53
E00076910,59.5,40.5
E00076911,50.2,49.8
E00076912,31.6,68.4
E00076913,37.2,62.8
E00076914,41.4,58.6
E00076915,52.6,47.4
E00076916,46.2,53.8
E00076917,24.1,75.9
E00076918,47.2,52.8
E00076919,55.6,44.4
E00076920,57.8,42.2
