areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00076718,0,0.8,1.5,97.7,0
E00076720,0.5,0.9,1.4,97.3,0
E00076725,0.6,0,0,99.1,0.3
E00076727,0.4,0,0,99.6,0
E00076728,0,0.4,0.4,99.2,0
E00076730,0,0.7,3.3,95.9,0
E00076735,0,0,0.4,99.6,0
E00076736,0,0,0.5,99.5,0
E00076740,2.4,0,0,97.6,0
E00076741,0.4,0,1.8,97.3,0.4
E00076743,0,1.3,2.6,95.6,0.4
E00076745,1.7,0,2.1,96.2,0
E00076746,1.3,0.3,2.3,96,0
E00076748,0,0.5,1.5,97.6,0.5
E00076749,2.3,0.6,2.3,94.8,0
E00076750,0,0.4,1.2,98.1,0.4
E00076751,0.4,0,0.9,98.7,0
E00076753,0.4,0.4,2.2,97,0
E00076754,0.4,0,0,99.6,0
E00076755,0.3,0,1.7,97.6,0.3
E00076756,1.8,0,1.1,97.1,0
E00076757,0.3,0,0,99.7,0
E00076759,1.9,0,1,97.1,0
E00076760,2.6,0,1.4,96,0
E00076761,1.5,0.9,1.8,95.8,0
E00076762,1.1,0.2,5,93.5,0.2
E00076763,0.4,0,0,98.9,0.7
E00076764,0.6,0,1.6,97.8,0
E00076765,0,0.3,1.8,97.7,0.3
E00076766,0.4,0.4,2.6,96.7,0
E00076767,2.9,0,1.6,95.5,0
E00076768,2,0,1.1,96.9,0
E00076769,0.2,0.2,6.9,92.4,0.2
E00076770,0,0,1,98.6,0.5
E00076771,1.7,0.3,1,96.9,0
E00076772,0,0.3,0.6,99.1,0
E00076773,3,0,1.5,93.8,1.8
E00076774,2.1,0,1.1,96.8,0
E00076775,0.8,0,0.6,97.8,0.8
E00076776,1.9,0,0,97.6,0.5
E00076777,0,0.3,1.7,95.9,2
E00076778,0,0,0,100,0
E00076779,0,2.5,1.9,95.5,0
E00076780,0.7,0,0.7,98.6,0
E00076781,1.5,0,1.5,97.1,0
E00076782,0.4,0,2,96.8,0.8
E00076786,0,0,0.9,99.1,0
E00076787,0,0,0,100,0
E00076788,0.6,0,1.9,97.4,0
E00076789,0,0,0.4,99.6,0
E00076790,2,0,1.2,96.7,0
E00076791,3.3,0.4,2.2,94.1,0
E00076792,1.2,0,1.6,97.2,0
E00076793,0,0,0.3,99.7,0
E00076794,0.4,0,1.2,97.5,0.8
E00076795,0,0,0.4,98.9,0.7
E00076796,0,0,0.7,98.5,0.7
E00076797,0.4,0,0.4,99.2,0
E00076798,1,0.7,0.3,97.6,0.3
E00076799,2.8,0,3.2,94,0
E00076800,0,0.8,0.8,98.4,0
E00076801,0.4,0,0,99.3,0.4
E00076802,1.2,0,0,98.8,0
E00076803,0.8,0,2.1,96.6,0.4
E00076804,0.4,0,1.6,98,0
E00076805,0,0,0,100,0
E00076806,0,0,0,100,0
E00076807,0.3,0,0.6,99,0
E00076808,0.4,0,0,99.6,0
E00076809,0.4,0.4,0.7,98.6,0
E00076810,0,0,4.3,95.7,0
E00076811,0.8,0,1.7,97.5,0
E00076812,0.4,0,0.8,98.8,0
E00076813,0,0,0,100,0
E00076814,0.9,0.3,0,98.5,0.3
E00076815,2.6,0,0.6,96.2,0.6
E00076816,2.5,0.9,1.9,94.7,0
E00076817,1.1,0,0,97.9,1.1
E00076818,0.4,0,1.1,98.5,0
E00076819,0,0.3,0.3,98.6,0.7
E00076820,0.3,0.3,0,99.1,0.3
E00076821,1.7,0.3,1,96.9,0
E00076822,0,1.8,0.4,97.1,0.7
E00076823,2.2,0,2.2,95.2,0.4
E00076824,1.1,0,1.5,97.3,0
E00076825,1.9,0,0.9,96,1.2
E00076826,0,0,0.3,99.7,0
E00076827,1.2,0,0.6,98.1,0
E00076828,1,0,2.9,96.1,0
E00076829,0,0,0,99.7,0.3
E00076830,0.7,0,0.7,98.7,0
E00076831,0,1.4,0.4,97.5,0.7
E00076832,0.6,0,0.3,99.2,0
E00076833,1.4,0,2.1,96.5,0
E00076834,1,0,1,98.1,0
