areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00076718,97.7,0.8,1.5
E00076720,95.9,1.8,2.3
E00076725,91,2.5,6.5
E00076727,95.5,1.3,3.1
E00076728,98.4,1.2,0.4
E00076730,96.3,0.4,3.3
E00076735,98.8,0.4,0.8
E00076736,98.1,0.5,1.4
E00076740,97.6,0,2.4
E00076741,96.4,0,3.6
E00076743,97.4,0.4,2.2
E00076745,96.6,0.4,2.9
E00076746,96.3,1.3,2.3
E00076748,98.5,0,1.5
E00076749,94.7,2.3,2.9
E00076750,97.7,0.4,1.9
E00076751,97.3,0.9,1.8
E00076753,96.7,1.5,1.8
E00076754,98.5,0.4,1.1
E00076755,97.9,0,2.1
E00076756,96.1,1.4,2.5
E00076757,96.2,0.9,2.8
E00076759,98.1,0,1.9
E00076760,97.1,1.1,1.7
E00076761,96.4,0.9,2.7
E00076762,97.8,0,2.2
E00076763,96.7,0.4,3
E00076764,95.6,0.6,3.8
E00076765,95,1.2,3.8
E00076766,95.6,1.1,3.3
E00076767,94.2,0.3,5.5
E00076768,97.1,0,2.9
E00076769,97.3,1.1,1.6
E00076770,96.1,1,2.9
E00076771,97.6,0,2.4
E00076772,98.5,0,1.5
E00076773,95,0.3,4.7
E00076774,97.4,0,2.6
E00076775,98.3,0.8,0.8
E00076776,94.7,0,5.3
E00076777,89,1.2,9.9
E00076778,97,0.4,2.6
E00076779,98.7,0.3,1
E00076780,97.1,0.4,2.5
E00076781,97.7,0.9,1.5
E00076782,98.4,0.8,0.8
E00076786,98.4,0.9,0.6
E00076787,98.8,0,1.2
E00076788,95.5,1.3,3.2
E00076789,97.5,0.4,2.1
E00076790,96.3,2.4,1.2
E00076791,95.9,3.3,0.7
E00076792,98.8,0,1.2
E00076793,98.8,0.3,0.9
E00076794,99.2,0,0.8
E00076795,97.1,0.4,2.5
E00076796,97.8,0.7,1.5
E00076797,98,0,2
E00076798,97.9,1.1,1.1
E00076799,98.2,0.7,1.1
E00076800,100,0,0
E00076801,96.8,2.5,0.7
E00076802,97.3,0.8,1.9
E00076803,96.2,2.1,1.7
E00076804,98.8,1.2,0
E00076805,97.8,1.5,0.7
E00076806,98.5,0.4,1.1
E00076807,95.9,2.2,1.9
E00076808,99.6,0.4,0
E00076809,97.9,0,2.1
E00076810,96.5,2.2,1.3
E00076811,98.3,0.4,1.3
E00076812,100,0,0
E00076813,97.3,1.4,1.4
E00076814,97.5,0.9,1.5
E00076815,89.3,0.6,10.1
E00076816,98.4,0.3,1.3
E00076817,97.9,0.4,1.8
E00076818,96.9,0,3.1
E00076819,95.2,2.4,2.4
E00076820,98.2,0,1.8
E00076821,97.2,1,1.7
E00076822,98.9,0.4,0.7
E00076823,97,0.7,2.2
E00076824,95,0.4,4.6
E00076825,97.9,0.5,1.6
E00076826,97.4,0.6,1.9
E00076827,96.3,0.9,2.8
E00076828,97.7,0.3,2
E00076829,99,0,1
E00076830,98,0.3,1.7
E00076831,97.5,0.7,1.8
E00076832,97.7,0.8,1.4
E00076833,96.5,1.8,1.8
E00076834,96.8,0.6,2.6
E00076835,97.6,0.8,1.6
E00076836,96,0,4
E00076837,95.5,0.6,3.8
E00076838,95.5,0,4.5
E00076839,90.3,0.9,8.8
E00076840,92.2,2,5.9
E00076841,95.1,0.6,4.3
E00076842,98.5,0,1.5
E00076843,92.7,0.7,6.6
E00076844,93.7,1.1,5.2
E00076845,88.5,0.9,10.7
E00076846,98.3,0.3,1.4
E00076847,91.9,1.9,6.2
E00076848,96.3,0,3.7
E00076849,88.9,3.6,7.5
E00076850,92,4,4
E00076851,87.4,2.3,10.3
E00076852,91.3,1.5,7.1
E00076853,92.1,0.8,7.1
E00076854,99.2,0,0.8
E00076855,96.9,0.3,2.8
E00076856,94.6,0,5.4
E00076857,94.8,1.2,4
E00076858,97.4,0,2.6
E00076859,91.1,0.7,8.2
E00076860,92.4,2.8,4.9
E00076861,96.8,0.4,2.8
E00076862,95,1,4
E00076863,94.9,1.1,4
E00076864,96.9,0.9,2.2
E00076865,94.5,0.6,5
E00076866,95.9,1.2,2.9
E00076867,94.5,0.3,5.2
E00076868,96.7,0.3,3
E00076869,92.7,1.8,5.5
E00076870,98.8,0,1.2
E00076871,97.3,0,2.7
E00076872,96.6,1.3,2.2
E00076873,96.8,0,3.2
E00076874,97.4,1.3,1.3
E00076875,93,1.8,5.3
E00076876,93.1,3.3,3.6
E00076877,93.9,1.2,4.9
E00076878,88.2,3.7,8.1
E00076879,97.6,0.8,1.6
E00076880,94.4,1.7,3.8
E00076881,93.1,0.7,6.2
E00076882,93.5,3.4,3.1
E00076883,93.5,0.7,5.8
E00076884,91.8,2.4,5.8
E00076885,96.8,1.3,1.9
E00076886,96.3,1,2.7
E00076887,88,1.4,10.7
E00076888,95.3,1.8,2.9
E00076889,95.7,0.3,4.1
E00076890,93,0.6,6.4
E00076891,95,0.6,4.4
E00076892,96,1.4,2.5
E00076893,91.8,0,8.2
E00076894,85,1.8,13.2
E00076895,93.1,0,6.9
E00076896,97.7,0.7,1.7
E00076897,90,1.8,8.2
E00076898,96.8,0.3,2.9
E00076899,96.2,2.5,1.3
E00076900,89.9,0.3,9.8
E00076901,95.8,0,4.2
E00076902,95.2,2.4,2.4
E00076903,96.9,1,2.1
E00076904,97.9,0,2.1
E00076905,95,0,5
E00076906,95.3,0.6,4.1
E00076907,99.1,0.6,0.3
E00076908,94.8,1.7,3.5
E00076909,97,1,2
E00076910,98.6,0,1.4
E00076911,98.9,0,1.1
E00076912,95.7,0.3,4.1
E00076913,97.5,0.9,1.6
E00076914,98.2,0.7,1.1
E00076915,96.8,0.9,2.3
E00076916,96.8,1.1,2.1
E00076917,96.7,0,3.3
E00076918,92,1,7
E00076919,98.5,0,1.5
E00076920,97.9,0.7,1.4
E00076921,98.3,0,1.7
E00076922,98.2,0,1.8
E00076923,97.1,1.6,1.3
E00076924,97.3,0.4,2.2
E00076925,100,0,0
E00076926,98.9,0,1.1
E00076927,97.4,1,1.6
E00076928,96.9,0.9,2.2
E00076929,99.4,0,0.6
E00076930,98.7,0.3,0.9
E00076931,97.7,1,1.3
E00076932,97.7,0.8,1.4
E00076933,98,0,2
E00076934,98,0.8,1.2
E00076935,97.3,1.3,1.3
E00076936,95.7,0.4,3.9
E00076937,98.5,0,1.5
E00076938,99.3,0,0.7
E00076939,95.3,0.6,4
E00076940,97.3,0,2.7
E00076941,97,0.3,2.7
E00076942,95,2.3,2.7
E00076943,97.2,0.7,2.1
E00076944,97.3,0,2.7
E00076945,96.6,1.1,2.2
E00076946,93.1,2.5,4.3
E00076947,95.6,0.3,4.1
E00076948,96.4,0.7,2.9
E00076949,96.8,0.6,2.6
E00076950,97.6,0.7,1.7
E00076951,98,0,2
E00076952,94.7,0.4,4.9
E00076953,98.2,0.3,1.5
E00076954,98.1,0.6,1.3
E00076955,97.8,0.6,1.6
E00076956,96.2,0.9,2.8
E00076957,93.7,1.4,4.8
E00076958,93.1,1.5,5.5
E00076959,97,0.3,2.7
E00076960,96.5,2.3,1.2
E00076961,94.5,1.1,4.4
E00076962,98.1,0,1.9
E00076963,94.8,1.9,3.3
E00076964,88,2.5,9.5
E00076965,96.6,1.1,2.3
E00076966,93.7,0.3,5.9
E00076967,94.4,0.7,4.9
E00076968,97,0.7,2.2
E00076969,93.4,0.4,6.2
E00076970,89.6,0,10.4
E00076971,92.3,1.9,5.8
E00076972,97.1,0,2.9
E00076973,94.6,0.4,5
E00076974,96.5,0.4,3.1
E00076975,95.9,1.4,2.7
