areacd,sex-001,sex-002
E00076718,53.8,46.2
E00076720,52.1,47.9
E00076725,57.1,42.9
E00076727,52.4,47.6
E00076728,53.7,46.3
E00076730,58.1,41.9
E00076735,49.4,50.6
E00076736,56,44
E00076740,52.2,47.8
E00076741,48.2,51.8
E00076743,50,50
E00076745,49.4,50.6
E00076746,52.3,47.7
E00076748,54.4,45.6
E00076749,47.1,52.9
E00076750,51.9,48.1
E00076751,52.2,47.8
E00076753,52.6,47.4
E00076754,53.2,46.8
E00076755,52.4,47.6
E00076756,50.9,49.1
E00076757,49.8,50.2
E00076759,49,51
E00076760,49.4,50.6
E00076761,50.6,49.4
E00076762,52.3,47.7
E00076763,53.5,46.5
E00076764,49.7,50.3
E00076765,50.3,49.7
E00076766,50.6,49.4
E00076767,50.1,49.9
E00076768,51.9,48.1
E00076769,54,46
E00076770,49.3,50.7
E00076771,52.6,47.4
E00076772,51.7,48.3
E00076773,55.2,44.8
E00076774,50.8,49.2
E00076775,47.9,52.1
E00076776,51.5,48.5
E00076777,53.5,46.5
E00076778,52.2,47.8
E00076779,47,53
E00076780,51.4,48.6
E00076781,49.7,50.3
E00076782,49.6,50.4
E00076786,48.4,51.6
E00076787,52.6,47.4
E00076788,50,50
E00076789,51.9,48.1
E00076790,56.3,43.7
E00076791,54.8,45.2
E00076792,51.2,48.8
E00076793,46.9,53.1
E00076794,50,50
E00076795,55,45
E00076796,51.8,48.2
E00076797,53.9,46.1
E00076798,48.3,51.7
E00076799,50.2,49.8
E00076800,52.6,47.4
E00076801,52.7,47.3
E00076802,53.7,46.3
E00076803,54.5,45.5
E00076804,52.6,47.4
E00076805,53.4,46.6
E00076806,50.7,49.3
E00076807,49.8,50.2
E00076808,52.7,47.3
E00076809,53.9,46.1
E00076810,50,50
E00076811,54.2,45.8
E00076812,51.9,48.1
E00076813,51.7,48.3
E00076814,49.2,50.8
E00076815,47.6,52.4
E00076816,52.5,47.5
E00076817,54.1,45.9
E00076818,52.3,47.7
E00076819,53.8,46.2
E00076820,54.3,45.7
E00076821,52.1,47.9
E00076822,51.3,48.7
E00076823,54.1,45.9
E00076824,53.4,46.6
E00076825,53.8,46.2
E00076826,52.6,47.4
E00076827,51.2,48.8
E00076828,50.8,49.2
E00076829,52.4,47.6
E00076830,47.1,52.9
E00076831,51.4,48.6
E00076832,51.3,48.7
E00076833,51.4,48.6
E00076834,48.6,51.4
E00076835,49.2,50.8
E00076836,49.4,50.6
E00076837,54.6,45.4
E00076838,50.5,49.5
E00076839,52.6,47.4
E00076840,51.8,48.2
E00076841,53.6,46.4
E00076842,49.2,50.8
E00076843,48.4,51.6
E00076844,50.9,49.1
E00076845,48.8,51.2
E00076846,55.4,44.6
E00076847,55,45
E00076848,50.6,49.4
E00076849,50.7,49.3
E00076850,52.6,47.4
E00076851,50,50
E00076852,52.8,47.2
E00076853,56.3,43.7
E00076854,49.6,50.4
E00076855,50.2,49.8
E00076856,53.6,46.4
E00076857,54,46
E00076858,46.3,53.7
E00076859,45.9,54.1
E00076860,51.4,48.6
E00076861,52.2,47.8
E00076862,51.2,48.8
E00076863,51.7,48.3
E00076864,55.3,44.7
E00076865,60.2,39.8
E00076866,51.6,48.4
E00076867,56,44
E00076868,52,48
E00076869,54.2,45.8
E00076870,52.3,47.7
E00076871,52.3,47.7
E00076872,49.5,50.5
E00076873,52.7,47.3
E00076874,51.5,48.5
E00076875,52.8,47.2
E00076876,52.8,47.2
E00076877,47.7,52.3
E00076878,53.5,46.5
E00076879,51.6,48.4
E00076880,46.5,53.5
E00076881,51.8,48.2
E00076882,48.8,51.2
E00076883,49.5,50.5
E00076884,51.4,48.6
E00076885,52.2,47.8
E00076886,45.5,54.5
E00076887,52.1,47.9
E00076888,52.9,47.1
E00076889,49.2,50.8
E00076890,47.6,52.4
E00076891,52.5,47.5
E00076892,49.8,50.2
E00076893,50,50
E00076894,43,57
E00076895,50.2,49.8
E00076896,53.5,46.5
E00076897,48.1,51.9
E00076898,56,44
E00076899,51.7,48.3
E00076900,52.1,47.9
E00076901,51.4,48.6
E00076902,53.6,46.4
E00076903,53.5,46.5
E00076904,55.8,44.2
E00076905,47.5,52.5
E00076906,54.9,45.1
E00076907,50.7,49.3
E00076908,51.4,48.6
E00076909,52.5,47.5
E00076910,47.5,52.5
E00076911,56.2,43.8
E00076912,51.3,48.7
E00076913,52.1,47.9
E00076914,55.1,44.9
E00076915,55.3,44.7
E00076916,50.5,49.5
