geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00086551,13.7,34.7,43.2,8.4
E00086552,12.9,33.8,47.5,5.8
E00086553,12.1,20.2,48.5,19.2
E00086557,16.7,16.1,63.1,4.2
E00086559,11.6,14.5,65.2,8.7
E00086561,9.7,14.5,64.7,11.2
E00086563,11.1,29.3,51.5,8.1
E00086564,9.6,18,59,13.4
E00086565,16.3,19.1,54.6,9.9
E00086568,8.1,9.9,66.7,15.3
E00086583,10,26.4,55,8.6
E00086584,13.1,28.7,52.5,5.7
E00086587,13.5,14,62.8,9.8
E00086588,8.2,23.9,57.6,10.3
E00086591,12,19.3,55.8,12.9
E00086593,14.2,19.4,54.5,11.9
E00086594,12.6,20,58.9,8.4
E00086597,10.1,17.3,64.7,7.9
E00086599,9.8,23.3,49.6,17.3
E00086601,23.6,14.9,50.7,10.8
E00086604,16.3,23.3,54.3,6.2
E00086606,14.9,23.6,48.6,12.8
E00086607,13.5,27.8,45.9,12.8
E00086608,11.7,18.6,55.9,13.8
E00086611,11.6,19.3,56.9,12.2
E00086612,10.6,23.2,59.9,6.3
E00086628,11.1,10.3,65.1,13.5
E00086629,15.2,23,48.3,13.5
E00086630,16.6,14.1,55.8,13.5
E00086631,7.6,13.4,71.3,7.6
E00086632,13.4,26.1,52.2,8.3
E00086633,10.7,12.7,70.7,6
E00086634,15.4,17.8,56.8,10.1
E00086636,13,15.5,61.5,9.9
E00086637,8.7,15.9,68.1,7.2
E00086638,5.4,13.8,73.1,7.7
E00086639,11.7,23.3,59.2,5.8
E00086641,13.5,18.1,52.9,15.5
E00086642,13.8,21.9,58.1,6.3
E00086643,16.2,29.7,45.3,8.8
E00086646,16.4,25.4,50.8,7.3
E00086647,17.3,28.9,46.2,7.6
E00086648,12.3,34.6,46.9,6.2
E00086649,15.5,29.5,43.4,11.6
E00086650,8.5,24.5,58.5,8.5
E00086651,12.9,28.1,47.5,11.5
E00086652,14.6,27,50,8.4
E00086653,12.3,22.1,57.7,8
E00086654,12.4,21.4,58.6,7.6
E00086655,14.3,22.9,54.3,8.6
E00086656,18,30.4,45.3,6.2
E00086657,13.1,30.6,48.5,7.8
E00086658,17,19.8,51.9,11.3
E00086659,16.3,22.3,47,14.5
E00086660,23.4,14.4,56.8,5.4
E00086661,17.6,20.3,52,10.1
E00086662,12.4,14.3,60,13.3
E00086663,25,14.2,55.8,5
E00086664,20.4,17.8,54.8,7
E00086665,20,20.6,52.2,7.2
E00086666,12.8,19.7,58.1,9.4
E00086667,20.3,19.8,49.3,10.6
E00086668,10.4,19.3,63,7.4
E00086669,11.4,20,61.4,7.1
E00086670,9.7,21.5,55.6,13.2
E00086671,9.9,20.8,61.4,7.9
E00086672,10.8,19.8,58.1,11.4
E00086673,5,24.1,63.1,7.8
E00086674,10.5,22.8,58.8,7.9
E00086675,9,26.1,61.2,3.7
E00086676,9.5,15.3,62.8,12.4
E00086677,13.1,29.8,41.7,15.5
E00086678,21.2,27,41.6,10.2
E00086679,8,20.8,62.4,8.8
E00086680,12.5,25,53.8,8.8
E00086681,9,25.7,56.3,9
E00086682,14.5,26.2,50.3,9
E00086683,13.1,17.9,54.5,14.5
E00086684,10.4,25.4,52,12.1
E00086685,5.4,22.5,62.2,9.9
E00086686,10.7,22.9,55.7,10.7
E00086687,11.3,25.8,49.5,13.4
E00086688,10.2,20.4,59.9,9.6
E00086689,2.8,22,68.1,7.1
E00086690,11.6,24.8,48.1,15.5
E00086691,9.3,22.2,61.1,7.4
E00086692,5.6,16.7,70.1,7.6
E00086693,10.2,16.7,63.9,9.3
E00086694,15.3,25.5,49.6,9.5
E00086695,13.5,17.3,59.6,9.6
E00086696,6.5,29.5,56.8,7.2
E00086697,12.1,27.4,52.4,8.1
E00086698,16.9,20.8,54.5,7.8
E00086699,10.6,23.9,61.1,4.4
E00086700,7.7,22.4,58.5,11.5
E00086701,11.7,27,54.7,6.6
E00086702,9,20.6,61.9,8.4
E00086703,12,22,56,10
E00086704,11,24.1,57.9,6.9
E00086705,9.7,27.2,58.3,4.9
E00086706,13,22.1,55.7,9.2
E00086707,10.6,20.4,59.9,9.2
E00086708,11.7,17.3,63.6,7.4
E00086709,10.3,27.6,52.6,9.5
E00086710,9.8,28.4,53.9,7.8
E00086711,20.4,24.3,46.6,8.7
E00086712,10.5,30.5,50.5,8.6
E00086713,13.8,23.9,52.3,10.1
E00086714,12.8,10.7,65.1,11.4
E00086715,5.9,15.8,68.3,9.9
E00086716,9.2,20.4,63.8,6.6
E00086717,10.4,8.9,71.4,9.4
E00086718,13.5,29.1,47.5,9.9
E00086719,8.6,19.1,61.1,11.3
E00086720,6.2,9.6,69.2,15.1
E00086721,9.6,29.9,52.5,7.9
E00086722,11.4,17.4,56.1,15.2
E00086723,6.7,19.1,61.2,12.9
E00086724,10,19.3,60.7,10
E00086725,3.8,19.2,62.3,14.6
E00086726,8.1,20.8,59.7,11.4
E00086727,9.6,26.9,51,12.5
E00086728,8.4,24,60.4,7.1
E00086730,10.1,23.9,56.6,9.4
E00086731,10.7,18.9,63.5,6.9
E00086732,11,22,53.3,13.7
E00086733,12.6,16.9,60.7,9.8
E00086734,7.1,22.9,60,10
E00086735,8,20.8,56,15.2
E00086736,4.7,20,66.5,8.8
E00086737,12.7,16.9,58.5,12
E00086738,11.7,18.2,61,9.1
E00086739,12.9,16.4,60.8,9.9
E00086740,8.6,19.1,56.6,15.8
E00086741,8,23.3,62,6.7
E00086742,8.4,23.5,59.7,8.4
E00086743,7.4,21.6,60.2,10.8
E00086744,11,19.6,62.6,6.7
E00086745,14.9,29.8,43.6,11.7
E00086746,9.1,14.6,68.9,7.3
E00086747,8.6,22.8,59.3,9.3
E00086748,12.2,16,61.5,10.3
E00086749,10.1,28.4,51.5,10.1
E00086750,9.2,22.7,57.1,11
E00086751,8.8,22.1,62.4,6.6
E00086752,10.2,23.6,58,8.3
E00086753,11,25.2,52.8,11
E00086754,11.3,20.9,55.7,12.2
E00086755,11.5,19.8,58.8,9.9
E00086756,9.8,22,57.9,10.4
E00086757,11.4,17.4,59.1,12.1
E00086758,11.6,25,50.6,12.8
E00086759,10.3,27.9,52.2,9.6
E00086760,6,16.4,66.4,11.2
E00086761,11.7,23.5,56.8,8
E00086816,8.8,11.4,70.5,9.3
E00086818,10.1,13.2,67.8,8.8
E00086861,9.4,20.6,61.9,8.1
E00086862,13.1,24.6,54.3,8
E00086863,9.7,20.1,58.4,11.7
E00086864,4.7,22,65.3,8
E00086865,15.3,22.5,54.1,8.1
E00086866,8.6,22.5,53.6,15.2
E00086867,9,23.7,57.1,10.2
E00086868,13.6,16.3,58.2,12
E00086869,14.9,23.2,52.4,9.5
E00086870,7.1,23.5,62.2,7.1
E00086871,11.9,17.9,61.3,8.9
E00086872,8.8,23.8,65,2.5
E00086873,13.1,22,57.1,7.7
E00086874,6.7,19.5,66.5,7.3
E00086875,11,16.6,62,10.4
E00086876,11.5,23.1,55.8,9.6
E00086877,6.7,18.8,64.4,10.1
E00086878,8.2,21.7,63,7.1
E00086879,11.8,21.1,56.6,10.5
E00086880,13,20.1,50.5,16.3
E00086881,10.6,23.4,52.5,13.5
E00086882,10,19.3,58.7,12
E00086883,12,15.8,63.9,8.3
E00086884,9.8,22,55.3,13
E00086885,9.9,25.2,55.7,9.2
E00086886,7.3,23.6,56.1,13
E00086887,11.1,18.7,61.4,8.8
E00086888,12.6,19.3,56.3,11.8
E00086889,12.2,27,55.4,5.4
E00086890,14.5,22.9,53,9.6
E00086891,13.2,21.1,57,8.8
E00086892,9.8,17.8,57.7,14.7
E00086893,10,20,60.9,9.1
E00086896,8.3,21.7,57.5,12.5
E00086897,9.3,28.8,49.2,12.7
E00086898,11.8,20,59.4,8.8
E00086899,8.6,13.8,69.8,7.8
E00086900,9.7,21.3,59.4,9.7
E00086901,7.3,19.4,65.3,8.1
E00086902,18.9,18.9,54.5,7.6
E00086903,11.7,17.5,66.7,4.2
E00086904,10.1,11.3,67.9,10.7
E00086905,11,19.2,60.3,9.6
E00086906,16.4,22.9,50,10.7
E00086907,12.2,19.4,58.2,10.2
E00086908,12.3,21,50.7,15.9
E00086959,10.4,21.3,57.9,10.4
E00086960,8.7,22.1,59.7,9.4
E00086961,15.7,19.1,53.9,11.2
E00086962,9.7,21.7,60.6,8
E00086963,11.8,24.1,51.9,12.3
E00086964,11.2,19.7,58.5,10.6
E00086965,10.7,19.6,57.7,11.9
E00086966,11.1,20.9,57.8,10.2
E00086967,7,23.6,57.8,11.6
E00086968,8.6,16.4,65.7,9.3
E00086969,6.1,33.3,48.5,12.1
E00086970,6.9,20.2,62.2,10.6
E00086971,5.4,24.3,59.5,10.8
E00086972,4.5,24.1,65.4,6
E00086973,10.1,23.3,58.5,8.2
E00086974,7.6,16.4,64.3,11.7
E00086975,11.4,24,60.5,4.2
E00086976,7.8,16.8,65.9,9.6
E00086977,9.7,16.1,64,10.2
E00086978,9.5,19.6,55.1,15.8
E00086979,11.8,19.6,59.5,9.2
E00086980,6.1,20.4,61.2,12.2
E00086981,7.8,22.3,61.1,8.8
E00086982,8.3,21.1,53.9,16.7
E00086983,10.1,16.1,61.9,11.9
E00086984,7.9,19.7,59.9,12.5
E00086985,11.4,21.1,56.1,11.4
E00086986,11,20.7,60.7,7.6
E00086987,14,22.8,59.1,4.1
E00086988,8.9,20.1,60.9,10.1
E00086989,8,23.4,61.3,7.3
E00086990,11.3,20.1,54.7,13.8
E00086991,12.2,13.8,62.8,11.2
E00086992,7.5,22.4,60.4,9.7
E00086993,10.6,17,63.3,9
E00086994,3.2,22.1,65.6,9.1
E00086995,7.4,20.8,61.7,10.1
E00086996,10,28,50,12
