geography_code,in_full_time_education-001,in_full_time_education-002
E00086551,24.8,75.2
E00086552,42.5,57.5
E00086553,11.1,88.9
E00086557,21.8,78.2
E00086559,7.7,92.3
E00086561,21.5,78.5
E00086563,33.5,66.5
E00086564,12.6,87.4
E00086565,24.9,75.1
E00086568,12.1,87.9
E00086583,18.4,81.6
E00086584,27.1,72.9
E00086587,20.3,79.7
E00086588,30.5,69.5
E00086591,19.9,80.1
E00086593,13.6,86.4
E00086594,12.8,87.2
E00086597,20.1,79.9
E00086599,15,85
E00086601,70,30
E00086604,51.3,48.7
E00086606,39.2,60.8
E00086607,39,61
E00086608,23.7,76.3
E00086611,30.7,69.3
E00086612,41.3,58.7
E00086628,15.7,84.3
E00086629,47.8,52.2
E00086630,37.5,62.5
E00086631,19.2,80.8
E00086632,38.5,61.5
E00086633,17.2,82.8
E00086634,35.2,64.8
E00086636,30.2,69.8
E00086637,21,79
E00086638,17.8,82.2
E00086639,17.9,82.1
E00086641,23.4,76.6
E00086642,25.8,74.2
E00086643,36.4,63.6
E00086646,30.2,69.8
E00086647,31.8,68.2
E00086648,33.8,66.2
E00086649,26,74
E00086650,35.2,64.8
E00086651,26.9,73.1
E00086652,28.6,71.4
E00086653,29.3,70.7
E00086654,31.9,68.1
E00086655,32.8,67.2
E00086656,60.9,39.1
E00086657,36.6,63.4
E00086658,26.1,73.9
E00086659,33.9,66.1
E00086660,50.1,49.9
E00086661,58.4,41.6
E00086662,14.7,85.3
E00086663,51.4,48.6
E00086664,53,47
E00086665,51.5,48.5
E00086666,30.2,69.8
E00086667,52.4,47.6
E00086668,39.8,60.2
E00086669,26,74
E00086670,26.9,73.1
E00086671,19.1,80.9
E00086672,22.7,77.3
E00086673,13.7,86.3
E00086674,12.8,87.2
E00086675,31.7,68.3
E00086676,25.5,74.5
E00086677,11.1,88.9
E00086678,36,64
E00086679,21.2,78.8
E00086680,29.6,70.4
E00086681,15.9,84.1
E00086682,37,63
E00086683,13.2,86.8
E00086684,21.3,78.7
