geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00139175,2.3,28.5,69.2
E00139176,1.1,43.2,55.8
E00139178,0,26.5,73.5
E00139179,1.9,22.6,75.5
E00139180,0.7,25.5,73.9
E00139181,4.1,33.9,62
E00139182,0,29,71
E00139183,3.9,28.7,67.4
E00139184,0,57.6,42.4
E00139185,0,45.1,54.9
E00139186,0.9,22.7,76.4
E00139187,1.1,68.8,30.1
E00139188,1.3,12.8,85.9
E00139189,2.7,32.7,64.6
E00139190,0.8,42.4,56.8
E00139191,4.3,34.2,61.5
E00139192,0,33.9,66.1
E00139193,3.5,45.1,51.4
E00139194,2.3,29.2,68.5
E00139195,1.9,35.4,62.7
E00139196,2.8,29,68.3
E00139197,2.9,23.7,73.4
E00139198,3.1,25.4,71.5
E00139199,1,71.1,27.9
E00139200,3.8,66.9,29.2
E00139201,2.4,82.2,15.4
E00139202,2.7,49.7,47.7
E00139203,1.9,38,60.2
E00139204,0.5,65.1,34.4
E00139205,0,20.5,79.5
E00139206,0,36.2,63.8
E00139207,1,21,78
E00139208,1.1,28.3,70.7
E00139232,0,35.1,64.9
E00139233,2.5,25.9,71.6
E00139234,2.9,30.3,66.9
E00139235,1.1,32.6,66.3
E00139241,2.4,24.1,73.5
E00139242,1.9,23.4,74.7
E00139243,4.1,29.5,66.4
E00139249,3.3,26,70.7
E00139250,1.4,21.4,77.2
E00139251,0.6,24.8,74.5
E00139252,2.8,19.7,77.5
E00139253,2.8,27.4,69.8
E00139254,5.5,24.4,70.1
E00139289,0,35.7,64.3
E00139290,1.7,26.3,72
E00139291,4.2,33.6,62.2
E00139292,5.5,20.9,73.6
E00139293,0,44.1,55.9
E00139294,3.4,39,57.6
E00139295,3.4,39,57.6
E00139296,0,35.8,64.2
E00139297,0,41.3,58.8
E00139298,7.1,35.7,57.1
E00139299,2.6,32.5,64.9
E00139300,5,33.6,61.3
E00139301,5.6,33.3,61.1
E00139302,5.2,22.3,72.5
E00139303,0,35.2,64.8
E00139304,4.4,39.7,55.9
E00139305,4.7,26.2,69.2
E00139306,4.3,22.4,73.3
E00139307,8.6,25.9,65.5
E00139308,1.6,28.6,69.8
E00139315,2.7,54.6,42.7
E00139319,1.6,46.4,52
E00139320,3.4,63,33.6
E00139321,3.7,56.7,39.6
E00139322,3.1,54.9,42
E00139323,3.9,40.9,55.2
E00139328,3.8,35.6,60.6
E00139331,5.4,30.6,64
E00139332,3.1,32.5,64.4
E00139333,4.3,24.5,71.2
E00139334,2.9,26.6,70.5
E00139335,0,46.3,53.7
E00139336,11.8,40.8,47.4
E00139337,4.7,27.5,67.8
E00139338,3.1,29.6,67.3
E00139339,2.4,15.1,82.5
E00139340,4.1,20.9,75
E00139341,1.7,32.8,65.5
E00139342,1.8,24.1,74.1
E00139343,3.5,28.2,68.2
E00139345,2.4,22,75.6
E00139346,3.8,26.9,69.2
E00139347,0,28.6,71.4
E00139353,0,26.3,73.7
E00139354,2.7,43.4,54
E00139355,0.9,30.6,68.5
E00139356,4.3,41.9,53.8
E00139357,3.5,41.6,54.9
E00139358,4.5,36.9,58.6
E00139359,5.8,28.2,66
E00139360,0.8,45.4,53.8
E00139361,4.3,33.3,62.4
E00139362,7.7,21.4,70.9
E00139363,6.6,23.1,70.2
E00139364,5.7,29.5,64.8
E00139365,2.5,32.8,64.8
E00139366,0,34.4,65.6
E00139367,2.2,33.1,64.6
E00139368,1.5,53.7,44.8
E00139369,6.5,38.4,55.1
E00139371,5,54.5,40.5
E00139372,2.7,44.9,52.4
E00139374,3.6,22.5,73.9
E00139375,2.5,35.3,62.2
E00139376,2.9,28.4,68.6
E00139377,4.6,29.2,66.2
E00139378,6.1,26.7,67.2
E00139379,2.6,47.9,49.6
E00139380,2.4,24.6,73
E00139381,2.6,44.8,52.6
E00139382,3.3,23.3,73.3
E00139383,5.2,23,71.8
E00139384,5.9,35.6,58.5
E00139385,5.6,16.8,77.6
E00139386,0.7,53.7,45.5
E00139387,2.8,36,61.2
E00139388,2.8,32.6,64.6
E00139389,3.8,45.1,51.1
E00139390,2,57.8,40.2
E00139391,2.2,41.9,55.9
E00139392,1.4,44.2,54.3
E00139393,2.6,34.2,63.2
E00176349,3.5,24.3,72.2
E00190015,1.9,50.6,47.4
E00190031,1.2,32.1,66.7
E00190042,2.3,14,83.7
E00190105,2.4,48,49.6
