geography_code,disability_3a-001,disability_3a-002
E00139175,18.2,81.8
E00139176,20.1,79.9
E00139178,19.8,80.2
E00139179,11.9,88.1
E00139180,20.5,79.5
E00139181,26,74
E00139182,12.1,87.9
E00139183,15.9,84.1
E00139184,19,81
E00139185,23.7,76.3
E00139186,14.7,85.3
E00139187,32.7,67.3
E00139188,15.1,84.9
E00139189,18.3,81.7
E00139190,27.6,72.4
E00139191,17.7,82.3
E00139192,17.3,82.7
E00139193,22.6,77.4
E00139194,22.2,77.8
E00139195,31.6,68.4
E00139196,21.5,78.5
E00139197,19.1,80.9
E00139198,14.9,85.1
E00139199,34.3,65.7
E00139200,26.2,73.8
E00139201,30.1,69.9
E00139202,23.3,76.7
E00139203,17.2,82.8
E00139204,27.2,72.8
E00139205,9.1,90.9
E00139206,15.1,84.9
E00139207,17.6,82.4
E00139208,13.7,86.3
E00139232,22,78
E00139233,22,78
E00139234,21.3,78.7
E00139235,18,82
E00139241,15.5,84.5
E00139242,18.4,81.6
E00139243,17.2,82.8
E00139249,23,77
E00139250,12,88
E00139251,14.9,85.1
E00139252,14.4,85.6
E00139253,15.2,84.8
E00139254,20.4,79.6
E00139289,20.9,79.1
E00139290,16.4,83.6
E00139291,20.7,79.3
E00139292,11.2,88.8
E00139293,20.8,79.2
E00139294,22.3,77.7
E00139295,16.9,83.1
E00139296,20.6,79.4
E00139297,19.2,80.8
E00139298,22.3,77.7
E00139299,18.2,81.8
E00139300,25.6,74.4
E00139301,19.5,80.5
E00139302,19.5,80.5
E00139303,22.3,77.7
E00139304,9.6,90.4
E00139305,18.4,81.6
E00139306,14.8,85.2
E00139307,12.9,87.1
E00139308,20.8,79.2
E00139315,26.9,73.1
E00139319,27.3,72.7
E00139320,29,71
E00139321,34.2,65.8
E00139322,22.7,77.3
E00139323,23.1,76.9
E00139328,22.2,77.8
E00139331,17.4,82.6
E00139332,26.4,73.6
E00139333,16.3,83.7
E00139334,20.8,79.2
E00139335,24.4,75.6
E00139336,23.3,76.7
E00139337,21,79
E00139338,24.3,75.7
E00139339,15.3,84.7
E00139340,15.1,84.9
E00139341,21.3,78.7
E00139342,14.9,85.1
E00139343,23.3,76.7
E00139345,20.9,79.1
E00139346,21,79
E00139347,19.6,80.4
E00139353,27,73
E00139354,31.9,68.1
E00139355,17,83
E00139356,21.6,78.4
E00139357,17.5,82.5
E00139358,19.6,80.4
E00139359,18.4,81.6
E00139360,26.4,73.6
E00139361,17.3,82.7
E00139362,26.2,73.8
E00139363,20.2,79.8
E00139364,26,74
E00139365,18.1,81.9
E00139366,25.8,74.2
E00139367,19.4,80.6
E00139368,23.1,76.9
E00139369,30.2,69.8
E00139371,30.2,69.8
E00139372,16,84
E00139374,15.2,84.8
E00139375,21.3,78.8
E00139376,20.5,79.5
E00139377,22.1,77.9
E00139378,20.2,79.8
E00139379,23,77
E00139380,22.1,77.9
E00139381,26.2,73.8
E00139382,11,89
E00139383,18.9,81.1
E00139384,24.2,75.8
E00139385,15.4,84.6
E00139386,24.1,75.9
E00139387,27.5,72.5
E00139388,23.9,76.1
E00139389,25.4,74.6
E00139390,26.3,73.7
E00139391,18.7,81.3
E00139392,25.7,74.3
E00139393,16.3,83.7
E00176349,16.5,83.5
E00190015,30.6,69.4
E00190031,14.5,85.5
E00190042,12.5,87.5
E00190105,34.2,65.8
