geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00139175,60,19.2,10.4,10.4
E00139176,47.3,20.4,14,18.3
E00139178,67.5,14.8,8.9,8.9
E00139179,45.5,30.1,10.3,14.1
E00139180,43.5,20.8,13,22.7
E00139181,69.8,18.3,4.8,7.1
E00139182,40.7,32.5,14.6,12.2
E00139183,55.8,17.1,14,13.2
E00139184,16.5,19.7,40.2,23.6
E00139185,44.2,20.8,19.2,15.8
E00139186,60.9,29.1,0,10
E00139187,41.7,5.1,33.1,20
E00139188,72,23.6,0,4.5
E00139189,55,33.6,2,9.4
E00139190,16.1,6.5,17.7,59.7
E00139191,39.5,26.3,22.8,11.4
E00139192,25,28.4,30.2,16.4
E00139193,31.4,17.1,35.7,15.7
E00139194,35.4,34.6,22.3,7.7
E00139195,20,18.8,44.4,16.9
E00139196,8.5,5.7,77.3,8.5
E00139197,20.9,23,49.6,6.5
E00139198,56.9,31.5,0,11.5
E00139199,15.1,6,52.8,26.1
E00139200,27.3,14.4,34.1,24.2
E00139201,12.9,2.9,45.2,39
E00139202,41.4,13.8,21.1,23.7
E00139203,43.9,29,12.1,15
E00139204,26.7,12.6,49.7,11
E00139205,53.2,36.9,3.6,6.3
E00139206,37.1,25,19.8,18.1
E00139207,58.8,33.7,0,7.5
E00139208,49.5,31,12,7.6
E00139232,33.7,21.7,28.3,16.3
E00139233,62.5,18.8,12.5,6.3
E00139234,52.6,21.1,9.1,17.1
E00139235,38.9,13.3,3.3,44.4
E00139241,45.8,15.7,0,38.6
E00139242,51.3,15.2,0,33.5
E00139243,42.9,16.3,2.7,38.1
E00139249,57.9,15.1,11.1,15.9
E00139250,7.7,22.4,7,62.9
E00139251,28.7,29.3,23.8,18.3
E00139252,60.6,26.9,1.1,11.4
E00139253,28.7,16.3,5.6,49.4
E00139254,39.6,14,0,46.3
E00139289,46.5,20.8,16.8,15.8
E00139290,28.8,16.9,0.8,53.4
E00139291,51.7,17.2,19.8,11.2
E00139292,45.7,19.1,0,35.1
E00139293,44.2,22.5,13.3,20
E00139294,45.9,13.1,11.5,29.5
E00139295,35.6,18.6,3.4,42.4
E00139296,59.8,13.7,11.8,14.7
E00139297,50,15.4,20.5,14.1
E00139298,46.4,19.6,1.8,32.1
E00139299,39.3,16.7,4,40
E00139300,61,14.4,3.4,21.2
E00139301,40.9,15.9,21.3,22
E00139302,32.9,21.9,37.1,8.1
E00139303,38.8,20.7,28.1,12.4
E00139304,34.3,13.4,3,49.3
E00139305,39.3,15,13.9,31.8
E00139306,36.8,7.7,0.9,54.7
E00139307,27.1,18.6,3.4,50.8
E00139308,8.1,8.1,8.1,75.8
E00139315,28.6,5.9,16.8,48.6
E00139319,64.8,11.2,0,24
E00139320,34.7,10.4,17.4,37.5
E00139321,34.4,14.7,31.9,19
E00139322,18.2,16.4,13.3,52.1
E00139323,57.1,13.6,11,18.2
E00139328,41.9,9.5,2.9,45.7
E00139331,3.6,7.1,0,89.3
E00139332,26.6,13.9,33.5,25.9
E00139333,26.1,34.5,9.9,29.6
E00139334,51.1,12.4,0,36.5
E00139335,31.1,21.3,42.6,4.9
E00139336,51.3,17.1,10.5,21.1
E00139337,46.9,10.2,7.5,35.4
E00139338,59.7,20.8,5.7,13.8
E00139339,54,33.3,0,12.7
E00139340,55.8,29.9,0.7,13.6
E00139341,72.6,21.4,0.9,5.1
E00139342,47,25,1.2,26.8
E00139343,62.2,19.5,2.4,15.9
E00139345,51.2,23.3,8.7,16.9
E00139346,51.3,21.8,5.1,21.8
E00139347,40.8,22.4,4.1,32.7
E00139353,33.3,15.8,26.3,24.6
E00139354,27.2,11.4,47.4,14
E00139355,57.4,19.4,11.1,12
E00139356,39.4,25.5,1.1,34
E00139357,43.4,26.5,21.2,8.8
E00139358,67.5,17.8,6.4,8.3
E00139359,56.7,15.3,17.2,10.8
E00139360,43.7,21.8,11.8,22.7
E00139361,23.7,30.5,34.7,11
E00139362,31.3,34.8,18.3,15.7
E00139363,31.7,28.5,30.9,8.9
E00139364,46.7,18.9,27,7.4
E00139365,22.8,13.8,54.5,8.9
E00139366,22.7,23.5,43.9,9.8
E00139367,40.9,24.9,11,23.2
E00139368,28.8,13.6,44.7,12.9
E00139369,40.9,12.4,29.9,16.8
E00139371,22,8.9,53.7,15.4
E00139372,37.2,18.6,12.4,31.7
E00139374,64.5,20.3,1.4,13.8
E00139375,53,24.8,13.7,8.5
E00139376,61.4,21.8,5,11.9
E00139377,24.1,15,43.6,17.3
E00139378,29,29,24.4,17.6
E00139379,28.8,16.1,40.7,14.4
E00139380,33.9,22.8,27.6,15.7
E00139381,40.9,30.5,8.4,20.1
E00139382,31.7,25,31.7,11.7
E00139383,28.2,23,39.7,9.2
E00139384,60.7,21.4,0,17.9
E00139385,13.2,14.9,53.7,18.2
E00139386,38.3,12.8,30.8,18
E00139387,50,13.3,23.3,13.3
E00139388,61.6,23.8,4.3,10.3
E00139389,48.1,13.5,27.8,10.5
E00139390,21.4,6.8,53.4,18.4
E00139391,45.6,16.2,15.4,22.8
E00139392,44,9.9,31.2,14.9
E00139393,40.4,22.8,24.6,12.3
E00176349,20.5,17,0,62.5
E00190015,42.7,18.5,23.6,15.3
E00190031,10.8,6,0,83.1
E00190042,24.2,51.6,0,24.2
E00190105,16.5,27.3,48.8,7.4
