areacd,disability_3a-001,disability_3a-002
E00080065,14.3,85.7
E00080066,34.9,65.1
E00080067,25.2,74.8
E00080068,15.5,84.5
E00080069,17.3,82.7
E00080070,12.4,87.6
E00080071,19.5,80.5
E00080072,21.1,78.9
E00080073,16,84
E00080074,44.4,55.6
E00080075,21.5,78.5
E00080076,19.8,80.2
E00080077,19.8,80.2
E00080078,23.6,76.4
E00080079,19.8,80.2
E00080080,23.4,76.6
E00080081,29,71
E00080082,12.2,87.8
E00080084,28.1,71.9
E00080085,19.5,80.5
E00080086,24.5,75.5
E00080087,28.3,71.7
E00080088,31.5,68.5
E00080091,18.5,81.5
E00080092,13.6,86.4
E00080093,15.3,84.7
E00080094,24.2,75.8
E00080095,15.6,84.4
E00080096,42.5,57.5
E00080097,21.5,78.5
E00080135,20.4,79.6
E00080138,16,84
E00080139,27.6,72.4
E00080143,24.8,75.2
E00080144,16.5,83.5
E00080145,14.8,85.2
E00080147,21.2,78.8
E00080151,21.2,78.8
E00080158,20,80
E00080160,21.8,78.2
E00080164,14.1,85.9
E00080168,19.8,80.2
E00080170,28.2,71.8
E00080171,17,83
E00080178,22.2,77.8
E00080202,12.6,87.4
E00080203,14.7,85.3
E00080204,14.5,85.5
E00080206,32.9,67.1
E00080217,13,87
E00080239,18.7,81.3
E00080240,21.3,78.7
E00080241,15.6,84.4
E00080242,16.1,83.9
E00080243,17.4,82.6
E00080244,18.5,81.5
E00080245,21.5,78.5
E00080246,19.5,80.5
E00080247,13.4,86.6
E00080248,16.2,83.8
E00080249,19.5,80.5
E00080250,13.9,86.1
E00080251,16.9,83.1
E00080252,18,82
E00080253,17.2,82.8
E00080254,17,83
E00080255,15.3,84.7
E00080256,13.4,86.6
E00080257,19.5,80.5
E00080258,20.6,79.4
E00080259,16.6,83.4
E00080260,19.7,80.3
E00080261,21.4,78.6
E00080262,24.9,75.1
E00080263,41.1,58.9
E00080264,25.6,74.4
E00080265,20.2,79.8
E00080266,13.1,86.9
E00080267,18.3,81.7
E00080268,19.9,80.1
E00080269,28.6,71.4
E00080270,17.4,82.6
E00080271,25.9,74.1
E00080272,21.8,78.2
E00080273,19.2,80.8
E00080274,16,84
E00080275,23.9,76.1
E00080276,26.5,73.5
E00080277,20.1,79.9
E00080278,29.5,70.5
E00080279,24.7,75.3
E00080282,14.7,85.3
E00080283,16.7,83.3
E00080284,13.2,86.8
E00080285,34.9,65.1
