areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00080065,14.5,12.4,54.5,18.6
E00080066,52.5,19.4,15,13.1
E00080067,36.5,38.9,15.9,8.7
E00080068,14.2,24.1,49.6,12.1
E00080069,19.3,16.4,44.3,20
E00080070,22,39.8,21.2,16.9
E00080071,36.1,15.5,29.7,18.7
E00080072,14.4,56.9,22.4,6.3
E00080073,33.6,35.6,17.8,13
E00080074,87.1,7.9,1,4
E00080075,34.5,29.6,16.9,19
E00080076,19.9,37.4,17.5,25.1
E00080077,38.7,30.9,18.2,12.2
E00080078,20.3,23.6,33.3,22.8
E00080079,35.8,39.1,9.3,15.9
E00080080,44.2,31.9,8.6,15.3
E00080081,49.1,26,13.6,11.2
E00080082,15.7,49.7,15.7,18.8
E00080084,36.5,24.3,23,16.2
E00080085,40.2,21.4,18.8,19.7
E00080086,29.7,50,14.2,6.1
E00080087,36,56,6.7,1.3
E00080088,31.7,64.3,0,4
E00080091,24.2,25,38.3,12.5
E00080092,19.1,28.1,37.6,15.2
E00080093,25,21.9,40.6,12.5
E00080094,40.8,26.9,23.1,9.2
E00080095,25.2,46.7,24.3,3.7
E00080096,71.8,15.3,9.7,3.2
E00080097,11,38.6,17.3,33.1
E00080135,15.7,54.5,20.1,9.7
E00080138,17.9,31,34.2,16.8
E00080139,23.8,64.3,8.7,3.2
E00080143,45.8,30.7,4.9,18.7
E00080144,31.8,43.2,15.2,9.8
E00080145,39.4,43,11.6,6
E00080147,31.2,35.7,19.7,13.4
E00080151,38.6,31.7,17.9,11.7
E00080158,41.7,40.4,10.9,7
E00080160,37.6,26.4,14.4,21.6
E00080164,14,38.7,27.3,20
E00080168,22,35.1,22,20.8
E00080170,68.2,27.1,3.7,0.9
E00080171,17.8,35.7,24.8,21.7
E00080178,46,43.9,8.9,1.3
E00080202,5.3,19.7,56.1,18.9
E00080203,12.3,17.5,46.5,23.7
E00080204,17.9,13.4,56,12.7
E00080206,34.1,44.7,15.2,6.1
E00080217,3.7,59.3,29.6,7.4
E00080239,16.3,28.4,43.3,12.1
E00080240,23.1,26.9,37.3,12.7
E00080241,9.7,44,39.6,6.8
E00080242,4.8,18.5,63.7,12.9
E00080243,14.3,27.9,50.7,7.1
E00080244,13.6,22,50.8,13.6
E00080245,7.4,18.4,67.6,6.6
E00080246,7.4,19,59.5,14
E00080247,10.2,18.6,63.6,7.6
E00080248,5,37.1,50.7,7.1
E00080249,17.2,26.7,41.4,14.7
E00080250,1.8,21.2,65.5,11.5
E00080251,13.6,26.4,55.2,4.8
E00080252,8,23.2,54.4,14.4
E00080253,12,30.7,50.7,6.7
E00080254,6.7,39.3,49.4,4.5
E00080255,13.8,17.9,57.7,10.6
E00080256,15.1,12.3,56.2,16.4
E00080257,27.3,22.7,42.7,7.3
E00080258,0.8,37.8,54.3,7.1
E00080259,0,28,59.2,12.8
E00080260,12.5,25,45.3,17.2
E00080261,26.9,21.6,46.3,5.2
E00080262,2.1,1.4,86.9,9.7
E00080263,63.4,33.3,3.3,0
E00080264,8,19.7,63.5,8.8
E00080265,1.6,24.4,60.6,13.4
E00080266,6.5,20.6,63.2,9.7
E00080267,2.4,33.1,51.6,12.9
E00080268,14.1,52.3,29.6,4
E00080269,30.8,24.2,39.2,5.8
E00080270,0,26,62.6,11.4
E00080271,29.1,55.3,13.6,1.9
E00080272,18.1,25.9,43.1,12.9
E00080273,0.8,28,63.6,7.6
E00080274,7.5,25.8,59.2,7.5
E00080275,27,16.2,35.1,21.6
E00080276,36.8,34.3,23.4,5.5
E00080277,2.9,41.2,43.1,12.7
E00080278,19.1,14.9,56.7,9.2
E00080279,7.5,64.8,21.4,6.3
E00080282,10.1,24.4,37.8,27.7
E00080283,21.9,39,19,20
E00080284,0,45.7,46.6,7.8
E00080285,31,19.7,40.8,8.5
E00080286,45,2.3,34.9,17.8
E00080287,5.8,36.4,43.8,14
E00080288,0.9,25.7,40.4,33
E00080289,0,41.2,39.5,19.3
E00080290,31.1,11.8,49.6,7.6
E00080291,0.9,2.7,53.2,43.2
E00080292,36.6,27.6,31,4.8
E00080293,8.3,18.8,67.7,5.3
E00080295,1.6,19.2,60,19.2
E00080296,0.9,7,74.6,17.5
E00080297,1.8,22.9,52.3,22.9
E00080298,23.9,31.9,37.2,7.1
E00080299,40.6,25.5,31.5,2.4
E00080300,24.2,22.4,47.8,5.6
E00080301,0,1.6,90.2,8.1
E00080302,10.6,19.5,56.9,13
E00080303,27.5,53.5,16.2,2.8
E00080304,9.5,16.7,59.5,14.3
E00080305,9.4,38.2,40.8,11.5
E00080306,52.7,27.2,12.4,7.7
E00080307,51.8,19.3,24.6,4.4
E00080308,2.3,10.5,25.6,61.7
E00080310,41.8,43.2,12.3,2.7
E00080311,7.4,22.3,54.5,15.7
E00080312,11.3,13.2,64.9,10.6
E00080313,3.2,70.4,25.6,0.8
E00080314,1.7,13.6,24.6,60.2
E00080315,1.5,31.6,19.9,47.1
E00080316,4.7,11.8,55.1,28.3
E00080317,13,8,64.5,14.5
E00080318,8.4,40.2,44.9,6.5
E00080319,43.2,10.2,35.6,11
E00080320,9.8,31.3,46.4,12.5
E00080321,4.2,33.6,48.7,13.4
E00080322,19.2,16.3,42.3,22.1
E00080323,2.7,25,50.9,21.4
E00080324,28.2,39.3,22.2,10.3
E00080325,0,40.3,52.4,7.3
E00080326,0.8,28.7,43.4,27.1
E00080327,12.9,20.5,38.6,28
E00080328,0.7,49.7,25.2,24.5
E00080329,0,10.7,51.6,37.7
E00080330,3.5,27,39.1,30.4
E00080331,0,15.2,51.4,33.3
E00080332,14.4,23.3,32.2,30.1
E00080333,1.8,22.8,30.7,44.7
E00080334,0,23.3,44,32.8
E00080335,1.8,2.8,24.8,70.6
E00080336,0.9,1.7,15.7,81.7
E00080337,0,7.3,24.8,67.9
E00080338,5.6,58.5,32.4,3.5
E00080339,24.5,50.9,20.9,3.6
E00080340,0,12.2,36.5,51.3
E00080341,1.7,30,45.8,22.5
E00080342,17.1,34.9,21.9,26
E00080343,21,33.6,25.2,20.2
E00080344,13.1,38,32.8,16.1
E00080345,0,4.4,16.2,79.4
E00080346,20.4,59.2,14.5,5.9
E00080347,1.7,27.7,46.2,24.4
E00080348,6.3,30.2,6.3,57.1
E00080349,0,24.4,18.9,56.7
E00080350,2.4,36.5,32.5,28.6
E00080351,0.9,12.9,42.2,44
E00080352,1.5,28.4,54.5,15.7
E00080353,2.8,10.6,43,43.7
E00080354,0.9,10.6,65.5,23
E00080355,2.7,13.3,50.4,33.6
E00080356,7.6,10.1,30.3,52.1
E00080357,26.7,18.1,31.9,23.3
E00080358,40.2,33.3,16.2,10.3
E00080359,8.2,27.7,8.2,56
E00080360,0,33.3,44.4,22.2
E00080361,0.9,12.8,60.6,25.7
E00080362,6.3,22.2,32.5,38.9
E00080363,0.8,13.9,54.1,31.1
E00080364,3.2,8.1,41.1,47.6
E00080365,3.6,27.3,41.7,27.3
E00080366,16.2,13.8,34.6,35.4
E00080367,0.7,27.9,46.3,25
E00080368,2.2,38.8,44.8,14.2
E00080369,12.7,29.1,20.9,37.3
E00080370,0,8.1,14.6,77.2
E00080371,4.5,33.6,6.4,55.5
E00080372,58.8,9.5,28.4,3.4
E00080373,15,34.3,42.9,7.9
E00080375,22.8,33.8,33.1,10.3
E00080376,42.8,25,23.1,9.1
E00080377,22.2,35.4,30.6,11.8
E00080378,27.5,15.8,53.3,3.3
E00080379,22,24.2,47.3,6.6
E00080380,73.8,20.4,4.9,1
E00080383,34.8,62.2,2.2,0.7
E00080385,45.4,48.1,2.8,3.7
E00080386,40.7,57.1,1.6,0.5
E00080387,12.5,42.6,37.5,7.4
E00080388,40.6,9.4,41.5,8.5
E00080390,33.8,35.7,23.8,6.7
E00080391,11.2,22.4,54.2,12.1
E00080392,22.3,17.4,41.3,19
E00080393,25.6,34.4,31.9,8.1
E00080394,31,32.8,26.4,9.8
E00080395,38.8,27.3,29.2,4.8
E00080396,26.2,35.6,32.2,6
E00080398,14.7,34.9,48.8,1.6
E00080399,29.6,32.4,29.6,8.5
E00080402,25.2,31.1,23.7,20
E00080473,6.4,25.6,16,52
E00080474,40.9,35.6,20.5,3
E00080475,0,23.7,72.8,3.5
E00080476,0.8,22.1,41.8,35.2
E00080477,0,5,11.5,83.5
E00080478,0.8,2.3,49.6,47.3
E00080479,2.4,21,39.5,37.1
E00080480,1.6,21.9,29.7,46.9
E00080481,1.4,25.9,38.1,34.5
E00080482,0,2.6,5.3,92.1
E00080483,14.7,19.3,25.7,40.4
E00080484,0.8,6.7,21,71.4
E00080485,0.8,9.8,61.7,27.8
E00080486,0,2.4,17.9,79.7
E00080487,9.6,51.3,30.4,8.7
E00080488,0.8,20.3,54.5,24.4
E00080489,1.9,8.3,77.8,12
E00080490,12,44.4,39.3,4.3
E00080491,18.1,4.3,65.5,12.1
E00080492,8.9,19.3,63,8.9
E00080493,10.3,29.4,47.1,13.2
E00080494,19.3,31.1,35.4,14.3
E00080495,2.5,11.6,71.9,14
E00080496,12.4,31.8,37.2,18.6
E00080497,3.1,18.9,61.4,16.5
E00080498,28.6,32.5,28.6,10.3
E00080499,2.9,19.3,57.1,20.7
E00080500,24.7,28.6,36.4,10.4
E00080501,2.6,17.1,63.2,17.1
E00080502,5.3,13.7,48.1,32.8
E00080503,1.6,17.7,48.4,32.3
E00081269,3.3,48,33.3,15.4
E00081270,9.6,8.8,71.2,10.4
E00081271,1.5,23.5,61.8,13.2
E00081272,3.6,24.6,53.6,18.1
E00081273,0,7.6,75.6,16.8
E00111319,0,14.3,33.8,51.9
E00111320,0.6,25.3,50,24.1
E00111321,7,24.4,43,25.6
E00111322,11.4,17.1,37.9,33.6
E00111323,4,24.8,41.6,29.7
E00111324,18.5,15.4,49.2,16.9
E00111327,22.4,35.5,33.6,8.4
E00111328,2.9,14.5,48.6,34.1
E00111329,1.4,33.6,46.6,18.5
E00111330,2.4,19.8,40.5,37.3
E00111331,14.8,24.4,37,23.7
E00111332,0,23.2,41.1,35.7
E00111345,4.3,21.4,57.1,17.1
E00111346,1.3,24,58,16.7
E00111347,0,21,42,37
E00111348,0,8.8,58.8,32.5
E00111349,9.1,26,48.1,16.9
E00111350,1.6,13.9,47.5,36.9
E00111351,2.1,30.2,27.1,40.6
E00111352,47.2,15.7,35.4,1.6
E00111353,0,6.3,40.1,53.5
E00111354,0,17.3,69.9,12.8
E00111355,11.7,34.5,47.6,6.2
E00111356,51.7,25.4,18.6,4.2
E00111357,18.6,16.3,38.8,26.4
E00111358,2.5,19.7,52.2,25.5
E00111360,1.6,40.2,42.6,15.6
E00111361,4.8,20.5,57.5,17.1
E00111362,1.5,13.1,66.4,19
E00111497,21.3,40.8,29.6,8.3
E00111499,0,36,36.8,27.2
E00111500,15,22.5,55,7.5
E00111501,16.5,24.2,50.5,8.8
E00111503,2.6,34.5,46.6,16.4
