areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00093729,27.3,15.3,45,12.4
E00093730,27.2,17.6,40.4,14.7
E00093731,22.5,20.8,47.8,9
E00093733,18,20.4,45.5,16.2
E00093734,24.4,16.4,49.6,9.6
E00093735,28.3,21.7,34,16
E00093736,27.4,17.2,38.9,16.6
E00093738,24.4,16.8,50,8.8
E00093739,31.1,12.6,41.5,14.8
E00093740,37.8,12.2,41.8,8.2
E00093741,19.4,14.3,48,18.3
E00093742,27,13.5,42.6,16.9
E00093743,18.3,19.2,50,12.5
E00093744,32.2,23.2,30.5,14.1
E00093745,30.7,11.4,43,14.9
E00093746,29.8,23.8,35.8,10.6
E00094001,19.4,12.7,54.5,13.4
E00094002,33.1,18.2,38.3,10.4
E00094004,19.1,19.1,54.2,7.6
E00094010,24.2,21,43.5,11.3
E00094024,43.1,19,21.6,16.4
E00094026,28,20,35,17
E00094032,30.8,28.6,30.8,9.8
E00094034,23.3,33.7,26.7,16.3
E00094223,24,20.7,47.9,7.4
E00094224,24.2,14.1,43.4,18.2
E00094225,20.4,14.8,56.5,8.3
E00094226,31.6,21.3,35.5,11.6
E00094227,15.9,27,47.6,9.5
E00094228,24.1,22.8,45.6,7.6
E00094229,15.8,18.4,57.6,8.2
E00094230,24.8,16.8,41,17.4
E00094231,17.3,21,50.6,11.1
E00094232,9,29,50,12
E00094233,25.9,22.9,42.8,8.4
E00094234,30.9,21.5,36.9,10.7
E00094235,18.4,16.9,53.2,11.4
E00094236,21.8,18.2,52.7,7.3
E00094237,24.6,19.7,44.3,11.5
E00094239,17.5,23.3,44.7,14.6
E00099207,25.9,27.2,29.4,17.5
E00099220,22.2,19.6,39.9,18.4
E00099221,18.6,23.5,42.2,15.7
E00099222,18.3,26.9,39.1,15.7
E00099223,11.4,32.3,41.8,14.6
E00099224,22,27.6,26,24.4
E00099225,25.2,16.8,48.9,9.2
E00099248,15.2,24.2,39.4,21.2
E00099321,37,15.7,16.7,30.6
E00099322,33,20.2,31.2,15.6
E00099323,21.4,28.2,35,15.4
E00099324,20.2,31.6,32.5,15.8
E00099325,36.2,18.1,23.9,21.7
E00099326,17.6,24.1,43.5,14.8
E00099327,35.7,18.3,29.6,16.5
E00099722,47.9,23.6,13.9,14.6
E00099723,44.6,21.6,17.6,16.2
E00099724,44.3,27.8,21.5,6.3
E00099725,45.5,24.6,19.4,10.4
E00099726,40.3,20.9,29.9,9
E00099727,43.3,16.5,18.1,22
E00099728,40.7,15.7,27.9,15.7
E00099731,27.9,22.5,35.7,14
E00099732,16.7,19.4,43.5,20.4
E00099743,35.7,28,19.8,16.5
E00099744,36.9,19,28.6,15.5
E00099745,35.4,17.7,36.9,10
E00099746,34.9,17.5,29.4,18.3
E00099747,32.9,22.8,30.7,13.6
E00099748,38.5,25.8,22.5,13.2
E00099749,31.2,22.7,27.9,18.2
E00099750,33.1,15.3,32.2,19.5
E00099751,46.4,24.5,16.6,12.6
E00099752,32.9,23.5,20,23.5
E00099753,47,17.1,21.4,14.5
E00099754,48.2,13.1,27.7,10.9
E00099755,39.7,22.1,29,9.2
E00099756,40,40,20,0
E00099757,37.9,25,25,12.1
E00099758,42.6,16.8,24.8,15.8
E00099759,47.7,15.1,19.8,17.4
E00099760,48.9,17.8,17.2,16.1
E00099761,47,23.2,20.7,9.1
E00099762,29.4,19.3,33.6,17.6
E00099763,49.5,16.8,24.3,9.3
E00099764,43.5,20.3,19.8,16.4
E00099765,37.8,18.9,21.1,22.2
E00099766,35.2,23.2,23.2,18.4
E00099767,14.4,29.6,40.8,15.2
E00099768,36,25.6,27.3,11
E00099769,34.8,21.9,31.9,11.4
E00099770,44.1,15.9,22.8,17.2
E00099771,51.4,19.9,13,15.8
E00099772,31.1,23,31.1,14.8
E00099773,46,18.2,23.4,12.4
E00099775,35.6,24.4,24.4,15.6
E00099776,41.4,14.7,27.6,16.4
E00099777,43.3,20,25,11.7
E00099778,35.9,17.1,24.8,22.2
E00099779,41,23.1,20.2,15.6
E00099780,42.4,24.8,18.4,14.4
E00099781,38.4,17.6,26.4,17.6
E00099782,29,33.3,23.7,14
E00099783,37.6,21.6,25.6,15.2
E00099785,37,26.1,19.6,17.4
E00099786,31.9,20.5,37.3,10.3
E00099787,36.5,28.6,20.6,14.3
E00099788,43.5,26.6,16.9,12.9
E00099789,43.9,18.5,20.6,16.9
E00099790,32.9,27.9,29.3,10
E00099791,26.5,30.9,23.5,19.1
E00099792,31.2,24.7,32.3,11.8
E00099793,29.3,22.4,40.5,7.8
E00099794,32.3,29,34.4,4.3
E00099795,24.3,23.2,40.3,12.2
E00099796,35.4,23,33.5,8.1
E00099797,43.2,19.8,26.4,10.6
E00099798,58.8,16.5,10.3,14.4
E00099799,54.1,17.8,11.6,16.4
E00099800,48.6,18.3,19.7,13.4
E00099801,47.9,19,19.6,13.5
E00099802,34.9,29.2,22.2,13.7
E00099803,46.7,20.4,17.4,15.6
E00099804,53.6,15.1,18.4,12.8
E00099805,42.4,17.3,21.5,18.8
E00099806,46.4,22.6,13.1,17.9
E00099807,47.8,23,14,15.2
E00099808,51.8,16.1,15.3,16.8
E00099809,18.3,35,40,6.7
E00099866,16.6,25.1,41.7,16.6
E00099883,39,24.1,11.8,25.1
E00099884,43.5,15.7,24.3,16.5
E00099885,45.8,24.5,16.1,13.5
E00099886,46.3,18.4,20.6,14.7
E00099889,38.8,22.4,16.4,22.4
E00099890,42.6,24,15.3,18
E00099971,50,16.9,16.9,16.2
E00099972,55.6,18.1,13.9,12.5
E00099973,51.3,19.9,13.5,15.4
E00099974,58.6,17.1,9.9,14.4
E00099975,49.3,25,17.4,8.3
E00099976,56.7,19.3,9.6,14.4
E00099977,51.9,19.5,13,15.6
E00099978,53.4,17,9.1,20.5
E00099979,54.8,17.8,8.9,18.5
E00099980,59.5,16.5,8.2,15.8
E00099981,52.7,19.6,9.5,18.2
E00099982,50.4,20.9,7,21.7
E00099983,58.5,20.3,4.2,17
E00099984,51,22.4,13.3,13.3
E00099985,34,19.9,32.6,13.5
E00099986,26.4,27.4,39.6,6.6
E00099987,33.3,30,26.7,10
E00099988,32.6,22.5,36.4,8.5
E00099989,44.1,25.4,20.3,10.2
E00099990,36.1,27.8,27.8,8.2
E00099997,25.3,22.7,39,13
E00099998,44,19,19,18.1
E00099999,29.2,21.5,30.6,18.7
E00100002,26,23.3,30.1,20.5
E00100003,22.8,27.5,36.3,13.5
E00100004,21.9,23.3,37.7,17.1
E00100005,25.3,22.2,44.9,7.6
E00100006,32.3,30.1,25.8,11.8
E00100007,18.2,24.5,46.4,10.9
E00100008,42.5,21.3,21.3,14.9
E00100014,24.5,26.5,37.4,11.6
E00100017,27.3,28.9,35.2,8.6
E00151830,13.2,27.1,43.4,16.3
E00151831,13,25.2,47.2,14.6
E00151832,4.9,17.3,53.1,24.7
E00151833,11.3,25,47.6,16
E00151834,10.4,28.7,40,20.9
E00151835,23.8,24.5,28.6,23.1
E00151866,18.3,26.7,37.9,17.1
E00151943,12.2,19.8,46.6,21.4
E00151945,15.2,27.3,40.2,17.4
E00151947,7.8,37.1,41.4,13.8
E00151948,10.7,39.3,31.5,18.5
E00180295,33,17.2,31.6,18.2
E00180303,35.5,24.3,26.2,14
E00180307,25.2,25.2,36.9,12.6
E00180316,29.3,29,28.3,13.4
E00180326,29.1,30.7,28.3,11.8
E00180331,26.8,24.1,33.6,15.5
E00180372,41.2,28.8,19.2,10.7
E00180386,11.8,27.5,45.1,15.7
