areacd,sex-001,sex-002
E00093729,52,48
E00093730,53.2,46.8
E00093731,52.3,47.7
E00093733,50.5,49.5
E00093734,51,49
E00093735,49,51
E00093736,47.2,52.8
E00093738,47.5,52.5
E00093739,52.4,47.6
E00093740,53.5,46.5
E00093741,51.6,48.4
E00093742,50.8,49.2
E00093743,50.7,49.3
E00093744,53.4,46.6
E00093745,46,54
E00093746,49.4,50.6
E00094001,53.2,46.8
E00094002,50.5,49.5
E00094004,49.4,50.6
E00094010,48.9,51.1
E00094024,49.6,50.4
E00094026,49.4,50.6
E00094032,55.6,44.4
E00094034,54.8,45.2
E00094223,45.8,54.2
E00094224,53.7,46.3
E00094225,51.7,48.3
E00094226,48,52
E00094227,52.7,47.3
E00094228,52.7,47.3
E00094229,51.5,48.5
E00094230,49.1,50.9
E00094231,49.7,50.3
E00094232,46.9,53.1
E00094233,52.1,47.9
E00094234,54.5,45.5
E00094235,48.8,51.2
E00094236,49.3,50.7
E00094237,54.2,45.8
E00094239,48,52
E00099207,50,50
E00099220,53.2,46.8
E00099221,54.5,45.5
E00099222,48.9,51.1
E00099223,48.5,51.5
E00099224,51.6,48.4
E00099225,47.5,52.5
E00099248,52.3,47.7
E00099321,56.1,43.9
E00099322,53.1,46.9
E00099323,52.4,47.6
E00099324,51.6,48.4
E00099325,50.2,49.8
E00099326,51.2,48.8
E00099327,45.5,54.5
E00099722,53.3,46.7
E00099723,49.7,50.3
E00099724,42,58
E00099725,52.4,47.6
E00099726,50,50
E00099727,49.4,50.6
E00099728,52.2,47.8
E00099731,49.3,50.7
E00099732,50.6,49.4
E00099743,48,52
E00099744,49.1,50.9
E00099745,52.1,47.9
E00099746,49,51
E00099747,50.6,49.4
E00099748,48.8,51.2
E00099749,48.6,51.4
E00099750,49.2,50.8
E00099751,50.8,49.2
E00099752,49,51
E00099753,49.8,50.2
E00099754,45.2,54.8
E00099755,47.8,52.2
E00099756,49,51
E00099757,50.8,49.2
E00099758,45.8,54.2
E00099759,48.2,51.8
E00099760,43.7,56.3
E00099761,48.5,51.5
E00099762,48.8,51.2
E00099763,57.4,42.6
E00099764,48.3,51.7
E00099765,53.7,46.3
E00099766,53,47
E00099767,49.8,50.2
E00099768,51.5,48.5
E00099769,52.8,47.3
E00099770,50.7,49.3
E00099771,52.5,47.5
E00099772,54.3,45.7
E00099773,53,47
E00099775,49.4,50.6
E00099776,48.3,51.7
E00099777,52,48
E00099778,51.8,48.2
E00099779,49.9,50.1
E00099780,49.8,50.2
E00099781,50.2,49.8
E00099782,49.6,50.4
E00099783,50.6,49.4
E00099785,55.7,44.3
E00099786,53.8,46.2
E00099787,45.9,54.1
E00099788,47.6,52.4
E00099789,51.2,48.8
E00099790,51.1,48.9
E00099791,49.5,50.5
E00099792,54.8,45.2
E00099793,51,49
E00099794,51.6,48.4
E00099795,49.2,50.8
E00099796,53,47
E00099797,53.4,46.6
E00099798,52.4,47.6
E00099799,53.9,46.1
E00099800,52.9,47.1
E00099801,49.4,50.6
E00099802,50.5,49.5
E00099803,51.4,48.6
E00099804,51.7,48.3
E00099805,46.7,53.3
E00099806,50.5,49.5
E00099807,50.1,49.9
E00099808,52.8,47.2
E00099809,58.5,41.5
E00099866,50.8,49.2
E00099883,50,50
E00099884,45.1,54.9
E00099885,51.8,48.2
E00099886,50.4,49.6
E00099889,50.5,49.5
E00099890,48.2,51.8
E00099971,45.8,54.2
E00099972,51,49
E00099973,50.5,49.5
E00099974,50.6,49.4
E00099975,53.5,46.5
E00099976,46,54
E00099977,51.6,48.4
E00099978,51.7,48.3
E00099979,54,46
E00099980,51.4,48.6
E00099981,55.7,44.3
E00099982,57.4,42.6
E00099983,51.9,48.1
E00099984,52.1,47.9
E00099985,50.2,49.8
E00099986,46.9,53.1
E00099987,48.4,51.6
E00099988,50.8,49.2
E00099989,54.4,45.6
E00099990,52.1,47.9
E00099997,50.9,49.1
E00099998,53.5,46.5
E00099999,48.6,51.4
E00100002,50.9,49.1
E00100003,49.9,50.1
E00100004,51.9,48.1
E00100005,49.3,50.7
E00100006,53.1,46.9
E00100007,49.8,50.2
E00100008,52.3,47.7
E00100014,46.5,53.5
E00100017,50.9,49.1
E00151830,46.7,53.3
E00151831,50.5,49.5
E00151832,47.7,52.3
E00151833,45.9,54.1
E00151834,45.7,54.3
E00151835,51.4,48.6
E00151866,48.8,51.2
E00151943,48.4,51.6
E00151945,49,51
E00151947,46.9,53.1
E00151948,49.5,50.5
E00180295,46.9,53.1
E00180303,59.5,40.5
E00180307,49.9,50.1
E00180316,53,47
E00180326,48.1,51.9
E00180331,49.6,50.4
E00180372,52,48
E00180386,52.3,47.7
