areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00093729,93.8,4.2,1,0,1
E00093730,95.4,3.8,0.4,0.4,0
E00093731,96.4,1.5,0.3,0.3,1.5
E00093733,94.8,3.2,1,0,1
E00093734,93.9,3.9,1.3,0.7,0.2
E00093735,93.6,3.9,1,0.5,1
E00093736,96.1,2.4,1.6,0,0
E00093738,97,2.3,0.7,0,0
E00093739,96.5,2.6,1,0,0
E00093740,94.4,4.1,0.7,0.7,0
E00093741,97.4,1.9,0,0.6,0
E00093742,96.1,2.5,1.4,0,0
E00093743,96.8,1.4,1.4,0,0.5
E00093744,96.2,3,0.8,0,0
E00093745,92.9,7.1,0,0,0
E00093746,94.5,3.6,0.6,0.3,1
E00094001,93.6,2.9,0.6,2.9,0
E00094002,96.6,3.1,0.3,0,0
E00094004,94.2,4,0.9,0.6,0.3
E00094010,96.6,3.1,0,0.4,0
E00094024,95.2,2.2,0.4,1.7,0.4
E00094026,93.9,4.3,0.9,0.4,0.4
E00094032,93.8,3.7,2.1,0.4,0
E00094034,95.5,3.6,0.9,0,0
E00094223,97.8,1.8,0,0.4,0
E00094224,95.6,3.5,0.9,0,0
E00094225,94.1,3.5,2.1,0,0.3
E00094226,98.4,1.6,0,0,0
E00094227,97.7,1.9,0.4,0,0
E00094228,92.3,5.4,1.5,0.9,0
E00094229,93.9,3.2,1.9,0.3,0.6
E00094230,96.5,1.8,1.1,0.4,0.4
E00094231,95.2,3.2,1.6,0,0
E00094232,96.4,2.6,0,1,0
E00094233,97.7,1.4,0.3,0,0.6
E00094234,98.3,1.7,0,0,0
E00094235,94,4.4,0.5,0.9,0.2
E00094236,96.7,3.3,0,0,0
E00094237,95,3.3,1.3,0,0.4
E00094239,98.5,0.5,1,0,0
E00099207,97.9,1.9,0,0.2,0
E00099220,97.3,2,0.3,0.3,0
E00099221,97.5,1.5,1,0,0
E00099222,96.3,2.5,0,0,1.1
E00099223,95.4,3.9,0.7,0,0
E00099224,95.5,3.7,0.4,0,0.4
E00099225,96.5,2.3,0.4,0,0.8
E00099248,97.4,1.3,0,1.3,0
E00099321,97.7,1.9,0,0,0.4
E00099322,96.7,2.5,0.8,0,0
E00099323,98,0.8,0.4,0.4,0.4
E00099324,95,3.6,1.1,0,0.4
E00099325,97.2,2.5,0.4,0,0
E00099326,97.1,2.4,0,0,0.5
E00099327,99.6,0.4,0,0,0
E00099722,96.4,2.6,1,0,0
E00099723,95.4,2.6,1.5,0.5,0
E00099724,90.1,7.2,2.8,0,0
E00099725,95.9,2.4,0,0,1.6
E00099726,95.7,3.4,0.4,0.4,0
E00099727,98.5,0.7,0,0.4,0.4
E00099728,98.2,1.8,0,0,0
E00099731,98.6,0.7,0,0.4,0.4
E00099732,98,2,0,0,0
E00099743,96.4,3.6,0,0,0
E00099744,95.7,3.7,0.3,0.3,0
E00099745,96.5,2.7,0.2,0.2,0.4
E00099746,97.3,2.3,0,0,0.4
E00099747,96.9,1.9,1,0,0.2
E00099748,96.6,3.1,0.3,0,0
E00099749,95,3.6,1.4,0,0
E00099750,92.3,6.9,0.4,0,0.4
E00099751,93.7,3.5,0.6,0.3,1.9
E00099752,86.5,5.3,4.1,2,2
E00099753,85.6,6.1,1.9,1.9,4.5
E00099754,91.3,5.6,0,1.6,1.6
E00099755,94.2,4.1,0.3,1,0.3
E00099756,92,8,0,0,0
E00099757,92.7,6.6,0.3,0,0.3
E00099758,81.5,11,1.3,4.4,1.8
E00099759,90.4,5.4,1.3,2.9,0
E00099760,84.6,5.9,3.5,3.8,2.1
E00099761,97.7,2.3,0,0,0
E00099762,87.4,8.4,1.4,1.4,1.4
E00099763,94.9,2.1,2.6,0,0.4
