geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00014078,56.9,4,39.1
E00014079,44.4,13.5,42.1
E00014082,57.7,11.7,30.7
E00014083,50.4,5.1,44.5
E00014084,45.3,14.7,40
E00014085,57.8,2.4,39.8
E00014086,37.1,3.8,59.1
E00014087,55.5,8.7,35.8
E00014088,53.4,11,35.6
E00014089,53.6,10.7,35.7
E00014090,35.9,9,55.1
E00014091,49,11,40
E00014092,41.4,9.4,49.2
E00014093,47,6.1,47
E00014094,51.9,9.3,38.9
E00014095,53.3,9.1,37.6
E00014096,47.5,4.5,48
E00014097,49.6,4.5,45.9
E00014098,45.1,10.5,44.4
E00014099,46.8,9.5,43.7
E00014100,68.2,6,25.8
E00014102,36.7,5.6,57.8
E00014107,48.1,15.8,36.1
E00014108,60.4,5.8,33.8
E00014109,53.4,4.7,41.9
E00014110,86.5,1.8,11.7
E00014111,71.4,4.9,23.6
E00014112,67.7,9.4,22.9
E00014223,68.2,8.9,22.9
E00014224,63.1,6.4,30.5
E00014225,63.3,5.7,31
E00014226,70.8,6.3,22.9
E00014227,63.8,9.6,26.6
E00014228,71.7,6.3,22
E00014229,56.5,2.2,41.3
E00014230,58.2,5.6,36.2
E00014231,60.5,7,32.5
E00014232,58.7,9.3,32
E00014233,78.6,5.3,16
E00014234,69.1,9.1,21.7
E00014236,71.1,2.7,26.2
E00014330,64.7,4.3,31
E00014331,45.1,13.3,41.5
E00014332,52.3,8.1,39.5
E00014334,70.3,7.8,21.9
E00014335,77.7,4.3,18
E00014336,55.8,7.9,36.3
E00014337,78.3,0.8,20.8
E00014338,64.4,8.9,26.7
E00014339,41.6,14.9,43.5
E00014341,67.7,2.6,29.6
E00014342,48,6.2,45.8
E00014344,48,4.3,47.7
E00014345,63.8,4,32.2
E00014347,51.9,6.8,41.3
E00014348,66.7,8.9,24.4
E00014351,58.5,8.8,32.7
E00014353,65.9,11.9,22.2
E00014354,27.4,16.3,56.3
E00014356,36,4.4,59.6
E00014357,36.2,4.7,59.1
E00014358,50,16.2,33.8
E00014359,54.7,6,39.3
E00014360,50,4.6,45.4
E00014361,56.7,10.8,32.5
E00014362,73.2,5.2,21.6
E00014363,40.4,9.8,49.7
E00014364,79.2,2.8,18
E00014365,60.5,7.7,31.8
E00014366,48.7,7.1,44.2
E00014367,45.1,7.9,47
E00014368,46.7,6.7,46.7
E00014370,56.2,4.9,38.9
E00014371,49.2,14.4,36.5
E00014581,55.9,10,34.1
E00014582,50,5.8,44.2
E00014583,48.6,9.2,42.3
E00014584,56.7,3.8,39.5
E00014585,54.2,7.2,38.6
E00014586,58.1,2.9,39
E00014587,73.2,5.6,21.1
E00014588,54.7,9.4,35.9
E00014589,57.7,5.5,36.8
E00014590,63.7,9.6,26.7
E00014591,73.1,6.6,20.3
E00014592,64.5,6.6,29
E00014593,59.6,10.2,30.2
E00014594,57.1,7.7,35.1
E00014596,83.1,5.1,11.8
E00014598,60.4,11.2,28.4
E00014599,55.6,12.6,31.8
E00014600,67.6,6.2,26.3
E00014601,65.4,7.3,27.4
E00014602,78.7,4.4,16.9
E00014603,67.7,7.1,25.3
