geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00014078,34.7,11.6,9.5,44.2
E00014079,34.1,17.6,7.1,41.2
E00014082,37.5,12.5,6.3,43.8
E00014083,16,2.7,2.7,78.7
E00014084,18.8,7.8,1.6,71.9
E00014085,14.6,5.6,3.4,76.4
E00014086,12.7,6.3,3.2,77.8
E00014087,22.8,9.8,7.6,59.8
E00014088,16.8,10.5,11.6,61.1
E00014089,20.8,6.6,26.4,46.2
E00014090,20,7.5,1.3,71.3
E00014091,22.7,22.7,1.5,53
E00014092,22.2,13.9,4.2,59.7
E00014093,34.7,13.9,1.4,50
E00014094,31.6,11.8,6.6,50
E00014095,24.1,6.5,4.6,64.8
E00014096,19.4,4.3,2.2,74.2
E00014097,16.5,7.6,10.1,65.8
E00014098,35.6,20.5,4.1,39.7
E00014099,25.8,12.4,6.7,55.1
E00014100,41,27.6,9.5,21.9
E00014102,22.4,12.9,5.9,58.8
E00014107,43,8.9,7.6,40.5
E00014108,38.1,22.9,2.9,36.2
E00014109,30.6,11.8,1.2,56.5
E00014110,2.6,0.9,91.2,5.3
E00014111,34.9,7.2,19.3,38.6
E00014112,9.8,4.6,63.8,21.8
E00014223,32.3,14.6,9.4,43.8
E00014224,30.3,16.9,5.6,47.2
E00014225,30.9,13.4,16.5,39.2
E00014226,19.8,7.5,33,39.6
E00014227,23,21.6,12.2,43.2
E00014228,22.7,9.3,49.3,18.7
E00014229,28.4,8.1,8.1,55.4
E00014230,22.7,15.5,1,60.8
E00014231,51.9,24.1,1.3,22.8
E00014232,44.3,13.9,3.8,38
E00014233,8.2,6.2,73.2,12.4
E00014234,33.3,13.3,21.1,32.2
E00014236,10.6,4.4,65.5,19.5
E00014330,31.1,18.9,3.3,46.7
E00014331,20.2,9,3.4,67.4
E00014332,19.4,12.9,3.2,64.5
E00014334,8.2,8.2,57.1,26.5
E00014335,2.5,0.8,80.2,16.5
E00014336,40.2,7.6,1.1,51.1
E00014337,1.2,0,94.1,4.7
E00014338,34.4,20.3,6.3,39.1
E00014339,24.2,11.1,1,63.6
E00014341,23.8,7.9,29.7,38.6
E00014342,21.2,11.5,1.9,65.4
E00014344,7.2,5.1,5.7,82.1
E00014345,30.1,8.4,21.7,39.8
E00014347,20,11.4,1.9,66.7
E00014348,41.5,8.5,0.8,49.2
E00014351,22.4,23.7,0,53.9
E00014353,36.8,15.8,7,40.4
E00014354,25.7,13.8,0.9,59.6
E00014356,21.8,9.1,1.8,67.3
E00014357,11.4,4.3,10,74.3
E00014358,29,8.7,8.7,53.6
E00014359,26.8,9.9,5.6,57.7
E00014360,32.6,11.2,4.5,51.7
E00014361,27.8,10.1,3.8,58.2
E00014362,31,13,3,53
E00014363,32.6,12.6,1.1,53.7
E00014364,13.8,1.5,73.8,10.8
E00014365,39.7,26,4.1,30.1
E00014366,26.4,18.1,1.4,54.2
E00014367,18.8,8.8,6.3,66.3
E00014368,21.7,20.7,2.2,55.4
E00014370,23.4,9,4.5,63.1
E00014371,28.2,18.8,3.5,49.4
E00014581,32.3,11,15,41.7
