geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00014078,12.1,6.4,4,69.9,7.5
E00014079,16.9,1.7,5.6,73.4,2.3
E00014082,11.5,1.4,9.4,77.7,0
E00014083,24.8,0.7,13.9,53.3,7.3
E00014084,16.1,1.3,5.4,71.1,6
E00014085,23.2,0.6,14.9,53.6,7.7
E00014086,15.8,1.7,4.5,63.9,14.1
E00014087,17.6,0,1.7,69.3,11.4
E00014088,13.4,0.6,5.5,63.4,17.1
E00014089,15.4,11.2,7.1,56.2,10.1
E00014090,9,0,9,70.3,11.6
E00014091,16.6,0,6.2,73.8,3.4
E00014092,6.4,0,2.4,87.2,4
E00014093,8,1.2,7.4,81.6,1.8
E00014094,15.6,0,4.4,71.3,8.8
E00014095,10.4,2.4,8.5,73.2,5.5
E00014096,12.1,4.4,3.8,61.5,18.1
E00014097,10.2,3.6,5.1,71.5,9.5
E00014098,8.9,0.6,8.2,77.2,5.1
E00014099,9.1,2.6,4.5,72.7,11
E00014100,6.1,1.7,3.9,80.1,8.2
E00014102,21.1,3.3,2.2,58.3,15
E00014107,15.1,1.9,4.4,74.8,3.8
E00014108,8.8,1.3,1.3,84.9,3.8
E00014109,12.1,2.7,2.7,75.8,6.7
E00014110,9.2,9.2,9.6,53.7,18.3
E00014111,10.6,1.1,2.2,77.7,8.4
E00014112,13,10.4,10.4,51.3,14.9
E00014223,3.6,0,5.7,86.1,4.6
E00014224,8,0.5,3.7,86.6,1.1
E00014225,4.5,2.5,1.9,86.6,4.5
E00014226,3.7,4.7,3.7,85.3,2.6
E00014227,7.8,4.4,7.1,76,4.7
E00014228,6.5,7.3,8.1,74,4.1
E00014229,9.4,0,4.3,73.4,12.9
E00014230,5.1,0.6,6.8,83,4.5
E00014231,6.1,3,2,88.9,0
E00014232,6.8,4.1,3.4,80.4,5.4
E00014233,15.6,10.4,7.4,59.3,7.4
E00014234,12,1.7,9.7,75.4,1.1
E00014236,17.8,17.3,5.9,43.2,15.7
E00014330,13.8,0,5.3,73.5,7.4
E00014331,6.7,1,3.6,81.4,7.2
E00014332,7.1,2.4,11.2,70.6,8.8
E00014334,11.3,9,6.8,60.2,12.8
E00014335,9.5,12.6,14.3,51.1,12.6
E00014336,10.7,0.5,7.5,74.3,7
E00014337,15.1,6.7,8.4,55.5,14.3
E00014338,9.6,4.1,9.6,73.3,3.4
E00014339,13.1,1.3,5,69.4,11.3
E00014341,17.2,3.2,9.1,59.1,11.3
E00014342,10.7,0.6,6.2,70.2,12.4
E00014344,20.7,10,3.2,54.1,12
E00014345,6.1,3.4,4.1,80.4,6.1
E00014347,2.9,0,2.9,90.7,3.4
E00014348,11.1,0.9,3.5,75.2,9.3
E00014351,5.5,1.4,2.7,84.9,5.5
E00014353,15.1,3.2,8.7,72.2,0.8
E00014354,4.5,7.8,3.5,73.9,10.3
E00014356,14.9,0,8.8,67.5,8.8
E00014357,7,4.7,2.3,75.2,10.9
E00014358,10.3,0,0.7,82.4,6.6
E00014359,8.2,0.7,5.4,76.9,8.8
E00014360,5.8,2.9,5.8,79.8,5.8
E00014361,14,2.5,1.7,78.5,3.3
E00014362,4.3,0.4,4.3,88.4,2.6
E00014363,8.2,4.3,2.7,77.7,7.1
E00014364,17.3,16.8,10.1,39.1,16.8
E00014365,6.2,1,3.6,86.7,2.6
E00014366,9.2,0.7,11.8,75,3.3
E00014367,17.9,3.2,3.2,66.7,9
E00014368,13.1,0,5.5,71,10.4
E00014370,7.5,3.1,5.7,78,5.7
E00014371,8.2,0,5.4,84.8,1.6
E00014581,7.4,2.3,1.8,83.9,4.6
E00014582,9,0,7.1,77.4,6.5
E00014583,11.4,3.6,7.1,63.6,14.3
E00014584,5.7,7.1,6.2,70,11
E00014585,11.4,0.6,4.2,76.5,7.2
E00014586,4.5,1.5,6.1,75,12.9
E00014587,11.2,7,5.6,62.2,14
E00014588,9.4,0,5.1,77.8,7.7
E00014589,8.7,0,5.6,78.9,6.8
E00014590,7,0.4,2.6,88.1,1.9
E00014591,7.2,2.1,2.6,85.6,2.6
E00014592,5.9,1.1,6.5,82.7,3.8
E00014593,7.1,0.9,4,85.3,2.7
E00014594,6.5,0.6,6,84.5,2.4
E00014596,1.9,0.2,1.4,94.9,1.6
E00014598,12.8,3.1,3.6,77,3.6
E00014599,3,0,3,92.4,1.5
E00014600,5.1,20.6,7,56,11.3
E00014601,6.3,3.4,2.3,85.7,2.3
E00014602,2.2,12.4,12.9,61.8,10.7
E00014603,3.5,0,3,87.4,6.1
E00014604,16.1,13.1,5,52.3,13.6
E00014605,7.6,0,4.9,80.4,7.1
E00014606,9.7,7.3,2.4,77.4,3.2
E00014607,4.5,5.2,4.5,79.1,6.7
