geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00014078,59.6,29.8,8.5,2.1
E00014079,58.8,31.8,9.4,0
E00014082,31.7,47.6,17.5,3.2
E00014083,60,25.3,13.3,1.3
E00014084,69.1,23.5,5.9,1.5
E00014085,73.9,19.3,6.8,0
E00014086,62.3,27.9,9.8,0
E00014087,61.9,28.9,7.2,2.1
E00014088,64.2,28.4,5.3,2.1
E00014089,59.8,36.4,3.7,0
E00014090,54.4,29.1,11.4,5.1
E00014091,48.5,25.8,21.2,4.5
E00014092,66.2,27,4.1,2.7
E00014093,53.5,36.6,8.5,1.4
E00014094,54.7,28,12,5.3
E00014095,68.6,30.5,1,0
E00014096,62,29.3,4.3,4.3
E00014097,63.8,31.3,5,0
E00014098,45.2,41.1,9.6,4.1
E00014099,58.4,32.6,5.6,3.4
E00014100,34.6,39.3,19.6,6.5
E00014102,70.6,22.4,7.1,0
E00014107,54.4,39.2,5.1,1.3
E00014108,34.6,40.4,15.4,9.6
E00014109,54.9,40.2,4.9,0
E00014110,67.8,31.3,0.9,0
E00014111,40,43.5,14.1,2.4
E00014112,62.9,32.6,4,0.6
E00014223,53.7,29.5,14.7,2.1
E00014224,37.5,46.6,11.4,4.5
E00014225,56.7,37.1,5.2,1
E00014226,57.5,31.1,7.5,3.8
E00014227,58.8,38.2,1.5,1.5
E00014228,57.3,26.7,14.7,1.3
E00014229,47.3,48.6,2.7,1.4
E00014230,63.9,33,2.1,1
E00014231,22.8,53.2,22.8,1.3
E00014232,46.8,44.3,8.9,0
E00014233,84.5,14.4,1,0
E00014234,54.5,34.1,11.4,0
E00014236,78.8,19.5,1.8,0
E00014330,46.1,43.8,9,1.1
E00014331,47.8,34.8,10.9,6.5
E00014332,58.7,29.3,5.4,6.5
E00014334,59.2,36.7,4.1,0
E00014335,65,30,4.2,0.8
E00014336,43.3,38.9,12.2,5.6
E00014337,72.6,25,2.4,0
E00014338,33.9,46.8,16.1,3.2
E00014339,60.8,34,4.1,1
E00014341,58.3,34,5.8,1.9
E00014342,66.7,29.5,3.8,0
E00014344,86.6,12.2,1.2,0
E00014345,64,23.3,9.3,3.5
E00014347,56.2,36.2,7.6,0
E00014348,54.2,41.2,3.1,1.5
E00014351,51.3,32.9,10.5,5.3
E00014353,37.9,48.3,5.2,8.6
E00014354,48.6,39.6,9,2.7
E00014356,45.5,32.7,18.2,3.6
E00014357,60,30,10,0
E00014358,50.7,40.6,8.7,0
E00014359,45.2,38.4,13.7,2.7
E00014360,58.4,31.5,6.7,3.4
E00014361,66.7,29.5,2.6,1.3
E00014362,21.8,55.4,19.8,3
E00014363,63.8,31.9,3.2,1.1
E00014364,64.1,31.3,3.1,1.6
E00014365,27.6,51.3,18.4,2.6
E00014366,37,47.9,13.7,1.4
E00014367,55,33.8,10,1.3
E00014368,52.7,34.1,9.9,3.3
E00014370,65.8,28.8,4.5,0.9
E00014371,47.7,41.9,9.3,1.2
E00014581,63,30.7,3.1,3.1
E00014582,57.6,37.6,3.5,1.2
E00014583,57,38,5.1,0
E00014584,65.8,31.7,0.8,1.7
E00014585,62.4,27.7,8.9,1
E00014586,59.2,32.9,6.6,1.3
E00014587,62.2,37.8,0,0
E00014588,67.6,25.7,6.8,0
E00014589,48.2,39.8,9.6,2.4
E00014590,29.9,41.9,20.5,7.7
E00014591,35.2,45.5,13.6,5.7
E00014592,27.2,46.9,22.2,3.7
E00014593,36.4,40.4,20.2,3
E00014594,39.1,44.8,13.8,2.3
E00014596,43.2,35.8,17.3,3.7
E00014598,33.7,49.5,12.9,4
E00014599,31,45.2,20.2,3.6
E00014600,47.3,35.5,13.6,3.6
E00014601,37.9,44.8,14.9,2.3
E00014602,62.7,32.5,3.6,1.2
E00014603,28.3,48.9,17.4,5.4
E00014604,83.8,12.4,3.8,0
E00014605,45.8,42.7,9.4,2.1
E00014606,69.3,26.1,3.4,1.1
E00014607,41.2,36.8,18.4,3.5
E00014609,37.2,43.6,13.8,5.3
E00014611,31.7,40.2,19.5,8.5
E00014612,34.6,40.4,25,0
E00014646,52.8,31.7,10.6,4.9
E00014647,53.9,32.6,10.1,3.4
E00014648,28.7,49.6,16.5,5.2
E00014649,28.9,48.2,18.1,4.8
E00014650,69.1,23.5,6.2,1.2
E00014652,37.7,21.1,30.7,10.5
E00014653,72.9,27.1,0,0
E00014655,58.5,38.1,3.4,0
E00014658,39.4,37.5,16.3,6.7
E00014660,39.8,43.2,14.4,2.5
E00023532,70.4,25.2,4.3,0
E00023533,75.5,24.5,0,0
E00023537,47.7,42.2,9.2,0.9
E00023538,60.2,35.9,3.9,0
E00023539,66.2,30.9,2.9,0
E00023540,71.4,23.6,5,0
E00023541,84.6,11.5,3.8,0
E00023542,82.4,16.8,0.8,0
E00023543,69,26.2,3.2,1.6
E00023544,58.6,34.5,5.7,1.1
E00023545,50.9,30.4,16.1,2.7
E00023546,77.3,20,2,0.7
E00023547,68.5,21.3,8.3,1.9
E00023548,63.2,31.6,5.3,0
E00023549,60.8,35.1,2.1,2.1
E00023550,65.3,30.6,4,0
E00023551,63.1,34.6,2.3,0
E00023552,79.4,20.6,0,0
E00023554,67.8,28.8,2.5,0.8
E00023555,70.7,26,2.4,0.8
E00023556,65.4,29.9,4.7,0
E00023557,65.3,26.4,5.6,2.8
E00023558,67.4,28.3,4.3,0
E00023559,46.7,39.3,12.1,1.9
E00023560,38.1,48.8,13.1,0
E00023561,81.8,14.5,1.8,1.8
E00023562,87.9,10.3,1.7,0
E00023658,43.4,44.7,10.5,1.3
E00023659,32.2,59.3,6.8,1.7
E00023660,39.3,42.6,14.8,3.3
E00023661,59.3,25.9,6.2,8.6
E00023662,26.5,44.1,17.6,11.8
E00023663,52.2,37.7,5.8,4.3
E00023664,26.6,52,19.2,2.3
E00023665,59.8,34.8,5.4,0
E00023666,41.9,43.4,11.8,2.9
E00023668,58.7,38.1,3.2,0
E00023669,37.9,27.4,14.7,20
E00023670,37.3,41,12,9.6
E00023671,41.7,35,11.7,11.7
E00023672,62.2,27.6,8.2,2
E00023674,52.9,32.9,14.3,0
E00023675,45,40,13.8,1.3
E00023676,60.3,33.3,4.8,1.6
E00023678,47.7,41.5,10.8,0
E00023680,59.2,22.5,14.1,4.2
E00023681,38.1,39.5,15,7.5
E00023682,59.3,37.3,3.4,0
E00023685,59.1,36.6,4.3,0
E00023686,43.9,42.7,13.4,0
E00023688,34.5,47.3,12.7,5.5
E00023689,25.6,50,11.1,13.3
E00023690,41,41,14.8,3.3
E00023926,80,14.8,4.3,0.9
E00023935,69.8,20.7,4.3,5.2
E00023937,59.6,27.2,8.8,4.4
E00023938,63.6,22.4,13.1,0.9
E00023939,77.2,18.7,2.4,1.6
E00023941,81,16.3,2,0.7
E00023942,70.9,21.5,7.6,0
E00023943,70.7,25.9,3.4,0
E00023946,71.4,22.6,4,2
E00023948,73.2,26.3,0.5,0
E00023949,81.5,16.8,0.8,0.8
E00023950,82.4,15.7,2,0
E00023951,80.3,18.1,0.8,0.8
E00023953,65.5,32.2,2.3,0
E00023954,52.6,39.5,6.1,1.8
E00023963,63.9,32.8,1.6,1.6
E00023964,63,34.1,3,0
E00023965,60.5,39.5,0,0
E00023966,73.9,21.6,3.4,1.1
E00023967,67.1,25.9,7.1,0
E00023968,46.6,39.7,9.6,4.1
E00023969,66.7,33.3,0,0
E00023971,74.3,20.3,5.4,0
E00023974,70.7,29.3,0,0
E00023975,62,28.9,7.8,1.2
E00023977,60.9,26.6,10.9,1.6
E00023979,80.3,19.7,0,0
E00023980,53.2,46.8,0,0
E00023981,58,32.1,8.6,1.2
E00023982,65.3,26.3,8.5,0
E00023985,72,23.7,4.2,0
E00023986,68.4,24.1,6.3,1.3
E00023987,80.2,16.3,3.5,0
E00023988,62.7,35.8,1.5,0
E00023989,82,18,0,0
E00023990,80.9,13.7,5.3,0
E00023991,66.3,27.9,4.7,1.2
E00023992,72.7,24.2,3,0
E00023993,76.5,18.6,3.8,1.1
E00023994,74.2,23.6,2.2,0
E00023995,74.1,22.4,1.7,1.7
E00023996,62.4,30.7,5,2
E00023999,59.1,39.1,1.7,0
E00024002,72.6,21.5,5.5,0.4
E00024004,40.6,54.2,5.2,0
E00024005,71.8,23.9,4.3,0
E00024006,76.9,16.8,5.6,0.7
E00024007,52.1,40.6,6.3,1
E00024008,70.7,22,5.7,1.6
E00024009,75,16.7,5.2,3.1
E00024013,77.9,20.5,1.6,0
E00024014,68.2,27.1,4.7,0
E00024019,74.3,25.7,0,0
E00024021,79,19.1,1.9,0
E00024022,68.9,26.4,4.1,0.7
E00024023,66.9,30.7,2.5,0
E00024025,71.5,23.6,4.1,0.8
E00024031,50,41.2,7.4,1.5
E00024032,64,30.4,4.8,0.8
E00024033,68.8,26.3,5,0
E00024034,75.2,20,4,0.8
E00024036,76.5,22.4,1,0
E00024037,67.7,27.4,3.2,1.6
E00024038,69.1,21.3,5.3,4.3
E00024039,62,30.6,5.6,1.9
E00024040,49,42.9,6.1,2
E00024041,77.2,17.5,3.5,1.8
E00024042,65.5,27.4,7.1,0
E00024043,77,21.6,1.4,0
E00024044,71,24,4,1
E00024045,69.6,26.5,2.9,1
E00024046,59.8,37.6,2.6,0
E00024047,65,30,4.3,0.7
E00024048,69.5,25.3,4.2,1.1
E00024050,77.8,16.7,4.4,1.1
E00024052,81.9,14.4,3.1,0.6
E00024053,56.5,37.1,5.6,0.8
E00024054,66,24.3,8.7,1
E00024055,66.3,26.7,5.9,1
E00024056,50,38.2,9.1,2.7
E00024057,61.9,34.5,2.7,0.9
E00024058,58,34.1,7.4,0.6
E00024059,45.5,35.1,16.9,2.6
E00024060,48,34.3,15.7,2
E00024061,65.9,31.8,2.3,0
E00024062,61.9,33,5.2,0
E00024063,59.6,36.2,4.3,0
E00024064,79.8,18.2,2,0
E00024065,64.5,30,5.5,0
E00024066,78.5,18.5,3.1,0
E00024067,66.7,27.4,4.3,1.7
E00024068,60.6,29.4,10.1,0
E00024069,67.5,26,6.5,0
E00024070,66.7,29.1,0.7,3.5
E00024071,63.6,28,8.4,0
E00024109,51.9,33.3,10.4,4.4
E00024113,65.4,27.6,6.3,0.8
E00024118,50.6,29.6,12.3,7.4
E00170943,80.4,17,1.8,0.9
E00171041,78.5,21.5,0,0
E00171043,73.3,23.8,3,0
E00171044,69.9,28.9,0,1.2
E00171080,64.3,30.4,5.4,0
E00175091,58,35,6,1
E00175180,70.5,24.8,4.8,0
E00175202,81.4,17.6,1,0
E00175203,71.3,28.7,0,0
E00175206,56.8,28.1,10.3,4.8
E00175217,65.9,26.3,6,1.8
E00175222,72.7,26.6,0.6,0
E00175231,67.6,26.6,4.3,1.4
E00175239,68.1,30.6,1.4,0
E00175240,70.8,24.6,4.6,0
E00175241,72.8,23.5,3.7,0
E00175258,76.8,20.5,1.8,0.9
E00175278,84.7,14.8,0.5,0
E00183114,75.6,21.5,2.9,0
E00183137,72.6,24.5,2.8,0
E00183175,67.9,30.4,1.8,0
E00183188,66.9,30.2,2.9,0
E00183197,75.6,22.2,0.7,1.5
E00183201,74.7,24.2,1.1,0
E00183210,71.6,26.5,1.3,0.5
E00183214,72.5,25.4,1.4,0.7
E00183218,70.2,27.2,1.3,1.3
E00190364,70.1,26,3.1,0.8
E00190373,80.6,19.4,0,0
E00190374,72.3,23.2,4.5,0
E00190376,68.1,26.7,5.2,0
E00190378,66.2,32.4,0,1.5
E00190379,51.2,37.3,9.6,1.8
E00190380,55.6,35.4,7.1,2
E00190381,55.6,34.9,7.1,2.4
E00190384,79.4,16.9,3.7,0
E00190386,77.3,20.4,1.4,0.9
E00190387,62.7,28.2,7,2.1
E00190388,62.9,30.7,5.7,0.7
E00190389,63.3,27.3,6.3,3.1
E00190390,64.3,30.4,3.6,1.8
E00190394,77.4,18,4.2,0.4
E00190395,75.5,19,4.8,0.7
E00190408,76.3,20.3,3.4,0
E00190409,64.1,28.8,5.9,1.2
E00190414,28.2,16.5,52.9,2.4
E00190418,69.8,24.8,4.7,0.8
E00190428,86.6,7,5.1,1.3
E00190432,52.1,31.3,16.7,0
E00190434,64,27.9,7.2,0.9
E00190446,73.2,23.2,2.4,1.2
E00190462,68.8,24.8,6.4,0
