geography_code,in_full_time_education-001,in_full_time_education-002
E00014078,16.8,83.2
E00014079,18.3,81.7
E00014082,18.9,81.1
E00014083,40.9,59.1
E00014084,33.8,66.2
E00014085,45,55
E00014086,17.3,82.7
E00014087,23.6,76.4
E00014088,14.3,85.7
E00014089,16.4,83.6
E00014090,20.7,79.3
E00014091,23.9,76.1
E00014092,19.2,80.8
E00014093,20.3,79.7
E00014094,20.8,79.2
E00014095,15.7,84.3
E00014096,20.8,79.2
E00014097,18.1,81.9
E00014098,14,86
E00014099,17.6,82.4
E00014100,20.3,79.7
E00014102,25,75
E00014107,26,74
E00014108,17.5,82.5
E00014109,17,83
E00014110,18.8,81.2
E00014111,22.5,77.5
E00014112,19.9,80.1
E00014223,17.9,82.1
E00014224,20.9,79.1
E00014225,11,89
E00014226,15.5,84.5
E00014227,19.6,80.4
E00014228,9.6,90.4
E00014229,12.3,87.7
E00014230,20.1,79.9
E00014231,27.1,72.9
E00014232,10.7,89.3
E00014233,6.8,93.2
E00014234,23,77
E00014236,16.4,83.6
E00014330,14.8,85.2
E00014331,21.5,78.5
E00014332,19.8,80.2
E00014334,24.2,75.8
E00014335,17.7,82.3
E00014336,15.7,84.3
E00014337,2.6,97.4
E00014338,30,70
E00014339,17.1,82.9
E00014341,22.1,77.9
E00014342,13.6,86.4
E00014344,20.8,79.2
E00014345,14,86
E00014347,16.9,83.1
E00014348,7.9,92.1
E00014351,14.8,85.2
E00014353,21.7,78.3
E00014354,36.4,63.6
E00014356,34.8,65.2
E00014357,15.1,84.9
E00014358,17.7,82.3
E00014359,8.9,91.1
E00014360,14.7,85.3
E00014361,15.4,84.6
E00014362,15.3,84.7
E00014363,11.3,88.7
E00014364,21.6,78.4
E00014365,22.4,77.6
E00014366,25.5,74.5
E00014367,22.2,77.8
E00014368,18.4,81.6
E00014370,13.1,86.9
E00014371,20.9,79.1
E00014581,12.9,87.1
E00014582,16.4,83.6
E00014583,16.9,83.1
E00014584,17.7,82.3
E00014585,17,83
E00014586,14.3,85.7
E00014587,9.6,90.4
E00014588,15.8,84.2
E00014589,11.5,88.5
E00014590,20.1,79.9
E00014591,16.8,83.2
E00014592,21.3,78.7
E00014593,17.8,82.2
E00014594,18.9,81.1
E00014596,6.4,93.6
E00014598,12.8,87.2
E00014599,26.5,73.5
E00014600,22,78
E00014601,15.2,84.8
E00014602,18.4,81.6
E00014603,11.8,88.2
E00014604,34,66
E00014605,13.1,86.9
E00014606,11.7,88.3
E00014607,17.4,82.6
E00014609,20.1,79.9
E00014611,16,84
E00014612,13.1,86.9
E00014646,17.4,82.6
E00014647,17.1,82.9
E00014648,22.9,77.1
E00014649,20.5,79.5
E00014650,12.6,87.4
E00014652,19.2,80.8
E00014653,25.2,74.8
E00014655,17.6,82.4
E00014658,34.4,65.6
E00014660,14.1,85.9
E00023532,21.9,78.1
E00023533,21.2,78.8
E00023537,11.6,88.4
E00023538,27.1,72.9
E00023539,28.7,71.3
E00023540,21.4,78.6
E00023541,13.7,86.3
E00023542,15.7,84.3
E00023543,22.5,77.5
E00023544,30.7,69.3
E00023545,20.8,79.2
E00023546,8,92
E00023547,24.7,75.3
E00023548,27,73
E00023549,31.3,68.7
E00023550,23.3,76.7
E00023551,24.4,75.6
E00023552,15.6,84.4
E00023554,28.2,71.8
E00023555,20.8,79.2
E00023556,22.3,77.7
E00023557,10.6,89.4
E00023558,24.7,75.3
E00023559,13,87
E00023560,13.5,86.5
E00023561,3.9,96.1
E00023562,4.5,95.5
E00023658,8.4,91.6
E00023659,15.1,84.9
E00023660,22.5,77.5
E00023661,22.3,77.7
E00023662,21.2,78.8
E00023663,17.6,82.4
E00023664,19.2,80.8
E00023665,21.2,78.8
E00023666,27.1,72.9
E00023668,11.9,88.1
E00023669,18,82
E00023670,25.4,74.6
E00023671,15.8,84.2
E00023672,21.7,78.3
E00023674,14.5,85.5
E00023675,22.5,77.5
E00023676,23,77
E00023678,17.8,82.2
E00023680,22.7,77.3
E00023681,26.2,73.8
E00023682,5.2,94.8
E00023685,17.1,82.9
E00023686,16,84
E00023688,14.7,85.3
E00023689,29.4,70.6
E00023690,20.2,79.8
E00023926,17.3,82.7
E00023935,12.4,87.6
E00023937,13,87
E00023938,11.6,88.4
E00023939,11.2,88.8
E00023941,18.9,81.1
E00023942,11.3,88.7
E00023943,17.1,82.9
E00023946,12.7,87.3
E00023948,13.1,86.9
E00023949,13.2,86.8
E00023950,16.2,83.8
E00023951,16.8,83.2
E00023953,13.5,86.5
E00023954,15.4,84.6
E00023963,14.3,85.7
E00023964,8.8,91.2
E00023965,26.9,73.1
E00023966,8.4,91.6
E00023967,10.5,89.5
E00023968,19.7,80.3
E00023969,14.5,85.5
E00023971,22.6,77.4
E00023974,25.8,74.2
E00023975,24.3,75.7
E00023977,16.4,83.6
E00023979,17.6,82.4
E00023980,21.2,78.8
E00023981,13.2,86.8
E00023982,24.1,75.9
E00023985,17,83
E00023986,14.8,85.2
E00023987,18.1,81.9
E00023988,18,82
E00023989,19.4,80.6
E00023990,15.8,84.2
E00023991,5.8,94.2
E00023992,9.4,90.6
E00023993,16.8,83.2
E00023994,16.8,83.2
E00023995,20.4,79.6
E00023996,13.8,86.2
E00023999,11.2,88.8
E00024002,17.6,82.4
E00024004,24.2,75.8
E00024005,26,74
E00024006,25.9,74.1
E00024007,26.4,73.6
E00024008,14.2,85.8
E00024009,16.3,83.7
E00024013,14.2,85.8
E00024014,22.7,77.3
E00024019,11.4,88.6
E00024021,16.1,83.9
E00024022,18.3,81.7
E00024023,19.3,80.7
E00024025,14.1,85.9
E00024031,48.5,51.5
E00024032,20.1,79.9
E00024033,12.3,87.7
E00024034,9.7,90.3
E00024036,9.4,90.6
E00024037,15.1,84.9
E00024038,9.6,90.4
E00024039,20.2,79.8
E00024040,12.2,87.8
E00024041,5.9,94.1
E00024042,8.4,91.6
E00024043,7,93
E00024044,6.6,93.4
E00024045,18.1,81.9
E00024046,10.2,89.8
E00024047,19.6,80.4
E00024048,24.5,75.5
E00024050,11.9,88.1
E00024052,9.4,90.6
E00024053,12.7,87.3
E00024054,24,76
E00024055,11.9,88.1
E00024056,17.5,82.5
E00024057,11.7,88.3
