geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00091386,96.7,2.5,0,0.8
E00091387,97.7,2.3,0,0
E00091388,96.4,1.8,0.6,1.2
E00091389,100,0,0,0
E00091390,98.4,1.1,0,0.5
E00091391,97,1.5,1.5,0
E00091392,96.1,1.9,1.3,0.6
E00091395,93.6,3.2,0.8,2.4
E00091396,96,0.8,0,3.2
E00091397,95,1.2,0,3.7
E00091398,92.7,2.4,0,4.9
E00091399,95,2.5,0,2.5
E00091400,95.4,2,0.7,2
E00091401,96.9,0.6,2.5,0
E00091402,94.4,2.4,0.8,2.4
E00091403,96,1.7,0,2.3
E00091404,94.5,3.9,0,1.6
E00091407,94.7,3.3,0,1.9
E00091408,97,3,0,0
E00091409,95,1.7,0.8,2.5
E00091410,94.5,0.8,1.6,3.1
E00091411,95.5,2.3,0,2.3
E00091412,98.6,0.7,0,0.7
E00091413,97.3,1.8,0.9,0
E00091414,97.5,1.9,0.6,0
E00091416,98.6,0,0,1.4
E00091417,99,0.5,0,0.5
E00091418,97,1.5,0.8,0.8
E00091419,97.8,0,0,2.2
E00091420,98.1,1.3,0,0.6
E00091421,99.1,0.9,0,0
E00091422,98.5,1.5,0,0
E00091423,96.2,3.8,0,0
E00091424,96.2,0,0.8,3
E00091425,98.1,1.9,0,0
E00091427,96.9,0,0,3.1
E00091439,96.7,2.4,0,0.8
E00091440,100,0,0,0
E00091441,96.8,3.2,0,0
E00091442,96.4,2.2,0,1.4
E00091443,99.3,0.7,0,0
E00091444,96.5,0.7,0.7,2.1
E00091445,99.1,0,0,0.9
E00091446,96.6,1.7,0.9,0.9
E00091448,100,0,0,0
E00091451,97,1.5,0,1.5
E00091452,97.4,0.9,0.9,0.9
E00091453,95.2,4,0,0.8
E00091456,97.4,1.8,0,0.9
E00091457,97.7,2.3,0,0
E00091468,93.9,2.3,0,3.8
E00091469,97,1.8,0,1.2
E00091470,95.5,2.3,0,2.3
E00091473,96.7,1.7,0,1.7
E00091474,97.1,0.7,0.7,1.4
E00091475,95.4,2.6,0,2
E00091476,96.8,2.4,0,0.8
E00091477,96.2,0.5,0.5,2.9
E00091478,96.3,2.3,0.5,0.9
E00091480,95.6,2.9,0,1.5
E00091481,97.7,1.5,0,0.8
E00091482,96.4,0,0.6,3
E00091483,97.7,0,0,2.3
E00091484,95.3,0,2.4,2.4
E00091485,93.5,0,0.6,5.8
E00091486,96,2.4,0.8,0.8
E00091487,95.4,3.1,0,1.5
E00091488,90.1,5.3,1.5,3.1
E00091489,100,0,0,0
E00091490,96.5,2.8,0.7,0
E00091491,90.1,1.4,2.8,5.7
E00091492,95.5,2.2,0,2.2
E00091493,86.6,4.2,2.5,6.7
E00091494,91.1,2.8,1.1,5
E00091495,96.3,1.5,0,2.2
E00091496,93.9,0.8,0,5.3
E00091504,95.7,2.6,0,1.7
E00091505,100,0,0,0
E00091506,98,1,1,0
E00091507,97.5,1.9,0,0.6
E00091511,88.1,4.8,2.4,4.8
E00091512,91.3,2.6,0.9,5.2
E00091513,96,2.8,0.6,0.6
E00091514,92.4,2.5,0.8,4.2
E00091515,95.3,1.9,0,2.8
E00091516,96.2,3.1,0,0.8
E00091517,91.3,2.4,1.6,4.7
E00091518,86.1,3.3,3.3,7.4
E00091519,97,0.8,0.8,1.5
E00091520,79.7,7.3,3.3,9.8
E00091521,92.8,5.6,0.8,0.8
E00091522,81,9.5,1.6,7.9
E00091524,94.7,3.3,0.7,1.3
E00091525,86.8,2.8,0.7,9.7
E00091526,83.2,2.4,2.4,12
E00091527,87.5,2.5,4.2,5.8
E00091528,91.7,3.2,1.3,3.8
E00091529,86,4.7,5.4,3.9
E00091530,91.2,1.5,0,7.3
E00091531,96.4,1.8,1.8,0
E00091532,69.3,5.7,3.1,21.9
E00091533,94.3,1.3,0,4.4
E00091534,92.6,4.1,0,3.4
E00091535,83.7,4.6,1,10.7
E00091536,89.9,3.4,1.7,5
