geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00091386,79.6,15.9,4.4
E00091387,87.5,9.5,3
E00091388,78.9,15.5,5.6
E00091389,71.6,19.2,9.2
E00091390,88.7,9.1,2.1
E00091391,79.2,13.3,7.6
E00091392,73.2,19.2,7.6
E00091395,85.3,10.6,4.1
E00091396,73.4,17.9,8.7
E00091397,84.8,9.7,5.6
E00091398,75.4,21.2,3.4
E00091399,86.2,10.3,3.6
E00091400,83,11.9,5.1
E00091401,82.8,12.3,4.9
E00091402,86,10.6,3.4
E00091403,80.8,11.1,8.1
E00091404,84.4,9.8,5.9
E00091407,88.5,8.3,3.2
E00091408,88.3,9.8,2
E00091409,81.6,10.2,8.3
E00091410,90.9,6.1,2.9
E00091411,75.5,11.9,12.6
E00091412,85.3,11.5,3.2
E00091413,88.5,10.1,1.4
E00091414,81.8,13.5,4.7
E00091416,84.9,11.2,3.9
E00091417,83.5,12.2,4.4
E00091418,85,10,5
E00091419,61.7,24,14.4
E00091420,81.6,15.7,2.7
E00091421,87.1,10.2,2.7
E00091422,84.4,11.9,3.6
E00091423,83.5,13.9,2.6
E00091424,83.1,11.6,5.3
E00091425,79,14.8,6.2
E00091427,82.6,12.3,5.1
E00091439,86.6,13.4,0
E00091440,85.5,10.9,3.6
E00091441,90.3,9.1,0.6
E00091442,87.8,11.1,1.2
E00091443,82.1,14,3.9
E00091444,87.4,10.3,2.3
E00091445,73.5,20.2,6.3
E00091446,77.5,16,6.5
E00091448,82,14.4,3.6
E00091451,88.2,10.5,1.3
E00091452,80.7,11.9,7.4
E00091453,81.3,11.8,6.9
E00091456,84.6,10.5,4.9
E00091457,92.2,7.2,0.6
E00091468,86.9,10.6,2.5
E00091469,82.1,14.7,3.2
E00091470,87.3,8.7,4
E00091473,89.3,9.6,1.1
E00091474,86.5,10.7,2.8
E00091475,79.5,12.6,7.9
E00091476,84,11.7,4.3
E00091477,91.9,6,2.1
E00091478,93.7,5.1,1.2
E00091480,88.5,9.5,2
E00091481,84,12.8,3.2
E00091482,81.6,14.8,3.6
E00091483,82.1,14.2,3.7
E00091484,79.1,12.5,8.4
E00091485,73.8,20.1,6.1
E00091486,83.8,12.2,4.1
E00091487,84.2,12.3,3.5
E00091488,83.4,12.5,4.1
E00091489,81.6,13.7,4.7
E00091490,83.4,12,4.5
E00091491,75.5,15,9.4
