geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00091386,87.5,3,9.6
E00091387,83.6,4.6,11.8
E00091388,82.9,2.7,14.4
E00091389,77.3,2.8,19.9
E00091390,87.9,6.2,5.9
E00091391,85.3,5.7,9
E00091392,71.8,11.3,16.9
E00091395,64.9,22.2,13
E00091396,76.6,6.5,16.9
E00091397,86.8,6.2,7.1
E00091398,81.5,7.1,11.3
E00091399,84.6,5.5,9.9
E00091400,87.2,3.3,9.5
E00091401,73.5,15.2,11.3
E00091402,84.1,8.1,7.8
E00091403,81.8,6.9,11.3
E00091404,87,4.9,8.1
E00091407,80.8,7,12.2
E00091408,90.5,3.3,6.2
E00091409,78.4,4.9,16.8
E00091410,80.7,8,11.3
E00091411,78.6,6.7,14.7
E00091412,87.8,2.6,9.6
E00091413,87.4,7,5.6
E00091414,88.4,2.8,8.8
E00091416,89.2,1.7,9.1
E00091417,90.6,2.7,6.8
E00091418,81.5,4.7,13.8
E00091419,69.5,3,27.5
E00091420,93.1,1.2,5.7
E00091421,89,3.5,7.5
E00091422,90.3,2,7.7
E00091423,80.3,3.4,16.2
E00091424,83.5,2.5,14
E00091425,79.5,2.6,17.9
E00091427,75.2,3.5,21.3
E00091439,90.7,3.4,5.9
E00091440,89.9,2.5,7.6
E00091441,91.6,1.9,6.5
E00091442,90,2.1,7.9
E00091443,84.1,2.3,13.6
E00091444,85.3,3.5,11.2
E00091445,83.4,1.3,15.2
E00091446,76.9,4.2,18.8
E00091448,85.6,1.2,13.2
E00091451,92.2,1.3,6.5
E00091452,86.7,4.8,8.5
E00091453,85.2,4.5,10.2
E00091456,83.3,6.7,10
E00091457,87.5,7.5,5.1
E00091468,83.8,9.2,7
E00091469,82.6,2.1,15.3
E00091470,80.5,8.2,11.3
E00091473,88.4,6,5.6
E00091474,84.6,5.5,9.9
E00091475,77.3,7,15.7
E00091476,86.8,2.5,10.7
E00091477,89.2,4.4,6.4
E00091478,90,6,4
E00091480,85.9,5.6,8.6
E00091481,84.6,3.2,12.2
E00091482,77.7,8.3,14
E00091483,74.8,5.6,19.6
E00091484,74.7,6.8,18.6
E00091485,71.1,10.2,18.7
E00091486,79.5,7,13.6
E00091487,79.7,5.4,14.9
E00091488,73.1,11.3,15.6
E00091489,87.7,1.2,11.1
E00091490,85.3,4.3,10.4
E00091491,69.5,9.1,21.4
E00091492,75.9,6.3,17.7
E00091493,71.7,19.6,8.7
E00091494,78.9,10.2,10.9
E00091495,81.1,6.7,12.3
E00091496,77.2,13.5,9.4
E00091504,79.7,4.4,15.9
E00091505,84.9,5.8,9.3
E00091506,83.6,5.3,11.1
E00091507,84.8,3.3,11.9
E00091511,65,13.6,21.4
E00091512,81.2,10.1,8.7
E00091513,82.8,10.5,6.7
E00091514,77.4,6.9,15.7
E00091515,81.3,11.9,6.7
E00091516,87,4.2,8.8
E00091517,76.5,15.8,7.7
E00091518,75.8,16.7,7.4
E00091519,88.5,2.2,9.3
E00091520,57.6,24.3,18.1
E00091521,88.1,7,4.9
E00091522,56.5,25.8,17.7
E00091524,85.5,7.1,7.4
E00091525,62.8,16.9,20.3
E00091526,61,20.2,18.7
E00091527,49.8,17,33.2
E00091528,63.9,11,25.1
E00091529,64.7,16.2,19.1
E00091530,57.6,10.2,32.2
E00091531,84.4,6.1,9.5
E00091532,47.2,42,10.9
E00091533,81.2,7.7,11
E00091534,69,10.6,20.4
E00091535,57.8,20.7,21.5
E00091536,75.3,11,13.7
E00091537,75.2,12.9,11.9
E00091538,72.5,16.3,11.3
E00091539,57.1,23.5,19.4
E00091540,75.8,13.2,11
E00091541,55,24.1,20.9
E00091542,50.4,28.6,21
E00091543,46.4,33.6,20.1
E00091544,50.9,27,22
E00091545,44.9,26.5,28.6
