geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00001592,94.5,2,3.5
E00001593,85.6,3.6,10.8
E00001594,90.4,0.9,8.7
E00001595,91.4,3.3,5.2
E00001597,92.9,1.3,5.8
E00001601,96.6,0.6,2.8
E00001602,91.5,1.2,7.3
E00001603,87.1,3.1,9.8
E00001604,84.5,2.4,13.1
E00001606,91.9,1.6,6.5
E00001608,92.9,0,7.1
E00001609,85.9,2.8,11.2
E00001610,96.1,1.8,2.1
E00001611,92.9,0.5,6.5
E00001612,89.5,3.7,6.8
E00001613,94.4,1.6,4
E00001614,93.3,1.9,4.8
E00001615,91.9,3.3,4.8
E00001616,85.6,2.2,12.2
E00001617,91.6,2.2,6.2
E00001618,82,5.7,12.3
E00001619,92.3,2.6,5.2
E00001620,86.1,0.7,13.2
E00001621,80.4,7,12.6
E00001622,89.1,0,10.9
E00001623,82.6,0.5,17
E00001624,92.6,3.4,4.1
E00001625,90.2,2.3,7.4
E00001626,92.4,1.4,6.2
E00001627,69.5,3,27.5
E00001628,81,3,16
E00001629,87.9,1.3,10.8
E00001630,85.1,1.6,13.2
E00001631,85.1,2,12.9
E00001633,78.4,1.7,19.9
E00001634,72.1,2.5,25.4
E00001635,71.7,2.7,25.6
E00001636,66.3,3.2,30.5
E00001637,87.5,0.8,11.7
E00001638,65.2,2.9,31.9
E00001639,85.8,1.2,13
E00001640,71.7,1.7,26.6
E00001641,80.3,2.7,17
E00001642,77.8,3.8,18.4
E00001643,82.4,4.2,13.4
E00001644,73.1,4.7,22.2
E00001645,83.6,1.1,15.3
E00001646,74.4,1.9,23.6
E00001647,73.8,4.8,21.4
E00001648,84.3,2.6,13.1
E00001649,77.7,3.5,18.8
E00001650,81.1,3.6,15.3
E00001651,91,2.9,6.1
E00001652,87.3,1.4,11.3
E00001653,86.9,1.5,11.6
E00001654,88.1,2.8,9.2
E00001655,84.8,1.6,13.7
E00001656,86,1.8,12.2
E00001657,89.7,1.6,8.7
E00001658,87.6,2.9,9.5
E00001659,76.5,3.4,20.1
E00001660,89.3,1.5,9.2
E00001661,86.6,1.9,11.5
E00001728,92.5,1.8,5.7
E00001729,92,1.1,6.9
E00001730,93.3,1.3,5.4
E00001731,89.3,5.2,5.5
E00001732,88.6,4.6,6.8
E00001733,89.3,5.2,5.5
E00001734,93.3,0.6,6.1
E00001735,95.3,2.2,2.5
E00001736,88.6,1.6,9.8
E00001737,88.3,2.2,9.4
E00001738,94,3,3
E00001739,94.2,0.7,5.1
E00001740,92.9,2.6,4.5
E00001741,94.6,2,3.4
E00001742,93,3.2,3.8
E00001743,93.9,1.9,4.2
E00001744,87.5,3.6,8.9
E00001745,91.3,5,3.8
E00001746,92.3,2.4,5.2
E00001747,94.1,1,5
E00001748,90.6,3,6.3
E00001749,94.1,1.6,4.3
E00001750,87.7,3.2,9.2
E00001751,91.3,0.3,8.4
E00001752,86,5.7,8.3
E00001753,88.4,2.9,8.7
E00001754,85.4,6.8,7.8
E00001755,94.3,1.1,4.6
E00001756,87.9,4.8,7.3
E00001757,83.6,2.7,13.7
E00001758,96.8,0.8,2.4
E00001759,90.9,2.2,6.9
E00001760,89.9,1.3,8.8
E00001764,86,1.9,12.1
E00001765,91.3,2.1,6.7
E00001766,87.3,2.4,10.3
E00001767,85.1,1.4,13.6
E00001768,80.4,1.3,18.3
E00001769,87.9,3.6,8.5
E00001770,83,3,14
E00001771,73,3,24.1
E00001772,81.2,4.3,14.5
E00001773,76.1,1.6,22.3
E00001774,84.2,4,11.8
E00001775,88.5,1.4,10.1
E00001776,74.6,2.7,22.7
E00001777,91.8,0.6,7.6
E00001778,85.2,1.9,12.9
E00001779,93.5,1.2,5.4
E00001784,79.5,3.5,17
E00001785,89.4,1.9,8.7
E00001793,91.8,2.6,5.5
E00001794,87.2,1.5,11.3
E00001795,82.8,1.8,15.4
E00001796,93.3,0.9,5.8
