geography_code,sex-001,sex-002
E00001592,49.3,50.7
E00001593,52.8,47.2
E00001594,51,49
E00001595,51.1,48.9
E00001597,57.2,42.8
E00001601,49.2,50.8
E00001602,51,49
E00001603,53,47
E00001604,48.5,51.5
E00001606,51.5,48.5
E00001608,49.7,50.3
E00001609,51,49
E00001610,51.6,48.4
E00001611,51.9,48.1
E00001612,56,44
E00001613,46.2,53.8
E00001614,50.2,49.8
E00001615,50.5,49.5
E00001616,56.4,43.6
E00001617,55.7,44.3
E00001618,52.4,47.6
E00001619,53.6,46.4
E00001620,55.6,44.4
E00001621,53,47
E00001622,50.9,49.1
E00001623,56.2,43.8
E00001624,53,47
E00001625,60.6,39.4
E00001626,49.4,50.6
E00001627,51.9,48.1
E00001628,51.5,48.5
E00001629,49.5,50.5
E00001630,52.8,47.2
E00001631,53.1,46.9
E00001633,53.3,46.7
E00001634,54.1,45.9
E00001635,52.8,47.2
E00001636,51.4,48.6
E00001637,50.8,49.2
E00001638,49.2,50.8
E00001639,50.6,49.4
E00001640,51.3,48.7
E00001641,55.4,44.6
E00001642,49.6,50.4
E00001643,54.6,45.4
E00001644,50.6,49.4
E00001645,48.4,51.6
E00001646,53.3,46.7
E00001647,49.3,50.7
E00001648,55.1,44.9
E00001649,48.8,51.2
E00001650,49.7,50.3
E00001651,50.3,49.7
E00001652,50.7,49.3
E00001653,48.5,51.5
E00001654,54.8,45.2
E00001655,53.1,46.9
E00001656,55,45
E00001657,52.8,47.2
E00001658,52.5,47.5
E00001659,50.1,49.9
E00001660,52.7,47.3
E00001661,50.9,49.1
E00001728,50.2,49.8
E00001729,53.4,46.6
E00001730,50.6,49.4
E00001731,54,46
E00001732,49.2,50.8
E00001733,50.8,49.2
E00001734,55,45
E00001735,49.8,50.2
E00001736,50,50
E00001737,56.9,43.1
E00001738,52.2,47.8
E00001739,48.3,51.7
E00001740,52.8,47.2
E00001741,49.7,50.3
E00001742,51.3,48.7
E00001743,52.6,47.4
E00001744,53.9,46.1
E00001745,50.3,49.7
E00001746,50.9,49.1
E00001747,53.6,46.4
E00001748,51.7,48.3
E00001749,52,48
E00001750,58.6,41.4
E00001751,51.6,48.4
E00001752,54.1,45.9
E00001753,51.8,48.2
E00001754,51.9,48.1
E00001755,54.6,45.4
E00001756,53.6,46.4
E00001757,53.3,46.7
E00001758,47.6,52.4
E00001759,51,49
E00001760,49.5,50.5
E00001764,49.7,50.3
E00001765,56.6,43.4
E00001766,52.9,47.1
E00001767,50.8,49.2
E00001768,55.6,44.4
E00001769,48.8,51.2
E00001770,57.3,42.7
E00001771,54.6,45.4
E00001772,48,52
E00001773,51.1,48.9
E00001774,48.8,51.2
E00001775,52,48
E00001776,51.5,48.5
E00001777,51.1,48.9
E00001778,52.1,47.9
E00001779,55.8,44.2
E00001784,51.6,48.4
E00001785,54.8,45.2
E00001793,48.6,51.4
E00001794,56.1,43.9
E00001795,56.8,43.2
E00001796,50.1,49.9
E00001797,51.2,48.8
E00001798,50.7,49.3
E00001800,54.6,45.4
E00001802,55.5,44.5
E00001803,59.3,40.8
E00001806,51.4,48.6
E00001807,49,51
E00001808,52.3,47.7
E00001809,53.6,46.4
E00001810,53.6,46.4
E00001811,51.9,48.1
E00001812,52.8,47.2
E00001815,48.9,51.1
E00001816,56.5,43.5
E00001817,50.2,49.8
E00001818,48.5,51.5
E00001819,54,46
E00001820,53.2,46.8
E00001823,49.5,50.5
E00001824,52.1,47.9
E00001825,50.6,49.4
E00001829,51.9,48.1
E00001830,55,45
E00001843,50.5,49.5
E00001904,52.2,47.8
E00001905,57.4,42.6
E00001906,51.3,48.7
E00001907,50.5,49.5
E00001908,54.1,45.9
E00001909,51.3,48.7
E00001910,45.6,54.4
E00001911,51.8,48.2
E00001912,48.7,51.3
E00001913,51.1,48.9
E00001914,50.3,49.7
E00001915,52.7,47.3
E00001916,53.8,46.2
E00001917,50.3,49.7
E00001918,51.5,48.5
E00001920,52.2,47.8
E00001921,52.3,47.7
E00001923,52.1,47.9
E00001929,54.7,45.3
E00001930,47.9,52.1
E00001931,50.6,49.4
E00001932,50.6,49.4
E00001933,50.7,49.3
E00001934,51.8,48.2
E00001935,57.2,42.8
E00001936,52.1,47.9
E00001937,50.1,49.9
E00001938,53.1,46.9
E00001940,49.9,50.1
E00001943,55.4,44.6
E00001944,48.4,51.6
E00001945,51.2,48.8
E00001946,50,50
E00001947,54,46
E00001948,51.7,48.3
E00001949,48.5,51.5
E00001950,49.1,50.9
E00001951,51.8,48.2
E00001952,46.2,53.8
E00001953,53.7,46.3
E00001954,51.8,48.2
E00001956,54.7,45.3
E00001957,57.3,42.7
E00001958,52.6,47.4
E00001959,54.3,45.7
E00001960,48.3,51.7
E00001961,51.5,48.5
E00001962,50.5,49.5
E00001963,56.4,43.6
E00001964,50.9,49.1
E00001965,54.5,45.5
E00001966,50,50
E00001967,58.1,41.9
E00001968,55.1,44.9
E00001970,49.6,50.4
E00001972,54.4,45.6
E00001973,54.4,45.6
E00001974,52.2,47.8
E00001975,56.1,43.9
E00001976,51,49
E00001977,53.2,46.8
E00001982,49.1,50.9
E00001983,53.2,46.8
E00001984,50.2,49.8
E00001985,53.1,46.9
E00001986,51.9,48.1
E00001987,48.1,51.9
E00001988,51.5,48.5
E00001989,52.9,47.1
E00001990,48,52
E00001991,53.4,46.6
E00001993,50.7,49.3
E00001994,51.7,48.3
E00001995,55.2,44.8
E00001996,49.3,50.7
E00001997,52.7,47.3
E00001998,51.7,48.3
E00002000,51.5,48.5
E00002001,51.6,48.4
E00002002,48.1,51.9
E00002004,49.1,50.9
E00002005,52.8,47.2
E00002006,48.5,51.5
E00002008,51.7,48.3
E00002009,45.6,54.4
E00002010,51.5,48.5
E00002011,50.6,49.4
E00002012,49.9,50.1
E00002013,53.4,46.6
E00002014,52.1,47.9
E00002015,48.6,51.4
E00002016,52.2,47.8
E00002017,48.9,51.1
E00002018,52.5,47.5
E00002020,53.9,46.1
E00002021,52.6,47.4
E00002023,52.2,47.8
E00002024,49.9,50.1
E00002025,51.3,48.8
E00002026,53.1,46.9
E00002027,51.5,48.5
E00002028,48,52
E00002029,51,49
E00002030,51.8,48.2
E00002031,50.7,49.3
E00002036,58.4,41.6
E00002037,48.4,51.6
E00002038,50.5,49.5
E00002039,55.7,44.3
E00002040,55.1,44.9
E00002042,49.4,50.6
E00002043,49.2,50.8
E00002044,49.3,50.7
E00002045,49.3,50.7
E00002046,52.5,47.5
E00002047,49.7,50.3
E00002048,51.6,48.4
E00002049,49.1,50.9
E00002050,51.1,48.9
E00002051,51.7,48.3
E00002052,56.1,43.9
E00002053,49.7,50.3
E00002054,51.6,48.4
E00002055,53.7,46.3
E00002056,50.3,49.7
E00002057,51.1,48.9
E00002058,49.3,50.7
E00002059,53.9,46.1
E00002060,53.8,46.2
E00002061,51.9,48.1
E00002062,50.2,49.8
E00002063,55.5,44.5
E00002064,53.4,46.6
E00002065,49.2,50.8
E00002066,51.7,48.3
E00002067,57.8,42.2
E00002068,46.9,53.1
E00002069,49.1,50.9
E00002070,52.2,47.8
E00002072,52.1,47.9
E00002143,52.7,47.3
E00002144,51.2,48.8
E00002145,52.8,47.2
E00002146,48.7,51.3
E00002147,50.3,49.7
E00002148,53.4,46.6
E00002149,54.3,45.7
E00002150,49.3,50.7
E00002151,51.3,48.7
E00002152,51.5,48.5
E00002153,49.4,50.6
E00002154,50.1,49.9
E00002155,52.1,47.9
E00002156,51.7,48.3
E00002157,49.2,50.8
E00002158,51.7,48.3
E00002159,52.8,47.2
E00002160,52.7,47.3
E00002161,49.5,50.5
E00002162,52.5,47.5
E00002163,53.9,46.1
E00002164,47.6,52.4
E00002165,50.1,49.9
E00002166,52.2,47.8
E00002167,54.4,45.6
E00002168,52.1,47.9
E00002169,48.7,51.3
E00002170,54.4,45.6
E00002171,52.9,47.1
E00002172,51.3,48.7
E00002173,49.6,50.4
E00002174,51.2,48.8
E00002208,53.2,46.8
E00002209,49.7,50.3
E00002210,51,49
E00002211,53.3,46.7
E00002212,51.3,48.7
E00002213,50.3,49.7
E00002214,50.4,49.6
E00002215,52.9,47.1
E00002216,52.6,47.4
E00002217,50.8,49.2
E00002218,55.2,44.8
E00002219,50.5,49.5
E00002220,49.5,50.5
E00002221,53.6,46.4
E00002222,50.8,49.2
E00002223,49.6,50.4
E00002224,54.2,45.8
E00002225,52.4,47.6
E00002226,48.6,51.4
E00002227,51.3,48.7
E00002228,48.7,51.3
E00002229,48.7,51.3
E00002230,52.7,47.3
E00002231,49.5,50.5
E00002232,52,48
E00002233,51.5,48.5
E00002234,52.6,47.4
E00002235,46.9,53.1
E00002236,51.3,48.7
E00002237,53.8,46.2
E00002238,52.7,47.3
E00002239,50.7,49.3
E00002275,52.4,47.6
E00002279,52.9,47.1
E00002280,52.7,47.3
E00002281,52.1,47.9
E00002289,47.7,52.3
E00002290,53.4,46.6
E00002291,54.2,45.8
E00002292,54.3,45.7
E00002293,50.7,49.3
E00002294,50.9,49.1
E00002296,47.1,52.9
E00002297,51.5,48.5
E00002298,51.4,48.6
E00002299,51.2,48.8
E00002300,51.2,48.8
E00002301,51.3,48.7
E00002302,45,55
E00002303,54.1,45.9
E00002304,54.4,45.6
E00002305,57.9,42.1
E00002306,45.5,54.5
E00002307,53.6,46.4
E00002308,54.2,45.8
E00002309,40.4,59.6
E00007793,45.5,54.5
E00007794,47.5,52.5
E00007795,50.2,49.8
E00007796,53,47
E00007798,53.1,46.9
E00007799,50.4,49.6
E00007800,47.8,52.2
E00007801,55.7,44.3
E00007802,49.3,50.7
E00007803,50.6,49.4
E00007804,47.2,52.8
E00007805,48.4,51.6
E00007806,49.8,50.2
E00007807,49.1,50.9
E00007808,49.8,50.2
E00007809,52.7,47.3
E00007810,50.5,49.5
E00007811,55.3,44.7
E00007812,46.5,53.5
E00007813,55.3,44.7
E00007814,51.7,48.3
E00007815,48.8,51.2
E00007816,53,47
E00007817,50.4,49.6
E00007818,57.1,42.9
E00007819,53.9,46.1
E00007820,46,54
E00007821,49.9,50.1
E00007822,57.4,42.6
E00007823,52.3,47.7
E00007824,54.2,45.8
E00007825,50.9,49.1
E00007826,53.5,46.5
E00007827,52.1,47.9
E00007828,53.8,46.2
E00007829,49.1,50.9
E00007830,49.2,50.8
E00007831,49,51
E00007832,52.2,47.8
E00007833,49.4,50.6
E00007834,52.4,47.6
E00007835,51.4,48.6
E00007836,53.5,46.5
E00007837,51.4,48.6
E00007838,56.2,43.8
E00008101,51.1,48.9
E00008102,53,47
E00008123,51.8,48.2
E00008128,53.2,46.8
E00008316,58.1,41.9
E00008318,51.5,48.5
E00008319,47.1,52.9
E00008320,56.4,43.6
E00008321,53.4,46.6
E00008322,58,42
E00008323,49.3,50.7
E00008324,54,46
E00008325,52.1,47.9
E00008326,49.9,50.1
E00008327,52.2,47.8
E00008328,55.2,44.8
E00008329,53.4,46.6
E00008330,53.2,46.8
E00008331,50.7,49.3
E00008332,44.2,55.8
E00008333,50.2,49.8
E00008334,51.3,48.7
E00008335,50.6,49.4
E00008336,52.9,47.1
E00008337,49.6,50.4
E00008338,48.6,51.4
E00008339,52.2,47.8
E00008341,50.2,49.8
E00008342,52.1,47.9
E00008343,47.5,52.5
E00008344,51.2,48.8
E00008345,49.6,50.4
E00008346,45.2,54.8
E00008347,50.3,49.7
E00008348,49,51
E00008350,48.6,51.4
E00008352,52.8,47.2
E00008353,50.1,49.9
E00008354,52.3,47.7
E00008355,59.2,40.8
E00008356,52.7,47.3
