areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00032565,56.3,43.7
E00032732,10.4,89.6
E00032733,54.4,45.6
E00032734,35.8,64.2
E00032735,31.6,68.4
E00032736,46.8,53.2
E00032737,24.6,75.4
E00032738,24.5,75.5
E00032739,30.3,69.7
E00032740,39.6,60.4
E00032741,50.9,49.1
E00032742,40.2,59.8
E00032743,40.2,59.8
E00032744,36,64
E00032745,48.4,51.6
E00032746,41,59
E00032747,53.8,46.3
E00032748,29.2,70.8
E00032749,31.5,68.5
E00032750,34.4,65.6
E00032751,47.5,52.5
E00032757,18.9,81.1
E00032758,52.5,47.5
E00032759,51.4,48.6
E00032760,37.7,62.3
E00032761,25.5,74.5
E00032762,38.7,61.3
E00032763,40.9,59.1
E00032764,38.9,61.1
E00032765,28.6,71.4
E00032766,24.9,75.1
E00032767,27.5,72.5
E00032768,14.1,85.9
E00032769,25.2,74.8
E00032771,25,75
E00032773,29,71
E00032912,51.3,48.7
E00032913,56.7,43.3
E00032914,43.7,56.3
E00032915,35.7,64.3
E00032916,59.3,40.7
E00032917,47.2,52.8
E00032918,41.2,58.8
E00032919,45.4,54.6
E00032920,47.5,52.5
E00032921,38.8,61.2
E00032922,35.9,64.1
E00032923,51.5,48.5
E00032924,53.6,46.4
E00032926,50,50
E00032927,29.8,70.2
E00032928,40.3,59.7
E00032929,41,59
E00032930,25.7,74.3
E00032931,41.2,58.8
E00032932,43.5,56.5
E00032933,36,64
E00032934,55.8,44.2
E00032935,62.6,37.4
E00032936,45,55
E00032937,52.8,47.2
E00032938,57,43
E00032939,40.1,59.9
E00032940,27.9,72.1
E00032941,35.1,64.9
E00032943,49.1,50.9
E00032944,51.5,48.5
E00032945,47.4,52.6
E00032946,39.8,60.2
E00032947,15.9,84.1
E00032948,24.2,75.8
E00032949,33.3,66.7
E00032950,28.1,71.9
E00032951,31.5,68.5
E00032952,35.2,64.8
E00032953,22.6,77.4
E00032954,25.2,74.8
E00032955,26.6,73.4
E00032957,37.2,62.8
E00032958,46.5,53.5
E00032959,53.8,46.2
E00032960,56.5,43.5
E00034586,57.4,42.6
E00034587,60.8,39.2
E00034588,54.1,45.9
E00034589,67.7,32.3
E00034590,54.8,45.2
E00034608,45.8,54.2
E00034609,60.1,39.9
E00034610,55,45
E00034611,63.1,36.9
E00034612,59.1,40.9
E00034613,48.5,51.5
E00034614,55.7,44.3
E00034624,53,47
E00034654,35.9,64.1
E00034695,29.2,70.8
E00034696,49.6,50.4
E00034697,31.8,68.2
E00034705,41.6,58.4
E00034706,36.4,63.6
E00034709,44.5,55.5
E00034710,30.7,69.3
E00034711,37.8,62.2
E00034712,32.5,67.5
E00034713,30.7,69.3
E00034714,51.6,48.4
E00034715,54.5,45.5
E00034716,54.1,45.9
E00034717,30.7,69.3
E00034718,58.7,41.3
E00034719,40.4,59.6
E00034720,51.4,48.6
E00034919,54.5,45.5
E00034920,55.6,44.4
E00034921,40.1,59.9
E00034922,53.5,46.5
E00034923,51.7,48.3
E00034924,55.7,44.3
E00034925,63.1,36.9
E00034926,59.5,40.5
E00034927,48.3,51.7
E00034928,60.6,39.4
E00034929,60.2,39.8
E00034930,49.8,50.2
E00034931,62,38
E00034932,61,39
E00034933,49.8,50.2
E00034934,53.4,46.6
E00034935,53.1,46.9
E00034936,65.5,34.5
E00034937,54.3,45.7
E00034938,43,57
E00034939,40.2,59.8
E00034940,39,61
E00034941,46.6,53.4
E00034942,44.8,55.2
E00034944,37.7,62.3
E00034945,37.9,62.1
E00034946,50.2,49.8
E00034947,42.7,57.3
E00034949,32.4,67.6
E00034950,48.6,51.4
E00034951,58.8,41.2
E00034952,28.2,71.8
E00034953,49,51
E00034954,53.1,46.9
E00034955,29.7,70.3
E00034956,55.2,44.8
E00034957,52.9,47.1
E00034958,52.9,47.1
E00034960,47.8,52.2
E00034961,51.4,48.6
E00034962,63.8,36.2
E00034963,55.7,44.3
E00034964,37.8,62.2
E00034965,33.7,66.3
E00034970,39.9,60.1
E00034972,45.2,54.8
E00034973,45.1,54.9
E00034974,39.9,60.1
E00034975,49,51
E00034976,52.2,47.8
E00034977,40.7,59.3
E00034978,62.6,37.4
E00034979,35,65
E00034980,45.2,54.8
E00034981,34.8,65.2
E00034982,50.4,49.6
E00034983,52.9,47.1
E00034984,41.9,58.1
E00034989,37.2,62.8
E00034990,59.6,40.4
E00034992,48.3,51.7
E00034993,24.5,75.5
E00034994,22.5,77.5
E00034995,37.7,62.3
E00034996,36.8,63.2
E00034997,35,65
E00034998,27.8,72.2
E00034999,40.6,59.4
E00035000,40.3,59.7
E00035001,39.1,60.9
E00035002,55,45
E00035016,48.5,51.5
E00035017,59.8,40.2
E00035018,61,39
E00035019,31.5,68.5
E00035020,38.8,61.2
E00035021,50.8,49.2
E00035022,17.2,82.8
E00035023,30.3,69.7
E00035024,46.7,53.3
E00035025,23.2,76.8
E00035026,53.5,46.5
E00035027,34.9,65.1
E00035028,34.5,65.5
E00035029,32.6,67.4
E00035030,40.9,59.1
E00035031,25.3,74.7
E00035032,29.5,70.5
E00035036,33.6,66.4
E00035037,30.6,69.4
E00035038,37.6,62.4
E00035039,38.9,61.1
E00035040,53,47
E00035041,52.2,47.8
E00035042,28.1,71.9
E00035043,28.3,71.7
E00035044,50.6,49.4
E00062387,26.6,73.4
E00062388,27.6,72.4
E00062389,43.9,56.1
E00062390,40.3,59.7
E00062391,37.2,62.8
E00062392,26.4,73.6
E00062393,37.8,62.2
E00062394,45,55
E00062395,27.8,72.2
E00062396,20.8,79.2
E00062397,34.1,65.9
E00062398,45,55
E00062399,34.9,65.1
E00062400,35,65
E00062401,33.2,66.8
E00062402,28.6,71.4
E00062403,25.5,74.5
E00062404,31.4,68.6
E00062405,55.3,44.7
E00062406,31.2,68.8
E00062407,38.6,61.4
E00062408,40.2,59.8
E00062409,24.6,75.4
E00062422,54,46
E00062423,58.6,41.4
E00062424,68.9,31.1
E00062426,71.6,28.4
E00062428,70.6,29.4
E00062429,63.2,36.8
E00062431,61.3,38.7
E00062434,61.7,38.3
E00062435,45.5,54.5
E00062436,54.1,45.9
E00062437,46.6,53.4
E00062438,35.8,64.2
E00062439,60.1,39.9
E00062440,38.5,61.5
E00062441,25.7,74.3
E00062442,33.6,66.4
E00062443,29.2,70.8
E00062444,38,62
E00062445,39,61
E00062446,36.7,63.3
E00062447,40.5,59.5
E00062448,30.7,69.3
E00062449,26.1,73.9
E00062450,26,74
E00062451,45.7,54.3
E00062452,33.6,66.4
E00062453,55.1,44.9
E00062454,51.5,48.5
E00062455,49.5,50.5
E00062456,37.2,62.8
E00062459,42,58
E00062460,35.4,64.6
E00062461,50.5,49.5
E00062462,51.4,48.6
E00062463,40.4,59.6
E00062464,44.8,55.2
E00062465,9.7,90.3
E00062466,27.9,72.1
E00062468,38.7,61.3
E00062469,30.5,69.5
E00062470,26.6,73.4
E00062471,26.3,73.7
E00062472,24.4,75.6
E00062473,20,80
E00062474,28.1,71.9
E00062475,20.7,79.3
E00062477,21.8,78.2
E00062478,36.9,63.1
E00062479,30.4,69.6
E00062480,64,36
E00062481,55.1,44.9
E00062482,61.2,38.8
E00062483,60.6,39.4
E00062485,54.8,45.2
E00062486,56.1,43.9
E00062488,52.8,47.2
E00062489,53.4,46.6
E00062492,50.4,49.6
E00062493,34.2,65.8
E00062494,57.1,42.9
E00062495,24.5,75.5
E00062497,47.6,52.4
E00062498,49.8,50.2
E00062499,54.8,45.2
E00062500,34,66
E00062501,53,47
E00062502,56.3,43.7
E00062503,53.5,46.5
E00062504,22.8,77.2
E00062505,35.8,64.2
E00062506,33.7,66.3
E00062507,32.2,67.8
E00062508,30.9,69.1
E00062509,45.1,54.9
E00062510,36.6,63.4
E00062511,33.6,66.4
E00062513,27.5,72.5
E00062514,58.6,41.4
E00062515,62.6,37.4
E00062516,54.8,45.2
E00062517,57.4,42.6
E00062519,58.1,41.9
E00062520,64.4,35.6
E00062521,46.7,53.3
E00062522,25.9,74.1
E00062523,62.4,37.6
E00062524,54.3,45.7
E00062525,31.7,68.3
E00062527,55.6,44.4
E00062529,64.3,35.7
E00062530,58.2,41.8
E00062538,47.1,52.9
E00062539,53.1,46.9
E00062540,32.2,67.8
E00062541,50.8,49.2
E00062542,22.4,77.6
E00062543,46.9,53.1
E00062544,58.4,41.6
E00062546,26.7,73.3
E00062554,56,44
E00062555,55,45
E00062556,51.3,48.7
E00062557,51.5,48.5
E00062558,62.4,37.6
E00062559,58.8,41.2
E00062560,33.5,66.5
E00062561,46.3,53.7
E00062562,45.9,54.1
E00062563,45.3,54.7
E00062564,35.4,64.6
E00062565,34.5,65.5
E00062566,37,63
E00062567,39.7,60.3
E00062568,32.8,67.2
E00062569,36,64
E00062570,52.8,47.2
E00062571,32.6,67.4
E00062572,30.5,69.5
E00062573,31.9,68.1
E00062574,33.3,66.7
E00062575,45.5,54.5
E00062576,37.9,62.1
E00062577,45.7,54.3
E00062578,52.2,47.8
E00062579,39.5,60.5
E00062580,46.9,53.1
E00062601,58.2,41.8
E00062603,22.6,77.4
E00062604,31.9,68.1
E00062605,20.5,79.5
E00062606,47.4,52.6
E00062607,48.8,51.2
E00062608,55.2,44.8
E00062609,45.1,54.9
E00062610,51.1,48.9
E00062611,51.7,48.3
E00062612,55,45
E00062613,32.6,67.4
