areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00032565,21.8,37.9,7.5,30.7,2
E00032732,37.5,52.8,5.6,4.2,0
E00032733,15.8,47.5,5.4,30,1.3
E00032734,34.9,40.3,2.5,20.6,1.7
E00032735,30.4,39.3,2.7,24.9,2.7
E00032736,28.7,42.2,7.2,21.9,0
E00032737,37.2,45.2,2.5,15.1,0
E00032738,30.8,48.8,3.8,15,1.7
E00032739,36.5,44.2,1.9,15.4,1.9
E00032740,32.9,41.8,5.8,15.6,4
E00032741,10.9,48.4,6.3,34.4,0
E00032742,14.9,43.1,6,34,2
E00032743,17.4,50,4,25,3.6
E00032744,20.9,41.9,7.6,26.7,2.9
E00032745,16.2,45.5,4.7,33.2,0.4
E00032746,14.3,37.3,6.5,40,2
E00032747,18.3,48.3,5.4,25,2.9
E00032748,31.5,47.2,4.1,17.2,0
E00032749,34.3,38.5,5,20.1,2.1
E00032750,36.9,43.6,4.6,12.4,2.5
E00032751,26.4,41.8,3.6,25.9,2.3
E00032757,34.7,40.1,6.3,17.6,1.4
E00032758,21.3,44.5,5.1,27.2,2
E00032759,10.6,51.1,4.9,31.3,2.1
E00032760,21.7,38.9,5.9,29.9,3.6
E00032761,35.3,35.9,3.8,21.2,3.8
E00032762,41.3,29.4,3.8,23.4,2.1
E00032763,13.5,41.3,8.7,34.6,1.9
E00032764,9.7,46.9,4,38.9,0.6
E00032765,18,48.1,5.3,25.9,2.6
E00032766,25.6,42.4,5.2,26.2,0.6
E00032767,33.6,40.2,5,17,4.1
E00032768,42,36.7,3,18.3,0
E00032769,34.4,35.9,4.8,21.5,3.3
E00032771,26.6,46.1,0,27.3,0
E00032773,22.5,47.4,4.2,23,2.8
E00032912,17.7,40.8,5.2,33.8,2.5
E00032913,6.7,42.1,3.9,45.2,2
E00032914,27.3,38.4,9.7,23.1,1.4
E00032915,22.6,49.8,3.8,19.7,4.2
E00032916,12.3,43,6.3,36.7,1.7
E00032917,19.7,41,6.4,30.3,2.6
E00032918,23.1,47.9,6.8,19.7,2.6
E00032919,22.3,42.7,6.8,24.1,4.1
E00032920,23.7,37.5,5.5,30,3.2
E00032921,20,41.5,7.5,29.5,1.5
E00032922,22.2,47.5,7.4,21.4,1.6
E00032923,15.8,45.2,7.5,29.8,1.8
E00032924,16,38.7,6.7,36.1,2.5
E00032926,16.4,47.5,6.1,26.8,3.2
E00032927,22.9,41,3.7,29.8,2.7
E00032928,29.5,45.3,4.7,17.5,3
E00032929,31.6,41,4.1,20.5,2.9
E00032930,35.3,49.6,2.6,10.8,1.7
E00032931,30,43.3,5.1,19.4,2.3
E00032932,32.1,46.9,5.3,13.4,2.4
E00032933,31,37.4,5.9,21.7,3.9
E00032934,22,39.3,8.4,28.5,1.9
E00032935,15.3,34.7,9.5,36.5,4.1
E00032936,15.7,35.7,6.2,39,3.3
E00032937,25.7,40.8,5.5,26.6,1.4
E00032938,16.3,39.6,8.4,29.2,6.4
E00032939,14,51.6,2.8,30,1.6
E00032940,19.9,47.7,3.2,29.2,0
E00032941,31.9,47.2,4,14.9,2
E00032943,28.2,39,8,20.2,4.7
E00032944,28.1,40.3,8.4,20,3.3
E00032945,12.1,48.8,6,30.6,2.4
E00032946,16.7,46.1,7.3,29,0.8
E00032947,42.4,37.9,4.5,12.9,2.3
E00032948,27,43.8,5.1,23.6,0.6
E00032949,26.6,44.9,7,19.6,1.9
E00032950,30.1,42.6,4.4,19.1,3.7
E00032951,24.6,44.8,6.6,24,0
E00032952,31.3,46.2,4.8,14.5,3.2
E00032953,19.6,55.9,3.9,19,1.7
E00032954,33.8,44.4,3.4,17.1,1.3
E00032955,28.6,46.5,6.9,16.6,1.4
E00032957,28.6,48,4.6,18.9,0
E00032958,21.4,46.3,3.9,24.5,3.9
E00032959,26.1,40.8,5.5,25.6,2.1
E00032960,19.9,46.4,4.3,25.6,3.8
E00034586,13.5,35.4,5.5,43.7,1.8
E00034587,10.2,35.5,7.2,44.9,2.3
E00034588,13.1,43.7,5.4,34.2,3.6
E00034589,9.7,30.3,4,54.2,1.8
E00034590,7.9,48.8,4.3,36.2,2.8
E00034608,14.2,37.7,7.1,38.9,2.1
E00034609,20.3,36.9,8.5,32.2,2.1
E00034610,11.1,46.7,5.6,34,2.6
E00034611,10.2,43.5,6.8,38.5,0.9
E00034612,9,43.4,4.9,40.2,2.5
E00034613,20.4,31.6,5.8,40.8,1.5
E00034614,16.2,41.4,6.7,33.8,1.9
E00034624,18.2,39.1,7.1,31.6,4
E00034654,29.7,45.5,3.4,18.6,2.8
E00034695,29.7,47.2,5.1,14.4,3.7
E00034696,29.1,48.4,2.9,17.2,2.5
E00034697,20.6,39.7,6,33.7,0
E00034705,23,42.2,8.7,23.5,2.6
E00034706,22.4,50,5.1,20.6,1.9
E00034709,17.8,46.6,9.3,22.3,4
E00034710,26,43,6.5,23.5,1
E00034711,19.5,48.8,5.5,24.4,1.7
E00034712,28.2,52.7,0,16.7,2.4
E00034713,29.1,39,7,23,1.9
E00034714,20.6,46.3,9.6,19.3,4.1
E00034715,23.8,40.1,6.6,26.9,2.6
E00034716,26.8,43,9.4,19.6,1.1
E00034717,25.3,44.5,4.1,23.6,2.4
E00034718,27.8,40.8,9,19.7,2.7
E00034719,18,50.2,8.6,22.7,0.4
E00034720,22.5,48,6.6,20.9,2
E00034919,11.6,39.8,5.6,39.4,3.6
E00034920,14.6,40.8,8.5,34.2,1.9
E00034921,18.1,39.7,5,34.7,2.5
E00034922,10.7,37.7,3.7,44.2,3.7
E00034923,22.1,37.9,4.7,32.5,2.7
E00034924,15,41.6,3.1,38.1,2.2
