areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00000622,47.9,52.1
E00000624,36.1,63.9
E00000626,38.6,61.4
E00000628,38.7,61.3
E00000629,39.9,60.1
E00000630,38.6,61.4
E00000631,52.2,47.8
E00000632,57.9,42.1
E00000633,55,45
E00000634,56.8,43.2
E00000635,45.1,54.9
E00000637,48.6,51.4
E00000638,52.2,47.8
E00000640,55.2,44.8
E00000641,63.2,36.8
E00000642,57,43
E00000644,50.9,49.1
E00000645,55.1,44.9
E00000647,56.7,43.3
E00000648,52.3,47.7
E00000650,48.8,51.2
E00000651,51.7,48.3
E00000653,53.4,46.6
E00000654,54.6,45.4
E00000655,41.7,58.3
E00000656,46.7,53.3
E00000657,55.8,44.2
E00000659,46.5,53.5
E00000660,54.7,45.3
E00000661,44.8,55.2
E00000662,57.4,42.6
E00000667,53.5,46.5
E00000687,43,57
E00000688,40.9,59.1
E00000689,47.5,52.5
E00000690,60.9,39.1
E00000691,34.4,65.6
E00000692,57.7,42.3
E00000693,34.2,65.8
E00000694,38.5,61.5
E00000695,50.3,49.7
E00000697,54.5,45.5
E00000698,45.8,54.2
E00000699,49.6,50.4
E00000700,56.4,43.6
E00000701,50.4,49.6
E00000702,39.1,60.9
E00000703,56.8,43.2
E00000704,44.3,55.7
E00000705,62.4,37.6
E00000706,44.6,55.4
E00000707,49.5,50.5
E00000708,52.5,47.5
E00000709,46.3,53.7
E00000710,33,67
E00000711,46.6,53.4
E00000712,40.2,59.8
E00000713,57.3,42.7
E00000714,42.4,57.6
E00000716,52.1,47.9
E00000717,50,50
E00000720,56.6,43.4
E00000723,53.3,46.7
E00000724,26.9,73.1
E00000725,48.1,51.9
E00000726,40.2,59.8
E00000727,40,60
E00000728,35,65
E00000730,38.8,61.2
E00000732,41.1,58.9
E00000737,53,47
E00000738,67.8,32.2
E00000739,48.6,51.4
E00000740,61.3,38.7
E00000742,48.3,51.7
E00000743,55.1,44.9
E00000745,63.8,36.2
E00000746,42.4,57.6
E00000747,56.5,43.5
E00000748,43.5,56.5
E00000749,48,52
E00000750,57.1,42.9
E00000751,51.7,48.3
E00000752,39.2,60.8
E00000754,55.3,44.7
E00000755,35.3,64.7
E00000756,42.6,57.4
E00000757,29.9,70.1
E00000758,33.6,66.4
E00000761,22.2,77.8
E00000763,46.9,53.1
E00000767,44.4,55.6
E00000768,56,44
E00000870,70.7,29.3
E00000875,63.9,36.1
E00000880,60.7,39.3
E00000888,51.7,48.3
E00000890,81.1,18.9
E00000894,61.4,38.6
E00000897,66.2,33.8
E00000900,69.6,30.4
E00000904,69.4,30.6
E00000906,69.6,30.4
E00000908,55.8,44.2
E00000914,59,41
E00000966,50.7,49.3
E00000967,55.8,44.2
E00000968,55.2,44.8
E00000969,72.3,27.7
E00000970,70.7,29.3
E00000971,52,48
E00000972,66.3,33.7
E00000973,49.7,50.3
E00000974,44.1,55.9
E00000975,64.2,35.8
E00000976,56.4,43.6
E00000977,57.9,42.1
E00000978,65.1,34.9
E00000979,56,44
E00000980,43.5,56.5
E00000981,63.2,36.8
E00000982,68.9,31.1
E00000983,56.6,43.4
E00000984,62.2,37.8
E00000985,69.4,30.6
E00000986,52.9,47.1
E00000987,66.7,33.3
E00000988,72.7,27.3
E00000990,60.9,39.1
E00000991,43.5,56.5
E00000992,49.6,50.4
E00000993,75.5,24.5
E00000994,54.6,45.4
E00000995,50.4,49.6
E00000996,40.4,59.6
E00000997,55.6,44.4
E00000998,58.6,41.4
E00000999,55.7,44.3
E00001000,55,45
E00001001,58.3,41.7
E00001002,68.6,31.4
E00001003,56.3,43.7
E00001004,64.4,35.6
E00001005,51,49
E00001006,63,37
E00001007,62.5,37.5
E00001008,67.6,32.4
E00001009,36.9,63.1
E00001010,56.2,43.8
E00001011,71.5,28.5
E00001012,66.1,33.9
E00001013,54.2,45.8
E00001014,60.1,39.9
E00001015,61.5,38.5
E00001016,44.3,55.7
E00001017,59.3,40.7
E00001018,58.6,41.4
E00001019,54.4,45.6
E00001020,65.7,34.3
E00001021,36.6,63.4
E00001022,63.1,36.9
E00001023,75,25
E00001024,71.7,28.3
E00001025,76.6,23.4
E00001026,43.9,56.1
E00001027,56.8,43.2
E00001029,69.8,30.2
E00001032,65.2,34.8
E00001033,56,44
E00001034,42.2,57.8
