areacd,heating_type_3a-001,heating_type_3a-002
E00000622,1.7,98.3
E00000624,0.9,99.1
E00000626,2.8,97.2
E00000628,0.7,99.3
E00000629,0,100
E00000630,1.9,98.1
E00000631,2.5,97.5
E00000632,2.7,97.3
E00000633,2.2,97.8
E00000634,0.8,99.2
E00000635,1.7,98.3
E00000637,0,100
E00000638,2.3,97.7
E00000640,1.6,98.4
E00000641,2.5,97.5
E00000642,2.7,97.3
E00000644,0.9,99.1
E00000645,2.7,97.3
E00000647,1.4,98.6
E00000648,2.5,97.5
E00000650,0.7,99.3
E00000651,1.8,98.2
E00000653,2.1,97.9
E00000654,3.2,96.8
E00000655,4,96
E00000656,5.7,94.3
E00000657,1.4,98.6
E00000659,2.5,97.5
E00000660,0.8,99.2
E00000661,0,100
E00000662,1.8,98.2
E00000667,2.2,97.8
E00000687,1.7,98.3
E00000688,2.9,97.1
E00000689,1.6,98.4
E00000690,3.7,96.3
E00000691,2.4,97.6
E00000692,2.3,97.7
E00000693,5.1,94.9
E00000694,1,99
E00000695,2.3,97.7
E00000697,0,100
E00000698,2.2,97.8
E00000699,0,100
E00000700,4.3,95.7
E00000701,0.9,99.1
E00000702,3.8,96.2
E00000703,0,100
E00000704,3.8,96.2
E00000705,2.3,97.7
E00000706,0,100
E00000707,1.4,98.6
E00000708,0.6,99.4
E00000709,2.1,97.9
E00000710,6.6,93.4
E00000711,2.3,97.7
E00000712,2,98
E00000713,1.9,98.1
E00000714,1.6,98.4
E00000716,3.3,96.7
E00000717,2.4,97.6
E00000720,2.1,97.9
E00000723,2.2,97.8
E00000724,9.3,90.7
E00000725,0.8,99.2
E00000726,2.1,97.9
E00000727,4.3,95.7
E00000728,1.5,98.5
E00000730,0,100
E00000732,1.4,98.6
E00000737,5.7,94.3
E00000738,3,97
E00000739,3.2,96.8
E00000740,3,97
E00000742,5.7,94.3
E00000743,2.2,97.8
E00000745,7.2,92.8
E00000746,3.8,96.2
E00000747,5.5,94.5
E00000748,2.4,97.6
E00000749,3.7,96.3
E00000750,3.5,96.5
E00000751,2.4,97.6
E00000752,3.6,96.4
E00000754,2.1,97.9
E00000755,7.1,92.9
E00000756,2.3,97.7
E00000757,7.9,92.1
E00000758,10.4,89.6
