geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00002268,18.5,44.6,21,15.9
W00002269,8.7,46.4,26.8,18.1
W00002270,8.3,50,33.3,8.3
W00002271,12.8,43.6,29.1,14.5
W00002272,10.2,34.4,39.5,15.9
W00002327,30.5,45,16,8.4
W00002328,16.5,37.2,32.2,14
W00002329,16.5,39.2,29.1,15.2
W00002330,15.4,41.5,26.2,16.9
W00002331,14.3,49.5,27.5,8.8
W00002332,13.9,47.2,26.9,12
W00002333,13.7,46.6,28.8,11
W00002649,8.1,37.2,36.5,18.2
W00002650,17.5,46,24.8,11.7
W00002651,4.5,37.6,41.4,16.5
W00002652,12.9,39.5,33.1,14.5
W00002653,25,29.2,25,20.8
W00002654,3.8,26.9,37.2,32.1
W00002655,9.9,38.5,31.1,20.5
W00002684,33.1,39.5,20.2,7.3
W00002685,11.9,50,25.4,12.7
W00002686,12.2,44.7,30.1,13
W00002687,9.8,46.3,28.5,15.4
W00002688,11.7,37.5,30.5,20.3
W00002689,13.2,41.7,31.1,13.9
W00002690,36.5,37.8,12.2,13.5
W00002691,9.4,52.1,25.6,12.8
W00002695,7.6,41.4,38.6,12.4
W00002696,30.7,44.1,15.7,9.4
W00002697,12,37.3,33.8,16.9
W00002698,11.1,41.3,36.5,11.1
W00002699,24.4,52,18.9,4.7
W00002700,35.7,49.3,10.7,4.3
W00002701,14.4,48.3,24.6,12.7
W00002702,21.4,46,23.8,8.7
W00002703,20,41.4,25.5,13.1
W00003856,8.3,43.8,33.9,14
W00003857,17.9,41.8,29.9,10.4
W00003859,11.7,31.4,34.3,22.6
W00003862,17.2,40.5,29.3,12.9
W00003864,18.3,33.9,33.9,13.8
W00003865,12.3,47.4,29.8,10.5
W00004724,4.1,38.5,45.9,11.5
W00004725,20.2,44.2,26.4,9.3
W00004726,14.5,38.2,28.9,18.4
W00004728,6.2,46.9,33.8,13.1
W00004729,30.6,44.9,18.4,6.1
W00004730,18.4,39.5,31.6,10.5
W00004731,11.5,36.6,39.7,12.2
W00004732,6.1,29.5,40.2,24.2
W00004733,8.3,43.9,34.1,13.6
W00004735,10.6,36.2,41.1,12.1
W00004736,14.6,35.4,36.9,13.1
W00004737,31,43.4,22.8,2.8
W00004738,13.9,48.9,29.2,8
W00004739,12.4,44.5,29.9,13.1
W00004740,22.4,39.2,26.4,12
W00004741,10.6,34.1,45.9,9.4
W00004742,11.8,38.7,42,7.6
W00004743,28.3,44.9,20.5,6.3
W00004744,4.2,27.1,47.6,21.1
W00004745,5.4,39.5,38,17.1
W00004746,8.3,45.8,35,10.8
W00004747,8.8,53.6,29.6,8
W00004749,10,45,35,10
W00004750,23.2,40,28,8.8
W00004759,18.4,41.6,27.2,12.8
W00004760,9.8,48.2,30.4,11.6
W00004761,12.7,48.4,19.8,19
W00004762,8.1,39,36.6,16.3
W00004763,18,45,30,7
W00004764,29.3,44.7,19.5,6.5
W00004765,27.4,40.2,23.9,8.5
W00004766,15.5,42.2,34.5,7.8
W00004767,55.5,42,2.5,0
W00004768,34.8,44.4,12.6,8.1
W00004769,29.9,52.2,11.9,6
W00004770,15.4,36.5,37.8,10.3
