areacd,heating_type_3a-001,heating_type_3a-002
E00056968,2,98
E00056969,1,99
E00056970,0,100
E00056971,1,99
E00056974,0,100
E00056975,2.6,97.4
E00056976,0,100
E00056978,0.7,99.3
E00057360,0,100
E00057371,1.7,98.3
E00058234,0,100
E00058235,0,100
E00058236,0,100
E00058237,0,100
E00058238,1.8,98.2
E00058239,0,100
E00058240,0.8,99.2
E00058241,0,100
E00058242,0,100
E00058244,0,100
E00058246,0,100
E00058247,0,100
E00058248,1.9,98.1
E00058249,1.7,98.3
E00058251,0,100
E00058252,3.8,96.2
E00058266,1.9,98.1
E00058267,0,100
E00058268,1.7,98.3
E00058269,2.5,97.5
E00058270,0,100
E00058271,0.9,99.1
E00058272,0,100
E00058273,0.8,99.2
E00058274,0.8,99.2
E00058275,0.8,99.2
E00058276,1.9,98.1
E00058277,0.9,99.1
E00058278,0.9,99.1
E00058279,1.6,98.4
E00058280,1,99
E00058281,3.1,96.9
E00058282,0.9,99.1
E00058283,1.7,98.3
E00058284,0,100
E00058285,3.4,96.6
E00058286,2.1,97.9
E00058287,0,100
E00058288,0,100
E00058289,0.9,99.1
E00058290,0,100
E00058292,1.8,98.2
E00058293,0.8,99.2
E00058294,0.7,99.3
E00058295,3.4,96.6
E00058296,0,100
E00058297,1.7,98.3
E00058298,0.8,99.2
E00058299,0,100
E00058300,1.6,98.4
E00058301,0,100
E00058302,0.9,99.1
E00058303,0,100
E00058734,2.4,97.6
E00058735,0,100
E00058736,2.6,97.4
E00058738,0,100
E00058739,0,100
E00058740,0,100
E00058961,0,100
E00058962,0.7,99.3
E00058963,2.1,97.9
E00058964,0,100
E00058965,1.7,98.3
E00058966,1.4,98.6
E00058967,0.7,99.3
E00058994,0.7,99.3
E00058995,0,100
E00058996,0,100
E00058997,0,100
E00058998,0,100
E00058999,0.9,99.1
E00059000,2.6,97.4
E00059001,1.7,98.3
E00059002,0,100
E00059003,3.5,96.5
E00059004,1.7,98.3
E00059005,0,100
E00059006,1.8,98.2
E00059007,1.8,98.2
E00059037,0,100
E00059039,0,100
E00141070,0,100
E00141186,0,100
E00141187,2,98
E00141188,1.8,98.2
E00141189,0,100
E00141190,0,100
E00141191,1.4,98.6
E00141192,0.8,99.2
E00141193,2.5,97.5
E00141194,0,100
E00141196,0,100
E00141244,1,99
