areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00056968,89.7,8.6,1.7
E00056969,86.5,9.8,3.7
E00056970,89.2,9.1,1.7
E00056971,87.3,9.6,3.1
E00056974,82.4,10.7,6.9
E00056975,81.8,13,5.1
E00056976,87.7,9,3.3
E00056978,87.5,10.4,2.1
E00057360,86.4,10.8,2.7
E00057371,77.4,18.4,4.2
E00058234,95.1,4.9,0
E00058235,81.8,14.5,3.7
E00058236,87.9,8.7,3.4
E00058237,91.1,7.5,1.4
E00058238,91.7,7.2,1.1
E00058239,78.8,15.7,5.6
E00058240,89.4,9.4,1.2
E00058241,84.9,12,3.1
E00058242,81.4,16.2,2.4
E00058244,89.5,8.4,2.1
E00058246,81,14.7,4.4
E00058247,78.2,15.7,6
E00058248,84.6,12.6,2.7
E00058249,82.3,11.7,6
E00058251,88.1,9.6,2.3
E00058252,77.4,16.5,6.1
E00058266,74.5,19.8,5.7
E00058267,86.1,10.5,3.4
E00058268,88,8.2,3.8
E00058269,92.6,7.4,0
E00058270,88.9,8.1,3
E00058271,83.3,10,6.7
E00058272,92.8,5.9,1.2
E00058273,70.7,23.9,5.4
E00058274,85.1,14,1
E00058275,87.4,9.5,3.1
E00058276,84.7,11.6,3.6
E00058277,68.1,18.1,13.7
E00058278,86.8,10.8,2.4
E00058279,87.6,9.2,3.3
E00058280,85.1,10,5
E00058281,78.2,16.4,5.5
E00058282,87.5,8.8,3.7
E00058283,88.4,9.3,2.4
E00058284,89.7,8.9,1.4
E00058285,81.1,15.5,3.4
E00058286,73,18,9
E00058287,88,8.6,3.4
E00058288,88.9,8.1,3
E00058289,86.4,10,3.7
E00058290,83.9,13.2,3
E00058292,89.4,7.4,3.2
E00058293,88.1,9.3,2.6
E00058294,83.5,13.5,3
E00058295,84.8,11.7,3.6
E00058296,87.8,10.3,1.9
E00058297,85.5,12.1,2.4
E00058298,89.1,8.2,2.7
E00058299,85.8,10.2,4
E00058300,79.3,15.3,5.4
E00058301,73.9,19.5,6.6
E00058302,94.6,4.7,0.6
E00058303,85.6,10.9,3.4
E00058734,89.7,8.2,2.1
E00058735,84.2,12.8,3
E00058736,89.6,8.7,1.7
E00058738,84.2,12.6,3.2
E00058739,88.7,7.8,3.5
E00058740,88.1,10.2,1.7
E00058961,85.8,11.9,2.4
E00058962,92.1,6.6,1.4
E00058963,89.9,7.5,2.7
E00058964,89.8,8.9,1.3
E00058965,89.2,9.1,1.7
E00058966,84.4,11.3,4.3
E00058967,89.6,8.7,1.7
E00058994,89.9,8.5,1.6
E00058995,90.1,8,2
E00058996,90,9.4,0.6
E00058997,90.5,6.5,2.9
E00058998,92.1,5.9,2.1
E00058999,83.1,11.6,5.3
E00059000,74.2,19.8,6
E00059001,87,9.8,3.2
E00059002,89.4,7.9,2.7
E00059003,81.3,14.5,4.3
E00059004,86.6,9.8,3.6
E00059005,87.5,9.5,3
E00059006,90.4,9.6,0
E00059007,87.4,10.9,1.7
E00059037,82.4,13.9,3.8
E00059039,85.2,11.7,3
E00141070,91.9,7,1.1
E00141186,85.1,10.9,4
E00141187,88,9.5,2.5
E00141188,92.1,7.1,0.7
E00141189,87.6,12.4,0
E00141190,81.3,13.6,5.1
E00141191,88.8,9.5,1.7
E00141192,86.4,10.6,3
E00141193,89.5,6.6,3.9
E00141194,81.4,15.7,2.9
E00141196,93.9,5.6,0.5
E00141244,91.7,7.1,1.3
