areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00056968,95.1,4.6,0.2
E00056969,96.2,3.8,0
E00056970,94.3,4.3,1.4
E00056971,94.6,3.2,2.3
E00056974,99.3,0,0.7
E00056975,99.2,0.8,0
E00056976,99.5,0.2,0.2
E00056978,98.6,1.4,0
E00057360,95.4,4.6,0
E00057371,92.9,5.9,1.2
E00058234,97,2.4,0.6
E00058235,93.2,5.5,1.3
E00058236,96.6,2.7,0.7
E00058237,92.4,5.5,2
E00058238,94.1,5.1,0.7
E00058239,84.1,13.5,2.4
E00058240,91.6,8,0.3
E00058241,81.1,17.1,1.8
E00058242,89.5,10.5,0
E00058244,89.1,9.5,1.4
E00058246,95.1,4.5,0.4
E00058247,90.5,9,0.5
E00058248,94,5.7,0.4
E00058249,96.2,3.4,0.4
E00058251,90.9,8,1
E00058252,88.6,9.3,2.1
E00058266,96.2,3.8,0
E00058267,93.5,5.8,0.7
E00058268,94.4,5.2,0.3
E00058269,93.9,5.2,1
E00058270,93.3,6.2,0.6
E00058271,90.9,6.9,2.2
E00058272,98.4,1.6,0
E00058273,98.9,1.1,0
E00058274,93.6,5.1,1.4
E00058275,94.9,3.2,1.9
E00058276,84.9,13.4,1.7
E00058277,96.1,3.3,0.6
E00058278,82.2,15.6,2.2
E00058279,92.7,6.6,0.7
E00058280,86.2,11.9,2
E00058281,90.3,9.2,0.5
E00058282,94,5.7,0.4
E00058283,88.1,10.6,1.2
E00058284,89.6,7.9,2.5
E00058285,81.8,14,4.2
E00058286,89.9,9.6,0.6
E00058287,93.8,5.1,1
E00058288,91.2,6.6,2.1
E00058289,92.1,6.5,1.4
E00058290,85.9,12.4,1.7
E00058292,83.6,14,2.3
E00058293,82.8,13.9,3.3
E00058294,98.8,1.2,0
E00058295,98.7,1.3,0
E00058296,94.6,4.6,0.9
E00058297,91.6,7.2,1.2
E00058298,93,6.6,0.3
E00058299,86.2,11.6,2.2
E00058300,84.2,14.2,1.7
E00058301,95.6,4,0.4
E00058302,93.2,6.8,0
E00058303,87.2,11.5,1.3
E00058734,92.4,6.1,1.6
E00058735,94.8,4.8,0.4
E00058736,97.1,2.9,0
E00058738,99.3,0.7,0
E00058739,97.5,2.5,0
E00058740,96.8,3.2,0
E00058961,98.1,0.6,1.2
E00058962,98.3,1.7,0
E00058963,97.5,2.5,0
E00058964,96.3,2.9,0.8
E00058965,99.7,0,0.3
E00058966,97.8,2.2,0
E00058967,97.7,2.3,0
E00058994,100,0,0
E00058995,100,0,0
E00058996,99.4,0.6,0
E00058997,100,0,0
E00058998,98.5,1.5,0
E00058999,99.1,0.5,0.5
E00059000,99.6,0.4,0
E00059001,100,0,0
E00059002,99.1,0,0.9
E00059003,97.8,1.8,0.4
E00059004,100,0,0
E00059005,98.6,0.8,0.6
E00059006,99.2,0.4,0.4
E00059007,96.8,3.2,0
E00059037,99.6,0.4,0
E00059039,100,0,0
E00141070,99.6,0.4,0
E00141186,100,0,0
E00141187,97.9,1.7,0.4
E00141188,96.4,3.6,0
E00141189,98.1,1.9,0
E00141190,99.2,0.4,0.4
E00141191,99.7,0.3,0
E00141192,100,0,0
E00141193,100,0,0
E00141194,98.2,0.6,1.2
E00141196,99.5,0.5,0
E00141244,99.8,0.2,0
