areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00029084,94,6
E00029085,93.9,6.1
E00029086,96.5,3.5
E00029087,90.7,9.3
E00029088,96.4,3.6
E00029089,96.2,3.8
E00029091,99.3,0.7
E00029092,95.1,4.9
E00029094,95.2,4.8
E00029095,95.9,4.1
E00029096,95.8,4.2
E00029097,97,3
E00029098,98.5,1.5
E00029099,93.5,6.5
E00029100,97.3,2.7
E00029101,97.4,2.6
E00029102,99.3,0.7
E00029103,96.5,3.5
E00029104,94.5,5.5
E00029105,96.8,3.2
E00029106,96.6,3.4
E00029107,96.9,3.1
E00029109,96.6,3.4
E00029110,94.8,5.2
E00029111,96.8,3.2
E00029112,95.9,4.1
E00029113,96.8,3.2
E00029115,95.6,4.4
E00029116,96,4
E00029118,97.3,2.7
E00029121,97.2,2.8
E00029124,92.3,7.7
E00029132,97.3,2.7
E00029539,93.2,6.8
E00029540,94.1,5.9
E00029541,94.4,5.6
E00029542,95,5
E00029544,97.4,2.6
E00029545,95.9,4.1
E00029546,94.3,5.7
E00029548,95.8,4.2
E00029555,96.8,3.2
E00029558,95.9,4.1
E00029561,93.9,6.1
E00029565,93.7,6.3
E00029571,97.3,2.7
E00029573,95,5
E00029575,86.7,13.3
E00029576,93.5,6.5
E00029577,97.4,2.6
E00029578,93.7,6.3
E00029580,97,3
E00029583,96.5,3.5
E00029585,96.6,3.4
E00029586,95.5,4.5
E00029588,96.9,3.1
E00029589,96.9,3.1
E00029769,92.4,7.6
E00029770,92.2,7.8
E00029771,99,1
E00029772,96.6,3.4
E00029773,93.1,6.9
E00029774,95.5,4.5
E00029775,93.7,6.3
E00029776,95.9,4.1
E00029777,91.7,8.3
E00029778,95.2,4.8
E00029779,95.2,4.8
E00029780,98,2
E00029781,95.8,4.2
E00029782,98.6,1.4
E00029783,95.3,4.7
E00029784,96.2,3.8
E00029785,97.1,2.9
E00029786,95.8,4.2
E00029787,94.3,5.7
E00029788,94.6,5.4
E00029789,95.7,4.3
E00029790,97.5,2.5
E00029791,96.6,3.4
E00029792,94.9,5.1
E00029793,93.3,6.7
E00029794,95.5,4.5
E00029795,95.8,4.2
E00029796,96.4,3.6
E00029797,96.1,3.9
E00029798,94.3,5.7
E00029799,95.4,4.6
E00029800,97.7,2.3
E00029801,94.6,5.4
E00029802,95.2,4.8
E00029803,95.8,4.2
E00029804,95.7,4.3
E00029805,84.7,15.3
E00029806,97.6,2.4
E00029861,96.7,3.3
E00029862,91.9,8.1
E00029863,94.5,5.5
E00029864,95.6,4.4
E00029866,99,1
E00029868,93,7
E00029869,92.3,7.7
E00029870,96.1,3.9
E00029871,97,3
E00029872,96.5,3.5
E00029873,96.7,3.3
E00029874,96.1,3.9
E00029875,94.8,5.2
E00029877,98,2
E00029878,97.5,2.5
E00029879,96.1,3.9
E00029880,92.5,7.5
E00029882,96.9,3.1
E00029883,97.9,2.1
E00029884,97.1,2.9
E00029885,96.9,3.1
E00029886,96,4
E00029887,95.3,4.7
E00029888,92.3,7.7
E00029889,96.7,3.3
E00029890,94.4,5.6
E00029891,97.1,2.9
E00029892,92.3,7.7
E00029893,94.3,5.7
E00029894,91.3,8.7
E00029895,95.9,4.1
E00029896,92.3,7.7
E00029897,96.9,3.1
E00029898,97.1,2.9
E00029899,96.1,3.9
E00029900,96.4,3.6
E00029901,96.9,3.1
E00029902,95.4,4.6
E00029903,94.9,5.1
E00029904,94.5,5.5
E00029905,98.1,1.9
E00029906,93.6,6.4
E00029907,95.5,4.5
E00029908,94.2,5.8
E00029909,100,0
E00029910,95.7,4.3
E00029911,93.1,6.9
E00029912,96.4,3.6
E00029913,96.7,3.3
E00029914,96.1,3.9
E00029915,91.8,8.2
E00029916,97.7,2.3
E00029917,94.2,5.8
E00029918,95.1,4.9
E00029919,97.4,2.6
E00029920,95.1,4.9
E00029921,96.8,3.2
E00029922,96.6,3.4
E00029923,97.5,2.5
E00029924,96.9,3.1
E00029925,94.9,5.1
E00029926,92.8,7.2
E00029927,96.5,3.5
E00029928,97.4,2.6
E00029929,93,7
E00029930,92.4,7.6
E00029931,95.7,4.3
E00029932,98.1,1.9
E00029933,92.7,7.3
E00029934,96.7,3.3
E00029935,97.6,2.4
E00029936,96.4,3.6
E00029937,96.4,3.6
E00029938,98.5,1.5
E00029939,95,5
E00029940,94.8,5.2
E00029941,97.6,2.4
E00029942,93.9,6.1
E00029943,95.1,4.9
E00029944,97.9,2.1
E00029945,97,3
E00029946,97.4,2.6
E00029947,92.8,7.2
E00029948,94,6
E00030613,99.7,0.3
E00030615,94.5,5.5
E00030620,98.7,1.3
E00030621,97.9,2.1
E00030622,98.1,1.9
E00030623,96.7,3.3
E00093783,96.6,3.4
E00093784,92,8
E00093785,93.6,6.4
E00093786,93.4,6.6
E00093787,95,5
E00093788,94.9,5.1
E00093789,95.9,4.1
E00093790,96.1,3.9
E00093791,95.7,4.3
E00093792,92.6,7.4
E00093793,96,4
E00093794,96.8,3.2
E00093795,97.1,2.9
E00093796,93.8,6.2
E00093797,94.4,5.6
E00093798,97.9,2.1
E00094164,95.8,4.2
E00094168,98.5,1.5
E00094169,97,3
E00094180,95.6,4.4
E00094181,98.3,1.7
E00094182,95.2,4.8
E00094183,96.2,3.8
E00094184,99.1,0.9
E00094185,94.9,5.1
E00094186,95.5,4.5
E00094207,98.9,1.1
E00099730,98.3,1.7
E00099733,95,5
E00099734,96.1,3.9
E00099735,93.9,6.1
E00099736,98.3,1.7
E00099738,97,3
E00099740,95.7,4.3
E00099741,97.5,2.5
E00099742,95.7,4.3
E00099846,97.1,2.9
E00099847,96.4,3.6
E00099848,99.3,0.7
E00099849,98.2,1.8
E00099850,95.1,4.9
E00099852,95.5,4.5
E00099853,96.9,3.1
E00099891,97.5,2.5
E00099892,93.9,6.1
E00099893,97,3
E00099894,93.6,6.4
E00099895,97.2,2.8
E00099896,98.9,1.1
E00099897,95.9,4.1
E00099898,97.4,2.6
E00099899,92.7,7.3
E00099900,95.4,4.6
E00099901,94.6,5.4
E00099902,95.7,4.3
E00099903,94.9,5.1
E00099904,97.6,2.4
E00099905,95.4,4.6
E00099906,91.5,8.5
E00099907,94,6
E00099908,98.3,1.7
E00099909,95.1,4.9
E00099910,95.8,4.2
E00099911,97,3
E00099912,95.7,4.3
E00099913,90.8,9.2
E00099914,95.1,4.9
E00099915,93.6,6.4
E00099916,95.5,4.5
E00099917,96.2,3.8
E00099918,95.8,4.2
E00099919,95.3,4.7
E00099944,95.9,4.1
E00099945,94.9,5.1
E00099947,98.3,1.7
E00099948,95.4,4.6
E00099949,97.2,2.8
E00099950,94.5,5.5
E00099951,93.2,6.8
E00099952,97.4,2.6
E00099953,96,4
E00099954,95.3,4.7
E00099955,95,5
E00099956,97,3
E00099957,96.2,3.8
E00099968,97,3
E00100000,96.9,3.1
E00100001,98.1,1.9
E00100009,96.5,3.5
E00100010,98,2
E00100011,98.1,1.9
E00100012,96.9,3.1
E00100013,96.9,3.1
E00100015,95.1,4.9
E00100016,95.5,4.5
E00100025,97.1,2.9
