areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00029084,85.9,9.2,4.8
E00029085,73.3,16.8,9.9
E00029086,73.8,18.2,8.1
E00029087,72.1,18.9,9
E00029088,86.1,10.1,3.9
E00029089,80,15.9,4.1
E00029091,82.1,11.7,6.2
E00029092,74.3,18.1,7.6
E00029094,90.8,8,1.2
E00029095,83.1,14.6,2.2
E00029096,81,12.8,6.2
E00029097,81.3,14,4.7
E00029098,91.4,6.7,1.9
E00029099,74.8,17.4,7.8
E00029100,53.4,33.9,12.7
E00029101,84.6,10.9,4.5
E00029102,87.9,10.3,1.8
E00029103,86.1,10.6,3.2
E00029104,82.4,12.2,5.5
E00029105,84.3,11.9,3.8
E00029106,83.8,13.1,3
E00029107,76.3,16.2,7.5
E00029109,84.7,12.6,2.7
E00029110,34.4,39,26.6
E00029111,82.7,13.6,3.8
E00029112,77.4,18,4.5
E00029113,76.4,15.5,8.1
E00029115,48.1,23.8,28.1
E00029116,78.9,15.6,5.6
E00029118,86.1,10.7,3.2
E00029121,73.4,17.3,9.3
E00029124,82.2,12.1,5.7
E00029132,67.3,18.5,14.1
E00029539,86.1,11.6,2.4
E00029540,84.8,11.4,3.8
E00029541,79.1,14.9,6
E00029542,85.7,10.6,3.7
E00029544,87.7,10.1,2.2
E00029545,88.4,8.5,3.1
E00029546,81.2,14.9,3.9
E00029548,84.8,10.2,4.9
E00029555,85.9,10.6,3.5
E00029558,83.1,11.6,5.3
E00029561,82.5,13.7,3.8
E00029565,84.3,12.9,2.8
E00029571,82.6,13.4,4
E00029573,87.7,9.6,2.6
E00029575,85.4,10.4,4.2
E00029576,79,16.2,4.8
E00029577,82,13.5,4.5
E00029578,73,15.8,11.3
E00029580,89.4,7.9,2.6
E00029583,84.9,11.6,3.5
E00029585,90.2,8.5,1.2
E00029586,83.9,12,4.1
E00029588,86.5,10.1,3.5
E00029589,83.2,14,2.8
E00029769,79.7,13.7,6.6
E00029770,79.3,16.9,3.7
E00029771,89.6,7.8,2.6
E00029772,79.5,16.3,4.2
E00029773,85.2,11.1,3.7
E00029774,77.6,15.3,7.1
E00029775,78.8,15.5,5.7
E00029776,81.4,11.4,7.2
E00029777,77.3,16.5,6.1
E00029778,76.8,15.7,7.5
E00029779,82.6,12.9,4.6
E00029780,77,13.1,9.9
E00029781,87.7,10.4,1.9
E00029782,66.2,20.7,13.1
E00029783,78.8,14.3,6.9
E00029784,85.5,10.7,3.8
E00029785,86,10.8,3.2
E00029786,88.2,10.1,1.7
E00029787,84.7,10.7,4.6
E00029788,83.2,9.8,7.1
E00029789,87.1,10.4,2.5
E00029790,84.2,12,3.7
E00029791,88.2,8.7,3.1
E00029792,84.3,13.7,2
E00029793,90.9,5.8,3.4
E00029794,89.8,8,2.2
E00029795,82.7,14.2,3.1
E00029796,89.8,7.3,2.9
E00029797,82.5,13.2,4.3
E00029798,83.3,13.2,3.6
E00029799,85.7,10.7,3.6
E00029800,87.9,10.5,1.6
E00029801,86,10.4,3.6
E00029802,85.4,12.7,1.9
E00029803,90.5,7.4,2.1
E00029804,87.9,7.1,5
E00029805,85.1,9,5.9
E00029806,90.8,6.8,2.4
E00029861,66.3,26.4,7.3
E00029862,69.6,17.3,13.1
E00029863,81.8,12.7,5.5
E00029864,87.8,11.3,0.9
E00029866,77.8,17.7,4.5
E00029868,80.5,12.8,6.7
E00029869,75.5,12.6,11.9
E00029870,71.5,22.1,6.3
E00029871,86,11.3,2.7
E00029872,81,13.4,5.5
E00029873,86,10.4,3.6
E00029874,76.7,15.1,8.2
E00029875,73.4,19.5,7.1
E00029877,79.4,14.7,5.9
E00029878,88.5,9.3,2.3
E00029879,83.6,13.3,3.1
E00029880,72.8,21.8,5.4
E00029882,88.7,8,3.4
E00029883,87.2,11,1.8
E00029884,83.5,13.9,2.6
E00029885,88.9,10.5,0.7
E00029886,83.7,13.1,3.2
E00029887,60.1,25.2,14.7
E00029888,71.6,16.5,11.9
E00029889,73.8,19.1,7.2
E00029890,81.8,12.3,5.9
E00029891,77.8,16.4,5.8
E00029892,80.2,11.5,8.3
E00029893,69,20.3,10.8
E00029894,79.3,12.3,8.3
E00029895,75.9,17.9,6.2
E00029896,86.1,10.3,3.6
E00029897,76.6,16.8,6.5
E00029898,87.5,8.9,3.6
E00029899,81.7,14.8,3.5
E00029900,76,16,8
E00029901,75.9,20.1,4.1
E00029902,73.1,20.1,6.7
E00029903,72.9,16.5,10.7
E00029904,76.7,16.8,6.5
E00029905,75.8,17.7,6.5
E00029906,72.8,17.6,9.6
E00029907,77.1,14.1,8.8
E00029908,83.5,9.7,6.8
E00029909,87.5,11.1,1.4
E00029910,81.6,16.2,2.2
E00029911,77.8,16.1,6
E00029912,91.9,5.6,2.5
E00029913,90.6,7.2,2.2
E00029914,74.4,16.7,8.9
E00029915,82.2,14,3.8
E00029916,83,15.1,1.9
E00029917,74.3,14.3,11.4
E00029918,87.2,10.2,2.6
E00029919,87.5,8.2,4.3
E00029920,81.1,12.7,6.1
E00029921,79.5,14.5,5.9
E00029922,88.6,10.6,0.8
E00029923,91.8,6.4,1.8
E00029924,88.7,9.3,2
E00029925,85.2,12.9,1.9
E00029926,77.7,16.7,5.6
E00029927,81.5,15.7,2.8
E00029928,74.8,20.5,4.7
E00029929,71.6,16.7,11.6
E00029930,84,12.2,3.8
E00029931,74.9,17.9,7.2
E00029932,82.9,12.8,4.3
E00029933,75.3,19.5,5.3
E00029934,86.6,10.4,3
E00029935,77.8,16.1,6
E00029936,78.5,14.9,6.6
E00029937,91.9,6,2
E00029938,90.5,8,1.5
E00029939,90.8,7.3,1.9
E00029940,85.5,11.3,3.2
E00029941,79,15.2,5.9
E00029942,84.9,11.5,3.6
E00029943,73.2,13.2,13.6
E00029944,86.7,7.9,5.4
E00029945,80.2,15.7,4.1
E00029946,55,30.6,14.4
E00029947,79.6,16,4.4
E00029948,77.8,13.8,8.4
E00030613,84.4,13.1,2.4
E00030615,81.8,10.3,7.9
E00030620,86,10.9,3.1
E00030621,86.9,9,4.1
E00030622,81.1,17,1.9
E00030623,86.3,8.5,5.2
E00093783,83.7,12.2,4.1
E00093784,88,9.8,2.2
E00093785,87.2,10.2,2.6
E00093786,90.3,8.8,0.9
E00093787,88.8,7.6,3.7
E00093788,84.2,13.6,2.2
E00093789,82.5,13.4,4.1
E00093790,80.5,14,5.5
E00093791,81.6,14.4,4
E00093792,73.8,16.7,9.6
E00093793,84.3,11.8,3.9
E00093794,86.7,10,3.2
E00093795,83.5,11,5.5
E00093796,82.7,12.5,4.8
E00093797,78.9,16.2,4.9
E00093798,85,13.6,1.4
E00094164,82.6,16.5,0.8
E00094168,87.5,11,1.5
E00094169,73.3,17.8,8.9
E00094180,82.1,11.8,6.1
E00094181,90.1,9.6,0.3
E00094182,84.8,11.3,3.9
E00094183,87.3,8.5,4.2
E00094184,81.4,10.6,8
E00094185,83.9,11,5.1
E00094186,89.3,8.5,2.3
E00094207,85.1,10.7,4.1
E00099730,88.2,9.3,2.5
E00099733,91.6,7.7,0.7
E00099734,85.3,11.4,3.3
E00099735,78.2,16.9,4.9
E00099736,84,12.5,3.5
E00099738,79.3,14.1,6.7
E00099740,85.9,11.5,2.6
E00099741,85.9,9.6,4.5
E00099742,82.2,14.2,3.6
E00099846,67.4,18,14.5
E00099847,81.8,13.4,4.9
E00099848,90.7,6.7,2.7
E00099849,82.7,11.9,5.4
E00099850,86.3,10,3.7
E00099852,87.8,8.4,3.8
E00099853,81.3,11,7.6
E00099891,77.6,15,7.5
E00099892,70.9,17.2,11.9
E00099893,73.9,18,8.2
E00099894,74.4,16.7,8.9
E00099895,77.6,18.4,4.1
E00099896,87,10.9,2.1
E00099897,85.7,10.2,4.1
E00099898,77.1,19,3.9
E00099899,83.6,11.1,5.3
E00099900,71.3,16.4,12.3
E00099901,76.2,14.9,8.9
E00099902,76.8,15.7,7.5
E00099903,74.5,15.7,9.8
E00099904,78.7,16.5,4.7
E00099905,77.4,18.5,4.2
E00099906,83.5,11.2,5.4
E00099907,82,13.1,4.9
E00099908,87.1,9.4,3.4
E00099909,86,12.2,1.8
E00099910,82,13.8,4.2
E00099911,85.2,12.1,2.7
E00099912,85.2,11.6,3.2
E00099913,76.3,18.7,5
E00099914,84.5,11.6,4
E00099915,82.4,13.4,4.3
E00099916,82.8,12.1,5.2
E00099917,83.3,12.2,4.5
E00099918,82.6,13.6,3.8
E00099919,88.3,9.7,2
E00099944,83.3,13.7,3
E00099945,89.4,9.3,1.4
E00099947,87.6,7.6,4.8
E00099948,84.5,11.4,4.1
E00099949,77.1,18.9,4
E00099950,84,10.6,5.5
E00099951,84.5,13.8,1.7
E00099952,86.1,10.4,3.6
E00099953,81.5,14,4.5
E00099954,82.6,11.3,6.1
E00099955,86,10,4
E00099956,85.1,11.4,3.5
E00099957,79.8,12.9,7.3
E00099968,69,25.9,5.1
E00100000,91.3,6.4,2.2
E00100001,87.5,9.7,2.8
E00100009,86.1,13,0.9
E00100010,83.6,12,4.5
E00100011,82.8,13.8,3.4
E00100012,67.3,19.5,13.3
E00100013,90.3,8.1,1.6
E00100015,82,13.9,4.1
E00100016,86.5,10.5,3
E00100025,83.3,10.8,5.8
