areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00029084,7.3,40.4,38.5,13.8
E00029085,17.9,54.5,23.1,4.5
E00029086,21.9,45.8,26.5,5.8
E00029087,19.3,45.2,27.4,8.1
E00029088,18,45.5,29,7.5
E00029089,10.4,51.5,29.1,9
E00029091,14.7,35.3,38.8,11.2
E00029092,29.8,43.5,19.4,7.3
E00029094,9.5,40.5,37.9,12.1
E00029095,9.6,43.5,38.3,8.7
E00029096,10,35.8,43.3,10.8
E00029097,10.7,33.6,46.7,9
E00029098,9.4,42.7,37.6,10.3
E00029099,17.5,46.7,24.2,11.7
E00029100,48.8,36.4,14.7,0
E00029101,12.6,43.2,35.1,9
E00029102,9.8,33,42,15.2
E00029103,7.2,46.4,35.2,11.2
E00029104,17.6,52.7,23.7,6.1
E00029105,4.7,38.6,41.7,15
E00029106,9.6,34.1,35.6,20.7
E00029107,13.3,40,37.5,9.2
E00029109,21.3,40.2,29.1,9.4
E00029110,59.1,37.8,2.4,0.8
E00029111,16.5,39.6,37.2,6.7
E00029112,26.4,45.7,22.5,5.4
E00029113,24.8,42.3,27.7,5.1
E00029115,64.8,34.4,0.8,0
E00029116,18.9,47,22.7,11.4
E00029118,7.8,35.1,40.9,16.2
E00029121,26.1,41.4,23.4,9
E00029124,24.2,32.5,35,8.3
E00029132,38.4,41.3,15.2,5.1
E00029539,5.4,43.9,40.5,10.1
E00029540,8.8,29.8,45.6,15.8
E00029541,11.7,45,32.5,10.8
E00029542,10.9,29.9,43.8,15.3
E00029544,4.1,40.4,44,11.4
E00029545,9.1,40.9,43.9,6.1
E00029546,8.1,41.9,39.2,10.8
E00029548,5.6,40.2,37.4,16.8
E00029555,7.4,51.9,34.1,6.7
E00029558,11.3,33.8,42.3,12.7
E00029561,10.3,42.7,37.6,9.4
E00029565,6.1,37.1,41.7,15.2
E00029571,9.6,38.4,33.6,18.4
E00029573,6.1,32.6,42.4,18.9
E00029575,14.1,37.5,34.4,14.1
E00029576,16.4,38.5,34.4,10.7
E00029577,14.2,47.5,28.3,10
E00029578,13,46.3,31.5,9.3
E00029580,11.4,32.5,44.7,11.4
E00029583,4.7,34.6,41.1,19.6
E00029585,5,30.3,43.7,21
E00029586,8,40.7,35.4,15.9
E00029588,4.9,36.1,45.1,13.9
E00029589,8.3,33.3,43.9,14.4
E00029769,10.1,40.3,39.5,10.1
E00029770,30.7,45.2,19.3,4.8
E00029771,8.2,50.7,33.6,7.5
E00029772,14.7,43.1,28.4,13.8
E00029773,21.7,45.3,27.4,5.7
E00029774,26.5,47.9,17.9,7.7
E00029775,29.9,43.9,19.5,6.7
E00029776,19,39.9,35.4,5.7
E00029777,18,62.4,15.8,3.8
E00029778,24.8,55.8,15,4.4
E00029779,18.9,43.4,29.7,8
E00029780,31.3,39.1,18.3,11.3
E00029781,11.5,53.3,27,8.2
E00029782,41.2,32.8,17.6,8.4
E00029783,20.1,42,31.4,6.5
E00029784,8.2,44.9,36.7,10.2
E00029785,6.7,44.8,39.6,9
E00029786,0.8,39.3,47.5,12.3
E00029787,11.9,41.5,38.5,8.1
E00029788,1.4,33.8,42.4,22.3
E00029789,12.5,50,28.7,8.8
E00029790,4.8,32.4,41,21.9
E00029791,4.5,36.8,46.6,12
E00029792,9.3,43.6,37.1,10
E00029793,5.4,40.3,41.9,12.4
E00029794,4.8,38.7,38.7,17.7
E00029795,7.8,39.8,41.4,10.9
E00029796,7.7,40.2,42.7,9.4
E00029797,8.3,38.8,35.5,17.4
E00029798,10.1,42,38.7,9.2
E00029799,11.8,39.4,37,11.8
E00029800,9.7,34.7,37.1,18.5
E00029801,13.6,44.9,33.9,7.6
E00029802,8.1,41.1,43.5,7.3
E00029803,9.6,47,30.4,13
E00029804,5.3,42.1,38.6,14
E00029805,22.1,45.2,30.8,1.9
E00029806,6.8,35.6,44.9,12.7
E00029861,26.9,40,26.2,6.9
E00029862,34.5,45.7,15.5,4.3
E00029863,12.4,38.8,38,10.7
E00029864,8.2,35.1,42.5,14.2
E00029866,35.5,35.5,23,5.9
E00029868,23,53.2,22.2,1.6
E00029869,20.7,47.4,23.7,8.1
E00029870,9.4,50,29.7,10.9
E00029871,5.7,27.9,59.8,6.6
E00029872,4.2,49.6,34.5,11.8
E00029873,12.2,34.6,39.1,14.1
E00029874,17.6,47.1,26.5,8.8
E00029875,9,56,26.1,9
E00029877,17,40.4,34.8,7.8
E00029878,13.4,32.8,40.3,13.4
E00029879,6.2,30.1,39.7,24
E00029880,38.3,42.2,16.4,3.1
E00029882,9.9,36.4,41.3,12.4
E00029883,3.1,37,42.5,17.3
E00029884,13.3,57,24.4,5.2
E00029885,5.4,39.3,42,13.4
E00029886,19,47.9,26.4,6.6
E00029887,54.9,37.8,5.5,1.8
E00029888,42.9,42.9,12.2,2
E00029889,14.4,40.7,34.7,10.2
E00029890,23.8,41.3,26.2,8.7
E00029891,16,45.7,27.8,10.5
E00029892,10.6,43.1,36.6,9.8
E00029893,21.2,39.4,31.1,8.3
E00029894,14.5,46.4,28.2,10.9
E00029895,22.7,46.2,26.1,5
E00029896,7.3,42.7,41.9,8.1
E00029897,31.7,35.9,29.6,2.8
E00029898,5.1,50.4,31.6,12.8
E00029899,7.9,45.2,35.7,11.1
E00029900,24.9,35.3,29.5,10.4
E00029901,35,45,15.6,4.4
E00029902,22.3,39.7,28.9,9.1
E00029903,28.7,40.7,23.3,7.3
E00029904,6.3,45.2,33.3,15.1
E00029905,16.7,54.3,25.4,3.6
E00029906,32.7,40.7,23.9,2.7
E00029907,24.3,39.3,28.6,7.9
E00029908,9.9,53.4,35.1,1.5
E00029909,5.3,43.7,39.1,11.9
E00029910,9.4,39.9,42.8,8
E00029911,7.3,52,35,5.7
E00029912,7.7,29.2,46.2,16.9
E00029913,10.9,40.3,34.5,14.3
E00029914,23.5,43.5,23.5,9.6
E00029915,6.9,46.6,37.9,8.6
E00029916,16.7,33.3,36.3,13.7
E00029917,25,43.5,21.3,10.2
E00029918,8.5,46.9,35.4,9.2
E00029919,14.9,39,36.9,9.2
E00029920,17.2,49.2,26.2,7.4
E00029921,13.7,28.4,38.9,18.9
E00029922,4.3,40.9,41.5,13.4
E00029923,0.7,19.1,47.4,32.9
E00029924,6.4,37.2,41.7,14.7
E00029925,5.6,28.6,45.2,20.6
E00029926,16.5,41.7,32.2,9.6
E00029927,5.3,43.2,37.1,14.4
E00029928,9.6,46.1,33,11.3
E00029929,19.1,45.2,27,8.7
E00029930,9.7,45.2,34.7,10.5
E00029931,17.3,52,22,8.7
E00029932,14.4,33.9,38.1,13.6
E00029933,1.7,27.3,46.3,24.8
E00029934,6.7,42,33.6,17.6
E00029935,14.6,44.6,31.5,9.2
E00029936,8.1,40.4,38.2,13.2
E00029937,6.3,37.8,40.5,15.3
E00029938,3.9,38.6,37.8,19.7
E00029939,3.3,44.6,38.8,13.2
E00029940,9.7,42.5,35.8,11.9
E00029941,15.2,43.9,31.1,9.8
E00029942,32.7,44.4,22.9,0
E00029943,35.1,32.1,27.6,5.2
E00029944,5.1,50.4,31.6,12.8
E00029945,9,45,35.1,10.8
E00029946,20,50.5,22.1,7.4
E00029947,21.1,44.7,24.4,9.8
E00029948,21.8,50,16.9,11.3
E00030613,6.7,36.1,45.4,11.8
E00030615,8.7,36,40.7,14.5
E00030620,15.5,36.9,38.8,8.7
E00030621,8.5,37.6,40.2,13.7
E00030622,14.2,43.3,33.3,9.2
E00030623,3.4,35.6,35.6,25.4
E00093783,5,23.6,46.6,24.8
E00093784,11.7,48.3,36.1,3.9
E00093785,11.9,47.5,31.4,9.3
E00093786,3.9,39.4,47.2,9.4
E00093787,3.5,34.1,48.7,13.7
E00093788,3.4,30.8,45.3,20.5
E00093789,16.1,50.8,26.6,6.5
E00093790,6.6,32.8,39.3,21.3
E00093791,12.4,55.4,28.8,3.4
E00093792,30.4,46.4,18.1,5.1
E00093793,14.5,47.6,32.3,5.6
E00093794,7.5,36.7,40,15.8
E00093795,17.8,48.8,27.1,6.2
E00093796,7.1,34.9,44.4,13.5
E00093797,6.8,40.7,37.3,15.3
E00093798,5,36.7,26.7,31.7
E00094164,10,42.5,37.5,10
E00094168,12.4,50.4,31.4,5.8
E00094169,23.4,46.8,25.5,4.3
E00094180,15.3,41.7,34,9
E00094181,5.3,30.1,49.6,15
E00094182,7.3,37.8,42.7,12.2
E00094183,6.3,34.8,38.4,20.5
E00094184,6.1,32.7,41.8,19.4
E00094185,4.5,39,44.8,11.7
E00094186,10.4,29.6,49.6,10.4
E00094207,5.2,31.8,40.9,22.1
E00099730,9.1,40.9,40,10
E00099733,1.9,34.8,50,13.3
E00099734,11.3,38,36.6,14.1
E00099735,11.1,51.9,24.1,13
E00099736,10.2,44.5,35.9,9.4
E00099738,14.5,47,26.5,12
E00099740,5.8,40.9,35.8,17.5
E00099741,8.1,40.9,40.3,10.7
E00099742,14.9,50,25.4,9.7
E00099846,30.2,51.9,11.3,6.6
E00099847,12.3,51.6,27.9,8.2
E00099848,6.7,37,44.5,11.8
E00099849,12.5,46.9,33.6,7
E00099850,9.7,41.9,35.5,12.9
E00099852,9.2,35.8,41.7,13.3
E00099853,12.6,46.9,30.1,10.5
E00099891,24.1,42,26.4,7.5
E00099892,37,47.1,15.1,0.8
E00099893,26.4,35.5,28.2,10
E00099894,28.5,46.9,20.8,3.8
E00099895,10.3,48.6,32.7,8.4
E00099896,9.8,39.3,39.3,11.6
E00099897,11.8,48.7,31.9,7.6
E00099898,8.7,44.9,33.3,13
E00099899,16.1,56.8,18.6,8.5
E00099900,33.1,47.3,16.2,3.4
E00099901,23.7,50.9,19.3,6.1
E00099902,20.3,44.1,25.4,10.2
E00099903,23,44.3,24.6,8.2
E00099904,10.2,52,29.1,8.7
E00099905,20.5,49.1,25.9,4.5
