areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00063413,91.5,1.5,7
E00063416,82.6,3.7,13.7
E00063716,90.7,0,9.3
E00063717,80.7,2.8,16.5
E00063718,83.6,3.2,13.3
E00063719,80,1,19
E00063720,82.9,2.9,14.2
E00126160,73.4,6.2,20.4
E00126161,78.8,2.6,18.6
E00126162,74.6,6.3,19
E00126163,64.8,2.5,32.7
E00126164,93.9,0,6.1
E00126165,90.6,1.2,8.2
E00126166,88.6,0,11.4
E00126167,98.3,0,1.7
E00126168,69.2,1.9,28.9
E00126169,66.2,2.6,31.1
E00126170,78.3,4.1,17.6
E00126171,74.6,0.6,24.8
E00126172,63.3,2.7,34
E00126173,95.9,0.8,3.3
E00126174,93.5,1.2,5.2
E00126175,99.4,0.3,0.3
E00126176,94.2,1.6,4.2
E00126177,93.3,1.1,5.6
E00126178,68.9,1.1,30
E00126179,81.7,5.6,12.7
E00126180,91.5,0,8.5
E00126181,99.5,0,0.5
E00126182,98.6,0,1.4
E00126183,99.2,0,0.8
E00126184,99.1,0.9,0
E00126185,98.3,0,1.7
E00126186,99.4,0.3,0.3
E00126187,95.9,1.6,2.6
E00126188,96.7,1.1,2.2
E00126189,98.3,0.2,1.5
E00126190,95.7,2.2,2.2
E00126191,98.8,0.3,0.9
E00126192,99.4,0,0.6
E00126193,98.3,1.3,0.4
E00126194,97.6,1.4,1
E00126195,98.6,0.3,1
E00126196,99.2,0.8,0
E00126197,98.8,0,1.2
E00126198,98.1,0.5,1.3
E00126199,98.9,0,1.1
E00126200,97.7,0,2.3
E00126201,99.6,0.4,0
E00126202,96.7,0,3.3
E00126203,94.5,3.1,2.4
E00126204,95.9,1.6,2.5
E00126205,95.1,0,4.9
E00126206,94.1,0.9,5
E00126207,97,0,3
E00126208,96.3,0.4,3.4
E00126209,99.6,0,0.4
E00126210,97.9,0.4,1.7
E00126211,99.3,0,0.7
E00126212,98.1,0.3,1.6
E00126213,96,0,4
E00126214,99,0,1
E00126215,99.3,0,0.7
E00126216,92,0,8
E00126217,97.5,0,2.5
E00126218,98.8,0,1.2
E00126219,97.5,0,2.5
E00126220,96.5,1.3,2.2
E00126221,96.7,0.5,2.8
E00126222,99.4,0,0.6
E00126223,98.9,0,1.1
E00126224,100,0,0
E00126225,100,0,0
E00126226,100,0,0
E00126227,98.3,0,1.7
E00126228,98.8,0,1.2
E00126229,99.4,0,0.6
E00126230,97.5,1.7,0.8
E00126231,95.5,2.1,2.4
E00126232,99,0,1
E00126233,99.6,0,0.4
E00126234,99.4,0,0.6
E00126235,98.9,0.7,0.4
E00126236,97.5,0,2.5
E00126237,99,0,1
E00126238,99.4,0.3,0.3
E00126239,95.5,2.5,2
E00126240,98.4,0,1.6
E00126241,97.6,0.9,1.5
E00126242,74.7,2,23.2
E00126243,97.7,1.9,0.4
E00126244,93.7,0,6.3
E00126245,98.2,0.3,1.6
E00126246,93.6,0.4,6
E00126247,87.6,0.6,11.7
E00126248,98.4,0,1.6
E00126249,94.8,0.4,4.8
E00126250,98.4,0,1.6
E00126251,95.9,1,3.1
E00126252,90.2,0.9,8.9
E00126253,97.7,0,2.3
E00126254,96.7,0,3.3
E00126255,99.2,0,0.8
E00126256,95.7,0.4,3.9
E00126257,98.2,0.3,1.5
E00126258,96.8,1.4,1.8
E00126260,71.1,3.5,25.3
E00126262,87.6,2.2,10.2
E00126265,70.4,1.3,28.3
E00126266,70.6,4.9,24.5
E00126267,76.4,5.5,18
E00126268,74.3,4.2,21.6
E00126269,84.8,2.9,12.3
E00126270,83.6,5.3,11.2
E00126271,87.7,2.6,9.7
E00126272,84.8,2.4,12.8
E00126274,94.8,1.3,3.9
E00126275,96.2,1.8,2
E00126276,97,0,3
E00126277,99.4,0,0.6
E00126278,97.3,0,2.7
E00126279,96.7,0.7,2.6
E00126280,95,0.8,4.2
E00126281,90.9,2.6,6.5
E00126282,98.8,0.8,0.4
E00126283,96.7,0.8,2.4
E00126284,99.7,0,0.3
E00126285,95.1,0.6,4.3
E00126286,97,1.3,1.7
E00126287,99.6,0.4,0
E00126288,98.3,0.8,0.8
E00126289,97.5,1.1,1.4
E00126290,98.6,0,1.4
E00126291,98.1,0,1.9
E00126292,99,0,1
E00126293,99.5,0,0.5
E00126294,94.4,0.6,5
E00126295,96.3,1.3,2.3
E00126296,99.2,0,0.8
E00126297,99.4,0,0.6
E00126298,95.9,0,4.1
E00126299,95.4,0,4.6
E00126300,96.8,0.3,2.9
E00126301,94.3,0.9,4.9
E00126302,98.5,0.5,1
E00126303,95.8,0.8,3.5
E00126304,96.3,2.5,1.1
E00126305,98.8,0,1.2
E00126306,96.8,0,3.2
E00126307,97.3,0,2.7
E00126308,96.1,0,3.9
E00126309,99,0,1
E00126310,99.4,0,0.6
E00126311,100,0,0
E00126312,98.4,1.3,0.3
E00126313,99.6,0,0.4
E00126314,98.1,0.4,1.5
E00126315,98,0.3,1.7
E00126316,96.4,0,3.6
E00126317,97.6,0,2.4
E00126318,99.3,0,0.7
E00126319,99.6,0,0.4
E00126320,99.1,0.3,0.6
E00126321,96.3,0.7,3
E00126323,99,0,1
E00126324,97.8,0,2.2
E00126325,98.9,0,1.1
E00126326,98.6,1,0.3
E00126327,96.8,1.4,1.8
E00126328,99.6,0,0.4
E00126329,96.2,0.9,3
E00126330,98.2,0.4,1.5
E00126331,98.3,0.3,1.4
E00126332,96.4,1.7,1.9
E00126333,96.5,0.3,3.2
E00126334,99.2,0,0.8
E00126335,93.6,3.1,3.3
E00126336,95,1.9,3.1
E00126337,90.8,0.9,8.3
E00126338,82.7,1.2,16.2
E00126339,99,0,1
E00126340,92.3,0,7.7
E00126341,98.8,0,1.2
E00126342,95.4,0.3,4.3
E00126343,90.9,0,9.1
E00126344,80.7,0.2,19.1
E00126345,70.8,4.2,25
E00126346,83.8,1.9,14.3
E00126347,94.1,0.3,5.6
E00126348,76,1.6,22.4
E00126349,94.7,1.2,4.1
E00126350,93,1.3,5.7
E00126351,98.3,0.6,1.1
E00126352,98.3,0,1.7
E00126353,94,1.4,4.6
E00126354,92.9,0.6,6.4
E00126355,73.3,3,23.7
E00126356,58.2,5,36.8
E00126357,95.4,0.8,3.8
E00126358,95,0,5
E00126359,90.7,0,9.3
E00126360,91.9,0.7,7.4
E00126361,96,0.3,3.7
E00126362,98.2,0.3,1.5
E00126363,79.4,1.3,19.3
E00126364,91.2,0.5,8.3
E00126365,78.9,2.6,18.5
E00126366,76.4,0.4,23.2
E00126367,83.5,2.8,13.7
E00126368,71.1,2.3,26.6
E00126369,69.4,1.2,29.3
E00126370,61.8,2,36.2
E00126371,70.4,1.3,28.2
E00126372,76.8,1.5,21.7
E00126373,58.7,1.1,40.2
E00126374,99.4,0,0.6
E00126375,96.8,0,3.2
E00126376,97.5,0,2.5
E00126377,97.4,1.3,1.3
E00126378,98.6,0.2,1.1
E00126380,90.4,0,9.6
