areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00063413,26.4,2.6,71
E00063416,27.8,2.3,69.9
E00063716,47.7,2.6,49.7
E00063717,47.9,5.3,46.9
E00063718,50.7,3.4,45.9
E00063719,43.6,5.5,50.9
E00063720,52.3,3.2,44.4
E00126160,46,6.5,47.5
E00126161,51.7,4,44.2
E00126162,48.5,4.1,47.4
E00126163,48.5,10.2,41.3
E00126164,59,8.7,32.3
E00126165,49,4.5,46.5
E00126166,61.2,7,31.7
E00126167,21.1,4.6,74.2
E00126168,52.9,4,43.1
E00126169,48.7,9.9,41.4
E00126170,48.3,2.8,49
E00126171,54.7,3.1,42.2
E00126172,48.8,6.6,44.6
E00126173,9.2,4.2,86.7
E00126174,45.2,2.7,52.1
E00126175,72.9,2.1,25.1
E00126176,29.9,3,67.1
E00126177,42.2,4,53.8
E00126178,47.6,11.5,40.9
E00126179,34.4,3.6,62.1
E00126180,28.7,3.4,68
E00126181,62.8,5.2,32
E00126182,57.1,3.1,39.8
E00126183,46.2,0,53.8
E00126184,51.4,1.4,47.1
E00126185,54.1,1.7,44.2
E00126186,76.3,3.5,20.2
E00126187,49.7,4,46.3
E00126188,57.8,1.7,40.5
E00126189,61.3,1.4,37.2
E00126190,50.8,1.3,47.9
E00126191,59.9,4.5,35.6
E00126192,67.4,1.9,30.7
E00126193,52.1,3.3,44.5
E00126194,67.5,4.8,27.6
E00126195,71.3,4.8,23.9
E00126196,62.6,4.5,32.8
E00126197,55.9,2.9,41.2
E00126198,71.2,2,26.8
E00126199,55.1,1.9,42.9
E00126200,58.5,4.3,37.2
E00126201,45.8,3.1,51
E00126202,58.8,3.5,37.7
E00126203,52.4,2.4,45.2
E00126204,55.5,4.4,40.2
E00126205,50.4,6.7,42.9
E00126206,44.6,3.4,52
E00126207,18.2,2.2,79.6
E00126208,51.3,0,48.7
E00126209,63.3,1.5,35.2
E00126210,55.3,6.4,38.3
E00126211,43.3,6.5,50.2
E00126212,57.2,2.7,40.1
E00126213,58.5,5.6,35.9
E00126214,54.1,2.9,43
E00126215,62.4,3.1,34.5
E00126216,49.5,4.2,46.2
E00126217,49.3,2,48.8
E00126218,52.9,2.2,44.9
E00126219,59,3.6,37.4
E00126220,47.4,2.1,50.5
E00126221,46.1,6.3,47.6
E00126222,49.1,2.5,48.4
E00126223,61.7,0.4,37.9
E00126224,44.3,2.1,53.6
E00126225,58.3,1.6,40.1
E00126226,49.6,1.5,48.8
E00126227,56.8,2.7,40.5
E00126228,48.2,1.8,50
E00126229,27.3,0.6,72.1
E00126230,56.9,2.5,40.6
E00126231,58.2,3.7,38.1
E00126232,50,1.2,48.8
E00126233,58.7,0,41.3
E00126234,51.7,3.5,44.8
E00126235,57.6,1.3,41.2
E00126236,47.1,2.9,50
E00126237,53.1,2.6,44.3
E00126238,49.1,1.1,49.8
E00126239,62.7,1.2,36.1
E00126240,54.9,0.6,44.5
E00126241,54.2,4.4,41.4
E00126242,54.7,5.6,39.7
E00126243,56.6,1.9,41.5
E00126244,45.2,0.5,54.3
E00126245,49.1,2.1,48.8
E00126246,55.4,6.4,38.2
E00126247,55.3,3.1,41.7
E00126248,66,0.5,33.5
E00126249,51.2,1.8,47
E00126250,47.1,1.9,51
E00126251,61.8,2.1,36.1
E00126252,42.5,2.1,55.4
E00126253,64.5,3.2,32.3
E00126254,60.2,0.8,39
E00126255,57.5,2.4,40.1
E00126256,52.5,0.4,47
E00126257,53.9,0.4,45.8
E00126258,56.5,1.2,42.3
E00126260,41.4,10.2,48.5
E00126262,33.8,4.3,61.9
E00126265,42.4,6.4,51.2
E00126266,55.4,8,36.6
E00126267,46.6,7.5,45.9
E00126268,45.9,6.4,47.7
E00126269,38.8,6.5,54.8
E00126270,42.3,3.7,54
E00126271,41.6,7.1,51.3
E00126272,39,4.6,56.4
E00126274,55.2,6.2,38.7
E00126275,47.7,0.9,51.4
E00126276,66.9,1.9,31.2
E00126277,62,5.5,32.5
E00126278,57.4,5.1,37.5
E00126279,60,4.4,35.6
E00126280,64.6,3.7,31.7
E00126281,59.1,7.8,33.2
E00126282,54.9,1.8,43.4
E00126283,59.1,2.7,38.2
E00126284,58.3,2.1,39.6
E00126285,62.4,4.1,33.5
E00126286,60.1,4,35.9
E00126287,52.6,1.9,45.5
