areacd,in_full_time_education-001,in_full_time_education-002
E00063413,54.9,45.1
E00063416,18,82
E00063716,17.7,82.3
E00063717,27.5,72.5
E00063718,36.6,63.4
E00063719,31.8,68.2
E00063720,31,69
E00126160,32.5,67.5
E00126161,29.6,70.4
E00126162,24.2,75.8
E00126163,25.2,74.8
E00126164,15.2,84.8
E00126165,20.7,79.3
E00126166,18.5,81.5
E00126167,19.1,80.9
E00126168,24,76
E00126169,34.4,65.6
E00126170,31.3,68.7
E00126171,27,73
E00126172,25.8,74.2
E00126173,3.3,96.7
E00126174,20.2,79.8
E00126175,20.2,79.8
E00126176,11.6,88.4
E00126177,27.5,72.5
E00126178,25.6,74.4
E00126179,15.6,84.4
E00126180,9.8,90.2
E00126181,20.4,79.6
E00126182,8.6,91.4
E00126183,10.7,89.3
E00126184,14.2,85.8
E00126185,14.9,85.1
E00126186,17.5,82.5
E00126187,18.6,81.4
E00126188,10.5,89.5
E00126189,18.3,81.7
E00126190,14.1,85.9
E00126191,13.3,86.7
E00126192,18.4,81.6
E00126193,12.6,87.4
E00126194,20,80
E00126195,19.2,80.8
E00126196,19.3,80.7
E00126197,11.1,88.9
E00126198,18.2,81.8
E00126199,11.7,88.3
E00126200,15.5,84.5
E00126201,18.3,81.7
E00126202,24.6,75.4
E00126203,15.9,84.1
E00126204,29.3,70.7
E00126205,32.8,67.2
E00126206,22.3,77.7
E00126207,0.7,99.3
E00126208,13.5,86.5
E00126209,19.6,80.4
E00126210,15.8,84.2
E00126211,26.8,73.2
E00126212,22,78
E00126213,18.7,81.3
E00126214,16.4,83.6
E00126215,20.1,79.9
E00126216,20.4,79.6
E00126217,16.4,83.6
E00126218,16.3,83.7
E00126219,21.6,78.4
E00126220,16.2,83.8
E00126221,14.7,85.3
E00126222,14.5,85.5
E00126223,12.1,87.9
E00126224,13.4,86.6
E00126225,12.2,87.8
E00126226,16.6,83.4
E00126227,10.4,89.6
E00126228,9.8,90.2
E00126229,4.5,95.5
E00126230,15.7,84.3
E00126231,13.4,86.6
E00126232,19.2,80.8
E00126233,12.7,87.3
E00126234,16.3,83.7
E00126235,12.1,87.9
E00126236,14.6,85.4
E00126237,12.6,87.4
E00126238,15.7,84.3
E00126239,14.1,85.9
E00126240,11.8,88.2
E00126241,19.6,80.4
E00126242,29.2,70.8
E00126243,20.2,79.8
E00126244,15,85
E00126245,9.9,90.1
E00126246,16.6,83.4
E00126247,23.7,76.3
E00126248,16.9,83.1
E00126249,14.6,85.4
E00126250,15.5,84.5
E00126251,20.2,79.8
E00126252,28.1,71.9
E00126253,12.2,87.8
E00126254,16.4,83.6
E00126255,12.8,87.2
E00126256,17,83
E00126257,16.8,83.2
E00126258,14.6,85.4
E00126260,19.9,80.1
E00126262,33.4,66.6
E00126265,34.6,65.4
E00126266,34.2,65.8
E00126267,31.8,68.2
E00126268,32.8,67.2
E00126269,32.2,67.8
E00126270,31,69
E00126271,28.2,71.8
E00126272,36.7,63.3
E00126274,14.8,85.2
E00126275,17.1,82.9
E00126276,16.2,83.8
E00126277,19,81
E00126278,18.5,81.5
E00126279,24.3,75.7
E00126280,23.4,76.6
E00126281,15.2,84.8
E00126282,10.4,89.6
E00126283,19.6,80.4
E00126284,14.6,85.4
E00126285,21.2,78.8
E00126286,27.6,72.4
E00126287,17.8,82.2
E00126288,19.1,80.9
E00126289,11.7,88.3
E00126290,22.9,77.1
E00126291,24.9,75.1
E00126292,16.7,83.3
E00126293,16.6,83.4
E00126294,23.4,76.6
E00126295,22.7,77.3
E00126296,18.3,81.7
E00126297,16.1,83.9
E00126298,11.7,88.3
E00126299,17,83
E00126300,19.1,80.9
E00126301,32.8,67.2
E00126302,18.6,81.4
E00126303,9.8,90.2
E00126304,18.6,81.4
E00126305,17.8,82.2
E00126306,15.9,84.1
E00126307,18.2,81.8
E00126308,22.7,77.3
E00126309,26.2,73.8
E00126310,20.8,79.2
E00126311,21.3,78.7
E00126312,23.2,76.8
E00126313,11.4,88.6
E00126314,19,81
E00126315,14.2,85.8
E00126316,22,78
E00126317,30.4,69.6
E00126318,17,83
E00126319,16.3,83.7
E00126320,24.1,75.9
E00126321,15.8,84.2
E00126323,13.3,86.7
E00126324,20.1,79.9
E00126325,24.9,75.1
E00126326,25.8,74.2
E00126327,16.3,83.7
E00126328,18.3,81.7
E00126329,20.4,79.6
E00126330,17.6,82.4
E00126331,18.1,81.9
E00126332,21.1,78.9
E00126333,36.5,63.5
E00126334,14.2,85.8
E00126335,25.9,74.1
E00126336,15.3,84.7
E00126337,32.4,67.6
E00126338,28.6,71.4
E00126339,10.7,89.3
E00126340,17.7,82.3
E00126341,12,88
E00126342,23.8,76.2
E00126343,29.7,70.3
E00126344,21.1,78.9
E00126345,23,77
E00126346,21.6,78.4
E00126347,29.2,70.8
E00126348,23,77
E00126349,21.5,78.5
E00126350,22.7,77.3
E00126351,41.3,58.7
E00126352,21.2,78.8
E00126353,19,81
E00126354,21.9,78.1
E00126355,16.1,83.9
E00126356,27.7,72.3
E00126357,15.3,84.7
E00126358,26.6,73.4
E00126359,26.9,73.1
E00126360,14.7,85.3
E00126361,21,79
E00126362,15.7,84.3
E00126363,23.8,76.2
E00126364,20.5,79.5
E00126365,24.4,75.6
E00126366,17.4,82.6
E00126367,31,69
E00126368,23.9,76.1
E00126369,19.5,80.5
E00126370,23.5,76.5
E00126371,24.3,75.7
E00126372,20.8,79.2
E00126373,31.5,68.5
E00126374,19.8,80.2
E00126375,18.6,81.4
E00126376,24.8,75.2
E00126377,11.1,88.9
E00126378,16,84
E00126380,17.6,82.4
E00126381,18.9,81.1
E00126382,10.5,89.5
E00126383,13.9,86.1
E00126384,25.2,74.8
E00126385,39.3,60.7
E00126386,13.2,86.8
E00126387,15.2,84.8
E00126388,14.2,85.8
E00126389,29.4,70.6
E00126390,31.2,68.8
E00126391,29.5,70.5
E00126392,16.5,83.5
E00126393,16.2,83.8
E00126394,15.9,84.1
E00126395,18.1,81.9
E00126396,16.8,83.2
E00126397,24.4,75.6
E00126398,30.4,69.6
E00126399,29,71
E00126400,17,83
E00126401,11.7,88.3
E00126402,29.2,70.8
E00126403,19.5,80.5
E00126404,21.6,78.4
E00126405,17.1,82.9
E00126406,19.7,80.3
E00126407,15.9,84.1
E00126409,23.4,76.6
E00126411,19.5,80.5
E00126412,16.9,83.1
E00126413,19.2,80.8
E00126414,18.2,81.8
E00126415,16.7,83.3
E00126416,24.5,75.5
E00126417,15.3,84.7
E00126418,19,81
E00126419,19.1,80.9
E00126420,24.3,75.7
E00126421,17.7,82.3
E00126422,26.1,73.9
E00126423,26.1,73.9
E00126424,23.9,76.1
E00126425,12.9,87.1
E00126426,21.9,78.1
E00126427,18.8,81.2
E00126428,15.4,84.6
E00126429,11,89
E00126431,21.7,78.3
E00126432,29.1,70.9
E00126433,15.9,84.1
E00126434,14.2,85.8
E00126435,17,83
E00126437,21.8,78.2
E00126438,16.1,83.9
E00126439,24.9,75.1
E00126440,18.2,81.8
E00126441,18.8,81.2
E00126442,17.3,82.7
E00126443,15.8,84.2
E00126444,7.6,92.4
E00126445,16.1,83.9
E00126446,27.6,72.4
E00126447,17.5,82.5
E00126448,8.7,91.3
E00126449,22.6,77.4
E00126450,15.1,84.9
E00126451,12.1,87.9
E00126452,19.3,80.7
E00126453,18.2,81.8
E00126454,12.5,87.5
E00126455,2.4,97.6
E00126456,11.3,88.7
E00127050,6.4,93.6
E00127051,24.3,75.7
E00127053,22.5,77.5
E00127054,24,76
E00127055,19.4,80.6
E00127056,25.1,74.9
E00127058,20.6,79.4
E00127059,24.8,75.2
E00127060,15.3,84.7
E00127061,14.4,85.6
E00127062,16.5,83.5
E00127063,27.1,72.9
E00127064,28.7,71.3
E00127068,16.7,83.3
E00127069,3.2,96.8
E00127070,5.8,94.2
E00127071,17.8,82.2
E00127072,20.8,79.2
E00127073,13.3,86.7
E00127079,23.1,76.9
E00127094,30.3,69.7
E00127095,37.6,62.4
E00127096,32.4,67.6
E00127097,26.6,73.4
E00127098,35.5,64.5
E00127099,24.5,75.5
E00127100,27.5,72.5
E00127101,42.3,57.7
E00127102,25.5,74.5
E00127103,34.4,65.6
E00127104,36.4,63.6
E00127107,29.9,70.1
