areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000001,2.5,17.5,0.6,76.3,3.1
E00000003,2.3,14,0.5,83.3,0
E00000005,2.8,11.3,2.8,83,0
E00000007,3.6,10.1,0.7,84.2,1.4
E00000010,8.7,32.6,0,54.1,4.7
E00000013,1.7,10,0,88.3,0
E00000018,0,15.3,0.4,83.4,0.9
E00000019,1.7,11.7,0.3,84.3,2
E00000020,1.6,14.7,0.5,81.6,1.6
E00000021,2.7,13.5,0,83.5,0.3
E00000022,14.1,25.1,3.7,52.4,4.7
E00000023,14.4,19.3,0.6,62.4,3.3
E00000024,11.7,18.9,0.3,68.2,0.9
E00000025,1.9,17.6,1.9,77.7,0.9
E00000028,4.1,12,0,82,1.8
E00004169,7.9,25.8,2.6,59.6,4.1
E00004173,3,70.7,0.9,23.2,2.2
E00004175,22,28,3,43.1,3.9
E00004177,3.4,54.7,0.4,39,2.5
E00004179,24.4,34.7,2.3,35.5,3.1
E00004180,8.3,25,0,63.7,3
E00004181,27.7,29.5,2.8,36.1,3.9
E00004182,13,28.3,0.7,55.1,2.9
E00004183,15,34,6.5,42.5,2
E00004184,21.8,26.4,0.6,48.9,2.3
E00004190,5.2,23.9,2.6,68.3,0
E00004193,1.6,38.4,0.2,55.3,4.5
E00004195,5.2,24.2,0,65.7,4.8
E00004197,6.3,18.8,0.6,70.5,4
E00004520,17.8,29.4,3,45.2,4.6
E00004521,4.3,23.9,0,68.1,3.7
E00004522,6.8,31.9,1.4,57.6,2.4
E00004523,11.6,28.8,2.1,54.9,2.6
E00004524,1.7,19.2,0.8,76.3,2.1
E00004525,17.7,31,3.1,45.1,3.1
E00004526,16.7,30.9,2.6,45,4.8
E00004527,6.5,32.6,0,55.8,5.1
E00004528,10.6,17.9,3.4,64.8,3.4
E00004529,6.5,25.3,1.9,63.6,2.7
E00004530,12.1,29.3,0.9,54,3.7
E00004531,12.9,29.8,4,50.2,3.1
E00004532,5.3,17.3,0,75.3,2.1
E00004534,24.6,39,2.1,30.8,3.6
E00004535,5.1,23.4,0.6,66.5,4.4
E00004536,2.1,13,1.3,79.4,4.2
E00004537,14.9,20.2,0.9,62.3,1.8
E00004538,16.6,29.8,3.3,50.3,0
E00004539,17.5,33.3,2.1,41,6
E00004540,20.5,24.9,5.5,45.8,3.3
E00004541,15.7,33.7,2.9,43,4.7
E00004542,13.9,32,0,49.5,4.5
E00004543,13,30.5,0,53.2,3.2
E00004544,25.5,38.6,1.8,30,4.1
E00004545,17.5,32.5,3,43.7,3.4
E00004546,16.7,23.2,2,54.5,3.5
E00004547,14.5,26.1,0.9,57,1.5
E00004548,5.5,16.1,1.8,74.2,2.3
E00004549,22.5,31.9,4.2,36.6,4.7
E00004550,20.7,28.4,2.1,48.8,0
E00004551,6.1,15.5,1.7,74.2,2.5
E00004552,23.2,36.8,2.5,35.1,2.5
E00004553,16.3,36.6,1.6,42.7,2.8
E00004554,4.3,25.8,2.2,65.9,1.8
E00004555,18.7,34.7,2.8,40.2,3.6
E00004556,11.6,27.4,3.3,55.2,2.5
E00004557,19.7,26.8,3.1,46.5,3.9
E00004558,7.9,27.8,6.2,55.1,3.1
E00004559,4.9,44.2,1.3,43.5,6.1
E00004560,19.6,22,0.5,55.6,2.3
E00004561,9.3,25,0.7,62.1,2.9
E00004646,19.7,36.6,2.7,37.7,3.3
E00004647,12.5,31,2,54.5,0
E00004649,2.7,30.1,2.7,61.2,3.3
E00004650,14.4,27.8,2.3,51.9,3.7
E00004651,17.6,15.2,6.4,60,0.8
E00004652,17.8,27.9,4.1,47.7,2.5
E00004655,7.5,9.3,0.4,79.9,2.9
E00004658,16.9,33,2.6,45.4,2
E00004659,14.2,28.5,2.8,52.8,1.7
E00004660,14.1,27.1,6,50.3,2.5
E00004661,13,34.7,1,50.8,0.5
E00004662,20.6,32.7,2.4,38.8,5.5
E00004663,23.3,36.3,1.9,34.1,4.4
E00004664,14.8,40.5,3.9,38.1,2.7
E00004665,21.2,33.6,3.1,37.6,4.4
E00004666,4.8,59.1,0,34.1,2
E00004667,2,16.1,1.3,79.2,1.3
E00004668,21,36.2,0.7,39.9,2.2
E00004669,25.8,35.1,2.4,31.5,5.2
E00004670,16.1,40.4,2.3,39,2.3
E00004671,15.7,59,1.2,21.7,2.4
E00004672,7.7,18.3,1.2,71,1.8
E00004673,20.6,35,0.9,40.2,3.3
E00004674,23,31.1,5.3,36.8,3.8
E00004675,26.7,30.8,4.1,34.9,3.4
E00004676,4.2,23.3,0.8,69.2,2.5
E00004678,13.1,31,0,51.5,4.5
E00004679,17,29.8,5,47.5,0.7
E00004680,3.2,67.7,1,23.9,4.2
E00004723,26.4,32.9,3,33.8,3.9
E00004724,11.5,34.6,0,48.7,5.1
E00004727,26,35.5,3,35.1,0.4
E00004728,19.1,35.7,3.3,39,2.9
E00004729,21.8,42.5,4.1,29.5,2.1
E00004730,22.3,40,3.8,32.3,1.5
E00004731,16.8,37.3,2.1,41.1,2.7
E00004744,22.1,39.4,4.9,30.5,3.1
E00004751,16.9,29.2,6.2,45.1,2.6
E00004763,20.7,34.1,0,38.4,6.7
E00004765,17.9,35.3,1.6,42.9,2.2
E00008866,24.2,30.1,3,40.3,2.5
E00008871,19,26.5,3.9,49.3,1.3
E00008875,24.5,33,3.7,37,1.8
E00008877,15.5,22.6,1.7,57.7,2.5
E00008879,4.4,10.7,1.6,81.8,1.6
E00008885,12.6,22.2,0.5,61.1,3.5
E00008886,9.6,19.3,3.2,65.6,2.3
E00008889,16.2,23.9,1.2,58,0.8
E00008890,23.5,30.8,4.5,38.9,2.3
E00008891,20.4,29.1,2.9,45.1,2.5
E00008892,27,28.9,2,39.7,2.5
E00008896,26.8,29.9,3.1,35.6,4.6
E00013385,14.5,28,3.2,52.5,1.8
E00013390,6.3,15.2,1.3,74.3,2.9
E00013391,27.5,30.3,3.9,34.8,3.4
E00013392,23.3,35.9,3.3,32.5,5
E00013393,22.5,37.3,1.5,38.2,0.5
E00013395,12.6,31.6,4,47.1,4.6
E00013411,25,28.4,2.1,41.4,3.1
E00013415,23.6,35.3,3.9,33.3,3.9
E00013416,24.7,34.2,3.4,35.7,1.9
E00013417,17.3,32.7,2.2,44.1,3.7
E00013419,8.7,21.2,2.2,66.7,1.3
E00013420,12,18.5,2.8,64.5,2.2
E00013421,25.6,23.3,8.6,39,3.5
E00013422,5.9,18.6,0,69.6,5.9
E00013423,21.1,20.6,3,54.3,1
E00013424,13.7,27,0.8,56.5,2
E00013425,16.3,22.1,3,56.4,2.2
E00013426,20.8,27,2.2,47.8,2.2
E00013428,3.3,52.9,0.3,39.9,3.6
E00013429,21.7,28.3,2.8,45,2.2
E00013430,7.1,12.7,4.8,71.4,4
E00013431,3.1,14.1,1.8,76.7,4.3
E00013432,27,39.2,4.2,24.7,4.9
E00013434,3.8,13.7,1.9,78.8,1.9
E00013435,30,28.1,4.4,35.3,2.2
E00013437,32.6,27.1,3.3,37,0
E00013439,12.3,15.8,1.2,66.7,4.1
E00013441,27,31.1,3.6,33.2,5.1
E00013442,16.4,23.6,2.1,54.8,3
E00013443,18.1,31.3,2.7,43.4,4.6
E00013444,20.3,36.3,3.5,38.3,1.6
E00013445,27.4,29.7,2.3,38.9,1.7
E00013446,7.5,23.9,0.5,66.2,1.9
E00013447,15.9,31.4,3.2,46.2,3.2
E00013448,22,36.1,3.1,35.6,3.1
E00013449,24.1,30.5,0.6,40.8,4
E00013450,32.8,23.2,5.6,34.4,4
E00013452,23.7,28.8,4.2,38.6,4.7
E00013454,11.7,24.9,3.1,56.6,3.7
E00013455,8.7,26.6,0,61.5,3.2
E00013457,16.3,27.5,3.9,47.8,4.5
E00013458,10.6,30.9,3.2,53.5,1.9
E00013460,8.4,19.5,2,69.1,1
E00013461,10.7,29.1,3,53.3,3.8
E00013462,15.8,42.6,0,36.6,4.9
E00013463,22.6,34.7,4.5,30.2,8
E00013465,7.9,18.5,0,73.5,0
E00013483,17.4,32.8,2.1,43.4,4.3
E00013484,8.3,16.1,1.1,71.1,3.3
E00013485,13.2,27.5,2.4,45.3,11.5
E00013486,15.9,27.6,2.3,50.3,3.9
E00013487,11.3,22.8,1.8,60.8,3.3
E00013488,8.9,30,1.9,52.2,7
E00013489,6.2,24.4,1.7,64.3,3.4
E00013543,14.7,23.8,3,54.5,3.9
E00013544,16.3,29.2,4.5,49,1
E00013545,8.2,15,0.5,70.5,5.8
E00013546,2.6,19.8,0,74.9,2.6
E00013547,8.7,16.1,2.2,71.2,1.9
E00013548,19.2,35.7,3.4,39.2,2.4
E00013549,6,10,1,81.7,1.3
E00013550,0.7,38.4,0,55.4,5.5
E00013551,8.1,16.1,2.8,70.6,2.4
E00013552,15.1,28,1.3,52.7,2.9
E00013553,13.3,22.5,1.3,61.7,1.3
E00013554,9.2,36.7,1.3,47.4,5.4
E00013555,6.8,60.2,1.3,28.8,2.9
E00013556,9.6,24.6,2.5,63.3,0
E00013557,5.5,14.9,0,77,2.6
E00013558,11.2,32,4,50.3,2.5
E00013559,22.4,23.1,0.6,53.8,0
E00013560,9,26,1.8,60.5,2.7
E00013561,20.9,26.5,2.1,49.6,0.9
E00013562,17,26.7,3.4,51,1.9
E00013563,10.5,17.7,1.7,69.6,0.6
E00013564,11.7,23.8,2.5,61.7,0.4
E00013565,14.6,25,1.8,57,1.5
E00013566,15,28.3,2.4,52,2.4
E00013567,15.2,21.5,2.7,56.1,4.5
E00013568,12.8,30.7,3.2,51.8,1.4
E00013569,7.8,42.9,2.6,42.9,3.9
E00013570,6.6,52.8,0.5,35.4,4.7
E00013571,25.9,43.7,5.3,22.8,2.3
E00013572,6.8,12.3,0,79.1,1.7
E00013573,18.2,24.7,6.5,47.1,3.5
E00013574,22.4,31.4,1.7,42.8,1.7
E00013575,18.2,32.3,1.8,44.5,3.2
E00013576,19.2,33.5,3.9,41.4,2
E00013577,19.4,34.3,5.2,38.2,2.9
E00013578,13.1,28.1,6,51.8,1
E00013579,9.9,23.9,2.7,60.4,3.2
E00013956,12,27.5,2.1,56.7,1.7
E00013957,17.1,22.3,2.4,56.5,1.7
E00013958,7.3,20.3,1,71.4,0
E00013959,14.4,27.6,2.9,53.8,1.3
E00013960,20.9,27.1,2.9,46.6,2.5
E00013961,22.3,29.2,0.8,45.3,2.6
E00013963,7,15.9,1.5,74.2,1.5
E00013964,10.7,16.8,1.4,69.6,1.4
E00013965,6.7,16,0.7,76.6,0
E00013966,3.9,6.8,2.4,84.5,2.4
E00013967,17.8,30.4,0.5,47.6,3.7
E00013984,2.8,13.8,0,83.4,0
E00013986,6.9,14.7,3.2,72.9,2.3
E00013988,9.3,22.2,0,67.6,0.9
E00013989,20.4,39,2.6,35.1,2.8
E00013990,5.6,16.7,2.5,75.3,0
E00013991,13.2,15.9,0,70.9,0
E00013992,12.2,35.3,2.6,48.5,1.3
E00013993,7.5,12.3,2.6,75.9,1.8
E00013994,20.6,36.1,2.4,38.8,2.1
E00013995,6.2,14.5,0.4,78.1,0.8
E00023928,19.8,19.4,4.7,54.9,1.2
E00023929,13.6,18,1.8,61.4,5.1
E00023931,8.5,22.1,0.9,67.2,1.3
E00023932,9.4,17.6,0.4,67.6,5.1
E00023933,13.7,23.5,3.8,56.4,2.6
E00023934,7.4,19.9,0.9,66.7,5.1
E00023955,9.4,19.7,1.9,63.4,5.6
E00023956,13.8,30,5.5,50.2,0.5
E00023957,13.3,26.6,0.6,57.6,1.9
E00023958,22.8,34.6,3.7,35.4,3.7
E00023959,14.5,32.6,2.6,46.1,4.1
E00023960,24.9,31.1,2.6,37.8,3.6
E00024133,9.3,27.9,2.2,56.6,4
E00166756,2.3,9.9,0,84.4,3.4
E00166757,2.1,9.8,0.3,86.8,1.1
E00174659,13.2,32.6,3.5,47.6,3.1
E00174660,15.8,25,0,56.7,2.5
E00174661,6.2,63.8,2.1,23.8,4.1
E00174671,1.4,26.4,0,70,2.1
E00174674,2.2,23,0.7,69.6,4.4
E00174675,8.5,29.4,1.7,56.5,4
E00174761,1.3,18.4,1.3,77.8,1.3
E00174763,3.9,9.3,2,83.3,1.5
E00174764,15.5,18.7,2.1,60.6,3.2
E00174766,16.8,23.4,0,55.4,4.3
E00174773,4.6,16,0,75.3,4.1
E00174775,16.4,14.2,4,62.2,3.1
E00174781,12.7,29,1.8,54.8,1.8
E00174783,4.8,18.7,1,73.7,1.9
E00174784,2.4,13.9,1,79.9,2.9
E00174786,3.3,26,0,69.1,1.6
E00174805,16.8,24.6,0,54.4,4.2
