areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00000001,18.9,75.7,5.4
E00000003,14,69.8,16.3
E00000005,17.9,79.5,2.6
E00000007,21.2,48.5,30.3
E00000010,24.1,62.1,13.8
E00000013,25.8,68.2,6.1
E00000018,13.8,78.8,7.5
E00000019,12.5,56.3,31.3
E00000020,13.4,71.6,14.9
E00000021,16,66,18.1
E00000022,18.6,61.4,20
E00000023,25,51.6,23.4
E00000024,12.3,23.1,64.6
E00000025,28.7,37.4,33.9
E00000028,36.4,24.3,39.3
E00004169,18.5,49.2,32.3
E00004173,31.1,25.2,43.7
E00004175,10.4,55.6,34
E00004177,30.5,25.9,43.7
E00004179,9.9,58,32.1
E00004180,21.5,32.9,45.6
E00004181,14.1,55,30.9
E00004182,31.3,42.2,26.6
E00004183,10.2,59.1,30.7
E00004184,18.8,43.8,37.5
E00004190,17.8,46.5,35.7
E00004193,28.8,18.5,52.7
E00004195,16.9,33.9,49.2
E00004197,18.4,40.2,41.4
E00004520,14.2,45.3,40.6
E00004521,18.3,35.2,46.5
E00004522,17.2,35.2,47.7
E00004523,17.4,40.9,41.7
E00004524,26.1,38.6,35.2
E00004525,17.6,42.9,39.5
E00004526,17.9,49.6,32.6
E00004527,18.2,56.4,25.5
E00004528,13.9,48.6,37.5
E00004529,21.7,44.3,34
E00004530,22.6,35.5,41.9
E00004531,18.2,42,39.8
E00004532,12.5,53.8,33.8
E00004534,9.3,52.8,38
E00004535,28.4,44.8,26.9
E00004536,26.1,50.7,23.2
E00004537,12.8,53.2,34
E00004538,10.8,55.4,33.7
E00004539,18.4,42.7,38.8
E00004540,11.7,47.5,40.7
E00004541,10.7,45.2,44
E00004542,23.8,40.6,35.7
E00004543,21,51.6,27.4
E00004544,16.1,31.4,52.5
E00004545,17.2,42.2,40.6
E00004546,14.4,47.5,38.1
E00004547,14.9,35.5,49.6
E00004548,25.8,60.7,13.5
E00004549,10.1,52.3,37.6
E00004550,12.4,38,49.6
E00004551,20,43.8,36.2
E00004552,19.4,36.1,44.4
E00004553,8.1,54.1,37.8
E00004554,16.9,44.6,38.5
E00004555,16.8,36.4,46.9
E00004556,14.3,45.4,40.3
E00004557,7.8,48.4,43.8
E00004558,11.1,50,38.9
E00004559,24.6,29.4,46
E00004560,11.4,53.3,35.2
E00004561,21.2,47,31.8
E00004646,15.4,41.8,42.9
E00004647,28.9,30.7,40.4
E00004649,28.2,30.8,41
E00004650,15.2,48.9,35.9
E00004651,27,41.3,31.7
