areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00000001,67,19.3,2.3,1.7,9.7
E00000003,71.9,16.8,6.3,1.6,3.5
E00000005,65.2,24.1,4.5,4.5,1.8
E00000007,41.4,13.1,13.8,21.4,10.3
E00000010,54.5,27,9.6,3.9,5.1
E00000013,56,19.4,11.7,8.9,4
E00000018,67.6,20.8,4.4,4.8,2.4
E00000019,37.7,18.3,11.9,17.8,14.3
E00000020,62.5,20,6,8.5,3
E00000021,53.7,18.4,11.5,6,10.3
E00000022,58.4,26.7,8.1,5,1.8
E00000023,50.2,20.8,6.3,8.7,14
E00000024,58.7,11.4,7.6,13.9,8.4
E00000025,45.2,12,10.8,13.6,18.4
E00000028,22.7,20,10.9,15,31.4
E00004169,40.7,17.3,7.1,16.3,18.6
E00004173,52.7,11.5,4.4,5.7,25.7
E00004175,50.4,34.2,4.8,6.3,4.4
E00004177,47.3,8.8,6.3,8.8,28.9
E00004179,54.1,36.5,3.4,3.7,2.4
E00004180,46.1,21.2,6.7,7.3,18.7
E00004181,51.1,36.1,2.4,6.1,4.3
E00004182,53.1,19.7,7.5,5.4,14.3
E00004183,58.2,30,2.4,6.5,2.9
E00004184,48.8,24.9,6,8,12.4
E00004190,48.3,26.2,7.9,6,11.7
E00004193,27.4,13.2,5.5,14.7,39.2
E00004195,37.6,15.8,9,11.7,25.9
E00004197,40.6,17.3,6.9,15.3,19.8
E00004520,53.9,36.5,3.3,1.2,5
E00004521,52.9,16.5,5.3,9.2,16
E00004522,48.1,23.6,3.9,6.9,17.6
E00004523,53.9,20.1,7.1,5.1,13.8
E00004524,47.8,11.3,8.1,11.7,21.1
E00004525,51.4,23.2,6.2,5.4,13.9
E00004526,47.1,21.3,2.7,6.6,22.2
E00004527,42.9,26.5,6.1,12.9,11.6
E00004528,50,23.7,4.7,11.1,10.5
E00004529,47.6,21,8.3,9,14.1
E00004530,52.6,25.2,3.5,4.3,14.3
E00004531,56.9,25.7,4,7.5,5.9
E00004532,58.1,19.5,4.9,9.4,8.2
E00004534,63.2,32.1,2.1,1.7,0.9
E00004535,42.8,21.7,8.4,11.4,15.7
E00004536,46.4,18.5,10.1,10.5,14.5
E00004537,57.5,26.8,6.3,7.1,2.4
E00004538,65.4,23.1,4.4,2.2,4.9
E00004539,49.3,33.2,4.1,6.7,6.7
E00004540,54.9,33.2,2.8,2.8,6.3
E00004541,55.6,34.6,4.7,2.3,2.8
E00004542,49.9,23.2,4.4,9.4,13.2
E00004543,67.3,20.4,6.2,3.1,3.1
E00004544,56.3,32.6,5.4,2.2,3.6
E00004545,56.9,26.8,4.1,3.5,8.6
E00004546,50.2,19.5,7.2,5.4,17.6
E00004547,42.5,22.4,7.4,7.7,20.1
E00004548,55.1,21.6,10.6,5.5,7.2
E00004549,57,30.8,2.1,3.8,6.3
E00004550,56,26.7,4,5.1,8.2
E00004551,42.4,21.2,11.3,10.7,14.4
E00004552,58.2,29.5,3.7,3.7,4.9
E00004553,60.4,27.3,4.4,5.8,2
E00004554,41.2,19.8,8.4,11.4,19.2
E00004555,55.6,30.5,4.1,3.5,6.3
E00004556,46,33.9,4.4,7.7,8
E00004557,54.7,28.7,5.3,5.3,6
E00004558,48.2,28.3,4.9,5.7,13
E00004559,40.7,14.1,1.5,6,37.8
E00004560,53.7,27.9,4.1,6.1,8.2
E00004561,53.2,19.9,8.3,7.1,11.5
E00004646,52.4,30,5.6,6.9,5.2
E00004647,40.7,23.3,8.7,9.5,17.8
E00004649,33.9,25.9,5.3,8.5,26.5
E00004650,46.3,36.7,4.8,3.1,9.2
E00004651,31.3,34.4,9.9,13,11.5
E00004652,57.5,24.2,5.5,5.9,6.8
E00004655,32.3,14.1,5.1,16.5,32
E00004658,43,19.8,7.6,7.6,22
E00004659,40.1,22.2,9.4,16.1,12.2
E00004660,60.5,20,5.9,5.9,7.7
E00004661,52.3,28.8,5.8,6.2,7
E00004662,51.9,30.8,3.2,5.9,8.1
E00004663,53.4,37.2,2.8,2.5,4.1
E00004664,50,29,7.3,8,5.7
E00004665,60,27.8,5.6,3.7,3
E00004666,52.3,18.9,2.8,6.2,19.7
E00004667,43.9,12.8,7.4,16.2,19.6
E00004668,70.4,26.4,0.6,0.6,1.9
E00004669,53,36.1,2,2,6.8
E00004670,52.7,27.8,4.6,6.4,8.5
E00004671,52.3,24.7,2.2,3.5,17.3
E00004672,47.1,14.1,4.7,13.5,20.6
E00004673,50.4,38.2,3.7,3.7,4
E00004674,54.5,31.9,3.1,5.1,5.4
E00004675,56.4,30.2,1.2,2.3,9.9
E00004676,45.5,18.7,4.9,12.2,18.7
E00004678,45,31.3,7.6,5.9,10.2
E00004679,55.6,27.8,1.2,4.9,10.5
E00004680,40.3,4.3,3.3,5.1,47
E00004723,53.7,27.9,4,3.7,10.7
E00004724,46.7,25.8,7,10.1,10.5
E00004727,53.4,32.7,3.1,5.1,5.8
E00004728,54.7,29.7,5.7,5,5
E00004729,62.9,29.2,0.8,2.5,4.6
E00004730,63,30.4,2.2,1.1,3.3
E00004731,49.8,26.8,5.6,7.4,10.4
E00004744,57.5,28.2,5.5,4,4.8
E00004751,58.4,32.2,2.8,1.9,4.7
E00004763,50,35.2,7.1,4.3,3.3
E00004765,52.8,31.2,2.3,6.9,6.9
E00008866,48.4,34.6,7.4,6.4,3.2
E00008871,55.6,29.5,4.7,5.8,4.4
E00008875,55.5,30.7,5,4.1,4.7
E00008877,46.5,25.1,5.9,8.9,13.7
E00008879,40.9,20.3,11.6,12.5,14.6
E00008885,56.3,24.5,8.7,8.7,1.7
E00008886,47.3,18,10.2,12.7,11.8
