areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00000001,67,33
E00000003,71.6,28.4
E00000005,65.8,34.2
E00000007,40.8,59.2
E00000010,54.2,45.8
E00000013,55.8,44.2
E00000018,69,31
E00000019,37.5,62.5
E00000020,62.5,37.5
E00000021,53.9,46.1
E00000022,58.6,41.4
E00000023,50.2,49.8
E00000024,59.2,40.8
E00000025,45.2,54.8
E00000028,22.4,77.6
E00004169,40.4,59.6
E00004173,53.1,46.9
E00004175,50.4,49.6
E00004177,47.1,52.9
E00004179,54.8,45.2
E00004180,46.4,53.6
E00004181,50.8,49.2
E00004182,52.7,47.3
E00004183,57.9,42.1
E00004184,48.3,51.7
E00004190,48.9,51.1
E00004193,27.4,72.6
E00004195,37.2,62.8
E00004197,41,59
E00004520,54.4,45.6
E00004521,52.9,47.1
E00004522,48.6,51.4
E00004523,55,45
E00004524,47.8,52.2
E00004525,51,49
E00004526,47.6,52.4
E00004527,43.8,56.3
E00004528,50,50
E00004529,47.6,52.4
E00004530,52.2,47.8
E00004531,56.7,43.3
E00004532,57,43
E00004534,63.8,36.2
E00004535,43,57
E00004536,46.2,53.8
E00004537,57,43
E00004538,65.4,34.6
E00004539,49.1,50.9
E00004540,54.9,45.1
E00004541,55.6,44.4
E00004542,49.6,50.4
E00004543,66.9,33.1
E00004544,56.5,43.5
E00004545,56.9,43.1
E00004546,51.4,48.6
E00004547,42.5,57.5
E00004548,55.3,44.7
E00004549,56.3,43.8
E00004550,56,44
E00004551,42.3,57.7
E00004552,58,42
E00004553,60.6,39.4
E00004554,41.1,58.9
E00004555,55.6,44.4
E00004556,45.8,54.2
E00004557,55,45
E00004558,48.4,51.6
E00004559,40.7,59.3
E00004560,53.5,46.5
E00004561,53.2,46.8
E00004646,51.9,48.1
E00004647,40.9,59.1
E00004649,34,66
E00004650,45.9,54.1
E00004651,32,68
E00004652,57.8,42.2
E00004655,32.3,67.7
E00004658,43.1,56.9
E00004659,40.4,59.6
E00004660,60.5,39.5
E00004661,52.5,47.5
E00004662,51.9,48.1
E00004663,53.6,46.4
E00004664,50.3,49.7
E00004665,59.8,40.2
E00004666,52.3,47.7
E00004667,44.2,55.8
E00004668,71.3,28.7
E00004669,53.2,46.8
E00004670,52.9,47.1
E00004671,52.4,47.6
E00004672,46.5,53.5
E00004673,50.2,49.8
E00004674,54.7,45.3
E00004675,56.1,43.9
E00004676,46.7,53.3
E00004678,45,55
E00004679,54.2,45.8
E00004680,40.3,59.7
E00004723,53.9,46.1
E00004724,46.9,53.1
E00004727,53.6,46.4
E00004728,55,45
E00004729,63.4,36.6
E00004730,62.6,37.4
E00004731,49.7,50.3
E00004744,57.5,42.5
E00004751,58.4,41.6
E00004763,50,50
E00004765,52.5,47.5
E00008866,48.8,51.2
E00008871,56,44
E00008875,55.1,44.9
E00008877,46.2,53.8
E00008879,40.8,59.2
E00008885,56.3,43.7
E00008886,47,53
E00008889,58.5,41.5
E00008890,60.5,39.5
E00008891,50,50
E00008892,51,49
E00008896,53.1,46.9
E00013385,48.1,51.9
E00013390,43.6,56.4
E00013391,67.9,32.1
E00013392,50.4,49.6
E00013393,49.6,50.4
E00013395,47.3,52.7
E00013411,74.8,25.2
E00013415,63.2,36.8
E00013416,62.7,37.3
E00013417,53.3,46.7
E00013419,44,56
E00013420,54.5,45.5
E00013421,64,36
E00013422,37.5,62.5
E00013423,63.2,36.8
E00013424,58.9,41.1
E00013425,46.6,53.4
E00013426,66.2,33.8
E00013428,53.4,46.6
E00013429,63.2,36.8
E00013430,68.1,31.9
E00013431,44.4,55.6
E00013432,70.4,29.6
E00013434,44.5,55.5
E00013435,64.1,35.9
E00013437,56.8,43.2
E00013439,29.7,70.3
E00013441,56.1,43.9
E00013442,54.1,45.9
E00013443,53.7,46.3
E00013444,63.3,36.7
E00013445,57.3,42.7
E00013446,40,60
E00013447,55.8,44.2
E00013448,57.6,42.4
E00013449,60.5,39.5
E00013450,63.8,36.2
E00013452,59.8,40.2
E00013454,52.5,47.5
E00013455,50.2,49.8
E00013457,56.5,43.5
E00013458,65.7,34.3
E00013460,55.2,44.8
E00013461,56.8,43.2
E00013462,62.7,37.3
E00013463,60,40
E00013465,53.3,46.7
E00013483,57.4,42.6
E00013484,44.6,55.4
E00013485,53.1,46.9
E00013486,48.5,51.5
E00013487,57.4,42.6
E00013488,31.4,68.6
E00013489,42,58
E00013543,57.2,42.8
E00013544,63.4,36.6
E00013545,35.6,64.4
E00013546,49,51
E00013547,63.5,36.5
E00013548,65.7,34.3
E00013549,38.6,61.4
E00013550,45.3,54.7
E00013551,67.5,32.5
E00013552,70,30
E00013553,58.7,41.3
E00013554,38.4,61.6
E00013555,51.5,48.5
E00013556,71,29
E00013557,43.9,56.1
E00013558,54.4,45.6
E00013559,65.2,34.8
E00013560,68.2,31.8
E00013561,60.8,39.2
E00013562,58.1,41.9
E00013563,58.2,41.8
E00013564,76.5,23.5
E00013565,57.2,42.8
E00013566,54.4,45.6
E00013567,69.3,30.7
E00013568,53.5,46.5
E00013569,53.5,46.5
E00013570,59.6,40.4
E00013571,69.3,30.7
E00013572,47.7,52.3
E00013573,65.1,34.9
E00013574,59.5,40.5
E00013575,65.1,34.9
E00013576,51.2,48.8
E00013577,60,40
E00013578,63.6,36.4
E00013579,61.9,38.1
E00013956,63.3,36.7
E00013957,54.6,45.4
E00013958,73.2,26.8
E00013959,67.3,32.7
E00013960,72.6,27.4
E00013961,63,37
E00013963,46.9,53.1
E00013964,58.7,41.3
E00013965,63.8,36.2
E00013966,65.7,34.3
E00013967,60.7,39.3
E00013984,66.7,33.3
E00013986,56.1,43.9
E00013988,63.6,36.4
E00013989,59,41
E00013990,66.4,33.6
E00013991,69.7,30.3
E00013992,66.5,33.5
E00013993,65.1,34.9
E00013994,54.3,45.7
E00013995,60.7,39.3
E00023928,25.5,74.5
E00023929,36.5,63.5
E00023931,43.8,56.2
E00023932,54.3,45.7
E00023933,44.7,55.3
E00023934,38.5,61.5
E00023955,42,58
E00023956,61.4,38.6
E00023957,48.2,51.8
E00023958,55.6,44.4
E00023959,49.3,50.7
E00023960,44.6,55.4
E00024133,34,66
E00166756,33,67
E00166757,42,58
E00174659,55,45
E00174660,55.9,44.1
E00174661,53.3,46.7
E00174671,42.4,57.6
E00174674,25.4,74.6
E00174675,51.7,48.3
E00174761,49.8,50.2
E00174763,39.4,60.6
E00174764,52.6,47.4
E00174766,49.8,50.2
E00174773,34.3,65.7
E00174775,43.3,56.7
E00174781,56.3,43.7
E00174783,38.4,61.6
E00174784,29.7,70.3
E00174786,26.2,73.8
E00174805,39.8,60.2
E00174808,51.6,48.4
E00174811,52.9,47.1
E00174843,26.4,73.6
E00176234,43.4,56.6
E00176263,34.3,65.7
E00176281,53.8,46.2
E00176283,41,59
E00176329,50.4,49.6
E00183716,46.5,53.5
E00183717,49.6,50.4
E00183721,57.1,42.9
E00183732,47.8,52.2
E00183756,50.4,49.6
E00183758,47.7,52.3
E00183815,37.9,62.1
E00183839,53.8,46.2
E00183877,50.7,49.3
E00183879,52.2,47.8
E00183881,48.1,51.9
E00183907,53.7,46.3
E00183910,70.1,29.9
E00183914,63,37
E00183920,67.6,32.4
E00183927,63.7,36.3
E00183929,48.5,51.5
E00183937,42,58
E00183947,59.3,40.7
E00183969,41,59
E00183977,36.2,63.8
E00183988,59.1,40.9
E00183990,29.4,70.6
E00184012,32,68
E00184023,62.4,37.6
E00184026,50.2,49.8
E00184029,53.1,46.9
E00184048,59,41
E00184080,16.6,83.4
E00184084,45.7,54.3
E00184098,29.9,70.1
E00184105,20.1,79.9
E00190348,63.6,36.4
E00190349,55,45
E00190351,33.7,66.3
E00190352,39.6,60.4
E00190355,37.2,62.8
E00190356,31.3,68.7
E00190357,34,66
E00190405,25.3,74.7
E00190407,55.1,44.9
E00190420,22.9,77.1
E00190426,29.6,70.4
E00190429,65.4,34.6
E00190433,71.9,28.1
E00190437,67.7,32.3
E00190440,34.9,65.1
E00190441,38.4,61.6
E00190445,48,52
E00190453,45.7,54.3
E00190454,26.5,73.5
E00190459,38.8,61.2
E00190469,58.8,41.2
