areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02001682,50.8,33.3,13.2,2.7,0
E02001683,52.2,32.4,12.6,2.8,0.1
E02001684,40.8,32.1,19,7.8,0.3
E02001685,42.7,32.9,18.7,5.3,0.4
E02001686,49.1,34.6,13.7,2.6,0.1
E02001688,43.4,31.7,18.2,6.6,0.2
E02001689,36.3,33.9,21.2,8.2,0.4
E02001690,47.6,34,14.9,3.4,0.2
E02001691,45.9,33.3,15.9,4.8,0.1
E02001692,33.9,34.8,22.7,8.2,0.3
E02001693,32.2,35.4,24.7,7.3,0.3
E02001694,45.7,34.4,16.5,3.2,0.1
E02001695,49.9,32.3,14.3,3.4,0.2
E02001696,38.1,35.5,20,6.2,0.2
E02001697,54.8,30.5,11.4,3.2,0
E02001698,53.3,34.7,10.4,1.6,0.1
E02001699,40.3,34.7,17.6,7.4,0.1
E02001700,50.9,32.4,13.7,2.9,0.1
E02001701,56.3,32.6,9.9,1.2,0
E02001702,33.5,33.1,24.1,9,0.4
E02001703,48.4,34.1,14.4,3,0.1
E02001704,37.6,35.1,20.9,6.1,0.3
E02001706,45.5,32,16.8,5.5,0.2
E02001707,41.2,35.5,18,5,0.2
E02001709,61.7,29.1,7.9,1.2,0.1
E02001710,38.5,34.8,19.7,6.7,0.3
E02001711,40.9,32.8,20.3,5.9,0.1
E02001712,62.7,27.5,7.7,2.1,0.1
E02001713,59.8,29.1,8.9,2,0.2
E02001714,62.2,27.9,8.3,1.4,0.1
E02001715,41.6,33.8,18,6.3,0.3
E02001718,39.4,32.7,20.2,7.6,0.2
E02001719,54.4,32.1,11.4,2,0.1
E02001720,58.7,31.1,8.9,1.1,0.2
E02001721,44.7,34.5,16,4.6,0.2
E02001722,40.6,33.5,19.6,6.2,0.2
E02001723,42.7,33.9,16.7,6.4,0.4
E02001724,59.8,29.9,9,1.2,0.2
E02001725,48.8,30.9,14.8,5.3,0.3
E02001726,41.6,35.4,17.2,5.5,0.3
E02001727,42.5,33.9,18.5,4.7,0.3
E02001728,43.9,36,15.9,4.1,0.2
E02001729,41.3,35.6,16.9,5.8,0.3
E02001732,39.1,33.3,18.7,8.1,0.9
E02001734,36.5,36.3,19.9,7,0.3
E02001735,30.3,36.1,23.5,9.7,0.4
E02001737,26.9,36.7,25.3,10.7,0.5
E02001738,60.3,31.9,7,0.7,0
E02001739,44.4,35.9,15.2,4.4,0.1
E02001740,62.9,29.2,7.4,0.5,0
E02001741,51.8,34.1,12.6,1.6,0
E02001742,58,32.4,8.1,1.4,0.1
E02001743,59.2,28.5,10.3,1.9,0.1
E02001744,57.4,29,11.2,2.4,0.1
E02001745,47.8,34.1,14.4,3.6,0.2
E02001746,52.4,31.6,12.7,3.2,0.1
E02001747,53.7,32,12.1,2.1,0
E02001748,52.3,31.1,13.5,3,0.1
E02001749,49.5,33.9,14,2.6,0
E02001750,54.4,32.3,11.4,1.8,0
E02001751,48.9,33.3,15,2.7,0.1
E02001752,41,35.4,18.6,4.9,0.1
E02001753,56.3,29.1,11,3.3,0.3
E02001754,59.2,29.7,9.3,1.7,0.1
E02001755,55.4,30.7,11.2,2.6,0.1
E02001756,45.6,30.8,18.2,5.2,0.2
E02001757,45.5,34.7,15.8,3.7,0.2
