areacd,in_full_time_education-001,in_full_time_education-002
E02001682,17.1,82.9
E02001683,14.9,85.1
E02001684,18.8,81.2
E02001685,19.5,80.5
E02001686,14.8,85.2
E02001688,18,82
E02001689,22.6,77.4
E02001690,16.3,83.7
E02001691,21,79
E02001692,23.2,76.8
E02001693,17.4,82.6
E02001694,16.1,83.9
E02001695,16.3,83.7
E02001696,19.2,80.8
E02001697,16.3,83.7
E02001698,14.6,85.4
E02001699,16.8,83.2
E02001700,18.1,81.9
E02001701,16.3,83.7
E02001702,21.9,78.1
E02001703,16.4,83.6
E02001704,16.7,83.3
E02001706,19.6,80.4
E02001707,16.6,83.4
E02001709,19.7,80.3
E02001710,21.4,78.6
E02001711,19.2,80.8
E02001712,20.9,79.1
E02001713,20.3,79.7
E02001714,19.7,80.3
E02001715,24.9,75.1
E02001718,19,81
E02001719,18.7,81.3
E02001720,61.5,38.5
E02001721,17.4,82.6
E02001722,20.3,79.7
E02001723,24.9,75.1
E02001724,51.9,48.1
E02001725,25,75
E02001726,23,77
E02001727,16.9,83.1
E02001728,19,81
E02001729,39.3,60.7
E02001732,21.8,78.2
E02001734,24.1,75.9
E02001735,24.2,75.8
E02001737,20.7,79.3
E02001738,18.5,81.5
E02001739,14.9,85.1
E02001740,22.8,77.2
E02001741,15,85
E02001742,16.6,83.4
E02001743,18.8,81.2
E02001744,18.6,81.4
E02001745,19.2,80.8
E02001746,19.8,80.2
E02001747,14.7,85.3
E02001748,20.6,79.4
E02001749,16.7,83.3
E02001750,17.4,82.6
E02001751,17.3,82.7
E02001752,22.3,77.7
E02001753,15.1,84.9
E02001754,15.2,84.8
E02001755,17.5,82.5
E02001756,17.6,82.4
E02001757,15,85
E02001758,17.7,82.3
E02001759,12.8,87.2
E02001760,22.5,77.5
E02001761,16,84
E02001762,16,84
E02001763,17.3,82.7
E02001764,16.9,83.1
E02001765,20.5,79.5
E02001766,18.7,81.3
E02001767,16.6,83.4
E02001768,19.7,80.3
E02001769,16.5,83.5
E02001770,15,85
E02001771,19.6,80.4
E02001772,16.4,83.6
E02001773,15.6,84.4
E02001774,17.8,82.2
E02001775,21,79
E02001776,18.8,81.2
E02001777,16.1,83.9
E02001778,16,84
E02001779,17.7,82.3
E02001780,19.1,80.9
E02001781,20.3,79.7
E02001782,19.4,80.6
E02001783,22.2,77.8
E02001784,19.5,80.5
E02001785,17,83
E02001786,17.3,82.7
E02001787,19,81
E02001788,16.6,83.4
E02001789,16.8,83.2
E02001790,18.4,81.6
E02001791,13.9,86.1
E02001792,13.7,86.3
E02001793,20.4,79.6
E02001794,20,80
E02001795,17,83
E02001796,16.8,83.2
E02001797,16.5,83.5
E02001798,18.9,81.1
E02001799,20.4,79.6
E02001800,18.6,81.4
E02001801,28.1,71.9
E02001802,22,78
E02001803,32.2,67.8
E02001804,17.6,82.4
E02001805,14.3,85.7
E02001806,20.2,79.8
E02001807,20.7,79.3
E02001808,23.1,76.9
E02001809,16.7,83.3
E02001810,17,83
E02001811,19.2,80.8
E02001812,16.1,83.9
E02001813,21.7,78.3
E02001814,19,81
E02001815,16.9,83.1
E02001816,16,84
E02001817,18,82
E02001818,20.6,79.4
E02001819,14,86
E02001820,19.3,80.7
E02001821,16.6,83.4
E02001822,16.3,83.7
E02001823,18.2,81.8
E02001824,17.9,82.1
E02001825,14.4,85.6
E02001826,20,80
E02002483,20.5,79.5
E02002484,20.5,79.5
E02002485,22.4,77.6
E02002489,23.1,76.9
E02002490,19.7,80.3
E02002491,21.8,78.2
E02002492,19.2,80.8
E02002493,16.2,83.8
E02002494,22.9,77.1
E02002496,41.3,58.7
E02002497,25.8,74.2
E02002498,33.2,66.8
E02002499,26.5,73.5
E02002500,24.5,75.5
E02002501,24.6,75.4
E02002502,23.3,76.7
E02002503,25.9,74.1
E02002504,23.5,76.5
E02002505,25.9,74.1
E02002506,25.2,74.8
E02002507,19.7,80.3
E02002508,18.5,81.5
E02002509,19.8,80.2
E02002510,16.4,83.6
E02002512,17.2,82.8
E02002513,19.2,80.8
E02002514,18.7,81.3
E02002515,16.3,83.7
E02002516,20.1,79.9
E02002517,19.8,80.2
E02002518,16.8,83.2
E02002519,20.1,79.9
E02002520,16.8,83.2
E02002521,14.5,85.5
E02002523,26.5,73.5
E02002524,18.3,81.7
E02002525,16,84
E02002526,18.3,81.7
E02002527,20.6,79.4
E02002529,18,82
E02002530,15.5,84.5
E02002532,17.3,82.7
E02002533,17.6,82.4
E02002534,13.5,86.5
E02002535,16.2,83.8
E02002536,19.5,80.5
E02002537,22,78
E02002538,18.9,81.1
E02002539,18.2,81.8
E02002540,14.8,85.2
E02002541,16.4,83.6
E02002542,22,78
E02002543,23.4,76.6
E02002544,16.8,83.2
E02002545,15,85
E02002546,22.9,77.1
E02002547,16.1,83.9
E02002549,16.1,83.9
E02002550,18.3,81.7
E02002551,20.1,79.9
E02002552,23,77
E02002553,20.3,79.7
E02002554,18.8,81.2
E02002555,21,79
E02002556,18.9,81.1
E02002558,16.9,83.1
E02002559,18.7,81.3
E02002560,19.9,80.1
E02002561,15.7,84.3
E02002562,16.8,83.2
E02002563,17.1,82.9
E02002564,20,80
E02002567,21.4,78.6
E02002568,18.7,81.3
E02002569,16.3,83.7
E02002570,16.6,83.4
E02002571,20.6,79.4
E02002572,21.7,78.3
E02002573,18.3,81.7
E02003988,15.2,84.8
E02004008,14.3,85.7
E02004009,15.1,84.9
E02004010,15.9,84.1
E02004011,14.7,85.3
E02004013,14.7,85.3
E02004014,14.2,85.8
E02004017,15.4,84.6
E02004018,17.1,82.9
E02004019,13.5,86.5
E02004020,15.7,84.3
E02004023,21,79
E02004024,14.3,85.7
E02004025,15.5,84.5
E02004290,14.9,85.1
E02004291,17.1,82.9
E02004292,15.6,84.4
E02004293,18.7,81.3
E02004294,16.1,83.9
E02004295,17.6,82.4
E02004296,18.1,81.9
E02004297,16.3,83.7
E02004298,16.4,83.6
E02004299,17.4,82.6
E02004300,18,82
E02004301,21.4,78.6
E02004302,17.4,82.6
E02004303,15.8,84.2
E02004304,19.8,80.2
E02004305,20.5,79.5
E02004306,17.1,82.9
E02004307,15.9,84.1
E02004308,14.5,85.5
E02004309,20,80
E02004310,17.8,82.2
E02004311,16.3,83.7
E02004312,15.1,84.9
E02004313,35.6,64.4
E02004314,79.9,20.1
E02004315,40.1,59.9
E02004316,18.5,81.5
E02004317,17,83
E02004318,16.8,83.2
E02004319,17.6,82.4
E02004320,17.5,82.5
E02004321,17.7,82.3
E02004322,20.6,79.4
E02004323,17.3,82.7
E02004324,17.1,82.9
E02004325,21.2,78.8
E02004326,18.8,81.2
E02004327,16.4,83.6
E02004328,20.6,79.4
E02004329,16.3,83.7
E02004330,14.9,85.1
E02004331,16.6,83.4
E02004332,18.7,81.3
E02004333,15.2,84.8
