areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02001682,28.3,71.7
E02001683,27.8,72.2
E02001684,26.8,73.2
E02001685,28.1,71.9
E02001686,27.8,72.2
E02001688,27,73
E02001689,42.5,57.5
E02001690,29.3,70.7
E02001691,30.5,69.5
E02001692,33.8,66.2
E02001693,30.6,69.4
E02001694,27.8,72.2
E02001695,27.7,72.3
E02001696,30,70
E02001697,26.9,73.1
E02001698,29.9,70.1
E02001699,27.6,72.4
E02001700,27.6,72.4
E02001701,26.7,73.3
E02001702,32.9,67.1
E02001703,30.7,69.3
E02001704,30.5,69.5
E02001706,27.3,72.7
E02001707,28.3,71.7
E02001709,26,74
E02001710,34.3,65.7
E02001711,31,69
E02001712,25.7,74.3
E02001713,27.1,72.9
E02001714,26.9,73.1
E02001715,33.5,66.5
E02001718,32.9,67.1
E02001719,28.4,71.6
E02001720,40.8,59.2
E02001721,28.7,71.3
E02001722,32.1,67.9
E02001723,34.8,65.2
E02001724,34.9,65.1
E02001725,28.4,71.6
E02001726,37.4,62.6
E02001727,30.6,69.4
E02001728,31,69
E02001729,43.8,56.2
E02001732,31.8,68.2
E02001734,36.8,63.2
E02001735,37.3,62.7
E02001737,36.2,63.8
E02001738,30,70
E02001739,29.3,70.7
E02001740,31.1,68.9
E02001741,28.6,71.4
E02001742,29,71
E02001743,28,72
E02001744,25.1,74.9
E02001745,29,71
E02001746,31.1,68.9
E02001747,29.3,70.7
E02001748,27.1,72.9
E02001749,27.6,72.4
E02001750,28.8,71.2
E02001751,26.8,73.2
E02001752,31.9,68.1
E02001753,29.2,70.8
E02001754,28.9,71.1
E02001755,24.9,75.1
E02001756,26.9,73.1
E02001757,31.6,68.4
E02001758,30.9,69.1
E02001759,26,74
E02001760,36.3,63.7
E02001761,29.6,70.4
E02001762,27.1,72.9
E02001763,29.6,70.4
E02001764,31.1,68.9
E02001765,30.4,69.6
E02001766,29,71
E02001767,30.4,69.6
E02001768,32,68
E02001769,31.5,68.5
E02001770,27.4,72.6
E02001771,33.2,66.8
E02001772,29.2,70.8
E02001773,29.4,70.6
E02001774,30.4,69.6
E02001775,33,67
E02001776,26.9,73.1
E02001777,23.2,76.8
E02001778,29.5,70.5
E02001779,31,69
E02001780,29.7,70.3
E02001781,31.8,68.2
E02001782,28.3,71.7
E02001783,33.8,66.2
E02001784,29.3,70.7
E02001785,29.9,70.1
E02001786,31.7,68.3
E02001787,29.7,70.3
E02001788,28.5,71.5
E02001789,29.5,70.5
E02001790,28.3,71.7
E02001791,26.4,73.6
E02001792,29.3,70.7
E02001793,32.3,67.7
E02001794,33.8,66.2
E02001795,32.3,67.7
E02001796,29.5,70.5
E02001797,25.5,74.5
E02001798,31.2,68.8
E02001799,28.4,71.6
E02001800,28.8,71.2
E02001801,36.4,63.6
E02001802,31.8,68.2
E02001803,33.7,66.3
E02001804,31.7,68.3
E02001805,29.7,70.3
E02001806,33.9,66.1
E02001807,26.3,73.7
E02001808,31.8,68.2
E02001809,29.5,70.5
E02001810,26.3,73.7
E02001811,31.8,68.2
E02001812,29.1,70.9
E02001813,34,66
E02001814,32,68
E02001815,29.5,70.5
E02001816,30.7,69.3
E02001817,31,69
E02001818,27.4,72.6
E02001819,27.1,72.9
E02001820,27,73
E02001821,27.8,72.2
E02001822,26,74
E02001823,26.9,73.1
E02001824,28.2,71.8
E02001825,27.1,72.9
E02001826,28.7,71.3
E02002483,27.2,72.8
E02002484,33.2,66.8
E02002485,36.1,63.9
E02002489,34.4,65.6
E02002490,32.4,67.6
E02002491,34.4,65.6
E02002492,34.2,65.8
E02002493,27.8,72.2
E02002494,38.3,61.7
E02002496,46.7,53.3
E02002497,36.2,63.8
E02002498,44.8,55.2
E02002499,36.4,63.6
E02002500,33.8,66.2
E02002501,34.9,65.1
E02002502,36.9,63.1
E02002503,35.2,64.8
E02002504,32,68
E02002505,39,61
E02002506,35.5,64.5
E02002507,28.9,71.1
E02002508,30.3,69.7
E02002509,33.5,66.5
E02002510,27.5,72.5
E02002512,27.9,72.1
E02002513,30.8,69.2
E02002514,31.3,68.7
E02002515,34.9,65.1
E02002516,31.8,68.2
E02002517,33.4,66.6
E02002518,29.9,70.1
E02002519,33.9,66.1
E02002520,29.9,70.1
E02002521,35.1,64.9
E02002523,38.4,61.6
E02002524,32,68
E02002525,32.8,67.2
E02002526,33.1,66.9
E02002527,35.1,64.9
E02002529,31.2,68.8
E02002530,33.4,66.6
E02002532,32,68
E02002533,32,68
E02002534,29.8,70.2
E02002535,26.9,73.1
E02002536,31.8,68.2
E02002537,34.2,65.8
E02002538,31.2,68.8
E02002539,26.9,73.1
E02002540,28.6,71.4
E02002541,30.9,69.1
E02002542,34.6,65.4
E02002543,31.6,68.4
E02002544,32.4,67.6
E02002545,30.7,69.3
E02002546,34.4,65.6
E02002547,30.3,69.7
E02002549,30.4,69.6
E02002550,30.3,69.7
E02002551,32.7,67.3
E02002552,30.8,69.2
E02002553,29.9,70.1
E02002554,33.3,66.7
E02002555,28.6,71.4
E02002556,27.2,72.8
E02002558,26.6,73.4
E02002559,26,74
E02002560,29,71
E02002561,28.7,71.3
E02002562,30.5,69.5
E02002563,30.5,69.5
E02002564,30.1,69.9
E02002567,29.5,70.5
E02002568,26.4,73.6
E02002569,28.8,71.2
E02002570,27.6,72.4
E02002571,29.4,70.6
E02002572,28.4,71.6
E02002573,28.1,71.9
E02003988,32.9,67.1
E02004008,36.4,63.6
E02004009,31.6,68.4
E02004010,31.5,68.5
E02004011,32.5,67.5
E02004013,33.1,66.9
E02004014,34.9,65.1
E02004017,35.8,64.2
E02004018,35.7,64.3
E02004019,34.6,65.4
E02004020,34.4,65.6
E02004023,36.6,63.4
E02004024,35.4,64.6
E02004025,35.9,64.1
E02004290,28,72
E02004291,26.7,73.3
E02004292,26.3,73.7
E02004293,29.7,70.3
E02004294,27.3,72.7
E02004295,29.8,70.2
E02004296,29.4,70.6
E02004297,26.2,73.8
E02004298,28.5,71.5
E02004299,27.2,72.8
E02004300,28.2,71.8
E02004301,28.3,71.7
E02004302,29.9,70.1
E02004303,27.3,72.7
E02004304,28.2,71.8
E02004305,27.2,72.8
E02004306,29.6,70.4
E02004307,28.9,71.1
E02004308,29.5,70.5
E02004309,27.6,72.4
E02004310,29.9,70.1
E02004311,29.4,70.6
E02004312,27.3,72.7
E02004313,37.9,62.1
E02004314,61.3,38.7
E02004315,29.1,70.9
E02004316,28.3,71.7
E02004317,31.5,68.5
E02004318,25.8,74.2
E02004319,24.4,75.6
E02004320,26.3,73.7
E02004321,28.7,71.3
E02004322,31.1,68.9
E02004323,26.3,73.7
E02004324,27.7,72.3
E02004325,29.7,70.3
E02004326,27.4,72.6
E02004327,32.5,67.5
E02004328,27.7,72.3
E02004329,26.6,73.4
E02004330,27.3,72.7
E02004331,26.2,73.8
E02004332,28.4,71.6
E02004333,27.2,72.8
E02004334,29.9,70.1
E02004335,26.1,73.9
E02004336,27.2,72.8
E02004337,24.3,75.7
E02004338,23.9,76.1
E02004339,27.2,72.8
E02004340,29.1,70.9
E02004341,24.2,75.8
E02004342,28.4,71.6
E02004343,26.8,73.2
E02004344,26.9,73.1
E02004345,29.2,70.8
E02004348,31,69
E02004349,28.8,71.2
E02004350,27.4,72.6
E02004351,30.7,69.3
E02004352,28.8,71.2
E02004353,29.9,70.1
E02004354,28.7,71.3
E02004355,33.5,66.5
E02005702,34.2,65.8
E02005703,35.5,64.5
E02005704,36.1,63.9
E02005705,34.1,65.9
E02005706,38.3,61.7
E02005707,35.6,64.4
E02005708,36.2,63.8
E02005709,33.4,66.6
E02005710,27.3,72.7
E02005711,32.1,67.9
E02005712,25.5,74.5
E02005713,28,72
E02005715,29.4,70.6
E02005717,31.2,68.8
E02005718,28.6,71.4
E02005719,26.9,73.1
E02005720,31.9,68.1
E02005721,32.2,67.8
E02005722,29.4,70.6
E02005723,33,67
E02005724,27.7,72.3
E02005725,32.9,67.1
E02005726,31,69
E02005727,34,66
E02005728,33.3,66.7
E02005729,30.5,69.5
E02005730,35.8,64.2
E02005731,30.1,69.9
E02005733,34.5,65.5
E02005734,32.4,67.6
E02005735,33.7,66.3
E02005736,28.9,71.1
E02005739,30.9,69.1
E02005740,30,70
E02005741,28.4,71.6
E02005750,33.4,66.6
E02005751,33.1,66.9
E02005752,30.8,69.2
E02005754,30.6,69.4
E02005755,30.9,69.1
E02005756,27.3,72.7
E02005757,30.3,69.7
E02005758,29.9,70.1
E02005761,34.6,65.4
E02005782,29.8,70.2
E02005783,33.3,66.7
E02005784,27.8,72.2
E02005785,24.7,75.3
E02005786,35.1,64.9
E02005787,32.2,67.8
E02005788,35.4,64.6
E02005789,35.5,64.5
E02005790,33.4,66.6
E02005795,38.3,61.7
E02005796,36,64
E02005797,40.4,59.6
E02005798,38.9,61.1
E02005799,35.8,64.2
E02005800,36.6,63.4
E02005801,38.6,61.4
E02005802,36,64
E02005803,34.9,65.1
E02005804,33.4,66.6
E02005805,33.5,66.5
E02005806,33.8,66.2
E02005807,34.7,65.3
E02005808,36.9,63.1
E02006811,27.3,72.7
E02006812,32.8,67.2
E02006841,25.5,74.5
E02006842,32.5,67.5
E02006893,30.6,69.4
E02006909,28.5,71.5
E02006910,31.3,68.7
E02007022,30,70
E02007042,31.8,68.2
E02007043,31.5,68.5
E02007058,27,73
E02007059,30.5,69.5
E02007060,31.1,68.9
E02007061,30.2,69.8
E02007062,23.4,76.6
E02007063,26.1,73.9
E02007094,30,70
E02007095,22.1,77.9
E02007096,29.6,70.4
E02007097,45.5,54.5
E02007098,33.1,66.9
E02007099,37.5,62.5
E02007100,49,51
E02007101,52.3,47.7
E02007102,44.6,55.4
E02007103,35.1,64.9
E02007104,47.1,52.9
E02007105,30.1,69.9
E02007106,27.4,72.6
E02007107,34.4,65.6
