areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E02001682,15.7,41.4,6.9,33.4,2.6
E02001683,15.8,40.8,7.3,33.3,2.8
E02001684,25.4,39.4,7,25.8,2.4
E02001685,23.5,43.6,7.6,23,2.3
E02001686,19.7,41.7,8.6,27.4,2.7
E02001688,23.4,38.2,5.4,30.6,2.5
E02001689,29,38.7,5.1,23.6,3.6
E02001690,19.2,42.5,6.6,29.6,2.2
E02001691,19,38.3,5.6,34.6,2.6
E02001692,28.5,43.1,6,19.7,2.7
E02001693,29.9,40.6,7.7,19,2.7
E02001694,21.6,42.3,8.6,24.8,2.7
E02001695,19.7,43.3,8.3,26.9,1.8
E02001696,26.6,43.9,8.2,19.1,2.2
E02001697,15.3,36.9,6.6,39.3,1.9
E02001698,15.7,36.6,8.1,36.2,3.4
E02001699,26.4,41.9,9.2,20,2.5
E02001700,18.9,42.6,7.5,28.4,2.6
E02001701,16,36,7.3,38.4,2.2
E02001702,30.4,41.2,7.6,18.2,2.6
E02001703,18,37.1,7.2,35.1,2.6
E02001704,25.4,42.9,9.3,19.8,2.6
E02001706,21.7,42.8,7.1,26,2.4
E02001707,24.1,42.1,8,22.6,3.2
E02001709,9.7,30,3.8,54.2,2.2
E02001710,25.4,40.1,6.6,25.4,2.6
E02001711,25.3,40.6,6.6,25,2.4
E02001712,9,25.8,2.8,60.7,1.7
E02001713,10.3,25.6,2.6,59.9,1.6
E02001714,11.2,31.3,4.5,50.8,2.2
E02001715,23,37.6,5.2,31.7,2.4
E02001718,26.5,40.2,7.6,22.9,2.8
E02001719,14.5,31.7,5,46.3,2.5
E02001720,3,56.6,0.9,38.7,0.8
E02001721,21.3,42.4,7.8,26.1,2.3
E02001722,25.1,42.2,7.7,22.1,3
E02001723,23.3,35.8,4.4,33.7,2.8
E02001724,4.1,48.5,1.1,45.5,0.8
E02001725,11.5,31.1,3.2,52.5,1.7
E02001726,26,38.8,5.8,26.5,2.8
E02001727,23.8,42,8.7,22.9,2.5
E02001728,21.4,45.1,8.1,22.9,2.6
E02001729,21.1,35.8,2.7,37.6,2.8
E02001732,26.9,38.9,6.1,24.5,3.6
E02001734,30.5,37.7,6,22.5,3.4
E02001735,33.3,41.2,6.8,16.1,2.6
E02001737,37,36.9,6.7,16.4,3
E02001738,9.2,35.5,5.2,47.6,2.5
E02001739,21.7,45.3,8.1,22.2,2.6
E02001740,8.2,31,4.2,54.7,1.8
E02001741,16.6,40.6,7.7,32.3,2.8
E02001742,11.7,36.8,5.8,42.9,2.8
E02001743,12.1,33.2,4.5,47.9,2.4
E02001744,13.4,40.2,6.4,38.4,1.6
E02001745,19.5,46.1,7.2,24.7,2.4
E02001746,14.7,38.4,6.2,38.5,2.2
E02001747,14.1,35.6,7.6,40.1,2.5
E02001748,15.8,43.2,6.6,32.3,2.1
E02001749,16.8,42.7,7.4,30.7,2.4
E02001750,14.3,40.2,7.3,35.2,3
E02001751,18,40.8,6.7,31.5,3
E02001752,22,45.3,7.2,22.9,2.6
E02001753,13.2,31.5,4.7,48.4,2.1
E02001754,11.2,33.9,5.6,47.4,1.9
E02001755,14.5,36.4,5.4,41.9,1.7
E02001756,21.7,39.9,5.9,30.5,2
E02001757,21.1,41.2,9.1,25.8,2.9
E02001758,17.8,44.4,9,26.3,2.5
E02001759,17,39.5,6,35.4,2.1
E02001760,25.7,46.1,7.3,18.6,2.3
