areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02001682,98.1,0.9,0.2,0.8
E02001683,98.9,0.6,0.1,0.3
E02001684,93,1.5,1.4,4
E02001685,98.1,0.5,0.4,0.9
E02001686,98.8,0.4,0.3,0.5
E02001688,90.2,2.4,1.2,6.1
E02001689,87.4,3.6,1.4,7.5
E02001690,96.7,1.6,0.2,1.5
E02001691,87.2,3.3,1.8,7.6
E02001692,92,2,2,4
E02001693,96,1.2,0.6,2.2
E02001694,97.2,1,0.5,1.3
E02001695,97.9,0.8,0.3,1
E02001696,97.6,1,0.4,1.1
E02001697,97,1.6,0.5,1
E02001698,98.6,0.8,0.2,0.4
E02001699,97.1,1,0.5,1.4
E02001700,97.6,1.1,0.4,1
E02001701,98.2,0.8,0.3,0.6
E02001702,94.3,1.4,0.9,3.5
E02001703,98.3,0.8,0.2,0.7
E02001704,97.1,0.8,0.4,1.7
E02001706,95.9,1.3,0.9,1.8
E02001707,96.6,1.1,0.5,1.8
E02001709,93.1,3.2,0.9,2.8
E02001710,91,2.6,1.7,4.7
E02001711,94.7,2,1,2.2
E02001712,93.3,2.9,0.8,3
E02001713,93.2,3.3,0.8,2.7
E02001714,90,4.3,1.5,4.2
E02001715,88.8,3.9,2.1,5.2
E02001718,93.6,2.1,1.4,2.9
E02001719,93.3,3.6,0.7,2.4
E02001720,93.1,3.7,0.5,2.7
E02001721,97.8,0.8,0.3,1.1
E02001722,96.9,1.1,0.7,1.3
E02001723,84,6.3,3.4,6.4
E02001724,92,4.3,0.1,3.7
E02001725,87.4,5.7,0.9,5.9
E02001726,85.3,6.8,2.3,5.5
E02001727,93.7,1.9,0.8,3.6
E02001728,97.7,1,0.3,1
E02001729,61.1,14.9,3.8,20.2
E02001732,90.5,3.1,2,4.4
E02001734,84.7,4.5,2.7,8.1
E02001735,91.4,1.9,2.1,4.6
E02001737,90.3,2.8,2.3,4.6
E02001738,98.4,0.9,0,0.6
E02001739,98.3,0.8,0.3,0.6
E02001740,97.6,1.4,0.4,0.6
E02001741,98.2,1.1,0.3,0.5
E02001742,98.6,0.9,0.1,0.4
E02001743,96.5,2.5,0.3,0.7
E02001744,98.3,0.9,0.1,0.7
E02001745,98,0.8,0.3,0.9
E02001746,97.5,1.5,0.3,0.7
E02001747,98.3,0.9,0.1,0.6
E02001748,96.7,1.6,0.5,1.1
