areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02001682,92.1,7.9,0
E02001683,94.4,5.6,0
E02001684,67.4,32.5,0.1
E02001685,91.1,8.8,0.1
E02001686,90.9,9.1,0
E02001688,61,39,0
E02001689,53.9,46,0
E02001690,82.2,17.8,0
E02001691,45.9,54,0.1
E02001692,81.1,18.8,0.1
E02001693,78.2,21.8,0
E02001694,84.3,15.6,0
E02001695,90.5,9.5,0
E02001696,94.1,5.9,0
E02001697,78.7,21.3,0
E02001698,90.3,9.7,0
E02001699,89.5,10.4,0.1
E02001700,92.9,7.1,0
E02001701,80.1,19.8,0.1
E02001702,80.7,19.2,0
E02001703,97.2,2.8,0
E02001704,76.3,23.7,0
E02001706,93.2,5.6,1.3
E02001707,87.2,12.7,0
E02001709,78.3,21.7,0
E02001710,71.4,28.6,0
E02001711,81.4,18.6,0
E02001712,68.6,31.4,0
E02001713,75.7,24.3,0
E02001714,83.8,16.2,0
E02001715,76.7,23.3,0
E02001718,83,17,0
E02001719,79.3,20.6,0
E02001720,42.7,57.3,0.1
E02001721,82.3,17.7,0
E02001722,84.9,15.1,0
E02001723,79.2,20.8,0
E02001724,33.1,66.9,0
E02001725,31.7,68.3,0
E02001726,80.8,19.1,0.1
E02001727,79.4,20.6,0
E02001728,87.2,12.7,0
E02001729,47.7,52.3,0
E02001732,81.3,18.7,0
E02001734,67.6,32.3,0.1
E02001735,84,15.9,0
E02001737,69.3,30.7,0
E02001738,93,6.8,0.2
E02001739,90.4,9.6,0
E02001740,89.2,10.8,0
E02001741,90.6,9.4,0
E02001742,86.6,13.4,0
E02001743,64.8,35.2,0
E02001744,86,14,0
E02001745,88.6,11.4,0
E02001746,76,24,0
E02001747,85.3,14.7,0
E02001748,92,8,0
E02001749,85.1,14.9,0
E02001750,91.1,8.8,0.1
E02001751,88.5,11.5,0
E02001752,79.1,20.9,0
E02001753,50.8,49.2,0
E02001754,63.6,36.4,0
E02001755,85,15,0
E02001756,72.4,27.6,0
E02001757,82.5,17.5,0
E02001758,79.1,20.9,0
E02001759,42.7,57.2,0.1
E02001760,66.2,33.8,0
E02001761,81.2,18.8,0
E02001762,89.6,10.4,0
E02001763,73.5,26.5,0
E02001764,59.2,40.8,0
E02001765,71.9,28.1,0
E02001766,56.7,43.3,0
E02001767,67.9,32.1,0
E02001768,54.5,44.9,0.7
E02001769,45.5,54.3,0.1
E02001770,49.4,50.5,0
E02001771,89.7,10.3,0
E02001772,64.8,35.2,0
E02001773,94.8,5.2,0
E02001774,67.1,32.7,0.2
E02001775,89.7,10.3,0
E02001776,78.8,21.2,0
E02001777,76,24,0
E02001778,55.5,44.5,0
E02001779,81.9,18,0.1
E02001780,93.4,6.6,0
E02001781,86.8,13.2,0
E02001782,91.5,8.5,0
E02001783,93.4,6.6,0
E02001784,92.6,7.3,0
E02001785,94,6,0
E02001786,89.4,10.6,0
E02001787,86.8,13.2,0
E02001788,86.8,13.2,0
E02001789,93.6,6.4,0
E02001790,91.9,8.1,0
E02001791,93.8,6.2,0
E02001792,94.4,5.5,0
E02001793,86.1,13.9,0
E02001794,91,9,0
E02001795,86.8,13.2,0
E02001796,69.6,30.3,0.1
E02001797,91.7,8.3,0
E02001798,94.8,5.2,0
E02001799,82.4,17.6,0
E02001800,89.1,10.8,0
E02001801,90.3,9.7,0
E02001802,90.5,9.4,0.1
E02001803,43.4,56.6,0
E02001804,92.9,7,0
E02001805,97.5,2.5,0
E02001806,62.6,37.4,0.1
E02001807,88.7,11.3,0
E02001808,90,10,0
E02001809,88.2,11.8,0
E02001810,84.1,15.9,0
E02001811,87.9,12.1,0
E02001812,89.2,10.7,0.1
E02001813,89,11,0
E02001814,92,8,0
E02001815,92.2,7.8,0
E02001816,73.7,26.3,0
E02001817,87.9,12.1,0
E02001818,92,8,0
E02001819,89.9,10.1,0
E02001820,96.4,3.6,0
E02001821,92.5,7.5,0
E02001822,97.8,2.2,0
E02001823,94.5,3.9,1.6
E02001824,93.7,6.3,0
E02001825,96,2.8,1.2
E02001826,94.3,5.5,0.2
E02002483,90.1,9.4,0.5
E02002484,83.8,16.1,0.1
E02002485,91.1,8.9,0
E02002489,76.2,23.7,0.1
E02002490,90.4,9.5,0.1
E02002491,90.8,9.2,0
E02002492,89,11,0
E02002493,91.8,5.9,2.3
E02002494,89.2,10.8,0
E02002496,64.1,35.4,0.5
E02002497,91.1,8.6,0.3
E02002498,81.5,18.3,0.2
E02002499,95.9,4.1,0
E02002500,88.7,11.3,0
E02002501,84.6,15.3,0
E02002502,80.9,19.1,0
E02002503,97.1,2.9,0
E02002504,84.6,15.3,0.1
E02002505,93.9,6,0.1
E02002506,85.5,14.5,0
E02002507,92.3,7.7,0
E02002508,94.9,5.1,0
E02002509,90.4,9.6,0
E02002510,98.1,1.9,0
E02002512,96.3,3.7,0
E02002513,87.8,12.2,0
E02002514,82.4,17.6,0
E02002515,72.6,27.3,0
E02002516,96.1,3.9,0
E02002517,90.5,9.5,0
E02002518,98,2,0
E02002519,90.7,9.2,0.1
E02002520,94.5,5.4,0.1
E02002521,69.2,28.5,2.2
E02002523,92.9,7.1,0
E02002524,97.2,2.8,0
E02002525,89.6,10.4,0
E02002526,94.7,5.3,0
E02002527,92.6,7.4,0
E02002529,86.6,13.4,0
E02002530,94.9,5,0.1
E02002532,83.8,16.2,0
E02002533,94.9,5.1,0
E02002534,98.6,1.2,0.2
E02002535,95.4,4.6,0
E02002536,87.6,12.3,0
E02002537,93.7,6.2,0.1
E02002538,90.5,9.5,0
E02002539,97.9,1.2,0.9
E02002540,93,6.8,0.1
E02002541,88.2,11.8,0
E02002542,97.1,2.9,0
E02002543,92.1,7.8,0.1
E02002544,85.8,14.2,0
E02002545,97.9,2.1,0
E02002546,91.1,8.8,0.1
E02002547,91.6,8.3,0
E02002549,95.6,4.3,0
E02002550,92.5,7.5,0
E02002551,72.8,27.1,0.1
E02002552,94.5,5.5,0
E02002553,88.6,11.4,0
E02002554,83.7,16.2,0
E02002555,92.5,7.5,0
E02002556,99.2,0.7,0.1
E02002558,91.5,8.4,0.1
E02002559,94.4,5.6,0
E02002560,98.5,1.5,0
E02002561,91.8,8.1,0.1
E02002562,76.9,23.1,0.1
E02002563,85.3,14.6,0.1
E02002564,88.4,11.5,0.1
E02002567,88.5,11.2,0.3
E02002568,72.7,27.2,0.1
E02002569,91.6,8.4,0
E02002570,81.8,18.2,0
E02002571,92.5,6.9,0.6
E02002572,84.1,15.8,0.1
E02002573,93.4,5.7,0.8
E02003988,87.6,12.3,0.1
E02004008,94.9,5.1,0.1
E02004009,96.1,1.9,1.9
E02004010,69.5,30.5,0.1
E02004011,90.1,8.8,1.1
E02004013,93.4,6.5,0.1
E02004014,94.1,5.5,0.4
E02004017,82.4,17.4,0.2
E02004018,67.5,32.4,0.1
E02004019,92.1,7.6,0.3
E02004020,86.8,12.7,0.5
E02004023,85.2,14.1,0.7
E02004024,95.6,4,0.4
E02004025,87.4,12.4,0.2
E02004290,93.6,6.4,0
E02004291,96.5,3.5,0
E02004292,92.1,7.6,0.3
E02004293,85.6,14.4,0
E02004294,91.5,8.4,0.1
E02004295,95.9,4.1,0
E02004296,96.1,3.9,0
E02004297,96.8,3.2,0
E02004298,95.3,4.6,0.1
E02004299,94.1,5.9,0
E02004300,97.6,2.4,0
E02004301,97.5,2.4,0
E02004302,93.6,6.1,0.3
E02004303,92.5,7.4,0
E02004304,97.4,2.6,0.1
E02004305,95.3,4.6,0.1
E02004306,96.4,3.4,0.1
E02004307,98.5,1.5,0.1
E02004308,89.5,8.9,1.6
E02004309,87.8,11.6,0.7
E02004310,97.9,2.1,0
E02004311,96.7,3,0.3
E02004312,93.3,6.7,0
E02004313,85.1,14.8,0.1
E02004314,62.4,37.5,0.1
E02004315,89.8,10.2,0.1
E02004316,97.5,2.4,0.1
E02004317,91.6,8.3,0.1
E02004318,98.6,1.4,0
E02004319,98.1,1.8,0.1
E02004320,93.7,6.3,0
E02004321,87.4,12.6,0
E02004322,97.6,2.4,0.1
E02004323,96,3.9,0.1
E02004324,97.2,2.8,0
E02004325,93.9,6.1,0
E02004326,97.3,2.5,0.1
E02004327,96.4,3.5,0.1
E02004328,95.4,4.6,0
E02004329,93.5,6.5,0
E02004330,93,5.5,1.5
E02004331,99.4,0.5,0.1
E02004332,98.1,1.8,0.1
E02004333,97.5,2.3,0.1
E02004334,98.5,1.3,0.2
E02004335,94.9,5.1,0
E02004336,96.4,3.3,0.4
E02004337,94.1,5.8,0.1
E02004338,97.5,2.5,0.1
E02004339,93.8,6.2,0
E02004340,95.9,4,0.1
E02004341,96.7,3.3,0.1
E02004342,93.8,6.2,0
E02004343,93.3,6.6,0.1
E02004344,96.6,3.4,0.1
E02004345,98.1,1.8,0.1
E02004348,95.2,4.1,0.7
E02004349,96.2,3.7,0
E02004350,94.4,5.6,0
E02004351,98.4,1.6,0
E02004352,87.7,10.4,2
E02004353,94.9,5.1,0
E02004354,98,1.9,0.1
E02004355,92.6,7.4,0
E02005702,95.2,4.7,0.1
E02005703,71.7,28.2,0
E02005704,94.1,5.6,0.3
E02005705,95.5,4.3,0.2
E02005706,74.9,25,0.1
E02005707,96.3,2.9,0.8
E02005708,93.3,5.1,1.6
E02005709,84.7,15.3,0
E02005710,72.8,27.2,0
E02005711,88.9,11,0.1
E02005712,88.3,11.7,0
E02005713,99,1,0
E02005715,86.5,13.5,0
E02005717,91.7,8.2,0
E02005718,79.4,20.5,0.1
E02005719,83.1,16.8,0.1
E02005720,96.1,3.8,0.1
E02005721,92.3,7.5,0.2
E02005722,95.8,3.6,0.6
E02005723,77.6,22.3,0.1
E02005724,97.2,2.8,0
E02005725,88,11.9,0.1
E02005726,98.2,1.8,0
E02005727,97,2.9,0.1
E02005728,89.1,9.2,1.7
E02005729,94.2,5.7,0.1
E02005730,81.4,18,0.6
E02005731,91.6,8.4,0
E02005733,96.9,3.1,0.1
E02005734,92.4,7.5,0.1
E02005735,89.9,10.1,0.1
E02005736,80.8,19.2,0
E02005739,93.2,6.3,0.5
E02005740,83.4,16.6,0
E02005741,91.6,8.2,0.2
E02005750,89.3,10.4,0.2
E02005751,98,1.8,0.3
E02005752,93.7,6,0.2
E02005754,98.3,1.6,0.2
E02005755,94.3,5.6,0.1
E02005756,97.8,1.9,0.3
E02005757,86.3,13.5,0.2
E02005758,94,4.9,1.1
E02005761,95.4,4.3,0.3
E02005782,98.2,1.4,0.4
E02005783,81.9,17.1,1
E02005784,96.6,3.1,0.3
E02005785,90.5,9.3,0.2
E02005786,93.4,6.4,0.1
E02005787,93.9,5.8,0.3
E02005788,94.4,5.3,0.3
E02005789,92.1,7.7,0.3
E02005790,93.6,6.1,0.2
E02005795,71.2,28.8,0
E02005796,96.4,3.5,0.1
E02005797,86.1,13.8,0.1
E02005798,96,3.8,0.3
E02005799,89.1,10.8,0
E02005800,45.4,54.6,0.1
E02005801,79.2,20.8,0
E02005802,79.5,20.5,0
E02005803,78,21.9,0.2
E02005804,20.8,79,0.1
E02005805,94,5.9,0.1
E02005806,90.7,9.2,0.1
E02005807,97.7,2.2,0.1
E02005808,86,13.8,0.1
E02006811,91.1,8.8,0
E02006812,90.8,9.2,0
E02006841,29.1,70.9,0
E02006842,51.5,48.5,0
E02006893,91.2,8.8,0
E02006909,97.5,2.4,0.1
E02006910,94.4,5.6,0
E02007022,90.5,9.1,0.4
E02007042,88.7,11.1,0.2
E02007043,81.1,18.7,0.2
E02007058,76.9,23.1,0
E02007059,79.9,20,0.1
E02007060,65.5,34.5,0.1
E02007061,79,20.9,0.1
E02007062,93.8,6.2,0
E02007063,99.6,0.2,0.3
E02007094,97.3,2.7,0
E02007095,88.1,11.9,0
E02007096,94.2,5.8,0
E02007097,35.5,64.5,0
E02007098,64.9,35.1,0
E02007099,12,88,0.1
E02007100,5.7,94.2,0
E02007101,54.6,45.4,0
E02007102,37.4,62.5,0.1
E02007103,45,55,0.1
E02007104,47.9,52,0
E02007105,88.6,11.4,0
E02007106,93.4,6.6,0
E02007107,91.2,8.6,0.1
