areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02001682,92.6,0.1,7,0.3
E02001683,90.6,0.2,9,0.2
E02001684,90.3,0.1,8.8,0.8
E02001685,91.5,0.1,8.1,0.2
E02001686,92.7,0.2,6.9,0.2
E02001688,90.7,0.1,8.8,0.5
E02001689,87.7,0.3,11,0.9
E02001690,92.5,0.1,7,0.4
E02001691,85.4,0.4,12.9,1.3
E02001692,92,0.2,7.3,0.5
E02001693,93.2,0.2,6.3,0.3
E02001694,94,0,5.7,0.2
E02001695,94.2,0.1,5.4,0.3
E02001696,94.3,0.1,5.6,0
E02001697,92.6,0.2,6.9,0.2
E02001698,93.6,0.2,5.9,0.3
E02001699,93.5,0,6.2,0.2
E02001700,92.6,0.2,7,0.2
E02001701,93.7,0.1,6,0.2
E02001702,92.9,0.1,6.7,0.3
E02001703,94.1,0.2,5.4,0.3
E02001704,93.7,0.1,5.9,0.3
E02001706,92.2,0.1,7.6,0.1
E02001707,92.4,0,7.1,0.5
E02001709,89.2,0.6,9.2,1
E02001710,91.2,0.8,7.4,0.5
E02001711,89.7,0.2,9.7,0.5
E02001712,84.8,1.9,12.2,1.1
E02001713,89.4,0.9,8.8,1
E02001714,90.3,0.5,8.2,1
E02001715,90.9,0.4,7.9,0.8
E02001718,92.7,0.1,6.9,0.3
E02001719,88.7,1,9.6,0.8
E02001720,41.9,24.5,32.4,1.2
E02001721,90.9,0.2,8.6,0.3
E02001722,92.4,0.2,7.2,0.3
E02001723,90.3,0.2,8.4,1
E02001724,47.2,21,30.3,1.5
E02001725,67.3,5.2,25.4,2.1
E02001726,92.4,0.3,6.7,0.7
E02001727,93.1,0.2,6.2,0.4
E02001728,92.5,0.1,7,0.3
E02001729,74.5,2.7,18.5,4.4
E02001732,92.2,0.2,7.2,0.5
E02001734,90.4,0.3,7.7,1.6
E02001735,92.7,0.1,6.7,0.4
E02001737,90.9,0.2,8.5,0.4
E02001738,92.4,0.2,6.8,0.7
E02001739,94.4,0.1,5.3,0.2
E02001740,94.3,0.3,5.2,0.3
E02001741,93,0.1,6.4,0.5
E02001742,94,0.1,5.5,0.4
E02001743,89.9,0.4,9.3,0.4
E02001744,91.2,0.1,8.5,0.2
E02001745,93,0.1,6.7,0.2
E02001746,92.9,0.2,6.5,0.4
E02001747,93.4,0.1,6.1,0.3
E02001748,92.2,0.1,7.5,0.2
E02001749,92,0.1,7.4,0.5
E02001750,92.9,0.1,6.6,0.3
E02001751,90.6,0.2,9.1,0.2
E02001752,93.2,0,6.6,0.2
E02001753,89.6,0.2,9.6,0.6
E02001754,90.7,0.2,8.8,0.3
E02001755,91.7,0.2,7.6,0.5
E02001756,91.5,0.1,7.8,0.5
E02001757,93.3,0.1,6.3,0.3
E02001758,93.9,0.1,5.7,0.3
E02001759,87.8,0.2,11,1.1
E02001760,92.2,0.1,7.3,0.5
E02001761,93.3,0.1,6.4,0.2
E02001762,89.3,0.1,10.3,0.3
E02001763,92.6,0.1,7.2,0.1
E02001764,90.4,0.1,9,0.5
E02001765,91.1,0.1,8.4,0.5
E02001766,89.1,0.2,10.1,0.6
E02001767,92.1,0.1,7.4,0.4
E02001768,91,0.1,7.7,1.2
E02001769,87.7,0,11.4,1
E02001770,89.4,0.2,9.7,0.7
E02001771,94.4,0,5.3,0.3
E02001772,91.7,0.1,7.4,0.8
E02001773,94.3,0.1,5.3,0.4
E02001774,93,0.1,6.5,0.4
E02001775,94.6,0.1,5.2,0.2
E02001776,91.8,0.1,7.8,0.3
E02001777,90.3,0.1,9.1,0.4
E02001778,89.8,0.1,9.2,0.8
E02001779,93.2,0,6.6,0.2
E02001780,93.8,0.1,5.9,0.1
E02001781,94,0,5.9,0.1
E02001782,94.5,0,5.1,0.3
E02001783,93.1,0.1,6.8,0.1
E02001784,94.6,0.1,5.2,0.2
E02001785,93.9,0.1,5.7,0.3
E02001786,93.9,0.1,6,0
E02001787,94.6,0.1,5.2,0.2
E02001788,93.3,0,6.5,0.1
E02001789,93.2,0.2,6.4,0.2
E02001790,93.8,0.2,5.9,0.1
E02001791,92.9,0.2,6.5,0.4
E02001792,92.9,0.2,6.5,0.4
E02001793,92.5,0.1,7.2,0.2
E02001794,93.5,0.1,6.4,0
E02001795,92.9,0.2,6.3,0.6
E02001796,88.9,0.5,9.2,1.3
E02001797,92.2,0.1,7.2,0.5
E02001798,93.8,0.1,6.1,0.1
E02001799,92,0.1,7.7,0.2
E02001800,93.8,0.1,5.9,0.2
E02001801,82.9,0.6,9.3,7.2
E02001802,93.2,0.1,6.2,0.4
E02001803,72.2,2.4,19.4,6
E02001804,93,0,6.8,0.2
E02001805,92.9,0.2,5.8,1.1
E02001806,88.1,0.4,10.7,0.7
E02001807,92.9,0.1,6.9,0.1
E02001808,89.5,0.6,7.8,2
E02001809,93.2,0.1,6.6,0.1
E02001810,93.7,0.2,5.9,0.2
E02001811,93.5,0.1,6.1,0.2
