geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00089048,92.5,7.5
E00089054,95.5,4.5
E00089055,92.6,7.4
E00089056,95.4,4.6
E00089244,91,9
E00089245,97.8,2.2
E00089256,93.7,6.3
E00089257,84.2,15.8
E00145147,70.7,29.3
E00145148,88,12
E00145149,88.4,11.6
E00145150,76.6,23.4
E00145151,80.9,19.1
E00145152,70.7,29.3
E00145153,84.5,15.5
E00145154,79.4,20.6
E00145155,63.5,36.5
E00145156,81.8,18.2
E00145157,71.2,28.8
E00145158,72,28
E00145159,90.7,9.3
E00145160,83.9,16.1
E00145161,82.6,17.4
E00145162,83,17
E00145163,77.5,22.5
E00145164,88.9,11.1
E00145165,80.6,19.4
E00145166,73.3,26.7
E00145167,76.3,23.7
E00145168,87.8,12.2
E00145169,79.2,20.8
E00145170,70.2,29.8
E00145171,83.1,16.9
E00145172,75.3,24.7
E00145173,82.4,17.6
E00145174,75.8,24.2
E00145175,88.4,11.6
E00145176,87.9,12.1
E00145177,84.4,15.6
E00145178,80.2,19.8
E00145179,78.9,21.1
E00145180,64.5,35.5
E00145181,84.6,15.4
E00145182,71.9,28.1
E00145183,71.7,28.3
E00145184,81.3,18.7
E00145185,82.4,17.6
E00145186,78.9,21.1
E00145187,75,25
E00145188,79.1,20.9
E00145189,74.5,25.5
E00145190,83,17
E00145194,86.1,13.9
E00145211,87.8,12.2
E00145212,89.7,10.3
E00145213,87.3,12.7
E00145215,85.8,14.2
E00145216,83.1,16.9
E00145249,85.1,14.9
E00145250,88.3,11.7
E00145251,90.9,9.1
E00145252,77.6,22.4
E00145253,67.3,32.7
E00145254,81.6,18.4
E00145255,90.8,9.2
E00145256,88.8,11.2
E00145257,84.3,15.7
E00145258,80.4,19.6
E00145259,87.2,12.8
E00145260,77.6,22.4
E00145261,82.1,17.9
E00145262,92.4,7.6
E00145263,84.2,15.8
E00145264,78.2,21.8
E00145265,67.4,32.6
E00145266,40.8,59.2
E00145267,64.6,35.4
E00145268,66.4,33.6
E00145269,65.9,34.1
E00145270,62.7,37.3
E00145271,64.7,35.3
E00145272,74.9,25.1
E00145273,69.4,30.6
E00145274,74.6,25.4
E00145275,52.9,47.1
E00145278,64.1,35.9
E00145279,68.3,31.7
E00145280,76.1,23.9
E00145281,71.7,28.3
E00145282,62.8,37.2
E00145283,70,30
E00145284,68.4,31.6
E00145285,66.8,33.2
E00145286,59.9,40.1
E00145287,52.2,47.8
E00145288,72.8,27.2
E00145289,72.6,27.4
E00145290,71,29
E00145291,81.4,18.6
E00145292,80.4,19.6
E00145293,74.2,25.8
E00145294,75.8,24.2
E00145295,75.1,24.9
E00145296,75.4,24.6
E00145297,62.8,37.2
E00145298,65,35
E00145299,67.5,32.5
E00145300,72.8,27.2
E00145302,26.4,73.6
E00145303,69.7,30.3
E00145308,51.8,48.2
E00145309,59.5,40.5
E00145310,69.3,30.7
E00145311,74.3,25.7
E00145312,68.5,31.5
E00145313,70.7,29.3
E00145314,61.4,38.6
E00145315,83.4,16.6
E00145316,66.7,33.3
E00145317,56.1,43.9
E00145318,44.2,55.8
E00145319,58.4,41.6
E00145321,66.7,33.3
E00145322,63.6,36.4
E00145323,71.3,28.7
E00145324,65.4,34.6
E00145325,64.3,35.7
E00145326,65.1,34.9
E00145327,62.3,37.7
E00145328,63.8,36.2
E00145329,51.8,48.2
E00145330,47.1,52.9
