areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00098642,97.7,2.3,0
E00098643,97.3,2,0.7
E00098650,96.7,2.5,0.7
E00098654,49.4,31,19.6
E00098655,83,12.1,4.8
E00098656,79.3,13.4,7.4
E00098657,76.2,11.9,11.9
E00098658,93.8,3.2,2.9
E00098659,81.7,10.1,8.3
E00098660,94.2,3.1,2.7
E00098661,92.5,5.6,1.9
E00098662,82.1,11.6,6.3
E00098663,95,2.9,2.1
E00098664,95.3,2,2.7
E00098665,92,6.3,1.7
E00098666,95.9,3.3,0.8
E00098667,98.2,0.9,0.9
E00098668,90.2,6.6,3.2
E00098669,90.3,6.4,3.3
E00098670,91.2,7.6,1.2
E00098671,89.7,6.7,3.7
E00098672,90,6.9,3.1
E00098673,94.5,2.9,2.6
E00098674,93,5.5,1.5
E00098675,92.9,5.5,1.5
E00098676,76.2,13.4,10.4
E00098677,68.9,21.1,10
E00098678,76.7,12,11.4
E00098679,86.9,7,6.1
E00098680,73.1,15.7,11.1
E00098681,96.6,1.1,2.2
E00098683,95,2.9,2.1
E00098684,91.1,7.2,1.7
E00098685,93.3,4.9,1.8
E00098686,92.9,4.2,2.9
E00098687,98.5,1.1,0.4
E00143774,100,0,0
E00143775,96,3.7,0.3
E00143776,77.2,18.8,4
E00143778,100,0,0
E00143779,98.1,1.5,0.4
E00143780,98.9,1.1,0
E00143781,94.9,4.3,0.8
E00143782,97.8,2.2,0
E00143783,97.7,1.4,0.9
E00143785,99.3,0.7,0
E00143786,98.8,1.2,0
E00143787,98.8,0.4,0.8
E00143788,93.7,4.6,1.8
E00143789,99.3,0.7,0
E00143790,100,0,0
E00143791,97.4,2.2,0.4
E00143793,93.5,6,0.5
E00143794,97.3,2.7,0
E00143795,99.2,0.8,0
E00143796,98.7,1,0.3
E00143797,95.4,3.2,1.4
E00143798,98.6,1.4,0
E00143799,96.2,2.5,1.3
E00143800,98.3,1.7,0
E00143801,98.2,1.4,0.4
E00143802,99.4,0.6,0
E00143803,100,0,0
E00143805,95.4,4.6,0
E00143806,98,1.7,0.3
E00143808,98.1,1.9,0
E00143809,99.1,0.6,0.3
E00143810,94.8,4.2,1
E00143811,96.8,2.8,0.3
E00143812,94.4,4.6,1.1
E00143813,80.1,12.7,7.2
E00143814,95.5,3.9,0.6
E00143815,50.8,35.9,13.3
E00143816,91.5,5.4,3.1
E00143817,94.9,3.4,1.7
E00143818,95.6,3.2,1.2
E00143819,96.8,2.8,0.5
E00143820,94.4,2.1,3.5
E00143822,97.6,1.2,1.2
E00143824,81.9,16.5,1.6
E00143825,91.8,7.6,0.7
E00143826,72.1,22.1,5.7
E00143827,89.6,8.2,2.2
E00143828,81.1,12,6.9
E00143829,85.4,12.4,2.2
E00143830,80.1,15,4.9
E00143831,83.7,12.7,3.7
E00143832,95.7,3.6,0.7
E00143833,100,0,0
E00143834,78,18.2,3.8
E00143835,91.5,6.4,2
E00143836,96.6,2.6,0.9
E00143837,93.4,4.4,2.2
E00143838,90.2,7.6,2.2
E00143839,88.9,7.3,3.8
E00143840,85.8,11.1,3.1
E00143841,94.6,2.3,3.1
E00143842,85.7,13.9,0.3
E00143843,89.5,8.6,1.9
E00143844,94.1,3.7,2.2
E00143845,92.5,5.1,2.4
E00143846,82.8,12,5.2
E00143847,92.9,4.8,2.4
E00143848,79.7,15,5.4
E00143849,98.3,1.7,0
E00143850,84.9,10.6,4.5
E00143851,97.6,2.1,0.3
E00143852,98.1,1.6,0.4
E00143853,86.6,9.4,4
E00143854,87.1,8.5,4.4
E00143855,82.8,12.2,5.1
E00143856,95.6,4.1,0.4
E00143857,97.4,1.6,1
E00143858,95.3,4.3,0.4
E00143859,99,1,0
E00143860,98.1,1.9,0
E00143861,64.9,30.5,4.5
E00143862,98.2,1.8,0
E00143863,94.3,4.9,0.7
E00143864,76.3,17.6,6.1
E00143865,69.3,23.5,7.2
E00143866,78.1,16.8,5
E00143867,96,3,1
E00143868,95.3,4.7,0
E00143869,100,0,0
