areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00069660,87.4,7.8,4.8
E00069661,95.7,4.1,0.2
E00069672,94.2,4.5,1.2
E00069674,89.3,8.6,2.1
E00069675,81.8,14.4,3.7
E00069677,88.3,10.5,1.3
E00069679,73,19,8.1
E00069681,87.2,11.2,1.7
E00069682,93.7,6.3,0
E00069684,81.6,7.9,10.5
E00069914,90.2,6.4,3.4
E00069963,88.6,8.4,3
E00069964,85.2,12.6,2.2
E00069965,79.8,16,4.3
E00069967,89.3,8.5,2.2
E00069968,81,11.7,7.4
E00069970,78.7,16.8,4.5
E00069971,78.9,18.4,2.6
E00069972,76,20.2,3.8
E00069973,81.8,14.4,3.8
E00069974,77,18,5
E00069975,69,21,10.1
E00069977,85,13.5,1.5
E00069978,74.6,19.9,5.4
E00069980,80.5,14.5,5
E00069981,81.1,15.9,3
E00069983,83.1,13.9,3
E00069984,79.1,15.5,5.4
E00069985,79.2,16.4,4.5
E00069986,76.4,18.5,5.1
E00069987,91.9,6.8,1.4
E00069992,86.6,12.2,1.2
E00069993,91.6,8.4,0
E00069994,79,15.1,6
E00069995,87.3,9.9,2.8
E00069996,83.6,11.8,4.5
E00069997,87.1,10.6,2.3
E00069999,84.5,10.6,4.8
E00070001,82.6,14.9,2.4
E00070104,95.2,4.4,0.4
E00070105,92,6.7,1.3
E00070106,93.6,4.1,2.3
E00070107,88.9,8.6,2.5
E00070111,97.5,1.4,1.1
E00070112,94.9,4.8,0.3
E00070113,93.5,5.6,0.9
E00070114,97,2.6,0.4
E00070115,93.5,4.6,1.9
E00070116,97.2,2.4,0.3
E00070117,90.7,8.4,0.9
E00070118,94,4.4,1.6
E00070120,87.4,10.3,2.3
E00070121,92,6.2,1.8
E00070122,87.1,11.2,1.7
E00070123,84.8,14.9,0.3
E00070124,93.9,4.9,1.2
E00070125,91.6,6.6,1.8
E00070126,97.2,2.1,0.7
E00070127,97.9,2.1,0
