geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00099213,44.3,44.3,0,11.5
E00099214,62.7,22.4,0,14.9
E00099215,45.4,33.6,13.4,7.6
E00099216,44.4,39.9,3.9,11.8
E00099217,42.4,32.2,18.6,6.8
E00099219,33.3,26.4,0,40.3
E00149527,52.9,36.4,2.1,8.6
E00149528,31.5,40.6,4.2,23.8
E00149529,31.3,29.6,18.3,20.9
E00149530,45.3,40.9,3.1,10.7
E00149531,46.6,37.3,5.6,10.6
E00149532,31.5,51.5,10.8,6.2
E00149533,66.4,27.3,1.6,4.7
E00149534,57.6,35.6,0.8,6.1
E00149535,56.5,31.3,3.5,8.7
E00149536,23.9,24.6,26.1,25.4
E00149537,24.6,27.7,28.5,19.2
E00149538,27.3,31.3,10,31.3
E00149539,15.5,33.3,17.2,33.9
E00149540,41.9,36.8,14.7,6.6
E00149541,30.8,60.7,3.7,4.7
E00149542,41.8,41.8,2,14.4
E00149543,23.6,17.6,58.1,0.7
E00149544,19.3,18.6,40,22.1
E00149545,20.8,25.8,30,23.3
E00149546,17,10,66,7
E00149547,22.5,26.8,14.8,35.9
E00149549,27,18.3,38.3,16.5
E00149550,33.1,17.8,42.7,6.4
E00149551,25.2,33.3,2.2,39.3
E00149552,15.2,17.2,54.5,13.1
E00149553,21.4,32.5,34.9,11.1
E00149554,28.8,19.5,43.2,8.5
E00149555,15.1,28,38.7,18.3
E00149556,20.4,17.1,13.3,49.2
E00149557,24.3,19.9,48.5,7.4
E00149558,30.4,30.4,21.5,17.8
E00149559,44,29.6,0.8,25.6
E00149560,17.3,27.6,49.6,5.5
E00149561,24.1,31.4,10.2,34.3
E00149563,55.9,27.9,2.9,13.2
E00149565,36.6,34.8,1.8,26.8
E00149568,12.8,9.4,71.8,6
E00149569,27.4,22.9,31.2,18.5
E00149570,41.1,25.3,19.2,14.4
E00149571,16.4,49.2,10.7,23.8
E00149572,32.1,23.9,34.3,9.7
E00149573,4.5,9.8,72.3,13.4
E00149574,33.1,45.4,10,11.5
E00149575,42.3,25.4,17.7,14.6
E00149576,29.1,23.1,41,6.7
E00149577,7.1,27.7,46.1,19.1
E00149578,34.1,31.8,17.4,16.7
E00149579,31.7,17.1,38.2,13
E00149580,28.8,32,24.8,14.4
E00149581,30.6,28.9,27.3,13.2
E00149582,27.8,20,39.1,13
E00149583,17.6,24.4,48.1,9.9
E00149584,17,32.6,37.8,12.6
E00149585,31.7,25.4,27.8,15.1
E00149586,21,24.2,47.6,7.3
E00149587,29.4,24.3,33.1,13.2
E00149588,37.9,34.1,14.4,13.6
E00149589,30.4,37,25.2,7.4
E00149590,16.3,38,41.3,4.3
E00149591,33.1,27.3,32.4,7.2
E00149592,28.2,32.9,16.5,22.4
E00149593,34.4,28.8,24.8,12
E00149594,15.2,29.5,46.4,8.9
E00149595,29.7,31.8,31.1,7.4
E00149623,29.7,44.3,12.5,13.5
E00149637,31,40,10.3,18.7
E00149643,58.7,32.1,0,9.2
E00149644,51.4,43.5,0,5.1
E00149645,44.7,36.9,0.7,17.7
E00149646,58.6,35.9,0,5.5
E00149647,68,23,1.6,7.4
E00149648,46,42.5,0.9,10.6
E00149649,60,32,0.8,7.2
E00149650,69.4,27.3,0.8,2.5
E00149651,60.9,33.9,1.7,3.5
E00149652,15.2,25.9,47.3,11.6
E00149653,39.3,41.4,0,19.3
E00149654,37.7,30.4,15.9,15.9
E00149655,15.4,15.4,53.8,15.4
E00149656,26.6,45.9,8.6,18.9
E00149657,45.9,42.6,2.5,9
E00149658,11.1,24.6,51.6,12.7
E00149659,18.6,33.8,31.7,15.9
E00149660,49.2,23.8,0.8,26.2
E00149661,61.8,33.6,0.8,3.8
E00149662,47.9,38,0.8,13.2
E00149663,57.5,33.6,0,8.8
E00149665,21,17.7,42.7,18.5
E00149667,40.5,28.4,1.7,29.3
E00149668,34.4,26.6,1.6,37.5
E00149669,41.1,31.5,6.5,21
E00149670,37.7,40.2,0.8,21.3
E00149671,37.9,29.3,0.7,32.1
E00149672,54.5,30.9,2.7,11.8
E00149674,33.9,25.8,2.4,37.9
E00149679,35.7,54.3,0,10.1
E00149680,37.7,48.5,3.1,10.8
E00149694,28.8,59.2,3.2,8.8
E00149699,27.1,50,11.1,11.8
E00149700,38.9,45.8,0,15.3
E00149712,27,42.1,23.8,7.1
E00149713,38.3,42.1,0.9,18.7
E00149714,64.1,27.4,1.7,6.8
E00149715,60.3,19.8,6.9,13
E00149716,32.6,27.1,31,9.3
E00149719,39.7,48.9,0,11.3
E00149722,35.5,49.6,1.7,13.2
E00149723,55.6,34.6,0,9.8
E00149724,31.2,45.6,0,23.2
E00149725,38.4,51.4,4.9,5.4
E00149726,43.4,41,2.5,13.1
E00149727,26.1,33.6,29.9,10.4
E00149728,9.3,29.6,49.1,12
E00149729,35.9,28.8,17.9,17.3
E00149730,43.1,38.2,2.4,16.3
E00149731,34,32.1,11.1,22.8
E00149732,11.5,23,37.2,28.4
E00149733,27.4,27.4,37.2,8
E00149734,34.7,26.4,21.5,17.4
E00149735,47.9,34.5,4.2,13.4
E00149737,26.7,17.1,47.6,8.6
E00149738,15,23.3,45.8,15.8
E00149739,27.1,25.2,39.3,8.4
E00149740,22.8,21.9,27.2,28.1
E00149741,30,36.7,15.8,17.5
E00149742,28,18.4,36.8,16.8
E00149743,34.5,33.6,19.3,12.6
E00149744,28.2,40.3,18.5,12.9
E00149745,28.5,25.2,1.3,45
E00149746,33.3,35.3,15.7,15.7
E00149747,43.9,30.8,15.9,9.3
E00149748,23.6,17.9,51.2,7.3
E00149749,29,35.2,17.9,17.9
E00149750,46.9,43.5,1.4,8.2
E00149751,42.9,32.1,14.1,10.9
E00149752,44.6,39.9,0.7,14.9
E00149753,47.2,36.6,2.8,13.4
E00149754,36.1,55.2,2.6,6.2
E00149755,52.2,37.4,0.9,9.6
E00149756,31.7,51.5,1.2,15.6
E00149757,44.2,30.2,0.8,24.8
E00149758,44.3,44.3,0,11.4
E00149759,30.2,63.8,0,6
E00149760,57.9,39.1,0,3
E00149762,42.6,25.9,1.2,30.2
E00149763,18,12.4,59.6,10.1
E00149764,58.8,31.9,2.5,6.7
E00149765,45.4,42.3,5.4,6.9
E00149766,49.2,35.6,0.8,14.4
E00149788,22.8,15.7,49.6,11.8
E00149789,38.2,35.8,1.6,24.4
