geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00106132,28.4,50,21.6
E00106133,17.5,49.5,33
E00106134,5.5,78.9,15.6
E00106135,17.5,62.5,20
E00106136,19,51.4,29.6
E00106137,10.9,62.2,26.9
E00106138,22,53.8,24.2
E00106139,15.6,64.9,19.5
E00106140,24.7,48.5,26.8
E00106141,5.6,74.4,20
E00106142,14.7,54.9,30.4
E00106143,19.3,52.3,28.4
E00106144,22.5,56.2,21.3
E00106145,21.4,48.1,30.5
E00106146,13.8,58.5,27.7
E00106147,6.9,69.3,23.8
E00106148,22.4,50.6,27.1
E00106149,20,46.7,33.3
E00106150,26.7,43.3,30
E00106151,23.9,55,21.1
E00106152,30.8,50.4,18.8
E00106153,8.6,54.7,36.7
E00106154,30.1,35.9,34
E00106155,8.6,68,23.4
E00106156,21.1,46.7,32.2
E00106157,27.7,49.5,22.8
E00106158,25.9,35.3,38.8
E00106159,29.9,47,23.1
E00106162,18.1,62.5,19.4
E00106163,12.1,52.7,35.2
E00106164,13.5,51.4,35.1
E00106165,11.9,71.6,16.5
E00106166,17.3,58.2,24.5
E00106167,6.5,76.3,17.2
E00106168,1.6,74.8,23.6
E00106169,14.3,72.2,13.5
E00106170,12.2,69.4,18.4
E00106171,18.9,58.9,22.2
E00106172,18.3,61,20.7
E00106173,14.4,63.5,22.1
E00106174,17,59.8,23.2
E00106175,11.9,72,16.1
E00106176,15.8,67.4,16.8
E00106177,14.4,58.1,27.5
E00106178,8.9,64.4,26.7
E00106179,13.8,61,25.2
E00106180,7,69.8,23.3
E00106181,9,73,18
E00106182,16.4,63.8,19.8
E00106183,14.6,68.9,16.5
E00106184,8.1,64,27.9
E00106185,6.1,74.5,19.4
E00106186,8.4,65.3,26.3
E00106187,15.4,56.9,27.7
E00106188,9.6,66.3,24.1
E00106189,10.6,69.9,19.5
E00106190,6.5,75.3,18.3
E00106191,8.9,73.4,17.7
E00106192,7.9,62.9,29.2
E00106193,10.1,62.9,27
E00106194,7.2,71.1,21.6
E00106195,14.4,59.5,26.1
E00106196,18.9,60,21.1
E00106197,11.3,58.2,30.5
E00106198,12.2,72,15.9
E00106199,9.8,54.9,35.4
E00106200,13.3,73.3,13.3
E00106201,10.8,59.8,29.4
E00106202,8.7,70.9,20.4
E00106203,12.2,63.3,24.4
E00106204,11.7,62.5,25.8
E00106205,10.1,66.4,23.5
E00106206,7.9,63.4,28.7
E00106207,14.2,49.2,36.7
E00106208,5.5,74.3,20.2
E00106209,10,63,27
E00106210,7.1,57.1,35.7
E00106211,4.9,69.7,25.4
E00106212,10.6,70,19.4
E00106213,10.3,61.9,27.8
E00106214,10.2,63.9,25.9
E00106217,15.1,51.6,33.3
E00106218,10.8,60.8,28.4
E00106219,14.4,68.6,16.9
E00106220,6.1,61.4,32.5
E00106221,7,87.3,5.6
E00106222,19.5,54,26.4
E00106223,9.7,61.2,29.1
E00106224,14.8,59.3,25.9
E00106225,17.6,64.7,17.6
E00106226,8.8,69,22.1
E00106227,11.6,80,8.4
E00106228,8.5,73.2,18.3
E00106229,13.1,63.6,23.4
E00106230,10.9,62.5,26.6
E00106231,4.4,35.3,60.3
E00106232,7.5,70.8,21.7
E00106233,10.1,73,16.9
E00106234,4,78,18
E00106235,12.9,63.5,23.5
E00106236,14.5,52.2,33.3
E00106237,6.5,67.7,25.8
E00106238,6.2,58,35.8
E00106239,3.2,80,16.8
E00106240,4.7,82.7,12.6
E00106241,4.8,74.5,20.7
E00106242,7.4,79.4,13.2
E00106243,11.1,70.8,18.1
E00106244,11.9,65.5,22.6
E00106245,4.8,66.3,28.9
E00106246,4.2,64.8,31
E00106247,22.9,64.6,12.5
E00106248,14,73.7,12.3
E00106249,4.6,87.8,7.6
E00106250,11.9,67.9,20.1
E00106251,3.6,87.4,9
E00106252,4.9,83.3,11.7
E00106253,11.2,78.4,10.4
E00106254,7.2,85.6,7.2
E00106255,17.3,70.2,12.5
E00106256,4.1,85.1,10.8
E00106257,16.2,71.3,12.5
E00106258,3,85.1,11.9
E00106259,20.4,58.3,21.3
E00106260,20,65.9,14.1
E00106261,17.6,66.7,15.7
E00106262,0,94.2,5.8
E00106263,1.6,93.8,4.7
E00106264,7.5,72.1,20.4
E00106265,6.8,68.9,24.3
E00106266,12.9,71.3,15.8
E00106267,16.7,64.1,19.2
E00106268,3.6,79.7,16.7
E00106269,5,79.2,15.8
E00106270,17,61,22
E00106271,9.4,74,16.7
E00106272,9.1,78.5,12.4
E00106273,9.3,70.7,20
